,CAGR01 Calcite.,F1CC06B Magnesite.,HS433 Halite.,LAZE03 Prehnite.,bkr1jb329c Siliceous-sinter.,GDS26 Epidote.,GDS1 Analcime.,NBPP22 Clinopyroxene.,LAPP47B Orthopyroxene.,LAPO05 Fayalite.,LASC02 Forsterite.,GDS27 Hematite.,NCLS04 Plagioclase.,LACL14 Chlorite.,LAKA04 Kaolinite.,LAIL02 Illite.,GDS106 Margarite.,c1cy29 Vermiculite.,LALZ01 Serpentine.,LAMO02 Montmorillonite.,NCJB26 Nontronite.,LASA58 Saponite.,GDS23 Talc.,F1CC08B Alunite.,GDS145 Bassanite.,LASF41A Gypsum.,LASF21A Jarosite.,F1CC15 Kieserite.,799F366 Mg-sulphate.
1153.48554133,0.9847882356548443,0.9997431345086891,0.9787171745756568,0.9922292150343988,0.9909857868615782,0.8377366042551065,0.9198537642881777,0.7907260710622356,1.0,0.7109452641599346,0.5336248835293852,0.9870853844036303,0.8472880297135282,0.9274785884874442,0.9994706293892304,0.9101223719671944,0.9216805957658173,0.9944773613225069,0.9731903619629609,0.9889589366496229,0.9988976495862657,0.977887090407569,0.9954367342638745,0.9999612621952343,0.9752554965973113,0.9871249259999199,0.9942280324106498,0.9961443108790151,0.9802341849186796
1158.99647413,0.9839906235446921,0.9998085877690648,0.9789687135669344,0.9918349550194926,0.9911564779682216,0.8469020905812247,0.9026865779472588,0.802162933402048,1.0,0.7120609816991655,0.5369916882504387,0.9896332694011329,0.8446666808939448,0.928016592300118,0.999694514334514,0.9104441045050127,0.9220062472255595,0.9937246211088077,0.9733291298831381,0.989968236471882,0.9989583315440995,0.9775605906045116,0.9958384960984634,1.0,0.9665469840885201,0.9822507037795294,0.9951440160745157,0.9940469110203672,0.9740298819918198
1164.48107738,0.9839025446180136,0.9998186069012578,0.9794034968695325,0.9916719816055148,0.9920457024307734,0.8556342252133865,0.9014052763251874,0.8132800558682306,1.0,0.7133054266792787,0.5396807873264459,0.9916405418079097,0.8419503768328401,0.9286359675100643,0.9998581256869735,0.9107796270678721,0.9221589760529912,0.9934240802077863,0.9741460127356341,0.9907495681802264,0.9996417622279794,0.9798778290858315,0.9965285690314426,0.9999516852884422,0.9600687317390074,0.9765107864332071,0.9956086388981648,0.9922602441828363,0.967967334928229
1169.93996942,0.984203138218327,0.9998830983231749,0.9792460596403508,0.9915770354068004,0.9929271218806639,0.8651140830881362,0.9140298183770031,0.8239165318063789,1.0,0.7146427911914366,0.5417254879057424,0.9937883620041117,0.8392062632490085,0.9295725624589481,1.0,0.9112596889733958,0.9223437006199824,0.9934610440451451,0.974882032766502,0.9900819891463034,1.0,0.9828249745384119,0.997206043561547,1.0,0.9593384306543172,0.9704523837977715,0.9964326035436839,0.9908908387745878,0.9626159870308685
1175.3737451,0.9843701433344011,1.0,0.978835636132569,0.9913608247898948,0.9938258558313241,0.8754901577634664,0.9293904419310435,0.8335263305470783,1.0,0.7157502540458033,0.5435486729296879,0.9959376760380058,0.836973254590009,0.9304735827421888,0.9996880969325018,0.9115979388210849,0.9227088803053707,0.9937583072913475,0.9755321897917748,0.98978189374417,0.9999603530010323,0.9855598532482897,0.9977885062103788,0.9999949703324208,0.9639362305384104,0.9656402456793856,0.9967209826074375,0.9897093540979793,0.9588425993900077
1180.78297699,0.9837674526522774,0.9999445533682538,0.9779260129756442,0.9914110954643185,0.9946301226062998,0.8866577536430459,0.9413957232480306,0.8426170790032056,1.0,0.7159451282480024,0.5452361233136069,0.9981032875942935,0.8348994262932579,0.9314182679036873,0.9998078315253964,0.912355163619104,0.9239726618570048,0.994461750117425,0.9763433270528699,0.9900532244632877,1.0,0.9878223147716108,0.9987412808595494,1.0,0.9700454740370098,0.9628202129458217,0.9970824601789123,0.9885240477236013,0.9569465057924536
1186.16821657,0.983458373437872,0.9999029645251505,0.9766939788140401,0.9911976850043629,0.9951322651326028,0.8981374234637224,0.9487990969743234,0.8511543042220183,1.0,0.7166272645324738,0.546741753853274,0.9997631465696337,0.8326644136521667,0.9325096966906649,1.0,0.914022221219747,0.9258695083473379,0.9952244059616829,0.9772503035305147,0.9907665829847605,1.0,0.9895506492572463,0.9998031041809025,1.0,0.9753056557339613,0.9608930135979411,0.9973622703271311,0.9873307778513559,0.9559868441696203
1191.52999524,0.9835699589226152,0.9997728259013208,0.9756028401860567,0.9910416499865893,0.9954632240586261,0.9093577026143145,0.9528154747469847,0.8590755427862313,1.0,0.7170773649857407,0.5478104606600626,1.0,0.830150895645498,0.9336933234973461,1.0,0.9153439101704701,0.927360524550665,0.9962830879569816,0.9781946535490095,0.9920718476677326,1.0,0.9908431745492399,1.0,1.0,0.9786799046502743,0.9599270193149181,0.9979687891544324,0.9862463992919509,0.9553482055298512
1196.89576018,0.9835980033151823,0.999576025276972,0.974893878792403,0.9909890869476353,0.995938574462217,0.9195389357654842,0.9562415016202036,0.866850983135771,1.0,0.7168047120162828,0.5490139384853742,1.0,0.8277573396730304,0.9351660370676693,0.9996443824835255,0.916269274074411,0.928168549178799,0.9976892539192372,0.9786963152901557,0.9938706468446991,1.0,0.9921048081218469,1.0,0.9995184217733384,0.9808688480379955,0.9597308944724802,0.9986112689648814,0.9843903183467552,0.9549387833456632
1202.26638934,0.9837514655522492,0.9994670301834898,0.9752739117467015,0.9905834239347072,0.9966189180712741,0.9285834886528048,0.9612556085908187,0.8741541182204734,1.0,0.715968687435448,0.5502133323340195,1.0,0.8256967328015634,0.9369363615055333,0.9993398460184564,0.9172272105688061,0.9289255265356199,0.999212853695208,0.9793990192565486,0.9962988866920522,1.0,0.9931683684111675,0.9997139956762892,0.9988331351360675,0.9825008678662028,0.9597500322007266,0.9990876339911102,0.982540583563926,0.9549186240434143
1207.64185238,0.9834129129681215,0.9995355904430769,0.9753890116738649,0.9902129393494247,0.9971312649643906,0.9377093704901011,0.9666379179496059,0.8806193134630983,0.9998609486162482,0.7148889678884224,0.5512351965336494,1.0,0.8238952409417979,0.9390444965908213,0.998649127679543,0.9185871546099731,0.9302820594797387,0.9996523484147198,0.980821729401532,0.9988433584279521,1.0,0.9940616707810129,0.9996366416696472,0.9975371079978256,0.984236137190401,0.9603272138054312,0.9994498256315641,0.9812621065168459,0.955379466764244
1213.0221192,0.9828110177228232,0.999223518371456,0.9750063001495881,0.9899880693442413,0.9976564917875045,0.9464407305200353,0.9707123564085508,0.8865581566949344,1.0,0.7138908886134397,0.5519975131835018,1.0,0.8223272295378655,0.9409120735911699,0.9983657730089813,0.9203821223243817,0.9319329468930108,0.9997584226880738,0.9819635881628803,1.0,1.0,0.9953018598417631,0.9997492095793705,0.9955867268577504,0.986607631793087,0.9622655302092963,0.9999667840454508,0.9799515407107156,0.9556348082560538
1218.40715994,0.9826954934655052,0.9988916832095796,0.9741491681134652,0.9896826131581071,0.9980151074866227,0.9543541130937423,0.9734463652438947,0.8923629235980329,1.0,0.7127249696253347,0.5529815319141665,1.0,0.8206446435118445,0.9426083057318246,0.9975060480547987,0.9216426134425295,0.933422127742035,1.0,0.982845397433409,1.0,1.0,0.9963470362429431,1.0,0.9927688163869651,0.9890204087337894,0.9650569787940394,1.0,0.9786004022505377,0.9556399318215655
1223.79694502,0.9825065991404219,0.998875363986106,0.9731152269323382,0.9896980303852425,0.998200764733323,0.9621501583672383,0.9753780921519775,0.8976190523586071,1.0,0.7108572129601125,0.554089835180348,1.0,0.8188444812289082,0.9441994304097283,0.9959706835628807,0.9225071836701432,0.9346871284611549,1.0,0.983138917352089,0.9992200291537515,0.9999918690502576,0.9973506796761359,0.9998572323680595,0.9889487425128549,0.9912290991621991,0.9670393236041794,1.0,0.977237716872455,0.9561111337272296
1229.190873,0.982244731120607,0.9990471353814083,0.9724362655890653,0.9898292945992851,0.9983257401758442,0.9690682992199008,0.9763525072155045,0.9029320869851952,1.0,0.708737349662176,0.5554461517476816,0.9999715531620299,0.817245409801094,0.9459763702430161,0.9939664115041956,0.9238339672245606,0.9360728748422965,1.0,0.9830834167583342,0.9985374420621024,1.0,0.9981042510195492,0.9994370741580052,0.9851598415537643,0.9930285157604759,0.9685482828038904,1.0,0.9759551232147272,0.9567616291514637
1234.58829679,0.9820695269683986,0.9993424508363614,0.9716276123394363,0.9897818233571006,0.9983686846472557,0.9743293882067063,0.9766801112961401,0.9079057069983466,1.0,0.707191091409063,0.5568372594872711,1.0,0.8158484014839757,0.9476559793476929,0.9921922488341379,0.9251343195322456,0.9375819728437587,1.0,0.9835349672861541,0.9991858343066711,1.0,0.998798477560543,0.9996166497240395,0.9818654456116587,0.9944891939707605,0.9707423171720315,0.9999659014566964,0.974902290600491,0.9575836768449499
1239.98919257,0.9821641873898875,0.999528436780233,0.9711986524671598,0.9896510995259037,0.9984960214612066,0.9786972259171489,0.9775458782597969,0.9125333644323005,1.0,0.7063165011219229,0.55820828703252,1.0,0.8142583754265357,0.9495013371940683,0.9909912915218102,0.9263083706816213,0.9395052697851844,1.0,0.9845556933239682,0.9999136317688528,1.0,0.9990739209881276,0.9999842444350223,0.9789040824311402,0.9963114024620422,0.9738945296149613,0.9999880758069122,0.9738745639670049,0.9586037591532035
1245.39353673,0.9822102925847782,0.9998308522741508,0.9711527661998763,0.9894304752237452,0.998468316656181,0.9824869617273484,0.9788735283009946,0.9173394410279547,1.0,0.7049463688418657,0.5596617744239875,1.0,0.8128012012535009,0.9509508268317474,0.9908486938305209,0.9279108508521158,0.9411374337142567,0.9998458749213673,0.9857755969129626,0.999659021983705,1.0,0.9993960316181758,1.0,0.9755399628432392,0.9977682908106389,0.9769702378846659,0.9999988769578796,0.9732411723284831,0.9596870246241385
1250.80130588,0.9819632358582223,0.9998144546538817,0.9714982822712928,0.9890943337787538,0.9987772973351711,0.9858567535171152,0.980077847472246,0.9220877001527846,0.9998059526583054,0.7032513519272788,0.5614070767799813,1.0,0.8115499887981552,0.9520960680524212,0.9913932025029816,0.9293182202654178,0.942339599526836,0.9992546773831104,0.9874916629224678,0.999103066370811,0.9999607000443608,0.9999166842862659,0.9998616445408954,0.9711362949884974,0.9989267397106582,0.9795084162800816,1.0,0.9721642124052478,0.9609086311138282
1256.21247686,0.9820059296543827,0.9998304014707264,0.9718977196018083,0.9886391384690585,0.9991723958731608,0.9886272050525003,0.9805903334284207,0.926449327137256,0.9998458132237728,0.7015052046432988,0.5635153593354664,1.0,0.8103804881741918,0.9533437875409126,0.9918292288701768,0.9306582362090896,0.9436060392186726,0.9985264878307681,0.9886433074152239,0.9988625431805859,1.0,1.0,0.9985193814513348,0.9645556887799297,0.9998455662113008,0.9818192087125459,1.0,0.9716751541457722,0.9619730830588663
1261.62708732,0.9816886168705209,0.9999764402392203,0.9721989313916385,0.9878516552384932,0.9995581919152929,0.9905480822022961,0.9806364182617366,0.9304245899335924,0.9996048528274679,0.6998502230508583,0.5658370287610647,1.0,0.8092623836421511,0.9549493452201422,0.9916026878877968,0.931740860108367,0.9454275164317644,0.9980194095232398,0.989420855072796,0.9988700392149336,1.0,0.9997026576729016,0.9961462544018743,0.9569776351009858,1.0,0.9836663831269549,0.9998691759571163,0.9713418657320573,0.9631842803858393
1267.05580532,0.9812431236063406,1.0,0.9720478832506255,0.9869268282591798,0.9998704752639948,0.9910016096233856,0.980624458275586,0.9342186511622224,0.9989296784643363,0.6980753105552837,0.5681820966113712,1.0,0.8081261684602867,0.9565507464865224,0.9906496381834744,0.9330523279718874,0.947202269030382,0.9973458937621451,0.9894281085324822,0.9977899679330016,0.9999074385387123,0.9988423866983178,0.9919275999519638,0.9530491436697743,0.9997945830509152,0.9847492506613932,1.0,0.9718044356109262,0.9641690133414424
1272.49861965,0.9808153628729359,0.9999166683221193,0.9714510905527294,0.985780521466852,1.0,0.9908490460287972,0.9802704848702715,0.9378363307131014,0.9979819870724655,0.6959794985045322,0.5707609347641306,1.0,0.8071821817405491,0.9583041067884138,0.9886707417791711,0.9344038888536988,0.9489331937170878,0.9960313953247452,0.9901446663119771,0.9967441806660071,0.9999112042026115,0.9976788078339089,0.9868709673719862,0.9568102918892867,0.999712061740377,0.9857089579206988,0.9999324283428456,0.9722102516275444,0.9650465523806991
1277.95551888,0.9803458143908204,0.9996585821102014,0.9706844828286484,0.9843925922423581,0.9999004883479702,0.9906764938173582,0.9791443385592032,0.9412314464889292,0.9965970768692011,0.6942684094894678,0.5737168486587092,1.0,0.8065179472036487,0.9599671487978318,0.9863537824112003,0.9355796332681134,0.9507136728963764,0.9943642765074487,0.9903902419780433,0.9963474044633722,0.999594507393473,0.9967075590645408,0.984554623809467,0.9663293929373246,0.9995908029202786,0.9863428396888062,1.0,0.9723936873909014,0.9658385119642615
1283.42649147,0.9800340720151752,0.9996327856062175,0.9699815742982322,0.9828884044509342,1.0,0.9900481280875632,0.9770331669941654,0.9446467691300537,0.9948298617720073,0.6928678369980306,0.5769066442292738,1.0,0.8060400733379959,0.9617341685805942,0.9836050803912463,0.9372764961593006,0.952415862423351,0.9941832310358905,0.9909997517561131,0.9952805255005375,0.9990860590920035,0.9966215070917196,0.986700739468464,0.9778255318559764,0.9992495872336886,0.9868543443116286,1.0,0.9728450399685266,0.9665507180846405
1288.9115257,0.9801423065004445,0.9999427011377744,0.969118179885231,0.981870584775428,1.0,0.9889861291694717,0.9741237168185637,0.9482822570041048,0.9931015691789824,0.6917457494551538,0.5803239634961885,1.0,0.8059710747971136,0.9632839976720629,0.9802576466622832,0.9389470656053474,0.9535018050969417,0.996401069893078,0.9923594646034971,0.993838392689154,0.9986076643510927,0.9963437438425735,0.9890796094681874,0.9883789297761018,0.9982531719542527,0.9872923723541811,0.9998163931507351,0.973347168477295,0.9670420915885835
1294.41060969,0.9801089712128631,1.0,0.968385486627702,0.9814811522629958,1.0,0.9878417897169238,0.9705757301750115,0.9515665184811443,0.9913039457721956,0.6903988360131119,0.5843415851727631,1.0,0.8059383521530729,0.9648890628883846,0.9758458253438804,0.9400667310560036,0.9546197812209347,0.9988665887702943,0.994068166223859,0.9926807059360119,0.9979127189272775,0.9944349651440277,0.9885621781832572,0.995429796256084,0.9969580596481299,0.9872460455108631,0.9997890570053942,0.9736432891575301,0.9672088951305283
1299.91690127,0.9798822992704391,0.9998796764971855,0.9675888519623901,0.9812906392551193,0.9998173951488102,0.9859874512551258,0.9670514814809607,0.9546290851096509,0.9888023818117098,0.6887661160883389,0.5888159306440499,1.0,0.8060348221780411,0.9667837598383536,0.9714106016195351,0.9415317116121086,0.9558458812944732,0.9999327192801161,0.9952944459094717,0.9911499978134578,0.99721869644969,0.9926468364483246,0.988194452537541,0.9989940540639161,0.9951865882600484,0.9868146062548945,0.9997245917024234,0.9739078992399821,0.9672934651564621
1305.42577023,0.9792718797942627,0.9997302110695468,0.9673667634434718,0.9811177500014251,0.9991757010514299,0.9834261269558584,0.9634371130727494,0.957785132760124,0.9861810106135908,0.6876187886907306,0.5931521966476485,1.0,0.8062609984431117,0.9684764726607986,0.9676744016268535,0.9433976270288761,0.9574671080830691,1.0,0.9958002284501016,0.9906241558766621,0.9963234425200256,0.9908675303578093,0.9890857337662254,1.0,0.9925518697681568,0.9856451467840832,1.0,0.9740337479139681,0.9669792755171254
1310.93719838,0.9787450542814062,0.9999433336664695,0.9668297891944343,0.9812129339963844,0.9981139445804433,0.9804206352945801,0.9587133919332479,0.9608071104074208,0.9833763465850591,0.6872355662574555,0.5976479357187244,1.0,0.8066574737691277,0.9701808017427551,0.964416316823371,0.9448677933377579,0.9590156253129415,1.0,0.9960805404782372,0.9902313555189048,0.9951482719812712,0.9880524168392534,0.9894471792008586,0.9989737710548241,0.989211212162656,0.9842242645896299,1.0,0.9739907633020048,0.9663004729029048
1316.45116775,0.9787468591816247,1.0,0.9661875277802333,0.9811593315862435,0.9961792970698596,0.9777265528961075,0.9523216791758029,0.9638549109670478,0.9798339968399784,0.6864957480335198,0.6025661697575713,0.9999440256770367,0.8071940860510167,0.9720440918973032,0.9617561846666028,0.9458299710446203,0.9604302605030764,0.9996020978550483,0.9970139676989893,0.9887074572747548,0.9935490891600398,0.9836841327038008,0.9883992871301336,0.9952902786390185,0.9848993662667378,0.9821756182595174,1.0,0.9735702570270434,0.9656363989135623
1321.96766053,0.9785829337074584,1.0,0.9658221580536251,0.9811367367637152,0.993597783603268,0.9756381760961075,0.9432284707551832,0.9665716553656117,0.9758937964532818,0.6857749872389416,0.607595851560851,1.0,0.807747819330717,0.9735875076430413,0.95886755655084,0.9471374796290795,0.9616062998108231,0.9989336874818694,0.9981011761422136,0.9873630132168695,0.9915504173743499,0.9783547685850299,0.9873587137316638,0.9909550023519226,0.9791864247975057,0.9791413696968092,0.9998764142992979,0.9726063004563628,0.9645844551836205
1327.4866591,0.9781189372812031,0.9998433338813941,0.9652650029443364,0.9807699792337836,0.9904687186955108,0.9737182648142868,0.931038111622106,0.9691407790256824,0.9712930431513761,0.6852725664325513,0.61281792430334,1.0,0.8081529006628476,0.975037011834831,0.9561731798462655,0.9487308967989924,0.9625942454375553,0.9980579560666966,0.9984709770355181,0.9864078350369037,0.9897235947237676,0.9723752458759738,0.9869700483008139,0.9870366290258056,0.9715417273524615,0.9752096595253302,0.9999723099205745,0.9710152911275008,0.9633052294470038
1333.01349556,0.9775313691936145,0.9995293216571963,0.9648516886067812,0.9804786063161551,0.9867258491057708,0.9709213035337031,0.9162916927831045,0.9716307184240126,0.9666430045895735,0.6856126607691844,0.6188980315512445,1.0,0.8084864960146771,0.9765278348901454,0.9536345039321217,0.950355519001383,0.9637252818780512,0.9959877180168185,0.9983552703490702,0.9857230585277686,0.987950126315045,0.9664362555385227,0.9863765704181197,0.9812410187966499,0.9623613381067821,0.9707269965403317,1.0,0.9683836751466408,0.9618673979053848
1338.5688161,0.9768483567698918,0.9994871803559205,0.9643601634019533,0.9803405608167121,0.9823126478798535,0.9678438870505854,0.9010474064592248,0.9741446466448817,0.9615652214000977,0.6866835775035418,0.6252552649815987,0.9997504826949073,0.8090244915125958,0.9778660735250592,0.9505082915052028,0.9513185901281022,0.9649486807558211,0.9928092194816123,0.9978134856238107,0.9848619034318289,0.9862693141217777,0.9603426297454947,0.9850639875204538,0.9767219045797225,0.9537195012150358,0.9654155538284792,1.0,0.9645965344062358,0.960306366524488
1344.15282419,0.976139614315821,0.9988858539998928,0.963546743841419,0.9798271241666805,0.9776928821271668,0.9651608576313149,0.8874186692220061,0.9761149869025079,0.9555765264586623,0.6871638309051559,0.63169196639427,0.9997192460118066,0.8098425492653225,0.9789698835379437,0.9457858506573417,0.9514010078761244,0.9657824280241849,0.9874405490426769,0.9967447289631373,0.9838357059787628,0.9845393910388903,0.9538191682980732,0.9829836933193887,0.9758862744508101,0.9476457598068133,0.9597951565608493,0.9998874035067205,0.9598163789973889,0.9587869951576724
1349.76572543,0.9747917686159995,0.9981496897500836,0.9628684170449897,0.9792072029589802,0.9728483309685763,0.9633164575234093,0.8756909035600159,0.9777844217062751,0.9486102653683286,0.6874528853007974,0.6377969450789928,0.9997598707004292,0.8107261947366688,0.9791395006584441,0.9384083007116514,0.9514170438849227,0.9663271761423174,0.978830174144364,0.9950780637989759,0.9820784975373422,0.9826379042315669,0.9463777076615689,0.9800206140191539,0.9765568088757476,0.9447866345096303,0.9537239376803732,0.9994713713208768,0.954388238993329,0.9569520375250192
1355.4077275,0.9731679863581533,0.9972231202244725,0.9618243229513196,0.9787892597221078,0.9668566749551153,0.9620521075814452,0.865956334585673,0.9790971849963321,0.9413057491257791,0.6880607817222061,0.6442111535345412,0.9995665453384228,0.8117011017227724,0.978772162745173,0.9289909887616373,0.9517860180253943,0.9667215573921303,0.9681158565002849,0.9922243882229039,0.9800956334067132,0.9807465431559778,0.9379640477647894,0.975815212414505,0.9777197686855847,0.9429765020916245,0.9472913850236,0.9992684841459611,0.9489847218190419,0.9550740480432376
1361.07904029,0.9719140616793371,0.9958581493184288,0.9615155250386066,0.9779270320709815,0.9581888660503011,0.9606611320586154,0.8584586571730035,0.9802580041945004,0.9345552963354465,0.6899713284478027,0.651081583738361,0.9994417174573254,0.8127632692020222,0.978657273491679,0.9213974272701239,0.9530228518072507,0.9661048504863421,0.9589331908895091,0.9881312735854012,0.9758546705245219,0.9776119040258132,0.9289669607707773,0.9693430945322501,0.9801629728077229,0.9403554484008475,0.9414382409510013,0.9994720722996896,0.9440235914805667,0.9529196230579473
1366.77987583,0.9716900068755936,0.9942328910173819,0.9610518200053231,0.9767878603307059,0.9454324128347646,0.9586654505297727,0.8515958647421226,0.9824312468852657,0.9274863726730757,0.6924614328542963,0.658674808071951,0.9982046504868712,0.8141588612521135,0.9781155348770484,0.9143573841370995,0.9541772203830585,0.9650199793592706,0.948254431159314,0.9836051071758859,0.9697964715861659,0.9727275574135094,0.9174493560094282,0.9596886706042935,0.9835751226353767,0.9351170235989388,0.9361410474896884,0.9999380071171676,0.9392306133300389,0.9506513568143475
1372.46681289,0.9718118618964866,0.9923843234523397,0.9603053554552304,0.9760878763153084,0.9297835662237125,0.9560897317827386,0.8437493571922775,0.9844811869853525,0.9197212272421287,0.6953749621910761,0.6663923368301113,0.9961496087558324,0.816143198870016,0.9766927045655641,0.9037432288120165,0.9544293373855443,0.9617076010787513,0.9251232205621689,0.975726074773587,0.9639282798436707,0.9664209871300643,0.8993486218314198,0.9424320552211463,0.9847495007036087,0.9264026688369646,0.9311602370473403,1.0,0.9339957281702802,0.9478136794205752
1378.13342967,0.9717614933123955,0.9898013521855548,0.9597805473166516,0.9756967967328128,0.9124607440128751,0.9524979850681408,0.8323406698608841,0.9861091716329368,0.9115016342592678,0.6980555617576408,0.6740648178220293,0.9927789475854862,0.817784709733792,0.9726558422053913,0.8876878263420229,0.9537016541377598,0.9569312841299474,0.8807458194209015,0.9566369966350312,0.9564743654821527,0.9588912192072411,0.8692649779479076,0.9062916749965595,0.9827009094738133,0.9134424403858143,0.9265005098711725,0.9996095094810807,0.9275819699431054,0.9441856888583359
1383.78010777,0.9715065836344514,0.9856071273386476,0.9589335727846293,0.9744792171799324,0.8919632486181694,0.9496598448600972,0.815815013167423,0.9876567078502174,0.902340913268742,0.7014369903539716,0.6816937236431251,0.9900229132589164,0.8191956968553102,0.9623852694122815,0.8684838320220548,0.9532997294279205,0.949407542888904,0.8391133748470594,0.9302959319719496,0.943460357893785,0.947094350515157,0.8202909239886965,0.8356577359437439,0.9779168642956306,0.8960755486080407,0.9223852047853289,1.0,0.919075601327647,0.9395017916261931
1389.40721715,0.9713168937957959,0.9817064774381443,0.957216967598126,0.9737638584928757,0.8684660814044924,0.9478106737232553,0.7941024153062867,0.989379139714317,0.8907084278036851,0.7040228630714219,0.6891179257801173,0.9890003381267863,0.8208518848116989,0.9484317574867626,0.8498202651543545,0.9506192525473007,0.9361778063338501,0.8206247000340036,0.9134142487028024,0.9278861099170056,0.92985529745836,0.7669154600141855,0.7504721985457972,0.9706106750734164,0.8770610940506052,0.9184176994685532,1.0,0.9081937143934783,0.9335355063995388
1395.0151167,0.97090088822743,0.9781546022668641,0.9558807384978325,0.9733458462024114,0.8426631508280215,0.9463485742923138,0.7667380236442539,0.9906528564668862,0.878866161892619,0.7058971241626539,0.6963521008599509,0.9883835313146498,0.8222697288663778,0.9471852795587168,0.8361548596760608,0.944480124039937,0.9123358674013583,0.8267394965358505,0.9128625866916282,0.910656027849386,0.9080801032273399,0.7531795709640734,0.7354398731567143,0.9601216426808334,0.8607397994687715,0.9127230172163572,0.999793551683137,0.8948943773183975,0.9255187600804001
1400.60415467,0.9710075938610694,0.9742153392656157,0.9542872395790314,0.9721511523114087,0.817860394406151,0.9451765728821564,0.731846593433189,0.9919926964607528,0.8707342586950284,0.7081613640628418,0.7044002217443437,0.9876578413175632,0.8240422180282064,0.9553874403895017,0.8324728369517067,0.9379279469347983,0.8738467279200315,0.8468987604909244,0.9261426305117497,0.890998155047541,0.8825103401594736,0.7566554412816687,0.8049108239508617,0.9448071443401017,0.8461860127211558,0.903801998442792,0.99948829778049,0.8781406272965632,0.9155688936324455
1406.19775036,0.9711413459768745,0.9696961874960075,0.9530557758247735,0.9705007204178895,0.7992965470634741,0.9443558071185072,0.6869552539369627,0.9935955692093578,0.8648893974311604,0.7117477464934516,0.713250866267448,0.9863241521004393,0.825844338675893,0.9615582940394721,0.8317438880874787,0.93233122637663,0.8320166387750014,0.8641200279371712,0.9422851066674753,0.8720993754976613,0.857965187303062,0.7501033547777312,0.869062135237035,0.9228335563285293,0.829040471868171,0.8914049783791054,1.0,0.8584023554173688,0.9038347296578538
1411.81328293,0.970862175446204,0.9659688938827327,0.9526695417979576,0.9690124352470211,0.7900465017955448,0.9426781234634415,0.6352208771046471,0.9953762669734932,0.8580064176019294,0.7160109989906456,0.7218693421482012,0.9856709847158358,0.8280506147932178,0.9647699930713779,0.8250062484630637,0.928456016121755,0.8186326838369465,0.8750462674979076,0.95589044102523,0.8609162015747235,0.8390480095615285,0.7424494224098149,0.9001756043349378,0.8917268958910958,0.807973931162489,0.8757917869375831,1.0,0.83670272575875,0.8906961761539889
1417.45083527,0.9708765521875697,0.9630106609230008,0.9518095379149225,0.9673453195429405,0.788670932429404,0.9399017891483579,0.5897868243246711,0.9962946678372788,0.8497413720202771,0.7201126736317484,0.7304000347045965,0.9859881421069502,0.8301945322753558,0.9672812580966172,0.8346355947572544,0.9280826246381955,0.8458119247552639,0.880334412061066,0.9661732675218514,0.8626029958173447,0.8275513655153394,0.7426101590667065,0.913714660360416,0.8453830208631249,0.7869104396567953,0.8571214576118639,1.0,0.8148633480460812,0.8778426035013231
1423.11049053,0.9715451804930383,0.9602936573781898,0.9508658224757105,0.9652821867358987,0.7920012016265223,0.9373208643003446,0.5670247009917544,0.9968980148320187,0.8412053435957958,0.7241353149950233,0.7389870936472068,0.9862353451484324,0.8320554582838423,0.968615030787321,0.8729128601596811,0.9324110665647382,0.8864292964568042,0.8828772765422654,0.9732527255442024,0.875401774155441,0.8224275006076017,0.7506114048802486,0.9212935041195499,0.7870589299661845,0.771163474628119,0.8371155804452035,0.9997766929572133,0.7943496760163187,0.8665450279904021
1428.79233216,0.9718879342608592,0.9578811429888962,0.9499335576844214,0.9628240745982429,0.7972417573684755,0.934678939441948,0.574560598185234,0.9976534390804429,0.8322498339978022,0.7284369002583762,0.7476119292445377,0.9858536371347453,0.834108613420066,0.9687169971522451,0.9062388883855456,0.939391797379078,0.9166917904325724,0.8852202498556861,0.9785473901064049,0.8910897284386051,0.8213869651946936,0.7626313043323968,0.9269294291225091,0.7606756924156319,0.7654997308964264,0.8172587532807883,0.9992048632483607,0.7763355459361193,0.8573773146609904
1434.4964439,0.9717443684570863,0.955741762659598,0.9483357255052661,0.9600508013085649,0.8030850338694827,0.9320154337129894,0.6043197421133577,0.9982267751192435,0.8226628857274451,0.733112776601362,0.7566573361888098,0.9851270666543257,0.8360839336931295,0.9687277402780209,0.9275251023778068,0.9464195639245931,0.9342100213685074,0.8876720529928825,0.9827947896844492,0.9048257390053515,0.8263007045166701,0.7754131572491557,0.9316504931311349,0.7756584138250935,0.770437850833803,0.7956728866590523,0.9978712046142427,0.760579402042379,0.8514487233497885
1440.21938683,0.9716306978658786,0.9535698946750779,0.9470254377170605,0.958170377880861,0.808687694836618,0.9295220484582126,0.6423806173778419,0.9989312988021066,0.812179741094235,0.7379092406369183,0.7654571356146621,0.9855849801251584,0.8378861963674437,0.969357440348632,0.940333861952366,0.9514804595838898,0.9451426020012943,0.8905564567945583,0.9864596795953479,0.9156920970662655,0.8398389103003836,0.7869225298022013,0.9363398955257537,0.796848174418373,0.7829027572956414,0.7715617492622946,0.9950380022625973,0.7467865972703647,0.8485299899844131
