Database of Origin,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),RELAB,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB)
1613.0,0.8960495948791504,0.825245201587677,0.9057195067405701,0.7370728135108948,0.4751263916492462,0.47045531272888186,0.8795163869857788,0.4291546046733856,0.302783203125,0.35381839275360105,0.6688392000000001,0.835257375240326,0.33009259700775145,0.4390139997005463,0.9367475867271423,0.6200983881950378,0.5524816632270813,0.7178019999999999,0.5240644216537476,0.6360196113586426,0.513394010066986,0.8531257984,0.6631813287734986,0.7705689787864685,0.8503275990486145,0.853168523311615,0.872366988658905,0.40253779888153074,0.8260486364364624
1614.0,0.8958887934684754,0.8253076076507568,0.9059703588485718,0.7372194170951843,0.47511919140815734,0.471025151014328,0.8799988746643066,0.4292598068714142,0.30196560025215147,0.3543791949748993,0.6696376,0.8353523135185241,0.3302307963371277,0.43918499946594236,0.9368967890739441,0.6203421831130982,0.5528790712356567,0.717866,0.524287223815918,0.6359188079833984,0.5136710166931152,0.8536134002000001,0.6632589817047119,0.7708049774169922,0.8505009055137634,0.8544032454490662,0.8726279854774475,0.40236239433288573,0.8261898279190063
1615.0,0.8957279920578003,0.8253700137138367,0.9062212109565735,0.7373660206794739,0.4751119911670685,0.47159498929977417,0.8804813623428345,0.42936500906944275,0.301147997379303,0.3549399971961975,0.670436,0.8354472517967224,0.3303689956665039,0.4393559992313385,0.9370459914207458,0.6205859780311584,0.5532764792442322,0.71793,0.5245100259780884,0.6358180046081543,0.5139480233192444,0.854101002,0.6633366346359253,0.7710409760475159,0.8506742119789124,0.8556379675865173,0.87288898229599,0.4021869897842407,0.8263310194015503
1616.0,0.8956491947174072,0.8255486130714417,0.9067083835601807,0.7372496128082275,0.47507598996162415,0.4719983100891113,0.8809474349021912,0.4293484091758728,0.30017979741096495,0.3554949998855591,0.6711374,0.8353927612304688,0.3303889989852905,0.4395778000354767,0.9364703893661499,0.6205413818359375,0.5535661101341247,0.717784,0.5243656158447265,0.6357887983322144,0.5139506220817566,0.8543774008,0.6633751630783081,0.7708289861679077,0.8510993838310241,0.8566689968109131,0.8731635808944702,0.40201699137687685,0.8264540910720826
1617.0,0.8955703973770142,0.8257272124290467,0.9071955561637879,0.7371332049369812,0.4750399887561798,0.4724016308784485,0.8814135074615479,0.42933180928230286,0.29921159744262693,0.35605000257492064,0.6718388,0.8353382706642151,0.33040900230407716,0.4397996008396149,0.935894787311554,0.6204967856407165,0.5538557410240174,0.717638,0.5242212057113648,0.6357595920562744,0.5139532208442688,0.8546537996,0.663413691520691,0.7706169962882996,0.851524555683136,0.8577000260353088,0.8734381794929504,0.40184699296951293,0.8265771627426147
1618.0,0.8954916000366211,0.8259058117866516,0.907682728767395,0.7370167970657349,0.4750039875507355,0.47280495166778563,0.8818795800209045,0.4293152093887329,0.29824339747428896,0.35660500526428224,0.6725402,0.8352837800979614,0.33042900562286376,0.44002140164375303,0.935319185256958,0.6204521894454956,0.5541453719139099,0.7174919999999999,0.5240767955780029,0.6357303857803345,0.513955819606781,0.8549301984000001,0.6634522199630737,0.7704050064086914,0.8519497275352478,0.8587310552597046,0.8737127780914307,0.40167699456214906,0.826700234413147
1619.0,0.895412802696228,0.8260844111442566,0.9081699013710022,0.7369003891944885,0.47496798634529114,0.4732082724571228,0.8823456525802612,0.42929860949516296,0.29727519750595094,0.3571600079536438,0.6732416,0.8352292895317077,0.3304490089416504,0.4402432024478912,0.9347435832023621,0.6204075932502746,0.5544350028038025,0.7173459999999999,0.5239323854446412,0.6357011795043945,0.5139584183692932,0.8552065972,0.6634907484054565,0.7701930165290832,0.8523748993873597,0.8597620844841003,0.8739873766899109,0.40150699615478513,0.8268233060836792
1620.0,0.895334005355835,0.8262630105018616,0.9086570739746094,0.7367839813232422,0.4749319851398468,0.47361159324645996,0.8828117251396179,0.429282009601593,0.2963069975376129,0.35771501064300537,0.673943,0.8351747989654541,0.330469012260437,0.4404650032520294,0.9341679811477661,0.6203629970550537,0.5547246336936951,0.7172,0.5237879753112793,0.6356719732284546,0.5139610171318054,0.855482996,0.6635292768478394,0.7699810266494751,0.8528000712394714,0.8607931137084961,0.8742619752883911,0.40133699774742126,0.8269463777542114
1621.0,0.8956961989402771,0.8261214137077332,0.9084272742271423,0.736751389503479,0.4749459207057953,0.4741708278656006,0.8829451918601989,0.4292192101478577,0.2952802002429962,0.3582922101020813,0.6744702,0.8349162340164185,0.33043900728225706,0.4406599998474121,0.9341447830200196,0.6206691980361938,0.5549933433532714,0.717032,0.5238947749137879,0.6352859735488892,0.5140310168266297,0.8558483962,0.6636831879615783,0.7699344158172607,0.8529344439506531,0.8612366557121277,0.8744609832763672,0.4014973998069763,0.827090322971344
1622.0,0.8960583925247192,0.8259798169136048,0.9081974744796752,0.7367187976837158,0.47495985627174375,0.4747300624847412,0.88307865858078,0.4291564106941223,0.29425340294837954,0.3588694095611572,0.6749974,0.8346576690673828,0.33040900230407716,0.4408549964427948,0.9341215848922729,0.620975399017334,0.5552620530128479,0.716864,0.5240015745162964,0.6348999738693237,0.5141010165214539,0.8562137964,0.6638370990753174,0.7698878049850464,0.8530688166618348,0.8616801977157593,0.8746599912643432,0.4016578018665314,0.8272342681884766
1623.0,0.8964205861091614,0.8258382201194763,0.9079676747322083,0.7366862058639526,0.4749737918376923,0.47528929710388185,0.8832121253013611,0.429093611240387,0.2932266056537628,0.3594466090202332,0.6755246,0.8343991041183472,0.3303789973258972,0.4410499930381775,0.9340983867645264,0.6212815999984741,0.5555307626724243,0.716696,0.524108374118805,0.6345139741897583,0.514171016216278,0.8565791966,0.6639910101890564,0.769841194152832,0.8532031893730163,0.8621237397193908,0.8748589992523194,0.4018182039260864,0.8273782134056091
1624.0,0.8967827796936035,0.8256966233253479,0.9077378749847412,0.7366536140441895,0.47498772740364076,0.47584853172302244,0.8833455920219422,0.4290308117866516,0.2921998083591461,0.3600238084793091,0.6760518,0.8341405391693115,0.3303489923477173,0.4412449896335602,0.9340751886367797,0.6215878009796143,0.5557994723320008,0.7165279999999999,0.5242151737213134,0.6341279745101929,0.5142410159111023,0.8569445968,0.6641449213027955,0.7697945833206177,0.853337562084198,0.8625672817230224,0.8750580072402954,0.4019786059856415,0.8275221586227417
1625.0,0.8971449732780457,0.8255550265312195,0.9075080752372742,0.7366210222244263,0.47500166296958923,0.4764077663421631,0.8834790587425232,0.42896801233291626,0.2911730110645294,0.360601007938385,0.676579,0.8338819742202759,0.33031898736953735,0.44143998622894287,0.9340519905090332,0.6218940019607544,0.5560681819915771,0.71636,0.524321973323822,0.6337419748306274,0.5143110156059265,0.857309997,0.6642988324165344,0.7697479724884033,0.8534719347953796,0.863010823726654,0.8752570152282715,0.40213900804519653,0.8276661038398743
1626.0,0.896669578552246,0.8255710244178772,0.9075791597366333,0.7365738153457642,0.47495933175086974,0.4770921111106873,0.8835547685623169,0.4289786100387573,0.2904116094112396,0.360916006565094,0.677336,0.8338106870651245,0.3303605914115906,0.4417601883411407,0.9339895963668823,0.6218760013580322,0.5563557624816895,0.716248,0.5244345784187316,0.6339193820953369,0.5143314123153686,0.8570119976,0.6643455505371094,0.7694715738296509,0.8538521766662598,0.864036762714386,0.8754714131355286,0.40206700563430786,0.8277953267097473
1627.0,0.8961941838264466,0.825587022304535,0.9076502442359924,0.736526608467102,0.47491700053215025,0.4777764558792114,0.8836304783821106,0.42898920774459837,0.2896502077579498,0.36123100519180296,0.6780930000000001,0.8337393999099731,0.3304021954536438,0.44208039045333863,0.9339272022247315,0.6218580007553101,0.5566433429718017,0.716136,0.5245471835136414,0.6340967893600464,0.5143518090248108,0.8567139982,0.6643922686576843,0.7691951751708984,0.8542324185371399,0.865062701702118,0.8756858110427856,0.4019950032234192,0.8279245495796204
1628.0,0.895718789100647,0.8256030201911926,0.9077213287353516,0.7364794015884399,0.4748746693134308,0.4784608006477356,0.8837061882019043,0.4289998054504395,0.28888880610466006,0.361546003818512,0.67885,0.8336681127548218,0.330443799495697,0.4424005925655365,0.9338648080825805,0.6218400001525879,0.5569309234619141,0.716024,0.524659788608551,0.6342741966247558,0.5143722057342529,0.8564159988,0.6644389867782593,0.768918776512146,0.85461266040802,0.8660886406898498,0.8759002089500427,0.4019230008125305,0.8280537724494934
1629.0,0.8952433943748475,0.8256190180778503,0.9077924132347107,0.7364321947097778,0.4748323380947113,0.47914514541625974,0.883781898021698,0.42901040315628053,0.28812740445137025,0.36186100244522096,0.679607,0.8335968255996704,0.33048540353775024,0.4427207946777344,0.9338024139404297,0.6218219995498657,0.5572185039520263,0.715912,0.5247723937034607,0.6344516038894653,0.5143926024436951,0.8561179994,0.6644857048988342,0.7686423778533935,0.8549929022789001,0.8671145796775818,0.8761146068572998,0.40185099840164185,0.8281829953193665
1630.0,0.8947679996490479,0.8256350159645081,0.9078634977340698,0.7363849878311157,0.4747900068759918,0.47982949018478394,0.8838576078414917,0.4290210008621216,0.28736600279808044,0.36217600107192993,0.680364,0.833525538444519,0.33052700757980347,0.44304099678993225,0.9337400197982788,0.6218039989471436,0.5575060844421387,0.7158,0.5248849987983704,0.6346290111541748,0.5144129991531372,0.85582,0.6645324230194092,0.7683659791946411,0.8553731441497803,0.8681405186653137,0.8763290047645569,0.4017789959907532,0.8283122181892395
1631.0,0.895169198513031,0.8256238102912903,0.9078588008880615,0.7364713907241821,0.4747536063194275,0.4804709732532501,0.8839139938354492,0.42903839945793154,0.2864964008331299,0.36284059882164,0.6811664,0.8335533857345581,0.33057440519332887,0.4432078003883362,0.9331712126731873,0.6223284006118774,0.557721483707428,0.715956,0.5249840021133423,0.6346286058425903,0.5145442008972168,0.8565899966,0.6645633816719055,0.7682233810424804,0.8556796312332153,0.8688217997550964,0.8761700034141541,0.4020859956741333,0.8283851981163025
1632.0,0.8955703973770142,0.8256126046180725,0.9078541040420532,0.7365577936172485,0.47471720576286314,0.4811124563217163,0.8839703798294067,0.42905579805374144,0.2856267988681793,0.3635051965713501,0.6819687999999999,0.8335812330245972,0.33062180280685427,0.4433746039867401,0.9326024055480957,0.6228528022766113,0.5579368829727173,0.716112,0.5250830054283142,0.6346282005310059,0.5146754026412964,0.8573599932,0.6645943403244019,0.7680807828903198,0.8559861183166504,0.8695030808448792,0.8760110020637513,0.40239299535751344,0.8284581780433655
1633.0,0.8959715962409973,0.8256013989448547,0.9078494071960449,0.736644196510315,0.47468080520629885,0.4817539393901825,0.8840267658233643,0.4290731966495514,0.28475719690322876,0.36416979432106017,0.6827712,0.8336090803146362,0.3306692004203796,0.44354140758514404,0.9320335984230042,0.6233772039413452,0.5581522822380066,0.716268,0.5251820087432861,0.6346277952194214,0.514806604385376,0.8581299898,0.6646252989768981,0.7679381847381592,0.8562926054000854,0.8701843619346619,0.8758520007133483,0.40269999504089354,0.8285311579704284
1634.0,0.8963727951049805,0.825590193271637,0.9078447103500367,0.7367305994033814,0.4746444046497345,0.4823954224586487,0.8840831518173218,0.4290905952453613,0.2838875949382782,0.3648343920707703,0.6835736,0.8336369276046753,0.330716598033905,0.443708211183548,0.9314647912979126,0.6239016056060791,0.5583676815032959,0.716424,0.5252810120582581,0.634627389907837,0.5149378061294556,0.8588999864,0.6646562576293945,0.7677955865859986,0.8565990924835205,0.8708656430244446,0.8756929993629455,0.4030069947242737,0.8286041378974914
1635.0,0.8967739939689636,0.8255789875984192,0.9078400135040283,0.7368170022964478,0.47460800409317017,0.48303690552711487,0.8841395378112793,0.42910799384117126,0.28301799297332764,0.36549898982048035,0.684376,0.8336647748947144,0.3307639956474304,0.4438750147819519,0.930895984172821,0.624426007270813,0.5585830807685852,0.71658,0.52538001537323,0.6346269845962524,0.5150690078735352,0.859669983,0.6646872162818909,0.7676529884338379,0.8569055795669556,0.8715469241142273,0.8755339980125427,0.4033139944076538,0.8286771178245544
1636.0,0.897016990184784,0.8250823855400086,0.9073576211929322,0.7368890047073364,0.47453840374946593,0.4834532380104065,0.8842085838317871,0.42921499609947206,0.28220719695091245,0.36601918935775757,0.6849388,0.8337365984916687,0.3306931972503662,0.44420761466026304,0.9318447828292846,0.624931800365448,0.5586111187934876,0.71645,0.5255812168121338,0.6351471900939941,0.5152040004730225,0.8597151872,0.6647886037826538,0.7676121950149536,0.8567941665649415,0.8725133180618286,0.8760265946388245,0.4038707971572876,0.8287333011627197
1637.0,0.8972599864006042,0.824585783481598,0.9068752288818359,0.7369610071182251,0.4744688034057617,0.4838695704936981,0.884277629852295,0.42932199835777285,0.2813964009284973,0.3665393888950348,0.6855015999999999,0.833808422088623,0.330622398853302,0.44454021453857423,0.9327935814857483,0.625437593460083,0.5586391568183899,0.71632,0.5257824182510376,0.6356673955917358,0.5153389930725097,0.8597603913999999,0.6648899912834167,0.7675714015960693,0.8566827535629272,0.87347971200943,0.8765191912651062,0.4044275999069214,0.828789484500885
1638.0,0.8975029826164246,0.8240891814231872,0.9063928365707398,0.7370330095291138,0.4743992030620575,0.48428590297698976,0.8843466758728027,0.4294290006160736,0.28058560490608214,0.367059588432312,0.6860644,0.8338802456855774,0.33055160045623777,0.44487281441688536,0.9337423801422119,0.625943386554718,0.5586671948432922,0.71619,0.5259836196899415,0.6361876010894776,0.5154739856719971,0.8598055956,0.6649913787841797,0.7675306081771851,0.8565713405609131,0.8744461059570312,0.8770117878913879,0.40498440265655516,0.8288456678390503
1639.0,0.8977459788322448,0.8235925793647766,0.9059104442596435,0.7371050119400024,0.4743296027183533,0.48470223546028135,0.8844157218933105,0.4295360028743744,0.279774808883667,0.36757978796958923,0.6866272,0.8339520692825317,0.3304808020591736,0.44520541429519656,0.9346911787986756,0.626449179649353,0.5586952328681946,0.7160599999999999,0.5261848211288452,0.6367078065872193,0.5156089782714843,0.8598507998,0.6650927662849426,0.7674898147583008,0.8564599275588989,0.8754124999046325,0.8775043845176697,0.405541205406189,0.8289018511772156
1640.0,0.8979889750480652,0.823095977306366,0.9054280519485474,0.7371770143508911,0.47426000237464905,0.485118567943573,0.8844847679138184,0.42964300513267517,0.27896401286125183,0.36809998750686646,0.68719,0.8340238928794861,0.3304100036621094,0.4455380141735077,0.9356399774551392,0.626954972743988,0.5587232708930969,0.71593,0.526386022567749,0.6372280120849609,0.5157439708709717,0.859896004,0.6651941537857056,0.7674490213394165,0.8563485145568848,0.8763788938522339,0.8779969811439514,0.40609800815582275,0.8289580345153809
1641.0,0.8982073783874511,0.8231785774230957,0.905271303653717,0.7372154116630554,0.4741746664047241,0.48581955432891843,0.8844249963760376,0.42986000180244444,0.2781450092792511,0.3686087906360626,0.6876979999999999,0.8340031385421753,0.3306082010269165,0.4457602083683014,0.9349463820457459,0.6269341826438903,0.5589305400848389,0.715842,0.5264852166175842,0.6367676138877869,0.515983772277832,0.8600372074,0.6653660297393799,0.767422616481781,0.8564662933349609,0.8770346641540527,0.8784365892410279,0.4066192090511322,0.8290678262710571
1642.0,0.8984257817268372,0.8232611775398254,0.9051145553588867,0.7372538089752197,0.47408933043479917,0.4865205407142639,0.8843652248382569,0.43007699847221376,0.27732600569725036,0.36911759376525877,0.688206,0.8339823842048645,0.33080639839172366,0.44598240256309507,0.9342527866363526,0.6269133925437927,0.5591378092765809,0.715754,0.5265844106674195,0.6363072156906128,0.5162235736846924,0.8601784108,0.6655379056930542,0.7673962116241455,0.8565840721130371,0.8776904344558716,0.8788761973381043,0.40714040994644163,0.8291776180267334
