Data ID,Forsterite LASC02
Sample ID,LASC02
Mineral Name,forsterite
Sample Description,
Date Added,
Viewing Geometry,
Other Information,
Grain Size,
Database of Origin,MICA Files (USGS/RELAB)
Wavelength,Response
4034.35,0.638045
4037.4900000000002,0.63796
4040.64,0.637902
4043.7900000000004,0.637763
4046.94,0.637643
4050.11,0.637431
4053.2700000000004,0.637288
4056.44,0.637037
4059.62,0.636748
4062.8,0.636344
4065.9900000000002,0.635997
4069.1800000000003,0.635664
4072.38,0.635039
4075.5800000000004,0.63427
4078.78,0.633444
4082.0,0.63253
4085.21,0.631698
4088.43,0.631051
4091.66,0.630235
4094.8900000000003,0.629342
4098.13,0.62863
4101.37,0.627818
4104.62,0.626906
4107.87,0.625875
4111.13,0.624938
4114.39,0.624049
4117.66,0.623277
4120.93,0.622455
4124.21,0.62156
4127.5,0.620509
4130.79,0.619495
4134.08,0.618385
4137.38,0.617517
4140.679999999999,0.616662
4143.99,0.615748
4147.31,0.614658
4150.629999999999,0.613787
4153.95,0.61299
4157.29,0.611994
4160.62,0.610956
4163.96,0.610075
4167.3099999999995,0.609089
4170.66,0.608106
4174.0199999999995,0.607066
4177.39,0.606081
4180.75,0.605134
4184.13,0.60428
4187.509999999999,0.603275
4190.889999999999,0.60215
4194.28,0.601307
4197.68,0.600341
4201.08,0.599251
4204.49,0.598244
4207.900000000001,0.597012
4211.32,0.595662
4214.74,0.594147
4218.17,0.592757
4221.61,0.591297
4225.05,0.590008
4228.5,0.588963
4231.950000000001,0.588007
