,white_spectralon_enfys_sampled Au_measured,white_spectralon Au_reference
Filepath,../data/spectral_library/Calibration/Spectralon/SRS-99/AU_Measured/white_spectralon_enfys_sampled.csv,../data/spectral_library/Calibration/Spectralon/SRS-99/AU_Reference/white_spectralon.csv
Category,Measured,Reference
Sample ID,SRS-99 Aber Spectralon,SRS-99 Aber Spectralon
Species,au_measured,au_reference
Subgroup,SRS-99,SRS-99
Group,Spectralon,Spectralon
Library,Calibration,Calibration
Sample Description,,
Date Added,,
Viewing Geometry,,
Other Information,As measured by Enfys,
Composition,,
Resolution,,
Grain Size,,
Locality,,
Database of Origin,Aberystwyth University,Aberystwyth University
Reflectance,---,---
1449.0,0.8246098481818182,0.870517385
1450.0,0.8173880374632034,0.865242413
1451.0,0.8090545631082251,0.858171977
1452.0,0.8007210887532467,0.848167775
1453.0,0.7923876143982683,0.832904324
1454.0,0.7849758748225107,0.808363187
1455.0,0.778911286077922,0.779149853
1456.0,0.7728466973333333,0.759710159
1457.0,0.7667821085887445,0.760246586
1458.0,0.762642734077922,0.772121465
1459.0,0.7589941004502164,0.774989126
1460.0,0.7553454668225108,0.758311424
1461.0,0.7519495170389611,0.733869098
1462.0,0.7496485305800866,0.722234195
1463.0,0.7473475441212122,0.728042651
1464.0,0.7450465576623376,0.742675832
1465.0,0.7436962717878788,0.758535524
1466.0,0.7430397403939394,0.771072866
1467.0,0.742383209,0.773313281
1468.0,0.7417266776060606,0.760023719
1469.0,0.7420331685930736,0.736429832
1470.0,0.7423707248181818,0.71457659
1471.0,0.74270828104329,0.701263655
1472.0,0.7442133262294373,0.700023131
1473.0,0.7477995473896104,0.707708537
1474.0,0.7513857685497836,0.71659106
1475.0,0.7549719897099567,0.718738433
1476.0,0.759393777,0.710687627
1477.0,0.7640940863333333,0.697952492
1478.0,0.7687943956666667,0.692390294
1479.0,0.7733095553636364,0.699064388
1480.0,0.7766932450606061,0.716249384
1481.0,0.7800769347575758,0.742731038
1482.0,0.7834606244545456,0.772874288
1483.0,0.7857345147056277,0.799882721
1484.0,0.7870291701515152,0.818773505
1485.0,0.7883238255974027,0.829345553
1486.0,0.78961848104329,0.835302527
1487.0,0.7880587267056277,0.837270251
1488.0,0.7862570732337663,0.836084519
1489.0,0.7844554197619047,0.831986864
1490.0,0.7828131462900433,0.82520927
1491.0,0.7815215088181818,0.814769954
1492.0,0.7802298713463204,0.799722656
1493.0,0.7789382338744589,0.779472269
1494.0,0.7781006875064935,0.758718251
1495.0,0.7774548684935065,0.747797921
1496.0,0.7768090494805195,0.753794729
1497.0,0.776223776,0.77293556
1498.0,0.776223776,0.792869516
1499.0,0.776223776,0.804617306
1500.0,0.776223776,0.805647077
1501.0,0.7752853205151515,0.795653018
1502.0,0.7733478640303031,0.778722335
1503.0,0.7714104075454545,0.763198514
1504.0,0.7694729510606061,0.760399757
1505.0,0.7669704031818182,0.773312084
1506.0,0.7643871279610389,0.792530819
1507.0,0.7618038527402597,0.808971011
1508.0,0.758534394965368,0.816990497
1509.0,0.7533678442467533,0.816768809
1510.0,0.7482012935281386,0.809858726
1511.0,0.7430347428095239,0.799209737
1512.0,0.7382920108181819,0.786334697
1513.0,0.7337712791125541,0.771087257
1514.0,0.7292505474069264,0.752326586
1515.0,0.7246389974285714,0.732892076
1516.0,0.7181808092380952,0.720929339
1517.0,0.7117226210476191,0.72323927
1518.0,0.7052644328571429,0.739456082
1519.0,0.6992815552121212,0.759704102
1520.0,0.6939097911255411,0.771706106
1521.0,0.688538027038961,0.773595197
1522.0,0.6831662629523809,0.771877034
1523.0,0.6759951087142857,0.768487877
1524.0,0.6684504961428571,0.75250952
1525.0,0.6609058835714285,0.718971677
1526.0,0.6543052906363637,0.680085755
1527.0,0.6510761964025974,0.65617658
1528.0,0.6478471021688311,0.647452466
1529.0,0.6446180079350649,0.64375496
1530.0,0.6449308265064935,0.636453476
1531.0,0.647514102004329,0.631200113
1532.0,0.6500973775021645,0.625247126
1533.0,0.652680653,0.605946905
1534.0,0.6587032890519481,0.569610098
1535.0,0.664725925103896,0.535502177
1536.0,0.6707485611558441,0.533209103
1537.0,0.6768591993722943,0.565544249
1538.0,0.683107120965368,0.616426613
1539.0,0.6893550425584415,0.665281574
1540.0,0.6956029641515151,0.701683361
1541.0,0.6989283164805195,0.725030612
1542.0,0.7014353494155844,0.732279581
1543.0,0.7039423823506493,0.720163853
1544.0,0.7066316375714286,0.698178806
1545.0,0.710198872896104,0.685748276
1546.0,0.7137661082207792,0.683531846
1547.0,0.7173333435454545,0.678862637
1548.0,0.722032089103896,0.672208784
1549.0,0.7276108981774891,0.688561523
1550.0,0.7331897072510822,0.715189724
1551.0,0.7387685163246753,0.732612824
1552.0,0.7437438471168831,0.725944319
1553.0,0.7486894986493506,0.706067576
1554.0,0.7536351501818181,0.68338538
1555.0,0.7584592715238095,0.668816162
1556.0,0.7630513806839827,0.67549724
1557.0,0.7676434898441559,0.708062741
1558.0,0.772235599004329,0.749520755
1559.0,0.7758832535411255,0.783395531
1560.0,0.7791892968311688,0.803881295
1561.0,0.7824953401212121,0.814675931
1562.0,0.7855628353246753,0.818560007
1563.0,0.7869604939220779,0.817598528
1564.0,0.7883581525194805,0.813557006
1565.0,0.7897558111168831,0.808751573
1566.0,0.7911501938571428,0.805558652
1567.0,0.7925414992770563,0.804881879
1568.0,0.7939328046969697,0.80644625
1569.0,0.7953241101168831,0.808537337
1570.0,0.797279044974026,0.808829027
1571.0,0.7992922863246753,0.805701266
1572.0,0.8013055276753247,0.800762363
1573.0,0.803502153077922,0.795317291
1574.0,0.8061331091298701,0.790743716
1575.0,0.8087640651818182,0.787098698
1576.0,0.8113950212337663,0.784834028
1577.0,0.814371903,0.783616949
1578.0,0.8175060237272727,0.783696419
1579.0,0.8206401444545455,0.787248881
1580.0,0.8236763239047619,0.795324734
1581.0,0.8255567962857143,0.807126767
1582.0,0.8274372686666667,0.820261295
1583.0,0.8293177410476191,0.831015134
1584.0,0.8306105658961039,0.838605041
1585.0,0.8312373902077923,0.843542495
1586.0,0.8318642145194806,0.846442925
1587.0,0.8324910388311688,0.847925189
1588.0,0.831501831952381,0.848715443
1589.0,0.8302481836060607,0.84776282
1590.0,0.8289945352597403,0.845620856
1591.0,0.82774088691342,0.842644232
1592.0,0.8264872385670996,0.8408564
1593.0,0.8252335902207792,0.841216472
1594.0,0.8239799418744589,0.843157214
1595.0,0.8222509785757576,0.844907246
1596.0,0.8202553751818181,0.844724105
1597.0,0.8182597717878788,0.842164451
1598.0,0.8162442076320346,0.837594458
1599.0,0.8136098598571428,0.831772538
1600.0,0.810975512082251,0.826723502
1601.0,0.8083411643073593,0.823850216
1602.0,0.8056476526363636,0.822554036
1603.0,0.8028730645151515,0.820994318
1604.0,0.8000984763939394,0.818011007
1605.0,0.7973238882727273,0.812989718
1606.0,0.7950449213809524,0.806250788
1607.0,0.7928803286190477,0.798444071
1608.0,0.7907157358571428,0.789525386
1609.0,0.7889361025844156,0.779884658
1610.0,0.788666695,0.770618285
1611.0,0.7883972874155845,0.763127333
1612.0,0.7881278798311688,0.75996521
1613.0,0.7882377833116883,0.761842088
1614.0,0.7886072154155844,0.768143933
1615.0,0.7889766475194805,0.775790063
1616.0,0.7893460796233767,0.782623655
1617.0,0.7895858350909091,0.787579397
1618.0,0.7898235321991343,0.790939475
1619.0,0.7900612293073593,0.793369214
1620.0,0.790300181896104,0.795136058
1621.0,0.7905412269523809,0.796403618
1622.0,0.790782272008658,0.797957594
1623.0,0.791023317064935,0.798948323
1624.0,0.789762574060606,0.79928738
1625.0,0.788042100017316,0.798867269
1626.0,0.786321625974026,0.797844149
1627.0,0.7848034546580086,0.796361435
1628.0,0.784377718069264,0.795244409
1629.0,0.7839519814805195,0.79454555
1630.0,0.7835262448917748,0.794482415
1631.0,0.7826534573939393,0.794510819
1632.0,0.7814102562857143,0.794247803
1633.0,0.7801670551774892,0.793221812
1634.0,0.7789238540692641,0.791030123
1635.0,0.7797682147792208,0.78770501
1636.0,0.7807517462770563,0.783380474
1637.0,0.7817352777748918,0.777847688
1638.0,0.7822007085454545,0.771333893
1639.0,0.7816052663982684,0.763971488
1640.0,0.7810098242510822,0.756594233
1641.0,0.7804143821038961,0.74968244
1642.0,0.7820842794545455,0.744611354
1643.0,0.784640614,0.743279957
1644.0,0.7871969485454545,0.747113516
1645.0,0.7897306621818181,0.755804348
1646.0,0.7920801769870129,0.768414149
1647.0,0.7944296917922078,0.782637335
1648.0,0.7967792065974025,0.796072742
1649.0,0.7988161052294372,0.80737262
1650.0,0.8005403876883117,0.816599258
1651.0,0.8022646701471862,0.823788287
1652.0,0.8039889526060606,0.828345752
1653.0,0.7972946530136525,0.831178448
1654.0,0.7978843935273492,0.832707665
1655.0,0.7986874135553997,0.832967153
1656.0,0.7994904335834502,0.832167998
1657.0,0.8002934536115007,0.831066317
1658.0,0.8010964736395513,0.829131344
1659.0,0.8018994936676017,0.826263737
1660.0,0.8007259665217387,0.823026275
1661.0,0.7947279640158948,0.818749475
1662.0,0.788729961510051,0.814008941
1663.0,0.7827319590042072,0.808680743
1664.0,0.7767339564983633,0.803038184
1665.0,0.7707359539925195,0.796956065
1666.0,0.7647379514866757,0.790086752
1667.0,0.7591924693539035,0.782243999
1668.0,0.7539408922057034,0.774410021
1669.0,0.7486893150575034,0.768485591
1670.0,0.7434377379093033,0.765333467
1671.0,0.7381861607611032,0.764301383
1672.0,0.7329345836129032,0.763993709
1673.0,0.7276830064647032,0.762571862
1674.0,0.727272727,0.758833082
1675.0,0.727272727,0.752265629
1676.0,0.727272727,0.742677938
1677.0,0.727272727,0.72924038
1678.0,0.727272727,0.712694654
1679.0,0.727272727,0.693527345
1680.0,0.7273718085091164,0.673282547
1681.0,0.7277889938106592,0.655953902
1682.0,0.728206179112202,0.645680366
1683.0,0.7286233644137448,0.645048917
1684.0,0.7290405497152875,0.65370977
1685.0,0.7294577350168303,0.668245148
1686.0,0.7298749203183731,0.684744614
1687.0,0.7326106973842914,0.701628497
1688.0,0.7372196870056099,0.719475335
1689.0,0.7418286766269284,0.736850789
1690.0,0.7464376662482469,0.752281478
1691.0,0.7510466558695654,0.76482701
1692.0,0.7556556454908839,0.772786997
1693.0,0.7602646351122024,0.777320387
1694.0,0.7671308243539043,0.779197409
1695.0,0.7743380293655919,0.78044768
1696.0,0.7815452343772796,0.782978714
1697.0,0.7887524393889672,0.787685381
1698.0,0.7959596444006549,0.794056742
1699.0,0.8031668494123425,0.801283634
1700.0,0.8096937823001403,0.808442198
1701.0,0.8132113757924264,0.814937516
1702.0,0.8167289692847125,0.821129147
1703.0,0.8202465627769986,0.827190431
1704.0,0.8237641562692847,0.832821641
1705.0,0.8272817497615708,0.837939554
1706.0,0.830799343253857,0.843029225
1707.0,0.83332385257597,0.847650176
1708.0,0.8348552777279101,0.851470928
1709.0,0.8363867028798503,0.854728883
1710.0,0.8379181280317904,0.857403908
1711.0,0.8394495531837306,0.859496975
1712.0,0.8409809783356708,0.860885549
1713.0,0.8425124034876109,0.861887033
1714.0,0.8446163688064515,0.862546733
1715.0,0.8468497589139784,0.863088227
1716.0,0.8490831490215053,0.86389028
1717.0,0.851316539129032,0.864929114
1718.0,0.8535499292365589,0.866221766
1719.0,0.8557833193440858,0.868162139
1720.0,0.8580628055021036,0.870293942
1721.0,0.8606474036133706,0.872449784
1722.0,0.8632320017246377,0.874597202
1723.0,0.8658165998359046,0.876368078
1724.0,0.8684011979471716,0.877980572
1725.0,0.8709857960584386,0.879281126
1726.0,0.8735703941697057,0.880509356
1727.0,0.8744883647858811,0.881367056
1728.0,0.8733434468242168,0.881980379
1729.0,0.8721985288625526,0.882347768
1730.0,0.8710536109008882,0.882461321
1731.0,0.8699086929392239,0.88274735
1732.0,0.8687637749775596,0.882661724
1733.0,0.8676188570158953,0.882363041
1734.0,0.8662333909869098,0.882021887
1735.0,0.8647730001500701,0.88139024
1736.0,0.8633126093132305,0.881051633
1737.0,0.8618522184763908,0.880370738
1738.0,0.8603918276395511,0.879436799
1739.0,0.8589314368027116,0.878342642
1740.0,0.8574644881000467,0.877155524
1741.0,0.8559201565806451,0.875535722
1742.0,0.8543758250612437,0.8735984
1743.0,0.8528314935418421,0.871638596
1744.0,0.8512871620224405,0.869179292
1745.0,0.8497428305030389,0.8663462
1746.0,0.8481984989836373,0.863305172
1747.0,0.846225977935484,0.85977152
1748.0,0.8435941809462367,0.85530032
1749.0,0.8409623839569894,0.849868559
1750.0,0.8383305869677421,0.843447635
1751.0,0.8356987899784949,0.835531298
1752.0,0.8330669929892476,0.826072343
1753.0,0.8304351960000003,0.8153162
1754.0,0.8287648643557738,0.803870963
1755.0,0.8274884370158954,0.793002077
1756.0,0.8262120096760168,0.783850193
1757.0,0.8249355823361384,0.777743819
1758.0,0.8236591549962599,0.776498255
1759.0,0.8223827276563813,0.780450488
1760.0,0.8211854927204302,0.788926886
1761.0,0.8230767615376345,0.799882892
1762.0,0.8249680303548388,0.811506977
1763.0,0.8268592991720431,0.823084982
1764.0,0.8287505679892474,0.833571998
1765.0,0.8306418368064516,0.84254039
1766.0,0.832533105623656,0.849811472
1767.0,0.834892827904161,0.855682712
1768.0,0.8381593729438991,0.860571593
1769.0,0.8414259179836373,0.864529856
1770.0,0.8446924630233754,0.867660371
1771.0,0.8479590080631136,0.870146648
1772.0,0.8512255531028519,0.871993655
1773.0,0.85449209814259,0.87356798
1774.0,0.856473698147265,0.87502733
1775.0,0.8577822317050023,0.875985182
1776.0,0.8590907652627395,0.876331574
1777.0,0.8603992988204768,0.87650783
1778.0,0.861707832378214,0.876814316
1779.0,0.8630163659359513,0.87632783
1780.0,0.8643248994936885,0.875426048
1781.0,0.8649014341397849,0.874813121
1782.0,0.8654567855376344,0.873770282
1783.0,0.8660121369354838,0.872182178
1784.0,0.8665674883333333,0.870414146
1785.0,0.8671228397311828,0.868664105
1786.0,0.8676781911290322,0.86708132
1787.0,0.8682165541397849,0.865933775
1788.0,0.8687128154955587,0.865238237
1789.0,0.8692090768513324,0.865113812
1790.0,0.8697053382071062,0.865671407
1791.0,0.8702015995628799,0.866870315
1792.0,0.8706978609186536,0.868871069
1793.0,0.8711941222744273,0.871234523
1794.0,0.872158427848995,0.873723761
1795.0,0.8734307210701263,0.876159665
1796.0,0.8747030142912576,0.878360678
1797.0,0.8759753075123891,0.880549001
1798.0,0.8772476007335204,0.882877661
1799.0,0.8785198939546518,0.884843648
1800.0,0.8797921871757831,0.886477994
1801.0,0.8806953296535764,0.887986628
1802.0,0.8815658261472651,0.889313381
1803.0,0.8824363226409537,0.890487539
1804.0,0.8833068191346424,0.891426734
1805.0,0.884177315628331,0.892078064
1806.0,0.8850478121220197,0.892505762
1807.0,0.8858864709228612,0.892754117
1808.0,0.8866211265937354,0.892979639
1809.0,0.8873557822646096,0.892977848
1810.0,0.8880904379354838,0.893000285
1811.0,0.8888250936063581,0.893028878
1812.0,0.8895597492772324,0.893069216
1813.0,0.8902944049481065,0.893026358
1814.0,0.8903381757868163,0.892669481
1815.0,0.8898166772173913,0.892495592
1816.0,0.8892951786479664,0.892173761
1817.0,0.8887736800785414,0.892126934
1818.0,0.8882521815091164,0.891964187
1819.0,0.8877306829396915,0.891750077
1820.0,0.8872091843702665,0.892325807
1821.0,0.8866405361014493,0.892250081
1822.0,0.8860645685652174,0.891863612
1823.0,0.8854886010289855,0.891604862
1824.0,0.8849126334927536,0.891352664
1825.0,0.8843366659565217,0.890930618
1826.0,0.8837606984202898,0.890580041
1827.0,0.8832379443249182,0.889857134
1828.0,0.8829555681865358,0.889449821
1829.0,0.8826731920481533,0.888528698
1830.0,0.8823908159097709,0.887455538
1831.0,0.8821084397713884,0.88642016
1832.0,0.8818260636330061,0.885142367
1833.0,0.8815436874946236,0.884217473
1834.0,0.8808749860308555,0.883388285
1835.0,0.8798150998036465,0.882655397
1836.0,0.8787552135764376,0.882015119
1837.0,0.8776953273492286,0.881239607
1838.0,0.8766354411220196,0.879163775
1839.0,0.8755755548948106,0.876292046
1840.0,0.8745156686676018,0.871844327
1841.0,0.8725633281252922,0.864798047
1842.0,0.8704050365871904,0.856076066
1843.0,0.8682467450490885,0.848244437
1844.0,0.8660884535109865,0.842793488
1845.0,0.8639301619728846,0.83882024
1846.0,0.8617718704347828,0.835630442
1847.0,0.8598827116372137,0.832625936
1848.0,0.8598249683179056,0.832955624
1849.0,0.8597672249985975,0.836564327
1850.0,0.8597094816792894,0.842205842
1851.0,0.8596517383599813,0.848676527
1852.0,0.8595939950406732,0.855780875
1853.0,0.8595362517213652,0.864590138
1854.0,0.8597952191874707,0.872894087
1855.0,0.8604511903141655,0.878984882
1856.0,0.8611071614408602,0.882741887
1857.0,0.861763132567555,0.884817557
1858.0,0.8624191036942497,0.885441437
1859.0,0.8630750748209445,0.884796533
1860.0,0.8637310459476392,0.88419644
1861.0,0.8622635818527348,0.883883897
1862.0,0.8601232596834968,0.883951586
1863.0,0.8579829375142589,0.883857968
1864.0,0.8558426153450209,0.882774836
1865.0,0.8537022931757831,0.880527545
1866.0,0.8515619710065451,0.878031233
1867.0,0.8492953867223,0.87172325
1868.0,0.8454715696863019,0.859147262
1869.0,0.8416477526503038,0.844193474
1870.0,0.8378239356143057,0.82836971
1871.0,0.8340001185783076,0.812924864
1872.0,0.8301763015423095,0.801431189
1873.0,0.8263524845063114,0.794898161
1874.0,0.8222983045086489,0.790890353
1875.0,0.8178847582907901,0.788202953
1876.0,0.8134712120729314,0.786919913
1877.0,0.8090576658550725,0.783308645
1878.0,0.8046441196372138,0.777532679
1879.0,0.800230573419355,0.771856901
1880.0,0.7958170272014963,0.769347602
1881.0,0.7941954737840112,0.77024708
1882.0,0.7937351917082749,0.774731312
1883.0,0.7932749096325387,0.778979141
1884.0,0.7928146275568023,0.781714529
1885.0,0.792354345481066,0.78235766
1886.0,0.7918940634053296,0.780828929
1887.0,0.7914631236704066,0.778377995
1888.0,0.792344205746143,0.778011137
1889.0,0.7932252878218793,0.783875762
1890.0,0.7941063698976156,0.79624358
1891.0,0.794987451973352,0.811123982
1892.0,0.7958685340490884,0.823555718
1893.0,0.7967496161248248,0.829659572
1894.0,0.7976312881865358,0.830138759
1895.0,0.798514118368864,0.825210818
1896.0,0.7993969485511923,0.819213713
1897.0,0.8002797787335204,0.813363164
1898.0,0.8011626089158486,0.809276048
1899.0,0.8020454390981768,0.807608159
1900.0,0.802928269280505,0.80939276
1901.0,0.802704888453483,0.814174253
1902.0,0.8018939984301076,0.822996647
1903.0,0.8010831084067321,0.834305597
1904.0,0.8002722183833567,0.845082539
1905.0,0.7994613283599813,0.852135623
1906.0,0.7986504383366059,0.8550989
1907.0,0.7978395483132305,0.851793578
1908.0,0.792760377710145,0.844408745
1909.0,0.7875435206367463,0.835389017
1910.0,0.7823266635633475,0.820424483
1911.0,0.7771098064899487,0.804153302
1912.0,0.77189294941655,0.784415375
1913.0,0.7666760923431511,0.765244691
1914.0,0.7611204781337076,0.747265427
1915.0,0.7547123871753159,0.730446677
1916.0,0.7483042962169242,0.713027825
1917.0,0.7418962052585325,0.693761075
1918.0,0.7354881143001407,0.675664406
1919.0,0.729080023341749,0.664787708
1920.0,0.7226719323833574,0.662517359
1921.0,0.7176504565385697,0.672692759
1922.0,0.7135533907695187,0.687253715
1923.0,0.7094563250004676,0.703650194
1924.0,0.7053592592314165,0.716619914
1925.0,0.7012621934623654,0.718384499
1926.0,0.6971651276933144,0.711813482
1927.0,0.6930680619242633,0.70154261
1928.0,0.6914791069756895,0.690840836
1929.0,0.6901212748672275,0.678318578
1930.0,0.6887634427587657,0.666490382
1931.0,0.6874056106503038,0.661942142
1932.0,0.6860477785418418,0.666608813
1933.0,0.68468994643338,0.672295859
1934.0,0.6839528810897616,0.670522931
1935.0,0.6852794458022441,0.660975623
1936.0,0.6866060105147266,0.651022622
1937.0,0.6879325752272091,0.644435108
1938.0,0.6892591399396915,0.644769845
1939.0,0.690585704652174,0.65593394
1940.0,0.6919122693646564,0.676413287
1941.0,0.6948836856666667,0.699275267
1942.0,0.6992179789999999,0.711663659
1943.0,0.7035522723333333,0.713701421
1944.0,0.7078865656666665,0.716195636
1945.0,0.7122208589999999,0.722084606
1946.0,0.7165551523333331,0.726289703
1947.0,0.7208894456666665,0.721146815
1948.0,0.7273038417096771,0.7109531
1949.0,0.7340498483295929,0.707780114
1950.0,0.7407958549495087,0.721103444
1951.0,0.7475418615694245,0.745818479
1952.0,0.7542878681893403,0.77345153
1953.0,0.7610338748092561,0.796412672
1954.0,0.7674830451486672,0.813493988
1955.0,0.7725626024745206,0.825117065
1956.0,0.7776421598003739,0.833308514
1957.0,0.7827217171262272,0.839648735
1958.0,0.7878012744520805,0.843883154
1959.0,0.7928808317779339,0.847751129
1960.0,0.7979603891037872,0.849821174
1961.0,0.8013177266334737,0.850828562
1962.0,0.8029092438658253,0.850579208
1963.0,0.8045007610981768,0.84962033
1964.0,0.8060922783305284,0.847529837
1965.0,0.80768379556288,0.844446032
1966.0,0.8092753127952316,0.838494404
1967.0,0.8108668300275831,0.828956618
1968.0,0.811230861258532,0.813637007
1969.0,0.8113057934698458,0.79598537
1970.0,0.8113807256811595,0.781176068
1971.0,0.8114556578924731,0.778614776
1972.0,0.8115305901037868,0.787272695
1973.0,0.8116055223151005,0.804712796
1974.0,0.8118694999495091,0.822654881
1975.0,0.813456795545582,0.836676062
1976.0,0.815044091141655,0.845672624
1977.0,0.8166313867377278,0.849979808
1978.0,0.8182186823338008,0.850915178
1979.0,0.8198059779298738,0.850332383
1980.0,0.8213932735259466,0.849588947
1981.0,0.8230386988934081,0.850313276
1982.0,0.8247579202117811,0.851775812
1983.0,0.8264771415301542,0.854738288
1984.0,0.8281963628485272,0.855872225
1985.0,0.8299155841669003,0.857340053
1986.0,0.8316348054852734,0.861439292
1987.0,0.8333540268036463,0.866333123
1988.0,0.833773087,0.870859124
1989.0,0.833773087,0.872677331
1990.0,0.833773087,0.873222416
1991.0,0.833773087,0.871879976
1992.0,0.833773087,0.869361245
1993.0,0.833773087,0.866470265
1994.0,0.8336080113655912,0.864128744
1995.0,0.8313113068868628,0.862028432
1996.0,0.8290146024081344,0.859215176
1997.0,0.8267178979294061,0.856407248
1998.0,0.8244211934506778,0.852857441
1999.0,0.8221244889719493,0.848565791
2000.0,0.819827784493221,0.838892798
2001.0,0.8175357517246375,
2002.0,0.8152511032720897,
2003.0,0.8129664548195418,
2004.0,0.8106818063669938,
2005.0,0.808397157914446,
2006.0,0.806112509461898,
2007.0,0.8038278610093501,
2008.0,0.802045256035063,
2009.0,0.8004746249738195,
2010.0,0.7989039939125759,
2011.0,0.7973333628513324,
2012.0,0.7957627317900888,
2013.0,0.7941921007288453,
2014.0,0.792652441575035,
2015.0,0.7927336455769051,
2016.0,0.7928148495787751,
2017.0,0.7928960535806451,
2018.0,0.7929772575825151,
2019.0,0.7930584615843852,
2020.0,0.7931396655862553,
2021.0,0.7936125558690976,
2022.0,0.7948651580944366,
2023.0,0.7961177603197755,
2024.0,0.7973703625451145,
2025.0,0.7986229647704535,
2026.0,0.7998755669957925,
2027.0,0.8011281692211315,
2028.0,0.8025821591079946,
2029.0,0.804144588504909,
2030.0,0.8057070179018234,
2031.0,0.8072694472987378,
2032.0,0.8088318766956523,
2033.0,0.8103943060925667,
2034.0,0.8119567354894811,
2035.0,0.8124573633113604,
2036.0,0.812920192371669,
2037.0,0.8133830214319776,
2038.0,0.8138458504922861,
2039.0,0.8143086795525947,
2040.0,0.8147715086129033,
2041.0,0.8154134295946704,
2042.0,0.8165130299312763,
2043.0,0.8176126302678821,
2044.0,0.8187122306044881,
2045.0,0.8198118309410939,
2046.0,0.8209114312776998,
2047.0,0.8220110316143057,
2048.0,0.8228803141678354,
2049.0,0.8235940417788685,
2050.0,0.8243077693899017,
2051.0,0.825021497000935,
2052.0,0.8257352246119681,
2053.0,0.8264489522230013,
2054.0,0.8271626798340345,
2055.0,0.827460237687237,
2056.0,0.8277178888513324,
2057.0,0.8279755400154277,
2058.0,0.8282331911795231,
2059.0,0.8284908423436185,
2060.0,0.828748493507714,
2061.0,0.8289319651023843,
2062.0,0.8288644455511922,
2063.0,0.828796926,
2064.0,0.8287294064488079,
2065.0,0.8286618868976158,
2066.0,0.8285943673464236,
2067.0,0.8285268477952314,
2068.0,0.8284591339887799,
2069.0,0.8283912571865358,
2070.0,0.8283233803842918,
2071.0,0.8282555035820477,
2072.0,0.8281876267798036,
2073.0,0.8281197499775597,
2074.0,0.8280518731753156,
2075.0,0.8283247074880785,
2076.0,0.8286532945287518,
2077.0,0.828981881569425,
2078.0,0.8293104686100982,
2079.0,0.8296390556507715,
2080.0,0.8299676426914446,
2081.0,0.8304244670355309,
2082.0,0.8314858386671343,
2083.0,0.8325472102987378,
2084.0,0.8336085819303414,
2085.0,0.8346699535619448,
2086.0,0.8357313251935483,
2087.0,0.8367926968251519,
2088.0,0.8388155149509114,
2089.0,0.8418365227489479,
2090.0,0.8448575305469845,
2091.0,0.847878538345021,
2092.0,0.8508995461430576,
2093.0,0.8539205539410942,
2094.0,0.8569415617391307,
2095.0,0.8594723192398319,
2096.0,0.8618852646535765,
2097.0,0.8642982100673211,
2098.0,0.8667111554810658,
2099.0,0.8691241008948104,
2100.0,0.871537046308555,
2101.0,0.8737912957265075,
2102.0,0.8749021201491349,
2103.0,0.8760129445717624,
2104.0,0.8771237689943898,
2105.0,0.8782345934170173,
2106.0,0.8793454178396447,
2107.0,0.8804562422622721,
2108.0,0.8815921109766246,
2109.0,0.8827601794946237,
2110.0,0.8839282480126228,
2111.0,0.8850963165306219,
2112.0,0.8862643850486209,
2113.0,0.88743245356662,
2114.0,0.8886005220846191,
2115.0,0.8897733715063115,
2116.0,0.8909477881122021,
2117.0,0.8921222047180927,
2118.0,0.8932966213239832,
2119.0,0.8944710379298738,
2120.0,0.8956454545357644,
2121.0,0.8967950277213651,
2122.0,0.897608085486676,
2123.0,0.898421143251987,
2124.0,0.8992342010172979,
2125.0,0.9000472587826087,
2126.0,0.9008603165479196,
2127.0,0.9016733743132306,
2128.0,0.9026286410098178,
2129.0,0.9038116732304816,
2130.0,0.9049947054511454,
2131.0,0.9061777376718092,
2132.0,0.907360769892473,
2133.0,0.9085438021131368,
2134.0,0.9097268343338006,
2135.0,0.9106524351566151,
2136.0,0.911467708237494,
2137.0,0.9122829813183729,
2138.0,0.9130982543992519,
2139.0,0.9139135274801308,
2140.0,0.9147288005610097,
2141.0,0.9155377043221131,
2142.0,0.9159453409373539,
2143.0,0.9163529775525947,
2144.0,0.9167606141678355,
2145.0,0.9171682507830763,
2146.0,0.9175758873983171,
2147.0,0.9179835240135579,
2148.0,0.9182450629943899,
2149.0,0.9182116501472651,
2150.0,0.9181782373001403,
2151.0,0.9181448244530155,
2152.0,0.9181114116058906,
2153.0,0.9180779987587658,
2154.0,0.918044585911641,
2155.0,0.9190715937096773,
2156.0,0.9206774784782608,
2157.0,0.9222833632468442,
2158.0,0.9238892480154278,
2159.0,0.9254951327840113,
2160.0,0.9271010175525948,
2161.0,0.9287069023211783,
2162.0,0.9287389445278167,
2163.0,0.9287096681930809,
2164.0,0.9286803918583451,
2165.0,0.9286511155236091,
2166.0,0.9286218391888733,
2167.0,0.9285925628541375,
2168.0,0.9288998285563346,
2169.0,0.9300805910060774,
2170.0,0.9312613534558204,
2171.0,0.9324421159055633,
2172.0,0.9336228783553061,
2173.0,0.9348036408050491,
2174.0,0.9359844032547919,
2175.0,0.936464088,
2176.0,0.936464088,
2177.0,0.936464088,
2178.0,0.936464088,
2179.0,0.936464088,
2180.0,0.936464088,
2181.0,0.936464088,
2182.0,0.9367708113870968,
2183.0,0.9371081017096775,
2184.0,0.9374453920322581,
2185.0,0.9377826823548387,
