,CAGR01 Calcite.,F1CC06B Magnesite.,HS433 Halite.,LAZE03 Prehnite.,bkr1jb329c Siliceous-sinter.,GDS26 Epidote.,GDS1 Analcime.,NBPP22 Clinopyroxene.,LAPP47B Orthopyroxene.,LAPO05 Fayalite.,LASC02 Forsterite.,GDS27 Hematite.,NCLS04 Plagioclase.,LACL14 Chlorite.,LAKA04 Kaolinite.,LAIL02 Illite.,GDS106 Margarite.,c1cy29 Vermiculite.,LALZ01 Serpentine.,LAMO02 Montmorillonite.,NCJB26 Nontronite.,LASA58 Saponite.,GDS23 Talc.,F1CC08B Alunite.,GDS145 Bassanite.,LASF41A Gypsum.,LASF21A Jarosite.,F1CC15 Kieserite.,799F366 Mg-sulphate.
1147.99324008,0.9967504833216596,0.9998761700181775,0.997862398585495,0.9995323099483188,0.9921275400286702,0.8339333872072566,0.9435415347596622,0.7787776642108324,1.0,0.7198251359507041,0.5411776786466241,0.984754891050253,0.8828583050506553,0.9334233921625466,0.9994395570708002,0.9183724058698008,0.9319621081531154,0.9956504305407727,0.9736542299791461,0.9884959046881258,0.9995196227777906,0.9812894754858912,0.9947247531394801,1.0,0.9824222569755425,0.9926700410338464,0.9926534002104835,0.9990803768803218,0.9887369182738585
1153.48554133,0.9964486661329796,0.999578179712483,0.998206610164729,0.9993700294965595,0.9910466167096315,0.8435322514568493,0.9227950543788579,0.7907222025785989,1.0,0.7221165548132716,0.5451754071484527,0.9871536775742441,0.8811686046510474,0.9339635275285908,0.9993803481277743,0.918659658013675,0.932538629200156,0.9945400530791917,0.9730251157195329,0.9887785669265761,0.9989809462662929,0.9778835036896809,0.9953315581288941,0.9998795691567016,0.9751635721414783,0.9886668111802173,0.9943536513703057,0.9974325679204761,0.9834125863014719
1158.99647413,0.9960250244886046,0.9997848909028744,0.9988803626862022,0.9993639872209138,0.9912498983290062,0.8528834994268478,0.9058301810929059,0.8022750714612369,1.0,0.7235485509329427,0.5488154113857266,0.9896372752182748,0.879146458007399,0.9345530391337419,0.9995908728889374,0.9191255729583614,0.9330434110067378,0.9936745791534491,0.9730994834474487,0.9899983816626226,0.9990026720293109,0.9774792827302335,0.995819271273544,0.9999778099032558,0.9664423218111649,0.9840281890671577,0.9951421930634082,0.9957397897164783,0.977511216728289
1164.48107738,0.9960128734779512,0.9996494002736772,0.9996967856925364,0.9992474465903893,0.9920329415531207,0.8618676678389394,0.9045245571285203,0.8131745860359331,1.0,0.724979945908552,0.5517353486994934,0.9917413857642171,0.8771635489824975,0.935507621961662,0.9999242452487265,0.9196354791772956,0.9335012050795346,0.9933109227656385,0.9740518444532694,0.9906600423077161,0.9996981753822646,0.9799710602162586,0.9963937182862316,0.9999659849817711,0.9600217217286017,0.9783217059147921,0.9955886106216307,0.9943512882240901,0.9717472468342679
1169.93996942,0.9966738553165586,0.9998247412136191,1.0,0.9993868531123112,0.9928891179300181,0.8714810340899296,0.9172519662615148,0.8237895581603047,1.0,0.7265646311311444,0.5539454742351175,0.9938036485211486,0.8749854972396198,0.9365950714283291,0.9998870328930339,0.9203988340510911,0.9339017518294621,0.993467182354568,0.9748079911490632,0.9899318872078549,1.0,0.9826740760114941,0.9971110707186593,1.0,0.9593415499813254,0.9723464220609929,0.9962628233434255,0.9934324794509799,0.9666927151395546
1175.3737451,0.9970841849499974,1.0,0.9999964758552893,0.9994195431620108,0.9939593806548208,0.8821493353230727,0.9327275385433762,0.8335522706471792,1.0,0.7278152965259249,0.5560267884561019,0.996033236381176,0.8733216974143923,0.9376491242558147,0.9995824172940815,0.9208340119767092,0.9344524786079463,0.9938360177876455,0.9753600189833362,0.9895352827478233,0.9999551403225453,0.9854962445969113,0.997649211539729,0.9999735007424473,0.9638159692491506,0.9677090466033408,0.996680307511321,0.9927438421097222,0.9632190826399616
1180.78297699,0.9966670405254017,0.9999449143755617,0.9995005864319118,0.9995720856202606,0.9946435522316751,0.8934069907763448,0.9448676854002491,0.8425682985737509,1.0,0.7283002764711266,0.5579348913626297,0.9982343414413467,0.8719228606423419,0.9387734227854748,0.9998233238711441,0.9217553159336904,0.9358960350876473,0.9944489368280052,0.9761551042352766,0.9900466121727585,1.0,0.9878718376939389,0.9986500040435269,1.0,0.9700700773200268,0.965004526508469,0.9970443264653464,0.9919184163085186,0.9616287409647841
1186.16821657,0.9965667720126372,0.9997863073720376,0.9984706406698654,0.9997159159624752,0.995223698781235,0.9049458062227214,0.9523098068161813,0.8511300060381134,1.0,0.7290767626669233,0.5596400910100433,0.9998400824197017,0.8701195334104295,0.9400311585668738,1.0,0.9236165710497427,0.9380029648767414,0.9952211324133029,0.9771555778091755,0.9906016216390381,1.0,0.9894562009927865,0.9997660916133642,1.0,0.9752134006270992,0.9632115389661352,0.9974391037301688,0.9913153729081452,0.9609777954604016
1191.52999524,0.9968694645260526,0.9997146755249627,0.997910976391854,0.9997190868146182,0.9955900476502468,0.9163518961034446,0.9564951397701276,0.8591651183782381,1.0,0.7297614800946386,0.5608873084252052,1.0,0.8683234072380633,0.9413179625957971,1.0,0.9251384249899726,0.9398117597165275,0.9961799585862943,0.9781173105571398,0.9918792082002145,0.9999227168827878,0.99085669874967,1.0,0.9999342541999348,0.9785619047030744,0.9624031502176336,0.9980067700561688,0.9904832343041589,0.96064836989617
1196.89576018,0.9972123530352677,0.9995293804995272,0.9976785312638402,0.9996859324251767,0.996074741619184,0.9268136273984834,0.959934959037057,0.8669201004471517,1.0,0.7296156020567554,0.5623287531868145,1.0,0.8665634824830735,0.9430408382688131,0.9998213731339496,0.9260426392489514,0.9407584521502019,0.9977998825635205,0.9786199105194833,0.9937928486402151,1.0,0.9920994344329523,1.0,0.9996792557244707,0.9808023768570918,0.9624239977547956,0.9985549621477287,0.9890803219126403,0.9605500326416756
1202.26638934,0.9974800948959951,0.9994370318871048,0.9983338032034197,0.9996399614192325,0.9967632501788706,0.935927948929915,0.965086765141752,0.8741273650009693,1.0,0.7290080494152474,0.5637531408961829,1.0,0.8650742232006607,0.9450250402499766,0.9997282204252181,0.9272913238141153,0.9417418085952175,0.9991813658077158,0.9793023104424944,0.9961756038225258,1.0,0.9932317781465035,0.99977485395534,0.998912299325666,0.9825433031843938,0.9624921894717832,0.9990407321177068,0.9877862320419161,0.9608441031331153
1207.64185238,0.9975574646961047,0.9994142627306345,0.998985939216031,0.9994278892956985,0.9972530537676052,0.9453447521947196,0.9704512321659906,0.8806090223584004,0.999890695809439,0.7280269588516661,0.5649116301329281,1.0,0.863950589433573,0.9471488012869783,0.9992573847021972,0.9287897051162837,0.9434260523107069,0.9996627323713322,0.9807163755151056,0.9987243140152652,1.0,0.9941654482587285,0.9995079658499563,0.9974703935483041,0.9841394355299913,0.9631240444630622,0.9995207952251756,0.9868392689986031,0.9616233070388781
1213.0221192,0.9971178260986604,0.9991206293067404,0.9988932933450724,0.9993378062752487,0.9976621866148773,0.9540454580913291,0.9745885391803226,0.8865707977408788,1.0,0.7272587709797477,0.5658807216871807,1.0,0.8628368143600026,0.9492775395810047,0.9990765474040375,0.930740644836108,0.9452595041928987,0.9997856150391875,0.9818175565914559,1.0,1.0,0.9952855659469712,0.9998517948686692,0.9956309690710802,0.9865233143001217,0.9653728865197932,1.0,0.9861127099946744,0.9621969076858916
1218.40715994,0.9972062697060827,0.9988283806477404,0.9984874027686942,0.9992600957785337,0.9981417711269328,0.9622738335898832,0.9775667784768177,0.8922850711393526,1.0,0.7263140926847176,0.5670626751982625,1.0,0.8618539316465353,0.9511748821930295,0.9983948618393955,0.932176939821482,0.9470833776606895,1.0,0.9828702773088858,0.9998279015840164,0.999981914000316,0.9963322866660166,1.0,0.9927653085871146,0.9890108681528519,0.9681831743984647,1.0,0.9850302504464781,0.9625196656827185
1223.79694502,0.9973417245869207,0.9987470712891674,0.9978965896505847,0.9994511721037745,0.9982282363498829,0.9700711747715675,0.9796390180056141,0.8976554349274266,1.0,0.7245580322418911,0.5683952720777982,1.0,0.8606468671973055,0.9529752727831793,0.9970377681748912,0.9332957426174915,0.9484225168465181,1.0,0.9830769361442542,0.9992028084714121,1.0,0.997359382516414,0.9999356661951609,0.9889380400757259,0.9912035342369315,0.9702722107948734,1.0,0.9839871529808435,0.963313026015103
1229.190873,0.9972729887799306,0.9989316382655596,0.9975594224044138,0.9997090427116341,0.9982697162061488,0.977099267992387,0.9805639591072348,0.9029035762173763,1.0,0.7224905429430359,0.5698587539669968,1.0,0.8596668049142969,0.9548283342157062,0.995240951423819,0.9347134813284332,0.9499913604173427,0.9999831556616251,0.9830402037299498,0.9985464632957297,1.0,0.9980023588192283,0.9994984978573886,0.9851967492539764,0.9929473955799522,0.9720411201140481,1.0,0.9832776185824984,0.9642883841454143
1234.58829679,0.9972888777196147,0.9992551153457511,0.9972862067814636,0.9998757125801423,0.9984536596190754,0.9826432448535162,0.9809746020706367,0.9079802244926246,1.0,0.7211001834462684,0.5714604016101021,1.0,0.8587731179624695,0.9568231441906793,0.9937416337535684,0.9361643718847983,0.9517564208461305,1.0,0.9834701023851932,0.9991868880037618,1.0,0.9987051743645885,0.9994567859957697,0.9819647613803463,0.9944403513348391,0.9743546545602305,0.9998625601961751,0.9825875594646657,0.9654380828954161
1239.98919257,0.9976694993250456,0.9994947371750003,0.9970615504887798,1.0,0.998559968392934,0.9871261911256938,0.9818597873519582,0.9125184826283476,1.0,0.7202761892690667,0.5731228310493923,1.0,0.857876814465579,0.9586787951387682,0.9926209756037133,0.9375185270420513,0.9538254527542969,1.0,0.9843983796402067,1.0,1.0,0.9990572222818038,0.9998768265794422,0.9788734129381538,0.9961265623583643,0.9774938980784397,0.9999004630229642,0.9821948467286182,0.9667890083727093
1245.39353673,0.9979902899235614,0.999673400495424,0.9974774959425886,0.9999718398945963,0.9985968855169659,0.991082990977933,0.9831990610080366,0.917296105804744,0.9999600126515433,0.7190289623216025,0.5747206735985694,1.0,0.8571067842292284,0.960380297579685,0.9926307297490938,0.9393057674776455,0.9557788168733945,0.9998391188440587,0.9856968065936341,0.9999767741802539,1.0,0.9993393323295062,1.0,0.9755474016196658,0.9976014355482022,0.9807194735795455,0.9999737828043223,0.9818276025631943,0.9682053176618773
1250.80130588,0.9980029113709222,0.9997726531733717,0.9982189293691228,0.9999460712743217,0.9987886226246914,0.9944682798742711,0.9846644622156725,0.9221609209440164,1.0,0.7176397678995816,0.5766746731442569,1.0,0.8564052239026342,0.9617614447094586,0.9933698348450113,0.9409162151687096,0.9570334274451668,0.9992853155862331,0.9873965229319154,0.9996556598354083,0.9998995193836666,0.9998487651545889,1.0,0.9710373116427722,0.9989269390126381,0.9833942175623626,1.0,0.9814258598921448,0.9697629309732573
1256.21247686,0.998200993446727,0.9996717991901141,0.9990502525984281,0.9998928059431176,0.99925283888184,0.9974779750743448,0.9851302685296476,0.9264676544238476,1.0,0.7159555434470974,0.5789877432811155,1.0,0.8557671293998136,0.9630751532291734,0.9940872749523152,0.9424307895064576,0.958736973912504,0.9985406634931095,0.9886780361200652,0.9997629867144848,0.999966383228246,1.0,0.9992869846570701,0.9646038166620852,0.9998616187367901,0.985885313866266,1.0,0.9812235677737694,0.9711636763578666
1261.62708732,0.9982343196697948,1.0,0.9997708099780768,0.9994687638425768,0.9995968308588318,0.9994135518231299,0.9853373034729594,0.9305352298807702,1.0,0.7144865980686644,0.581532512338293,1.0,0.8552378740818496,0.9649436817100329,0.9941072488718717,0.9436467404897013,0.9606816985309694,0.9979265241421986,0.9891147543785491,1.0,1.0,1.0,0.997372014063932,0.956925391664793,1.0,0.9878729238352606,0.9997443291427179,0.9814981168050102,0.972714310152155
1267.05580532,0.997902453469825,1.0,1.0,0.9988844699898459,0.9998894445547634,1.0,0.985434305764212,0.9342614021535713,0.9999221309090041,0.7127271828704037,0.58407413759355,1.0,0.8547648902703677,0.9668405756532081,0.9933677536582135,0.9450524438646203,0.962711576301512,0.997386284052525,0.989332589717025,0.9991595917550267,1.0,0.9995587120577536,0.9934433053273775,0.9530413638194433,0.9996896637925364,0.989207282521388,0.9999472663064706,0.9822384544679204,0.974038609062378
1272.49861965,0.9977090979158658,0.999923657403111,0.9999021502598403,0.9980342141100903,1.0,1.0,0.985023788954593,0.9378409451398598,0.9993981409329381,0.7108085145894588,0.5869099190150405,1.0,0.8545073912151764,0.9686723691091017,0.9914441119514885,0.9466093693253228,0.9645595391562136,0.9960630884356904,0.9900005198877454,0.9986987697354094,1.0,0.998820490156056,0.9889854360914276,0.9567343625556747,0.9996321886014041,0.9902202737231042,1.0,0.9832540470723754,0.9752568860290962
1277.95551888,0.997485610330058,0.9996772628229712,0.9995449001126381,0.997080250779209,1.0,1.0,0.9840982535524981,0.941198253410347,0.9983766684252676,0.7091349547275672,0.5900915321132222,0.9999997086924568,0.8544045124282382,0.97039308524579,0.9894434277291617,0.9480587959823013,0.9666573752930658,0.994478241984701,0.9902708526529206,0.9986618922673519,1.0,0.9981246177689486,0.9870694238188866,0.9661294182350579,0.9994685261782786,0.9910907606580158,1.0,0.9839212973726109,0.9763908936459125
1283.42649147,0.9975462094090445,0.9997827292492061,0.9991915849975793,0.9957589884464312,1.0,0.9999805691672055,0.9821533739121029,0.9448162437045542,0.9971935955180601,0.7079609429473745,0.5935219517874533,1.0,0.8546492213825017,0.9723808843224424,0.9868806862948641,0.9497823329923953,0.9686133785970649,0.9942374038733048,0.9908990423131362,0.9980099290906876,0.9999522705149338,0.9985261753637276,0.9897363483899725,0.9777900576176728,0.9989854362172876,0.9916732392452619,0.9999863235037764,0.9847945400338497,0.9774464470668233
1288.9115257,0.9978281676714452,0.9999597849575317,0.9988355195324784,0.9950358540035739,1.0,0.9993518288495111,0.979071233761895,0.9483391981452969,0.9957899847094471,0.7069443516376147,0.5972309949859287,1.0,0.8553108748936502,0.9740961953489483,0.9836622045346158,0.9516641369836422,0.9699510806730329,0.9964785024500818,0.9922571159865149,0.9970013770009292,1.0,0.9983649179394505,0.9925475275084213,0.9883041262671741,0.9981296439738381,0.9922145498575669,0.999886306382553,0.9857890846666661,0.9782807563468312
1294.41060969,0.9979744192291594,1.0,0.9984928484341613,0.995015433300723,1.0,0.9988821206295576,0.9756246399675647,0.9516462778963177,0.9943417061738568,0.705735085813682,0.6015534092416895,1.0,0.8560645734824361,0.97595103884444,0.9794279742434409,0.953073335943783,0.9712140135184275,0.9988287796561068,0.9939123480302624,0.9960633430706256,0.9998103689917661,0.9970237536979438,0.9926462099012043,0.9954032630422062,0.9968704729410134,0.9924115217474963,0.999730330644739,0.9867630150169698,0.9787886218126944
1299.91690127,0.9981297698476075,1.0,0.9981502926725859,0.9951568878662046,0.9999039044030277,0.9974950803133672,0.9720977062738411,0.9546865352010742,0.9923746892702063,0.7042556248078412,0.6062685725536765,1.0,0.8567608345435234,0.9778381333798032,0.975195693946106,0.9545178300143896,0.9726595093605089,1.0,0.995284394479195,0.9950375974733027,0.9995956309969782,0.9955402883468139,0.9926563737513228,0.9988803662981145,0.9949689874646857,0.9920532501878327,0.9998517201904042,0.9874859606535894,0.979214611647768
1305.42577023,0.997648024642413,0.9997269092577213,0.9982972381326802,0.9952602387984609,0.9994715646940754,0.9953809875212808,0.9686621409379079,0.9578709065320085,0.9901833365207593,0.7033282879272391,0.6108902921320681,1.0,0.8576349591594121,0.9797812414148347,0.9714266111553401,0.9565543383969521,0.9744553240958231,1.0,0.9957357598406387,0.9948400334220715,0.9993004663652513,0.9941224629043506,0.9939936243067957,1.0,0.9923248125560814,0.9911248663377326,1.0,0.9881032054705887,0.9792378193799232
1310.93719838,0.9974597258955127,0.9999838689612078,0.9981470418737477,0.9956652150459536,0.9985268065973336,0.993123829673371,0.9639178713105597,0.9609414890598199,0.9878290879182363,0.7028963033093332,0.615647232812982,0.9999801907753937,0.8587468209915352,0.9816886481729773,0.96855924483305,0.9581881366565804,0.9763201250723923,1.0,0.996001239771122,0.9949096080644001,0.9987127704166592,0.9916912781985854,0.9947533285351126,0.9989930677485767,0.9890681997680336,0.9897285895650922,1.0,0.9885229143273612,0.9788924164565649
1316.45116775,0.9976413186528953,1.0,0.9979463345884899,0.996095413488357,0.9969082685314216,0.990896764668897,0.9576905898702787,0.9638870789527839,0.9848080120513868,0.7024524336680534,0.6209010007063122,0.9999919061556439,0.8600438402311761,0.983737122839856,0.9659733133801868,0.959377560939001,0.9778604983849253,0.9997454769578126,0.9970802727682719,0.9938138205589924,0.9976407353032708,0.9877367728511051,0.9941835898139978,0.995498344538444,0.98473348926547,0.9877661989035394,0.9998401819149155,0.988625200670333,0.9785624361095603
1321.96766053,0.9977220939706911,1.0,0.9978363951767001,0.9963247477467598,0.9946603261311305,0.9893372875066037,0.9483769925720739,0.9666291064421406,0.9811275181422455,0.7017124785515874,0.6261615065984307,1.0,0.8612012327522348,0.9854592719080217,0.9633664482881686,0.9608610256547012,0.9792764497074179,0.9994145609343476,0.9980356897784564,0.9928881071138457,0.9961333642524517,0.9825911504450271,0.9936565239854099,0.9913879448631676,0.979096097091811,0.984845770372618,0.9997600252080345,0.9881651920223592,0.9778397641136385
1327.4866591,0.9975226912874818,1.0,0.9978701331674421,0.9964596465126138,0.9917027992348687,0.9878146735464755,0.9363463189310476,0.9692168868908078,0.9770406326757914,0.7013696465078659,0.6317615780617958,1.0,0.8624674967597722,0.9869918458690067,0.960821502040894,0.9624415073023267,0.9805236298792238,0.9986666164107922,0.9984069603062463,0.9923542961445176,0.9948310098423426,0.9769897030710004,0.9936480283812386,0.9875028342631413,0.9712764214301538,0.9811813143954562,0.9999902752911239,0.987065271593901,0.9768868379159227
1333.01349556,0.9971218591483412,0.9999890119480476,0.9978979978970071,0.996501488874721,0.9881481956307696,0.9856172881256205,0.9216136422564538,0.9717331991027546,0.9727294120491006,0.7018667342987722,0.6381723550658261,1.0,0.8633936871813943,0.9886688435483997,0.9585244323447129,0.9642780282413826,0.9818166590774117,0.9968720810608337,0.9982680573964398,0.9920495841846905,0.9936504803039795,0.9713631404341113,0.9935678695374078,0.9820044005345592,0.9622130655216191,0.9766665044269086,1.0,0.984954056250162,0.9757734162956064
1338.5688161,0.996741917543519,1.0,0.9976516763601866,0.9965481029606005,0.9839338183041086,0.9828951050442838,0.9063788394344011,0.9740390298162981,0.9680354048108314,0.7029942318809866,0.6449031412727352,0.9999047547578414,0.8647975054547223,0.990261529879056,0.9555093474033339,0.9656228058143902,0.9832087859544069,0.9937665273261841,0.9978187268916298,0.9916846011588891,0.9924642337384004,0.965809371880923,0.9926457482978692,0.9775577227569947,0.953527080688142,0.971600238032103,1.0,0.9816921235761243,0.9745365501312742
1344.15282419,0.996112373573988,0.9999106687215161,0.9974052395420758,0.9964875620138907,0.9795423493990059,0.9808659248107887,0.8927229249422373,0.9761825620114035,0.9625487723672016,0.7038358191556845,0.651625853625084,0.9999955634181356,0.8662770017782258,0.9914472170232393,0.9509580826808626,0.9656132527028383,0.9842956080813301,0.9887380129941452,0.9966012196727733,0.9910073557589659,0.9913175137410146,0.9594937325288626,0.9909162176506106,0.9770469557469286,0.9476897628699777,0.9660866040019993,0.9999846872808047,0.9773729872101273,0.9733434847241668
1349.76572543,0.9951917857079805,0.9995698825458286,0.9970807850297667,0.9961655798971255,0.97474603915447,0.9793864016033476,0.880931369449938,0.9778437639312466,0.9559271471313742,0.7042274348371605,0.6581161613769566,1.0,0.8680826836228104,0.9917559903602255,0.9438363175349144,0.9659034618767702,0.9850338526289987,0.9801468248563402,0.9950639031127787,0.9896675414541473,0.9898773835331958,0.9523998742329467,0.9885755328099153,0.97779725164229,0.9446982387571186,0.9598741054726524,0.9995440260313095,0.9722754149118129,0.9718314810792131
1355.4077275,0.9936058250908893,0.9989882542018799,0.9965644373177358,0.9961065710144134,0.9689917372963257,0.9785893072774253,0.8711809825904502,0.9791135698858211,0.949206878328965,0.7049494946851069,0.6647938505207628,1.0,0.8696515283230813,0.9916425393993721,0.934479955611262,0.9663718252902677,0.9855849867241799,0.9695356206453412,0.9921248010665686,0.9879823814741151,0.9886122277030982,0.9442819013496587,0.9848296706053009,0.97905354905737,0.9429067277650666,0.9536841466620121,0.9991669327193633,0.9672529343752392,0.9702770992625858
1361.07904029,0.9927078019207363,0.9981689947740114,0.9964910466486795,0.9955235028963221,0.9606683357254643,0.9777682171330823,0.8635386299389692,0.9803583809463234,0.9427327208579018,0.7070086182199046,0.6721192217192146,0.9999850595333386,0.8715154923077559,0.9915762965864124,0.926998026613702,0.9677424369176001,0.9853608267498701,0.9606480290745835,0.9881138180690029,0.9840096122253172,0.9860324727352086,0.9356197739781204,0.9787203102985013,0.9817446212165352,0.9402385019266366,0.9480214651432108,0.9996345778826528,0.9628873815329456,0.9684430997031297
1366.77987583,0.9927285311198193,0.9969525881110408,0.9963494471097256,0.9946805374304505,0.9479251996864185,0.9763295102812183,0.8567823442175537,0.9823910527078591,0.9359375547603629,0.709842206393892,0.6801053722010016,0.999228098082325,0.8738031068589021,0.9910397780406616,0.9201667846217823,0.9689977570270671,0.984252710212749,0.9501951047457533,0.9835891735682402,0.9784532754402102,0.9814627174952956,0.9242992805975369,0.9694756897147345,0.9853693582927966,0.9350519033270637,0.942646559764365,0.9999686949316321,0.9583982731974503,0.9664944895181286
1372.46681289,0.9930682963531194,0.9956322485157016,0.9960678000225844,0.9942828617732496,0.9324916185268342,0.9740363185249644,0.8490582119555382,0.9844462352054827,0.9285701552900046,0.7128069638459626,0.6882939985006363,0.9975204152736479,0.8765130984030889,0.9897272051611264,0.9097145573182628,0.9694486216729344,0.9811559626909043,0.9273177078460673,0.975558318467311,0.972934743377188,0.9758231098257303,0.9064536435310719,0.9524913127888243,0.9867068497999689,0.9262509503025577,0.9379211562539079,1.0,0.9536776230798913,0.9639650855547043
1378.13342967,0.9933033336794842,0.9935154767119496,0.9960766146064806,0.9942808482368544,0.9152670676087654,0.970998180575623,0.837691940756274,0.9861802802912822,0.9207610348547951,0.7158783388454895,0.6963273740125121,0.9943931321805666,0.8791074741437497,0.9859621085099664,0.8935980836054079,0.9689700847158809,0.9763969604301428,0.8828938456631077,0.9566797857790165,0.9657495560126432,0.9687325539028299,0.876649299313869,0.9163202834364136,0.9848887619847525,0.9134167432525274,0.9333887257189837,0.9996589339426962,0.9477751469481345,0.9606290929171786
1383.78010777,0.993209748183092,0.9896603292929438,0.9956584731619758,0.9935089673442393,0.8950336425175608,0.9684391306432487,0.8210516180014316,0.9877228944299581,0.9120440501283833,0.7194238614829703,0.7043449874536053,0.9919024263456632,0.8812889044824233,0.9756300103345356,0.8746352602477174,0.9687019783432972,0.96904941736002,0.841391840958948,0.9301929312698022,0.9531469804346983,0.9572335812908468,0.8274985523002247,0.8453629414029842,0.9801826849799742,0.8959565000640696,0.929294775427366,1.0,0.939591156587027,0.9562153268214081
1389.40721715,0.9930906189591528,0.9859513766303639,0.9943090977738076,0.9930043952126059,0.8715871789318997,0.9671516401347487,0.7993179071941201,0.9893601796616436,0.9005916886872318,0.7222085784722572,0.7121899470582844,0.9911585522787006,0.8837918069262247,0.9616051030355101,0.8558455483942708,0.9659472320417719,0.9555314129560565,0.8230639918161574,0.9135960895209091,0.9376685308153951,0.9404701060428516,0.7739992924206989,0.7594803860226829,0.9729386616301562,0.8769256969430368,0.9254900486972792,1.0,0.9290119638172462,0.9504920287962915
1395.0151167,0.9930805717530916,0.9829915048344701,0.993369997326307,0.993083737467693,0.8459548113455501,0.9660167134491051,0.7717742323149344,0.9907073776342671,0.8889742257327614,0.7242282428943076,0.7199280574673086,0.9908479375218632,0.886088792072696,0.9605585002616902,0.8423751782634824,0.9598887292870881,0.931562910795392,0.8294046757670406,0.9128283917769795,0.920714058078865,0.9188413747680837,0.760360899212487,0.7446628054722767,0.9626749788210283,0.8605580531887788,0.9199021126049398,0.9997419319281532,0.9158100237542596,0.9426754718850454
1400.60415467,0.9932840188934442,0.9795203418412778,0.9921650497535921,0.9920235975023369,0.8212292775499425,0.9653250563698206,0.7366671698590379,0.9920066567639445,0.8813077736314677,0.7267032634679031,0.72824456708299,0.9904196648306582,0.8886370519025493,0.969008080794422,0.838857078702297,0.9534340810698698,0.8922948809732286,0.8498258331766907,0.9260753455733123,0.9011660047453844,0.8934511010079613,0.7641528156259659,0.8153624513010144,0.9474988819146221,0.8461081960004286,0.9109675221294105,0.9994669120045678,0.8992493532066386,0.9328829418806621
1406.19775036,0.9938281774928558,0.9753322768366922,0.9913421178911851,0.990825446016466,0.8027691762486854,0.9651685865049587,0.6915096003342648,0.9936450181988813,0.8757453310896854,0.7306116705369493,0.7375302812470704,0.9893526101203822,0.8913580081054423,0.9753851693168949,0.8383600338442744,0.948012094394763,0.8497710618401672,0.8671609160631045,0.942229230957972,0.8824234124143565,0.8690652277406683,0.7578871099403021,0.8807503046948961,0.9256752515131594,0.8289528029922711,0.8986769391148651,0.9999115759984365,0.8795489192519562,0.9212653899657456
1411.81328293,0.9938084810889721,0.971903249380028,0.9913523853172648,0.9897139848727127,0.7937069006261075,0.9636649865404596,0.6396160745593819,0.9953130752301552,0.8692038465917158,0.735051539595393,0.7467977779682109,0.9890835642299717,0.8944229450501541,0.9786272232214932,0.831631979257508,0.9441361545503842,0.8363704596931298,0.8784716491237315,0.9559837576399705,0.871531888350732,0.8503290564522862,0.7505038544965428,0.9126634300003461,0.8947164684432439,0.8079104916538306,0.8830453052901959,1.0,0.8577782627918875,0.9082091907867045
1417.45083527,0.9942372167544546,0.9694662892785935,0.9909091336318402,0.9880474227515917,0.7925377887923157,0.9614875126120298,0.5937973061899963,0.996416598217692,0.8611058478963768,0.739430694743142,0.7557544907199005,0.9895636887000271,0.8973221199674735,0.981174317033515,0.8413558550903851,0.9438362931550632,0.8641153766493124,0.8838617486286032,0.9661912192653231,0.8734651374830968,0.8393140763757527,0.750821325530556,0.9268422529415812,0.8482520249561578,0.7867526905124508,0.8643868670626383,1.0,0.8359060265078,0.8954359070260407
1423.11049053,0.9950294416869406,0.9671254027029823,0.9903099924306997,0.9864309065667608,0.7960585754299406,0.9592288043632957,0.5710394170445422,0.9970914735350885,0.8530129990931037,0.7437338358272402,0.7646753322323193,0.9902153167666483,0.9001826537562766,0.9827743473905817,0.8802750279383437,0.9486210988834711,0.9060756758818627,0.8865417627431852,0.9734115296887411,0.8868319077744306,0.8345942138882466,0.7592274665293399,0.9348834894088522,0.7898843767623012,0.7710032456987587,0.8442978278715851,1.0,0.8154531523561463,0.8842427617729974
1428.79233216,0.9955652759111102,0.9651552743853478,0.9897287674701906,0.9841851470929102,0.8014646245631758,0.9570045761740207,0.57869677338343,0.9976412775405005,0.8442695036559092,0.7483275246588615,0.7739177692239335,0.9900931746634059,0.9030846435778282,0.9830284658998427,0.9140568873564802,0.9555643713803967,0.9369456264964372,0.8890719515996435,0.9785582364182889,0.903096159562249,0.833932567642434,0.7718382430592922,0.9410495199605778,0.7635901056407134,0.7652767670565923,0.8244118980786184,1.0,0.7974642110124026,0.8752172778153336
1434.4964439,0.9957845261925274,0.9633922326563652,0.9886799661492088,0.9818403780390267,0.8075553769605243,0.9547103069663847,0.6086432074465028,0.9983719366424362,0.8348557094951766,0.7532605802656431,0.7832286961413962,0.9897757509090439,0.9060479187690256,0.9832404642248284,0.9356461611553496,0.9628288214333255,0.9550785653570614,0.8919009042496979,0.9827462058239986,0.9173881065384336,0.8392060395411083,0.7850254908352641,0.946240461400186,0.7787239141549583,0.7703915725560109,0.8026662526926263,0.9992921078509954,0.7817782139489405,0.8694946302157639
