,CAGR01 Calcite.,F1CC06B Magnesite.,HS433 Halite.,LAZE03 Prehnite.,bkr1jb329c Siliceous-sinter.,GDS26 Epidote.,GDS1 Analcime.,NBPP22 Clinopyroxene.,LAPP47B Orthopyroxene.,LAPO05 Fayalite.,LASC02 Forsterite.,GDS27 Hematite.,NCLS04 Plagioclase.,LACL14 Chlorite.,LAKA04 Kaolinite.,LAIL02 Illite.,GDS106 Margarite.,c1cy29 Vermiculite.,LALZ01 Serpentine.,LAMO02 Montmorillonite.,NCJB26 Nontronite.,LASA58 Saponite.,GDS23 Talc.,F1CC08B Alunite.,GDS145 Bassanite.,LASF41A Gypsum.,LASF21A Jarosite.,F1CC15 Kieserite.,799F366 Mg-sulphate.
1655.33520858,0.8971616485232524,0.8213816657241159,0.9057762872902563,0.7362445009745526,0.4705614207330083,0.4941963517634551,0.8749678999584224,0.4285288651844937,0.2710088695229485,0.37411979706130566,0.6918818952574807,0.8328067977133753,0.3310015122199465,0.44802057083134583,0.9306773424672075,0.6269442419967725,0.5603063854981003,0.7141235082829921,0.5262931596316073,0.6356863042710313,0.5158750105108137,0.8552929351526533,0.665226869681006,0.7574996749860153,0.8485945922682055,0.873784636327591,0.8746451338691295,0.41171923762227547,0.8271861677983703
1662.47344048,0.8965759325020628,0.8204398208069961,0.9064834207323883,0.7357010798447148,0.4697084476186346,0.4976989066706395,0.8731780587339759,0.4285180156515453,0.26606379656746626,0.37775642328232734,0.695494162334911,0.8325653563040436,0.3312791235292361,0.4494336203506499,0.9299093648787945,0.6277200182886934,0.5613778176376921,0.7139901091881139,0.5268199880086842,0.6363429355831118,0.5163391420447282,0.8544558737531763,0.6658131823140506,0.7541562017125646,0.8457406176302292,0.8747090531325826,0.8742194664590387,0.4120805229368036,0.8269496359372478
1670.05561049,0.8969473084072536,0.8196441366349976,0.9072064652933804,0.7357671670785698,0.4683942513300102,0.5012346104750967,0.8701529880023866,0.4285210034693775,0.26078434197316847,0.3808274300400126,0.6993480187397317,0.8319566463169549,0.33161509459755995,0.4507764698708616,0.9282417420805372,0.6284744866357769,0.5622321357485707,0.7136392454451667,0.5274363266544729,0.6371012382838974,0.5169652898098414,0.8533863896311591,0.6658483138558614,0.7497336515299515,0.8416056825479648,0.8743490814626969,0.873431956881693,0.4121428955145983,0.8264592307848675
1678.16902352,0.8968315002558144,0.8181705094656893,0.9068841176050098,0.7356474270047992,0.46738874625060867,0.5050466358180687,0.8663924181465796,0.428587063835139,0.25504429551672003,0.38421021206211914,0.7033133693708379,0.831499883684056,0.3319648960868667,0.4522796177050293,0.9281007151029844,0.6296742036168451,0.5632056816314952,0.713093139420013,0.5279981526410064,0.6375732578145212,0.5172600607114671,0.8525427191836066,0.6663635849404104,0.7443537052348298,0.8371563586927301,0.8725729917947191,0.8734585354115036,0.412095363495069,0.8252809868652393
1686.55255666,0.8971001575671878,0.8172347121646288,0.9061979784437244,0.7356789072224439,0.46604875011431324,0.5101704802853649,0.8621697563568985,0.42846892363136746,0.24928034099901938,0.3874853119472881,0.7070978961994607,0.8321283998678078,0.33253745060938683,0.4540794195453109,0.9275629893929329,0.6312006708420705,0.5647405913789356,0.7122064976576348,0.5287920302536065,0.6377446882929579,0.5180479674370768,0.8510441878932472,0.6675795961995099,0.7388274388289461,0.8327156141612245,0.8682949078473688,0.8740545433904136,0.4120463437499801,0.8236970995319471
1694.9652068,0.8975611042487097,0.8159369840717152,0.9064090073762251,0.7354288486010319,0.46461555305743246,0.5164338321920896,0.8574655429221721,0.42829258698703093,0.24398193410168606,0.3906227165281572,0.7105763793118777,0.8337923713894521,0.3329136868503525,0.4557794063121602,0.9268392563052721,0.6328764267881787,0.5663050054631668,0.7118843539721239,0.5292283669894192,0.6376505535062322,0.5184945157352375,0.8495270852020459,0.6697899129260133,0.732702623977852,0.8272267285419592,0.8603430131083201,0.8749333224519447,0.411694892138079,0.8222459332067983
1703.40698655,0.897631286875107,0.8151151862286442,0.9072992858900011,0.7354632110781213,0.4626921977481531,0.5218212744693255,0.8512236561664135,0.4279453449598803,0.23921338882749688,0.3936844633329742,0.7136512498759022,0.8345961614463854,0.33335055119270657,0.45750407127281,0.9263187976609395,0.6348766459972932,0.5675033152334593,0.7109878279776836,0.5294532003278912,0.6378101250238694,0.5191064206234687,0.8467121172439422,0.6709607745803475,0.7255348153072791,0.820427690167172,0.8490746673359784,0.8754372838249292,0.41171764673031014,0.8201592626298616
1711.87790799,0.8976167843668422,0.8142009947872488,0.9083910972404187,0.735469988545612,0.4608659031738748,0.5260410859617644,0.8424886440569426,0.427567237090018,0.23458388343902928,0.39670630908464993,0.7168113507607419,0.8343413299995198,0.3337078552792952,0.4585772869543722,0.925506252250561,0.6367226763422966,0.5682513071540747,0.7103984087805258,0.529563436863127,0.6374109043564518,0.5194477750504695,0.8434880448657267,0.6703479153271882,0.7158955920158723,0.8115636914636873,0.8337399396407403,0.8762020349181248,0.41213629245243083,0.8186683369431124
1720.37798277,0.8972347802926829,0.8131872294787362,0.9087929745975416,0.7351346825017642,0.45859920387598585,0.5308297498012771,0.8316955467656596,0.4270942742561098,0.23023553287218665,0.3995095264901938,0.7195750031787473,0.8333138034139572,0.33379187928676174,0.4595927605216829,0.9239362382149899,0.6378081251566884,0.5685599925926805,0.7096071179019942,0.5298128406618535,0.6370020267343312,0.5194597080358376,0.8394327865264615,0.6695217123424321,0.7021267347166109,0.8012944263472991,0.8155559384268163,0.8758150885073076,0.41356470643774357,0.8172254819812892
1728.90722205,0.8972278770008874,0.8121716164313152,0.9096203631297946,0.734807145009784,0.4560211646256491,0.5362608209752201,0.8182596124829187,0.42646832135594787,0.22593396157232246,0.4022229907753588,0.72185724611426,0.8325819681916233,0.3340146096640014,0.46085208182832094,0.9227940491318767,0.6390385503163911,0.5694006952057242,0.7084686840357173,0.5299587411671948,0.6361155819263058,0.519543368828412,0.8341123341285577,0.6698257803940836,0.6839531843697816,0.7890032395445262,0.7963082663925047,0.8749993460532388,0.4157276857937636,0.8160048212312235
1737.46563653,0.8965052824074964,0.8116202031538083,0.910458195755074,0.7343033395998024,0.45356046092287133,0.5415885101311539,0.8018469424740673,0.42555197175500353,0.22186365554453494,0.40483140493456826,0.7239512331806374,0.8331475937387611,0.3340953837399448,0.4617707931821791,0.9206680832656722,0.6406406004194578,0.5706456791191091,0.7071971170477246,0.5301085189015518,0.6347483373805891,0.5194049528137695,0.8287447147356715,0.6705669598740155,0.6629539615827824,0.776226270550038,0.7780770236458032,0.8733806571300973,0.4182439731430347,0.8143125714355703
1746.04891596,0.8959670716520132,0.8112471443310908,0.9103930562638083,0.7341058632562901,0.4506409400806796,0.546445245392339,0.7806045294534053,0.4244688290651638,0.21805902046726272,0.4074821353573553,0.7258585724472237,0.8329736206643106,0.33411055382462146,0.46284891144564916,0.919185454961303,0.6418213404953189,0.5712416675632374,0.7050166751487406,0.5297045201388104,0.633394816508204,0.519271017314237,0.8230035493668718,0.6715009611708636,0.6418537360194517,0.7637960660233065,0.7647874083813587,0.8720692961841693,0.42147581144052426,0.813123908500903
1754.65358123,0.8950176190887629,0.8102269695973096,0.9100680081013424,0.7340621655403307,0.4476429117441156,0.550651837407909,0.7573184953128085,0.42309830988056,0.21450281372607155,0.4098902985641941,0.7277792830410744,0.8322514853162274,0.3339994911615618,0.4636176512895548,0.9168156998900538,0.6429886163642519,0.5714190246469518,0.7036494612143236,0.5295513192475112,0.6323964062667541,0.5191319210690686,0.8168319436376777,0.6713691259333154,0.6249395852192119,0.7527403188171976,0.7596657785723057,0.8703575856216105,0.4251200812311949,0.8122976993490025
1763.27958128,0.8942168008827361,0.8091153444501773,0.9092892934460556,0.7342896949441468,0.444397297962193,0.5545324749040033,0.7334953337028483,0.4220646630054375,0.21112575122965405,0.4121926106935062,0.7290736624004733,0.8318579907820661,0.33388776498595024,0.46443467010515,0.9142350041742127,0.6443276309682651,0.5715874191958911,0.7023153641057244,0.5291342882097864,0.631349518984276,0.5190803297873328,0.8106682081741237,0.6710326706606123,0.6163149959233436,0.7447184256442267,0.761101866008853,0.8680725905096758,0.428523255298527,0.8113489283705887
1771.92686491,0.8936656119932237,0.8076319014558,0.9082077016035951,0.7340511226890754,0.4415435357708936,0.5583465158492608,0.7127564556681342,0.4207284503319336,0.20799143331732078,0.4142182905016424,0.730709227291754,0.8317288815100652,0.3337425289451341,0.465362070221085,0.9112932476556775,0.6454229560332145,0.5715414227897964,0.7007390493847182,0.5288302033598555,0.6300683958428441,0.5185192241238468,0.8047225589750389,0.6696662612341914,0.6196799989090638,0.7401217276405015,0.7649638492650148,0.8660579588270364,0.43203847017834507,0.8105945652719933
1780.59538078,0.8934281242609539,0.8060112905207761,0.906325835228235,0.7340406445106029,0.43889461677704183,0.562932775590931,0.6980977252680984,0.4190792958059437,0.20508158000340743,0.41622400299801343,0.7321159988900254,0.8318072784392891,0.33378019878183207,0.4660718294254749,0.9080932747787457,0.6465478881518295,0.5718297201491718,0.6992745101748317,0.5284298793943669,0.629148719104383,0.5181285602942409,0.7985978542277681,0.6689588898902838,0.6359800205224603,0.7398218454543265,0.7704553476061837,0.8644483397687992,0.4355921637193642,0.8091354743799049
1789.28507741,0.8925627783365767,0.8042527465175523,0.9057767676162585,0.7340438237236827,0.4364733965057947,0.5678988452606,0.6894037235819819,0.4174626810922423,0.20232297678100408,0.41790676222793244,0.7332658194422806,0.8317704970214095,0.33393792490150515,0.4669132382384713,0.9046588161462565,0.6478261497652981,0.571997245832549,0.698028928748852,0.5286137963055223,0.6278997304186477,0.5177884671893148,0.7928464713304109,0.6680387435229348,0.6611400531538167,0.7421755049623493,0.7778369110658616,0.8620125629538485,0.43916535928068523,0.8078459992413227
1797.9959032,0.8919339256339031,0.8021172123221945,0.9058852695557467,0.7337585254040002,0.4340922486738572,0.5706790255407723,0.6853530477753957,0.41574137922656157,0.1998652781018659,0.4194506123899104,0.7347869816641629,0.8310958682990872,0.3338478254276315,0.46777338473793073,0.901858795188482,0.6495209693851466,0.5717906949474891,0.6961071431534335,0.5289524677539419,0.6266885240095127,0.5169956494240988,0.7873920361827851,0.6657216672347663,0.685387769732628,0.7470926956307204,0.7867356584226353,0.8588942654447969,0.4426053854557751,0.8064919504153027
1806.7210252,0.891508175690469,0.7998724243139379,0.9057747249309186,0.7332006874203632,0.43200268345413395,0.5709924583686429,0.6868400759296753,0.41389229444526754,0.19792352087877815,0.42078320414053394,0.7359716804337368,0.8298895421452518,0.3338327265085107,0.4682872948070715,0.899542345828283,0.650471750437248,0.5709695862020068,0.6942329399949437,0.5286171601176766,0.6254753674730745,0.516586870693177,0.7823213811309184,0.6623700293874585,0.7008324408531119,0.7527184356978565,0.7943778169174053,0.8537365216214493,0.44576187037763554,0.8048067252331721
1815.45600983,0.8913308380936744,0.797535775259067,0.9049045667963308,0.7325421594872719,0.4296702132361179,0.568841704628667,0.6945854168464892,0.412162238434272,0.1963606320896974,0.42229450809070745,0.7369353923354586,0.8288158094651593,0.33377201410434376,0.46893490065546656,0.8976034307635353,0.6519751195211977,0.569565076872275,0.6922411153063965,0.5285026355881383,0.6239263790965074,0.5159802771682283,0.7763644358973052,0.6590002021735839,0.7085892990752876,0.7565954710716299,0.7992244634370845,0.845753083339428,0.4481008716396436,0.8031699231354408
1824.20079533,0.8906885841899688,0.7947573956498113,0.904741006129532,0.7314181042452018,0.42676861622743356,0.5652638820434519,0.7030743535459228,0.40991221325117294,0.1949785296215492,0.4238963881462172,0.737950862080207,0.8271746079638115,0.33371816224287437,0.46919189178523024,0.8966126743806231,0.6527602268437837,0.5686320071450152,0.6898456733794018,0.5284141229396699,0.6220255735277691,0.5150899131342616,0.7700474195411565,0.6559988600829705,0.7112509869154968,0.7571770158588539,0.8010081665094928,0.8347495369778314,0.4491260999085739,0.8004976635689416
1832.95532041,0.889185151109048,0.7920389725593313,0.904935872489339,0.7302162449220436,0.42306462425997654,0.5653512782390273,0.7076371605481818,0.4079526971709363,0.19351913259502618,0.4250485639023741,0.7384972574052023,0.825588352226799,0.33357894497427876,0.4693081526188454,0.8949131517143034,0.6535538608499069,0.5677379464318387,0.6867469688151336,0.5281512989087648,0.619475479305816,0.5139744444759666,0.7624555292613678,0.6543274239854132,0.7112577130568921,0.7537066648671471,0.7995114766780496,0.8175212318504395,0.4484236412830331,0.7970069703414868
1841.71952428,0.8874672004177514,0.7886593442803222,0.9041905021815138,0.7294007640320027,0.41771802399723873,0.5709965553009676,0.7046922461691131,0.40571256624523455,0.19232151304291364,0.42660205911021726,0.7395691307233946,0.8243204442532555,0.33368484948108773,0.46899060735719944,0.893475862744601,0.6535844675910614,0.5665873948723583,0.6821577734710759,0.5272716178453911,0.6154972639051719,0.5127046816324465,0.7520974911287011,0.6528700896418109,0.7085444539377403,0.745517888266798,0.7943231947570699,0.7989043066246256,0.44508830425368867,0.7921266751227599
1850.49334662,0.8863966336938844,0.7851482726662692,0.9034488649379002,0.7279427877501132,0.4097412834667381,0.5797803233679113,0.6934012165120684,0.40365740768526853,0.19163734743765692,0.42760672976064645,0.7408740280256634,0.8228121165290224,0.33346304313481023,0.46893431210635356,0.8914883034065696,0.6532015055285164,0.5660362560935095,0.6762947348575754,0.5256967033089751,0.6100930706389027,0.5103022073831603,0.7374174955539067,0.6500965165364058,0.7044389323240946,0.7331484597596855,0.7844128102957347,0.7895821331170453,0.4387675482842854,0.7858600997935582
1859.27672761,0.8848195093847836,0.7823450201693215,0.9019816267115948,0.7270465790432333,0.3976774195097949,0.5870551911014713,0.6733575974913334,0.40127401812979474,0.19128373010967975,0.42873680627619654,0.7415322109310829,0.8192043231627949,0.33366821774006655,0.4688054521120558,0.8894157298080325,0.6524714576397533,0.5652018271545673,0.6677012326662621,0.5241558173067287,0.6022167430935604,0.5067989350025749,0.7147816404004488,0.6467831857834725,0.6986890932498871,0.7161292291633059,0.7675081056630975,0.7940945688761232,0.4296159034121099,0.7761193163610411
1868.06353858,0.8824668439071026,0.7794602696829157,0.8998697659826596,0.72503235232021,0.37881761697115823,0.5915513530423587,0.6401163088994968,0.3987686060297071,0.1914836545693045,0.42956291804025115,0.7422070453667022,0.8127896894253933,0.333558469742151,0.46879660034066883,0.8838311736478982,0.6503836695718681,0.564506090626024,0.6547226849763979,0.5224226017228378,0.5883341619308724,0.5009501178397003,0.6810506804994038,0.6411178617518263,0.6914172126379282,0.693211310064731,0.7427700687927866,0.8071830642269769,0.4153845632506491,0.7626590563033803
1876.84916726,0.8811307809478268,0.772565921710362,0.897633089175516,0.7217290277268116,0.35071713743705696,0.5951473558820538,0.5919811739679278,0.3966689157057922,0.1919414249174622,0.43045056875642074,0.7431813775491222,0.8034708714953456,0.3332733686023732,0.4683590242735717,0.8754586155209648,0.6461528888827167,0.5633474845953105,0.6365132675122925,0.5185397672597526,0.5647670310819476,0.4910101511554417,0.6328490465462254,0.6330785071192426,0.6807369826937413,0.6619130603623447,0.7101184943793172,0.824281167542206,0.3949913584604803,0.7444577810652993
1885.63362519,0.8811241043760224,0.7615996296604614,0.8944975168260558,0.7194929507688421,0.3143586171552683,0.5999429544548992,0.5287398570758487,0.3943517392210299,0.1924990235733698,0.43088437991534995,0.7442178443045161,0.795942240025809,0.3333886539747658,0.4683387765409288,0.8660108117803862,0.6395209969288697,0.5624944438633365,0.6132405376838134,0.5135278519274793,0.5295270501974126,0.4746939241693597,0.5676621625628766,0.6213997653573172,0.6688415199868106,0.6209384144747148,0.6716299757920373,0.8377880402195995,0.37041733728901655,0.719235539431714
1894.41692373,0.881325602333686,0.7487330281287091,0.8908856666283586,0.7181258608373066,0.2785836780891518,0.605872349977631,0.45639995856223026,0.3916632532717866,0.19336762052321974,0.4314545553216242,0.7436331603378903,0.7948517467387295,0.3333772146992954,0.4689876306078089,0.8563645525886164,0.6303024593578745,0.5617838953719183,0.5863999605426202,0.5074281238940749,0.4864040254301948,0.452135389841507,0.4978201161704941,0.6066990074066546,0.6554939094087692,0.568190107511315,0.6292363177423509,0.8447144596600599,0.343515872708774,0.6869748285152325
1903.19907409,0.8813312800135821,0.7344150858328922,0.8862808679789677,0.7151958381597199,0.2560612681813943,0.6119312185727327,0.38811412068733786,0.3886420906890265,0.19461418098288227,0.4318649741063392,0.7448997342488176,0.7951326524245947,0.33320263098616365,0.4694081513181862,0.8467876318588898,0.6204999350294762,0.5606491984785842,0.5625533780183278,0.5003777549370004,0.453860529805146,0.4330231087358429,0.4491679455256927,0.5950778102687838,0.6419693823769083,0.5056580585847589,0.5839787693178689,0.8454676635946797,0.31596738371180627,0.6476945222487372
1911.98008732,0.880838441391879,0.7197728027634593,0.8821892599689146,0.7128534918371461,0.24844020832423408,0.6157282776712613,0.35169939437108505,0.38609667195548414,0.19594655639119754,0.4322909418288517,0.745149815108517,0.7950741395174685,0.3333189784076908,0.46915115028791393,0.838365137074049,0.615458800737529,0.5594503410442766,0.546679080901296,0.4944553545174799,0.4497223692573824,0.42761846512698404,0.43622072494669784,0.5895418898539602,0.6279897735894939,0.44444803211680717,0.5371049267769493,0.8432522676139454,0.2905821110452595,0.6066585653518417
1920.75997429,0.8801333915665526,0.7060225393712243,0.8782445573178722,0.7115196160817705,0.24896555920407537,0.6170897948339643,0.3616162321534446,0.3834239661036203,0.19788644112597348,0.43236873289850214,0.7456861892959967,0.7933978125833032,0.3331777209333464,0.46922419943023236,0.8345108418720515,0.6160678251068241,0.5582302804919839,0.5388614801642971,0.4911886643131202,0.4670409688741581,0.4337156792537336,0.44849627782837315,0.5904054503187446,0.6154708056419542,0.40862896265635573,0.48771678159524123,0.8398765801027057,0.26980504412366596,0.5717816119748955
1929.54914243,0.8800384410834861,0.6950312591699636,0.8759207912588776,0.7113512661857694,0.2527362907224185,0.6160594081003998,0.40107426599606033,0.38085481904331436,0.20008415309830788,0.43254931172708144,0.746103405725345,0.7926430997672002,0.33336948927276594,0.4691434709426399,0.8328410677944222,0.6190276984653168,0.5565108933670044,0.5368419473968314,0.4895464888694046,0.4870610359448801,0.4438783012030062,0.46878785214753316,0.5929122776018033,0.6055948937218671,0.4091411742943757,0.43884899182895093,0.8362498678610474,0.25431991065742043,0.5494562811220742
1938.35679058,0.8787472139950826,0.6873814909645536,0.8746179067176274,0.711324899856822,0.2575803263916112,0.6127659322707485,0.44642089747840275,0.3782628462211235,0.20238363461111966,0.4329756813839166,0.7458561040639409,0.7922352324452754,0.3334247958589685,0.46873842767599366,0.8334313823180982,0.6226148914346039,0.5551025432332931,0.5373246148785309,0.4893276785889702,0.5014593442310561,0.45318934676605493,0.4871938674284978,0.5946930480651434,0.5980346645319691,0.42983060045313903,0.4005387091368402,0.8328581685053285,0.24239206221573917,0.5407348887241293
1947.18286652,0.8773683004551058,0.6809203886108901,0.8735576230684444,0.7122683403220528,0.2631167281607134,0.6100583926170519,0.48871008925104453,0.3755275281040464,0.20485347751732425,0.4333182435512494,0.7461492974636498,0.7926673165686973,0.3334224742346603,0.4677859744770966,0.834043073511475,0.6257510987197026,0.5529846858624812,0.5397012541172017,0.48921344628985497,0.5112291218554579,0.4611907383602853,0.5017674925539346,0.596298733311891,0.5905314981864452,0.4531130339291723,0.3852702840802113,0.8310980018379879,0.23090996302895314,0.5423801437384089
1956.02731804,0.8767018532699133,0.6753016762678586,0.872599526815719,0.7138574131519413,0.26950754178026626,0.6147589400731239,0.5272578638479918,0.37274682958005295,0.20803583531028563,0.4335652516054818,0.7466213246764112,0.7934012198622598,0.3331469217703983,0.467446216499423,0.8357163863817733,0.6289729712139825,0.5519999563584995,0.5420839710373916,0.4891976124028304,0.5186407136844774,0.46748164858443514,0.5145085803210456,0.597530316916692,0.5837526527807411,0.4790303274034046,0.39493186514034595,0.8303533094468979,0.21945546772929414,0.5506435719395646
1964.89009294,0.8755390600439543,0.6717348338787282,0.8735330362326074,0.7150443118298665,0.27649685624402354,0.6245959023729278,0.5648101791033108,0.3699015338163208,0.21114346741655912,0.4339770461194436,0.747278497030875,0.7947200200142727,0.3334567278329928,0.4668637921105233,0.836964747568297,0.6319533150343696,0.5509581583444215,0.5449174340413188,0.48852661089171967,0.5252716784718753,0.47267677249121126,0.5277025264223896,0.5987038727149437,0.578302800545381,0.5050986943557558,0.41836268320967696,0.8290709082459657,0.21063204795975105,0.5616662166108499
1973.77113898,0.8746287553184853,0.6685471795033349,0.8733556767520172,0.7166450119752182,0.2842872419956523,0.6347480223590392,0.5986908213331574,0.36691971020738584,0.21479159592040203,0.4340291365240362,0.747494543697472,0.7960821578802977,0.3335104610725525,0.4662942560732821,0.8390440781149028,0.6346169656010027,0.5494218569143584,0.5485999645091468,0.4882762430970673,0.5323518119076885,0.4770728566049725,0.5426507481822,0.5986779152779969,0.5749407136395364,0.5274823876519682,0.44012482091055266,0.8289218751465591,0.206225465756815,0.5740095295460313
1982.67040395,0.873711765702319,0.6663601390399584,0.8753201512039871,0.7174153666258799,0.2924352981755229,0.6411081491175527,0.629005273573102,0.363875746334993,0.21887403083806306,0.43423625190442916,0.7488304937263216,0.7972786536077647,0.3334945454952095,0.4659932981589514,0.8396705265978021,0.6380625289093534,0.5476421876354934,0.5535541113121989,0.488321895510631,0.5405323301197775,0.4807250819147025,0.558690558803836,0.597894472062311,0.5703364521172893,0.548484545798395,0.46386084878515027,0.8283930213162496,0.20534002475197707,0.5868971329550264
1991.57932378,0.8731990119527959,0.6653745668220727,0.8776153522550784,0.7178178912261727,0.30100250709080195,0.6449548254705159,0.6532876085163047,0.3610809232371361,0.2232482273638763,0.43500458180631313,0.7494510304537287,0.7989763833265094,0.33346330887068953,0.46578693535462257,0.8403487704554595,0.641161451325149,0.5464754824967847,0.5593344650340675,0.48965496034521555,0.5494772609936812,0.48446052636199904,0.5755331493674917,0.5964290183634314,0.5616789602280278,0.5728845635650025,0.4967326781868966,0.8278645230945153,0.20576244123664691,0.5998856482597609
2000.48893957,0.8735112060144707,0.6648160087778086,0.8814699412213359,0.7185018433427167,0.3086132514126916,0.6479430591702883,0.6715490744461978,0.35809757041462525,0.2281329729908055,0.4353675052512717,0.7497323730350522,0.8008260852846808,0.3336355317466915,0.46686122436204286,0.8405998166363646,0.6436370743494342,0.5463621966488235,0.5655511673652398,0.49157140106801994,0.5577500874167638,0.48792875476150294,0.5929955235476231,0.5944670277294986,0.5502458742982649,0.5995182966019488,0.5415421004947021,0.8259338174389261,0.20598205448005988,0.6129265964235373
2009.39924527,0.8745130425722462,0.6642980525883325,0.8851355020620421,0.7192160673303233,0.3165579495255405,0.6499958256043791,0.6847243949786525,0.35562398716237265,0.23323960867186525,0.4355121552556019,0.7502585021832093,0.8024741325446043,0.333772137996948,0.46873208409944084,0.8405976063466664,0.6471659989564412,0.5483314699706882,0.571702112852406,0.49359888963117865,0.56537746966706,0.49218377316233497,0.6093088631351707,0.5934043970394367,0.5404286748422324,0.6233266127619947,0.5871724539723436,0.8249130840591994,0.2042602137112966,0.6245279983182138
2018.31023493,0.8755504824792789,0.6646418252349582,0.8882507956084569,0.7201731277284193,0.32273338914860833,0.6516570068458694,0.694501218716296,0.3526165094708266,0.23873507796553758,0.4359475391562336,0.7503139286507824,0.8040790424396652,0.33386968853310833,0.4704764986951255,0.8392988471903656,0.649705310604667,0.5509474698913476,0.5779156331267301,0.4953619517324453,0.5733145121426512,0.49519975603014443,0.6236924236863283,0.5963390578481846,0.5354587296711829,0.6421900278901369,0.6233263022101779,0.8230615486531137,0.19990317543761987,0.6362722673342491
2027.22190266,0.8753502266816534,0.6648665422563553,0.8912808464577031,0.721003841646042,0.3290302863436763,0.6536626421705976,0.7009544376938323,0.3493864897330352,0.24436285623624224,0.4359561206179038,0.7510559721309046,0.8054387998265192,0.33403918004369376,0.47322580141453063,0.8385331843661886,0.6529738075481651,0.5536355134508296,0.5833832121888329,0.496953052676601,0.578805435528417,0.49831466198865954,0.6369534016221343,0.6015484401157627,0.5301307827559891,0.6544924279341419,0.6489487470203029,0.8197368197197329,0.1930734560999503,0.6453574214162968
2036.13424266,0.8765483283408015,0.6656581975588178,0.8933139833894541,0.721627454014185,0.3337153002493892,0.6560383663290308,0.7047907297452872,0.3468437780995314,0.2502566490327618,0.43596323991454256,0.7516673171174825,0.8069513653462425,0.3341494559332011,0.4760340381828987,0.8352975656053389,0.6548290762817713,0.5567126593085371,0.5882039473407792,0.49897500852997095,0.5838272402061015,0.5011562654619081,0.648178464660636,0.6034695743638343,0.5238632227963006,0.6629537930330869,0.6666588453150495,0.815205271653066,0.18484949393164601,0.6539976356824178
2045.04724919,0.8765114058243058,0.666715356616967,0.8956551464048059,0.7220758738280586,0.3378899949616002,0.6584452928604949,0.7079938943242423,0.3440607541002486,0.2563707687025138,0.43627625178889673,0.7522814484532586,0.8084201653480734,0.33418772175502026,0.47844879942988106,0.8326295225791793,0.6572098832197284,0.5588393921408372,0.5933243260371684,0.5007084052226907,0.5872599249445266,0.5034520932907819,0.6574923617817983,0.6005626200380962,0.5173340883309572,0.6672326329279756,0.6784954054670297,0.810806912357701,0.17680704188644888,0.6617521663243295
2053.96130725,0.8761335136717338,0.6685578110275253,0.8970157998821099,0.7228355113369817,0.34137026557545297,0.6605224195271809,0.7103042102651852,0.34163367602837413,0.2630188838371003,0.4368207748695771,0.7523994274379894,0.8101640160015825,0.33402102663298533,0.48056070164651016,0.8290491939164277,0.6587501891519466,0.5602937928670785,0.5978126036509906,0.5021659800188913,0.589927798053245,0.5054820808999331,0.6645017334546401,0.5943070617772959,0.5092739026655692,0.6681162993807966,0.6854390872103866,0.8064010243272814,0.1704988295975728,0.668197026253173
2062.87694233,0.875888938127697,0.6702832865196274,0.8977741088745651,0.7229596209605065,0.3438656517405588,0.6620589083818607,0.7112120964210259,0.33877497061177336,0.26980521611740554,0.4372556201333604,0.7532585031712181,0.8118340351764244,0.33419774074627373,0.4823660777444159,0.8226781387649656,0.6597697960438943,0.5606844338160619,0.6013350193772508,0.5033808392013533,0.5920951156816819,0.5063392593194378,0.6699740579789323,0.5823655167737193,0.5027103070233306,0.6666856441983005,0.688380696897073,0.8034747843520984,0.16661795601472576,0.6747586784780443
2071.79414164,0.874389380306875,0.6722811595073312,0.9000521928820989,0.7227334953401832,0.3461376751707525,0.6637653671053398,0.7125066128425483,0.3361741523375783,0.2769496952215712,0.43707551474688333,0.7534602211556022,0.813044040789928,0.33437297740237,0.48398285009547654,0.8158329879359397,0.6612436071375032,0.5596873258116865,0.6029578938768031,0.5038938087926512,0.5927576724396887,0.5077287264260294,0.6739805206487168,0.5658306612229688,0.49809098517096634,0.6631485459352042,0.6886589432687648,0.7992418166462033,0.16497171981327868,0.6794475084749965
2080.71289251,0.8746310182965628,0.6747028890056868,0.9011409525171171,0.7226845441630644,0.34799320190076766,0.6641053498371666,0.7116580510864675,0.33377002336904066,0.28443531770967617,0.43721348101266355,0.753701642500254,0.8136849022368892,0.33455465660795036,0.48499893843497927,0.8084751241400079,0.6619011304740633,0.5592842517430409,0.6030829302209789,0.5028175558801902,0.5934846888888136,0.5082690376822825,0.6772210811393583,0.5561141746553109,0.4928927930541355,0.6574773408502618,0.6885337910320065,0.7964814925466644,0.164287050531404,0.6847722990357366
2089.63318245,0.8742096629021066,0.6776780089209695,0.9029125173549271,0.7218929526711579,0.3492709496565766,0.6641449051231784,0.7102560688001431,0.3311708478401786,0.29227787152216417,0.43701921956914275,0.7543655897612622,0.8149249746141328,0.33476029842573024,0.4852332031969155,0.8000210306413099,0.6618091788344199,0.5579799763933354,0.6023356608283178,0.5005109465853276,0.5940184352237087,0.5093944006064313,0.6791877387584571,0.5562416661143762,0.4834683540109654,0.6514275459986616,0.6855013101756907,0.7937512083486022,0.16405446065463286,0.6891747831090812
