Database of Origin,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),RELAB,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB)
Reflectance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
1338.5688161,0.8889320571559317,0.8922502780219258,0.9043994799142261,0.7362665522858248,0.5233866159300307,0.41393220494592564,0.8058744846231914,0.3456852909126712,0.6001861847109162,0.2245234163990725,0.34909249312999724,0.8174061301036015,0.2895699324470095,0.3732490877526002,0.9005605971139469,0.5299947615428645,0.48902542016283357,0.7591869386962735,0.4781100506428199,0.6152281781980155,0.5048819781379813,0.8645296472996997,0.6360498770273799,0.8342526376262605,0.8470524312153529,0.8858621624429216,0.8151012092685508,0.7348742057317089,0.8729766359100736
1344.15282419,0.8884579503917461,0.891169696783167,0.904188700786941,0.7361533519507886,0.5199823675384473,0.4149144996516913,0.7934506285071482,0.3481316722383153,0.5964510396384628,0.22561021361915046,0.35447136510453203,0.8180581538369445,0.2901538825025938,0.37495862030783655,0.8961406168575865,0.5314055076126242,0.49061081040033844,0.7544575915699936,0.4785385331597239,0.6150698563249187,0.5044017859124753,0.8582372176181248,0.6354265175670886,0.8321448750163446,0.8410337924340476,0.8802263333130084,0.818591170852323,0.7289611988586137,0.8707494185473401
1349.76572543,0.8876172042710225,0.8897175289135745,0.9039450577551593,0.7359091448745254,0.5164158400177317,0.4161925710824456,0.7827392487252485,0.35042928453566524,0.5920894375634703,0.2266111997903344,0.3597938716265687,0.8186756082434821,0.2907736062424563,0.37634490221062555,0.889153751910266,0.5329217657117948,0.49215570990649216,0.7472101764127391,0.47871583908591403,0.6145179740345232,0.5039165397953433,0.851164105162386,0.6343151323966428,0.831229590336626,0.8378127625099824,0.8740173698104229,0.8217768264620079,0.722484516595494,0.8683983332576571
1355.4077275,0.8864366323486937,0.8880513340650832,0.9035030418627276,0.7357901228577525,0.5123504980418263,0.41774614668118804,0.7739109376253122,0.3526229408868919,0.5875415112092994,0.22773590163278043,0.3652265901347324,0.8191229689944692,0.291397372521065,0.3775556386892591,0.8802364034271871,0.5345277812155554,0.49353875870073005,0.7384092028445629,0.47824106868538496,0.6137840033718027,0.503384411746694,0.8433297218307958,0.6323809365550104,0.8307438890005667,0.8355490951929019,0.8677034844315463,0.8251249773835574,0.7161480510358262,0.8658644926339669
1361.07904029,0.8856515317088691,0.8862056892931637,0.9035499747296144,0.7353212207742668,0.5068844233353439,0.41926576210452215,0.7669316813780531,0.3548220585097686,0.5831779016671123,0.2292782671509708,0.3710667376611759,0.8194681531502982,0.2920796972662786,0.37875577801450355,0.8729917068139441,0.5366946682485677,0.4944863441424319,0.7308014552864264,0.4772584801232121,0.611627854975809,0.5022082861336296,0.8348868522788936,0.6289511294597842,0.831440468158734,0.8324591158335817,0.8618520655164339,0.8289612828198145,0.7100938019849289,0.8632019368231151
1366.77987583,0.8857753392449237,0.8839955435633194,0.9035768582953689,0.7346659274141699,0.49918737778301564,0.42053951470402284,0.7607100896103737,0.3573305666439759,0.5786753970660923,0.23104884857213845,0.37734648637088003,0.819274768310948,0.29289319177962037,0.37983821001519874,0.8663415465947895,0.5388073731199237,0.495064678577339,0.7219872193572225,0.47604271324336195,0.6084121745582277,0.5000643233732768,0.824161641433945,0.6234108686222709,0.8328305632408314,0.8272186138094064,0.8564999112779363,0.832894495735134,0.7041438474611895,0.8603498980405934
1372.46681289,0.8862700878150438,0.8817409213651756,0.9033954062221459,0.7344217805437571,0.4899937484709061,0.42147750331745343,0.7535592722382881,0.3598739954713259,0.5738687067726573,0.2329189270170786,0.38372841992050466,0.8181121021608574,0.29389718248369473,0.3806212743253558,0.8562780605833769,0.5403953984764421,0.4946216422811385,0.703835884176085,0.4730715922097552,0.6052339442298024,0.4973058560425443,0.807548248068235,0.6128724539827907,0.8323654130790615,0.8188709900831075,0.8514711233349251,0.8365572536675262,0.6979909988383566,0.8570532604901763
1378.13342967,0.886478562413633,0.8787326895478607,0.9034241803557146,0.7342787410500158,0.47993871590590936,0.4220470103591765,0.7432803720166886,0.3622223176909012,0.5686669663436335,0.23479077305662396,0.39014623108264956,0.8160452208236627,0.2948025404306855,0.3803735139463203,0.8409718907452124,0.5415328275792533,0.493328496691005,0.669411230468165,0.46483242343249986,0.6010612079416155,0.49382267006239694,0.7802877758360206,0.5900591427621987,0.8292125829261712,0.8067613373580995,0.846787501331375,0.8398315683816977,0.6910035796195791,0.8530027261010497
1383.78010777,0.8865877775213714,0.8742245400088784,0.9030194079755197,0.7336144537785927,0.4683609778290481,0.42281116960079024,0.7283153220895235,0.3645412581626408,0.5629345978730114,0.23685460427524196,0.3965311543604637,0.8142788163810508,0.295615193296978,0.37762669744858834,0.8228567227629456,0.5427153429401058,0.49069941076454743,0.6372243611492437,0.45286303040871395,0.5934331051533605,0.48813464273055546,0.7358871265838873,0.5446277420638054,0.8236703422726088,0.7907171173347115,0.8425463801407945,0.8436057987595866,0.6824064949436213,0.8480562850761422
1389.40721715,0.8866506163787908,0.8699670927528665,0.9018537373305668,0.7332647553787632,0.4551568552035916,0.4240531983188936,0.7087536459066899,0.3669199217401712,0.5556386307178135,0.2386711457133619,0.4028785220806894,0.8139419633615064,0.29648741720113875,0.3734361681855713,0.805088902866005,0.5425698248513442,0.48492119872872774,0.6225956684676672,0.44557742770549685,0.5840668931154585,0.4797284036741542,0.6875993880429376,0.48960704355733364,0.8160704529185006,0.7733051220574083,0.8383996959180494,0.8468685812251131,0.6721795743084709,0.8418437076471191
1395.0151167,0.8865719355188695,0.8661781165984612,0.9010322484893555,0.7331660473017353,0.4408228423632607,0.4254461100713983,0.6841256261753162,0.3691406398583618,0.5481390362423275,0.24022641905846018,0.40914691300241984,0.8141320446493105,0.2973215610342748,0.3741809460144804,0.7921874451264759,0.5405211326403024,0.47374432727614296,0.6266865914675531,0.4461171262993884,0.5737187114851786,0.4688296737954723,0.6749897263664524,0.4803687565120623,0.805819218343114,0.7582337461389902,0.8327220316835272,0.8489451540384603,0.6600872736719489,0.8339568024033163
1400.60415467,0.8869685045475448,0.8620062433505764,0.9000378480869314,0.7323766234086726,0.42707555263854646,0.42701693628789383,0.6528268878316839,0.3713713212145127,0.5430687494396393,0.2419448453222882,0.41588349249607454,0.8140561208944009,0.29824192158430085,0.3786975722723928,0.7887508968385613,0.5382079259274157,0.45478849155967216,0.6415027214544244,0.4535003298858924,0.5618186105227106,0.45600824531522194,0.67783835322103,0.5264353050274501,0.7915911242222806,0.7448418243124506,0.8240935256013731,0.8509306408339483,0.6457007471011388,0.8242511675896308
1406.19775036,0.8874385562167857,0.8572562716468536,0.8993500367223872,0.7314157942122653,0.41661980895371076,0.4287146910880171,0.6125913175253065,0.3737513426902896,0.5393902902669647,0.24413260294892178,0.4231187300064809,0.8136055763122297,0.2991986946799866,0.3824316406745954,0.7880611055941574,0.5364397001185369,0.4340278503866073,0.6539666075708859,0.46232492660167185,0.5503688795707984,0.4436726257434435,0.6717097048660747,0.5690838991622809,0.7717908875927606,0.7292311562806403,0.8123709729106521,0.8535430151009892,0.6290929051997364,0.8128984574138414
1411.81328293,0.8875744246764186,0.8532164531983848,0.8993473525630039,0.7305377878257999,0.4110470592936012,0.42996551948856443,0.5663278426383104,0.3761293427120791,0.5350553578593503,0.2465232614720482,0.4304230615260576,0.8136801734651552,0.30030779871790264,0.38496800754081256,0.7816353048278343,0.5355828618162976,0.42806419893494996,0.6617595437016345,0.46995359018744814,0.543727941649156,0.4342400115568378,0.6646412028454164,0.5901987153141411,0.7444819000404449,0.7100754146431605,0.7975878080682585,0.8559710971092226,0.611161610278559,0.8005156325274306
1417.45083527,0.8879337518347051,0.8500264704554442,0.8989934949821412,0.7294223946971773,0.4096040998668382,0.4307941353463305,0.52557036656795,0.3782933936414566,0.5298613144994939,0.24889266179180086,0.43761730024969026,0.8145343197399499,0.3013839984403131,0.3872152608290721,0.7907306399463828,0.5368140778672781,0.44330464379752893,0.665166136433492,0.475930642602012,0.5452372894914825,0.42873804705507224,0.6644332073046836,0.5998565673684618,0.7044581871094744,0.6909155975444955,0.7802660321747965,0.8573056405054066,0.5932336012834816,0.7882544348722417
1423.11049053,0.8887686376247652,0.8469162604731972,0.8985518176722527,0.7280508258800203,0.41054448791087317,0.43165308434624966,0.5052318559527422,0.38033748127408035,0.5245524157631118,0.2512782373068067,0.4448840446885824,0.8153576499184273,0.30238188385243936,0.38907052580869655,0.827056856862992,0.5407665409663751,0.4658267008250846,0.6665300513405243,0.48036052508920674,0.5538274827378278,0.42638723654346744,0.6713262586517328,0.6055108881861939,0.6545867361953317,0.6765926896154596,0.7614535132349053,0.8582451646936019,0.57643412132971,0.7773097000116646
1428.79233216,0.8894257890794086,0.8440661117926771,0.898067046904211,0.7263750222480084,0.412487393065449,0.4325085434175124,0.5118414620798756,0.38235921934166883,0.518883401969473,0.2537471724844232,0.45232155472872637,0.8156491044563506,0.30342336510628465,0.39045738248332745,0.8587316152457504,0.546197357008377,0.4828502390736443,0.6676134945935384,0.48393633519293894,0.5643116933652278,0.4262701633799344,0.6818602773561626,0.6099595490298954,0.631466736795363,0.6709820477494931,0.7429674404925346,0.8587428757172177,0.5614469458843316,0.7684941126368338
1434.4964439,0.8897326806369027,0.8413815152966354,0.8971446665330182,0.724553913199598,0.41473932030115573,0.43335647126119287,0.5382786099386968,0.3843731263424525,0.5128061592324654,0.2563600305414682,0.4599741353867331,0.8156896326284412,0.3044521124018746,0.391749598656823,0.8788927159291106,0.5517653531434268,0.4932517472571777,0.6690194696165639,0.4869892615494984,0.5734917691986563,0.42907718963851493,0.6929679306594614,0.613780988776162,0.6428164815336305,0.6748908337848568,0.7229510959514587,0.8586217474992376,0.5481544573539994,0.7623513705323021
1440.21938683,0.8898363311249404,0.8388095310874525,0.8962212623807785,0.7233464678194984,0.4168881369420642,0.43423027622699517,0.5721635643345404,0.38636901749593,0.5062585714248281,0.2590223868922407,0.46759601082257213,0.8165345102128366,0.3054280108885679,0.39332046455958947,0.8910843219729693,0.5562201626908754,0.5002581062556369,0.6705845937961866,0.48969804980830406,0.5808650462625095,0.4365891584190683,0.7029823056535145,0.6176293339514951,0.6591876354147952,0.6852046307605899,0.7006121224719494,0.8573680206574554,0.5363535466910178,0.7591678290330073
1445.9515979,0.8899862774119826,0.8362324184059241,0.8958157076832972,0.7219415777835986,0.41864410145881886,0.4348691779414487,0.6038689847436165,0.38837950495219065,0.49950689854919994,0.2618084918499223,0.4750090577448178,0.8172121181899552,0.3064624849418375,0.3951056184888675,0.8981674188544115,0.5596908334746314,0.5055071630973688,0.6721959824845274,0.4921570262897382,0.5859346230385072,0.4469793201061071,0.7110218067559942,0.621856670688955,0.6603481425279738,0.6984179562560274,0.6840371311046729,0.8546120290106478,0.5256949831329925,0.7587095933510264
1451.69304835,0.890120247198162,0.8339264625839049,0.8957923724890029,0.7192722052577526,0.41993325610052057,0.4353749230576421,0.6275458892084281,0.39038038693536276,0.4927281667542992,0.26453767019627733,0.48239376969421294,0.8173171744551496,0.30751293076715835,0.3972787650030534,0.9028628714719956,0.5628472891476303,0.509425558852303,0.6738865544715793,0.49426829900005553,0.5889045769878108,0.4556180466721151,0.7169008634403654,0.6256834541082036,0.6487347274055683,0.7125791392557561,0.6827966029455842,0.849607391323517,0.5160774745664588,0.75994989033169
1457.44370948,0.8902898410956706,0.8319076042252197,0.8957329949276764,0.715196550209578,0.4210727723682971,0.4359198726179737,0.6402360702069335,0.3922716844376544,0.4858797926779981,0.2673969229092115,0.489828334170667,0.818229165923491,0.3085009892195425,0.3995380934590309,0.907045344461559,0.5657714409544391,0.5123025421502151,0.6754907764734596,0.4960442361883333,0.5906717910303219,0.4609384290786255,0.7209539905811531,0.6286399450756811,0.6335080645891166,0.7249459346199135,0.6923192230872885,0.8411709181233721,0.5074764220558016,0.7620601889519399
1463.20355265,0.8903973791111908,0.8300919461775573,0.8959810697798619,0.7087816433533347,0.42285553750026805,0.43644870898260546,0.6446955890282678,0.3940541275693194,0.4787576546044931,0.2703190928783379,0.4974174819148546,0.8195388882246045,0.3094406829402569,0.4016197388995729,0.9102096544947562,0.5683941834311806,0.5146762635316133,0.6770686155401223,0.4975785023238956,0.5927788884748875,0.46451219966801954,0.725133989225726,0.6308958338431431,0.6184576807286569,0.7328119793479501,0.7019183922055073,0.8292918499043217,0.49967190731864525,0.7644672107800675
1468.97254925,0.8907831264476971,0.8284966142261013,0.896723313743238,0.6984015494616345,0.425834089968469,0.4367614802096954,0.6535413213542559,0.39580219705164055,0.47165200159566195,0.2731365212503554,0.5052047844332597,0.8204695402974157,0.31039090756832965,0.4036599683879096,0.9127640900453718,0.5708685501922718,0.5169644640257067,0.6788922916957927,0.49886276640676885,0.5955405174866746,0.46807067611257197,0.731822903893777,0.6331016316725532,0.5958766563945731,0.7358426757492432,0.7084227594889618,0.815907302475464,0.49273292591490786,0.7670392812330635
1474.75040717,0.8913857557211027,0.8269407510318434,0.8973543015339378,0.6852571321246937,0.4296488965535828,0.4365367037527388,0.6753752838260457,0.39754892843440903,0.46470916409334545,0.27612376091519214,0.5131222209019591,0.8214965217703825,0.31137851884724244,0.4055048301893397,0.9154016512710348,0.5735941224348856,0.5193736806407399,0.6809706789502487,0.500102151679002,0.5993196586768716,0.4720711304526558,0.7411932460663804,0.6354930798769887,0.5683876999599584,0.7376374512830896,0.7122558856558432,0.804942935404602,0.4869513411418273,0.7700774300591324
1480.53455271,0.8915277446388625,0.8254822314733271,0.8982195521375376,0.6796540809701481,0.43369913191395404,0.43588825329355485,0.7026867400081099,0.39930102278912766,0.4575304304099222,0.27913230287481017,0.5209522221189489,0.8227974340073047,0.31245872915587325,0.4072842602310366,0.9177311601868924,0.576094531068096,0.521525612957813,0.6833096042612482,0.5017362175148408,0.6029886090348885,0.47610720936933126,0.7517060642602197,0.6380440360302212,0.5737699230168098,0.7436902778396599,0.713629835299216,0.802873100249665,0.4823138686646911,0.7737385372490988
1486.32495713,0.8915110562583716,0.8241407757828839,0.8995048215174895,0.6883671491897558,0.4377392352491929,0.4352419959403771,0.7277516376518546,0.4009458937903049,0.45037775328245994,0.2821797361583277,0.5287471455639962,0.8242897904632271,0.31356086505756336,0.4088700155971323,0.9193628299605067,0.578239528945452,0.5233334279626242,0.6857141069318198,0.5032755002782228,0.6060821664935379,0.4797610549055524,0.7615292731396345,0.6404492061560121,0.6186928547364308,0.7536830904742889,0.7128317491469909,0.8131880284245263,0.4782316279478642,0.777897203343293
1492.12159183,0.8918832227761682,0.8228922195302953,0.9004287561912385,0.7033109748326978,0.4416022989057758,0.43416979582291904,0.748974087162248,0.4025835029032515,0.4432718253218884,0.28542189329947304,0.5364679300752864,0.8253402873853898,0.31461419213460984,0.41032105827598614,0.9205751548264725,0.5805030696584315,0.5247938446189331,0.6880591920384721,0.5045868608545869,0.6088245413946237,0.48297079705713175,0.7701948430665272,0.6422429969229967,0.6586555477006525,0.7635874680314951,0.713314657793817,0.8276820808247539,0.4741236590997254,0.7823404912942752
1497.92442836,0.8923274399717643,0.8218318764222392,0.9006932555417251,0.7143263754543764,0.44523725419273574,0.43229054365292285,0.7663542375534594,0.40434787613381734,0.4360965143519526,0.2887931403947968,0.5438864953002793,0.8254066756664316,0.3155243469861764,0.41166502792904236,0.9213014550077749,0.5827755280340966,0.5257627355325257,0.6904928971551257,0.5058601533070459,0.6111743644392356,0.4858180796098483,0.7780172273901704,0.6436548726837975,0.683889672362883,0.7728899824902918,0.719675810589852,0.8370281381996726,0.4698065683680861,0.7868104320817051
1503.73343845,0.8925906436780612,0.8207879180668741,0.9011923314633372,0.7206834083083712,0.4486086434699246,0.42991030096103316,0.7803157842825523,0.4060841659574156,0.4288354430405008,0.29218411634126307,0.5511108217302825,0.8252464236692096,0.3164273738756182,0.4127032204634777,0.9226944451964832,0.5850234038157951,0.5265344657803486,0.6930580193372274,0.5070196958462418,0.6133530110432936,0.4884432616964739,0.7849102382909642,0.6448592111298126,0.7040023088292348,0.7817522798100487,0.730362853821395,0.8417241326070515,0.4651308183157149,0.7910889719903719
1509.54899004,0.8927538022803067,0.8199251726400658,0.9016927489631478,0.7244686155173896,0.45170177849117693,0.4273118633285548,0.7918795109506684,0.40763816731740365,0.42162336663690136,0.2955151890692166,0.5582139810281782,0.8255268946434254,0.3173726018625991,0.41382550114941674,0.9244998706846734,0.58722895955128,0.5275105359381047,0.6957857518717516,0.5081569044248315,0.6155538141417916,0.4908241786576331,0.7912000958387054,0.6458234726491698,0.7229069571401756,0.7892333574239145,0.7401388195209282,0.8440820431768921,0.45998488684758626,0.7950393264674492
1515.38336105,0.892789607932312,0.8193259270864938,0.9018920394396783,0.7272502783602346,0.45454985856360736,0.4247230818389258,0.8020924220801408,0.4091799745687978,0.414492110406824,0.29900488407340864,0.5654126688973519,0.8265531640989824,0.3182783749454571,0.4151415996166778,0.9258230614914297,0.5893327333873628,0.528268110190165,0.6987573585331639,0.509287247566509,0.6171274641320647,0.49294520831795,0.7969421800003789,0.6466523995063056,0.7379560531206387,0.7948068545287311,0.7462605559765197,0.844705501669507,0.45450705859582613,0.7986031831848425
1521.23658861,0.8929467339235092,0.8189621908482352,0.902109718231262,0.7293678619762504,0.45714872023455416,0.4219576842865797,0.8116638537532322,0.4106896361341773,0.40726950375881477,0.3025259254692481,0.5724675917660358,0.8275693882373409,0.31918815281201957,0.41634952806262904,0.9266070715989074,0.5911621332765448,0.5288577813032327,0.7017041306249028,0.5101962357117819,0.6187598405496872,0.4948870316313831,0.8021966042572126,0.647134659320924,0.7485511358892597,0.7984541456983778,0.7486668464880596,0.8440834458234229,0.4486216712018211,0.801757416519048
1527.10870977,0.8930657217407633,0.8187019158918692,0.9028878404676122,0.7308327448765504,0.45949213040710524,0.41904793493644854,0.820088023678423,0.412036271031772,0.40017841203294646,0.3058979352618186,0.5794890942076398,0.8282672823151468,0.3201217981097517,0.41748013242685533,0.9273732071072736,0.5927509962876152,0.5292812749995115,0.7046090467912851,0.5110088704161234,0.6203194422892159,0.4965997737673939,0.80725630791228,0.646862185466995,0.755671063460506,0.8005590485654023,0.7488797326835132,0.8433420058435479,0.44242626806078766,0.8045223686699339
1532.99976154,0.8932053141386335,0.8185110062410281,0.9040519335399015,0.7319147692119023,0.4616100186757484,0.416089525872048,0.8272343020954485,0.413236816813119,0.3930672530676267,0.3093870856100222,0.5865400260582818,0.8287169954698808,0.3209272204092058,0.4186752742767472,0.9283732192111409,0.5947720348077096,0.5296053465329974,0.7072181764485899,0.5117881909129748,0.6215995387870078,0.49812952705059327,0.8119911706978756,0.6463438466182583,0.7606660627634015,0.801934152129761,0.7484859269306363,0.8426656236256345,0.4361201380577828,0.8069385657962053
1538.90978084,0.8935267171041329,0.8184790766843163,0.9050066877033577,0.7324551256603875,0.4635337206770992,0.41401877995160624,0.8331330581091702,0.4145268791160218,0.3859655575715772,0.31295161491724816,0.5933951090110028,0.8297675309748029,0.3217141252862074,0.4199506378337659,0.9292829692533293,0.5971408181233607,0.5304520474972021,0.709397682104453,0.5126277012533176,0.6230533580407296,0.4996464788474765,0.8166475524252095,0.6467671416827426,0.7648976225258908,0.8039013674088736,0.7500856425632979,0.8422254925364268,0.4299402346359321,0.8090855677465105
1544.8387776,0.8936053501418519,0.8186794035358477,0.9053023421682187,0.7329005797740695,0.46529478575013256,0.4148089767910539,0.8386198046718444,0.41582332384845855,0.37908597239763403,0.31641323168974106,0.6000542462483074,0.8306952767468394,0.3225648788304279,0.4213719052586527,0.9303564923060774,0.5990593046079087,0.5320485861180427,0.7109890115898932,0.513566167276463,0.6242121884836094,0.5009490039197236,0.8210174891226137,0.6486851987753672,0.7679701744281546,0.8074784621961745,0.7559458960259993,0.8425020331396355,0.42483405526627505,0.8110529894338976
1550.78660554,0.8936428022082331,0.8192323686669696,0.9056310784210962,0.733656741961744,0.46683375093244783,0.4186451884781383,0.8438556225166615,0.41695500016527426,0.37221675776183477,0.31982581935966237,0.6066192220990748,0.8310849061508698,0.32323426266795985,0.42283206219785185,0.9309513290265026,0.6007555491905178,0.5339245914174078,0.7121788681425741,0.5144467425939995,0.6246102380599647,0.5021575632043015,0.8248442831466551,0.6510857731725499,0.77004267940473,0.8125847529119321,0.7658941088139398,0.8434011379499459,0.42216361806915004,0.8128256670933662
1556.75329898,0.893794766919914,0.8199061290915709,0.9061299419171716,0.7342642268664847,0.46816303123557396,0.42438540538445035,0.8482928913742059,0.41799162844947046,0.3653392793669719,0.32315562964148525,0.6130922102258901,0.8315815606805597,0.32383707125859673,0.4242795696333787,0.9309946244440427,0.6023979471228498,0.5357921748973976,0.7127793299585947,0.515333663944812,0.6253216332983342,0.5033785526237233,0.8283541420989257,0.6530025550453559,0.7714435730198069,0.8179701921758569,0.7776943192101358,0.8450975474231649,0.42159005851561016,0.8143922391775098
1562.73889214,0.8940477738259356,0.820434639205747,0.9067101939997736,0.7347522371167943,0.46933268381860294,0.4305811301773184,0.8519800465751255,0.4191340856137491,0.35856599194654737,0.32627604799989657,0.6193820766810857,0.8321928291706269,0.3245219661262618,0.425664299330572,0.9314386233841812,0.6040844887359377,0.5373285251782327,0.7130495496339423,0.5163701158026823,0.626214628876322,0.5046004690613365,0.8319215517403472,0.6543483267757939,0.7721993031303567,0.822864310961158,0.788724321004707,0.8478435374110576,0.42162781698579654,0.8158247039347599
1568.7434192,0.8941419656178866,0.8211003781643562,0.9064802598276893,0.7351146180909293,0.47030299403109627,0.43638550276738086,0.8551489812726499,0.42028096974012447,0.3519188354601081,0.3293851985518395,0.6254547781019495,0.8321615873904711,0.32507995098438935,0.42713403637617714,0.9320520924622703,0.6056718793107247,0.5386835155353141,0.7134344675232346,0.5173691370195737,0.627556299019112,0.5057938730560281,0.835064962887707,0.6553810319186861,0.7723278383368393,0.8271565096755097,0.79812759971206,0.8508600122231407,0.42134502971919574,0.8171685445413543
1574.76691423,0.8941082462975828,0.8219211157330324,0.9060561720399648,0.7354064663522792,0.4710890250979614,0.44173327644771365,0.8583122288389026,0.42134184767639554,0.3452252294684723,0.3326474774441915,0.6314647749287102,0.8321600358197633,0.3256200838798009,0.4286084362853873,0.9324561170174551,0.6074477391323754,0.5403576554522046,0.7140050415526371,0.5181848974284268,0.6288845775586984,0.5068652589913445,0.8374933762278841,0.6563714918512034,0.7721107646240959,0.8308917559766396,0.8060389522889935,0.8539379941918701,0.42040441147825547,0.8183849307309978
1580.80672696,0.8940913655248586,0.822534322914396,0.9062835798192415,0.7355586548091799,0.4717602705703557,0.4468846151352213,0.861665873785882,0.42238040814099503,0.33865402038383025,0.33591276217417354,0.6373355164305482,0.8324457067996798,0.3261829302187081,0.4302442619791452,0.9329026613537138,0.6094417025739729,0.5422081773626862,0.7145924394499181,0.518877809035413,0.6294310158156693,0.5078581010627444,0.8398105604459604,0.6572857742249901,0.7715261985786825,0.8339197733514359,0.8134962300617694,0.856703219188643,0.4188024095396955,0.8194812168638091
1586.85843732,0.8942634864003042,0.8229288116999305,0.9068322235380711,0.7357332713869481,0.4722908244476895,0.45188236566028217,0.8649413019603026,0.42331202980863447,0.3323021502471614,0.3392153909735778,0.6429257312854348,0.8326631824789807,0.3266804243083483,0.4319135643144632,0.9328733685063961,0.6111690064918949,0.5440737881320578,0.7149935777609885,0.5194936265221369,0.6301727009208773,0.5087575153202808,0.8423227870777447,0.6579902759724074,0.7707420847966696,0.8361434170070529,0.8203830510537256,0.8593829281883679,0.4166088588043994,0.8205335296182912
1592.92202448,0.8947949368001206,0.82326827730272,0.9069003247736717,0.7358853093955632,0.47268790891617357,0.4565761385451056,0.8674018131986763,0.424124057719277,0.3260326603701512,0.3425737807943243,0.6481829554318597,0.8327181158954317,0.32720055149864236,0.43344814393869996,0.9331257940073194,0.6127404216815456,0.545882051401434,0.7154267267825877,0.5200457866260619,0.6310397073819469,0.509604952162449,0.8446238430898831,0.6586177107409946,0.7701163544974489,0.8383394364590946,0.8267434092015893,0.8621383547859495,0.41414372566627744,0.8214938595171842
1598.99746754,0.8956449595303598,0.8235897762456185,0.9063242782165336,0.7356292823880756,0.47296237313059347,0.46094184247579834,0.8688475963414103,0.42490527264085876,0.3197737096535766,0.34585315160135494,0.6533033234639984,0.832669177457371,0.3278484593449946,0.4350515468656534,0.9335042796430427,0.6142182851900204,0.547407554688753,0.7157584493387102,0.5207865077535053,0.6322545871699448,0.510469882958292,0.846580078490356,0.6594225265761015,0.769243761398178,0.8411007974743863,0.8330820086664323,0.8646596201634331,0.41177346194170256,0.8224335026083289
1605.08474557,0.8959386976752455,0.8239539306985781,0.9059125954216749,0.735554496197235,0.4731099056327907,0.4650211537354223,0.8703000229629974,0.42565501229438457,0.3135262079728108,0.3489666981454135,0.6585064358382139,0.8328671650817694,0.3285124116795605,0.43653897303825073,0.933746746568841,0.6156533148339937,0.5488154667878494,0.7158108240703193,0.5214630964209997,0.6330529969311429,0.5112169800201937,0.8481645006241227,0.6603732387836156,0.7677304427731677,0.8435311800812787,0.8393995003657232,0.8668055542656254,0.4095220714247245,0.8232891449595647
1611.18383758,0.8958237120956971,0.8242045376286721,0.9060392292872298,0.7358998252521203,0.4731417039585753,0.4688734239548928,0.8721431850091846,0.4264102088327998,0.30753732760449476,0.352147260693822,0.6634077978199542,0.8332169981198475,0.32912877614345365,0.43792429645634484,0.9337100576128372,0.6175409882356114,0.5505434625674515,0.715813168939677,0.5222797608365197,0.633644690264728,0.511927075783136,0.8492821047234633,0.6611803524035595,0.7669030681532726,0.8451119338398742,0.8455107275218684,0.868677296172172,0.40783802085246956,0.8240705836542906
1617.31109985,0.8957157017488868,0.8243974530699917,0.9066651479467679,0.7361012686205972,0.4730755320008074,0.4723973228337316,0.8740102048830152,0.426889119773536,0.3018379340895499,0.3553822022041131,0.6679614682337471,0.8333025794125212,0.32958904060219146,0.43926640907632925,0.933189753164615,0.6190371048183855,0.5523390456581465,0.7156407935835039,0.5229000852198417,0.6337729192423472,0.5126154482958297,0.8506602935593822,0.6618002766168992,0.7663816794928126,0.8465296679046963,0.851219984219035,0.8702764903443305,0.4068210193769995,0.8248041984819953
1623.47024896,0.8958622055993652,0.8243629175647723,0.9070315545822792,0.7360758914824811,0.4729471006099536,0.47584543744436536,0.8753705267681964,0.42709620793522884,0.29622517183076835,0.35856035287595683,0.672218248093947,0.8330109789309159,0.329851118686234,0.44064398220738477,0.932411105180191,0.6202865186491477,0.5539852357013997,0.7152303994386786,0.5233619478257208,0.6335844885224169,0.5131392665594617,0.8519761807532095,0.6623777366203947,0.7655728193933969,0.8478907522065242,0.8561223873606296,0.8716270690540807,0.40648432068656526,0.8254896260790228
