,10_Otago_00001 10_otago,10_Otago_00002 10_otago,10_Otago_00003 10_otago,10_Otago_00004 10_otago,11_Iceland_00001 11_iceland,11_Iceland_00002 11_iceland,11_Iceland_00003 11_iceland,11_Iceland_00004 11_iceland,15_Oxia_Sophia_00001 15_oxia_sophia,15_Oxia_Sophia_00002 15_oxia_sophia,15_Oxia_Sophia_00003 15_oxia_sophia,15_Oxia_Sophia_00004 15_oxia_sophia,2_Atacama_Red_00001 2_atacama_red,2_Atacama_Red_00002 2_atacama_red,2_Atacama_Red_00003 2_atacama_red,2_Atacama_Red_00004 2_atacama_red,3_Sabtha_00001 3_sabtha,3_Sabtha_00002 3_sabtha,3_Sabtha_00003 3_sabtha,3_Sabtha_00004 3_sabtha,4_Watchet_Bay_00001 4_watchet_bay,4_Watchet_Bay_00002 4_watchet_bay,4_Watchet_Bay_00003 4_watchet_bay,4_Watchet_Bay_00004 4_watchet_bay,4_Watchet_Bay_00005 4_watchet_bay,4_Watchet_Bay_00006 4_watchet_bay,5_Granby_00001 5_granby,5_Granby_00002 5_granby,5_Granby_00003 5_granby,5_Granby_00004 5_granby,6_Hydrothermal_Clay_00001 6_hydrothermal_clay,6_Hydrothermal_Clay_00002 6_hydrothermal_clay,6_Hydrothermal_Clay_00003 6_hydrothermal_clay,6_Hydrothermal_Clay_00004 6_hydrothermal_clay,7_Oxia_Teresa_00001 7_oxia_teresa,7_Oxia_Teresa_00002 7_oxia_teresa,7_Oxia_Teresa_00003 7_oxia_teresa,7_Oxia_Teresa_00004 7_oxia_teresa,8_Mudstone_00001 8_mudstone,8_Mudstone_00002 8_mudstone,8_Mudstone_00003 8_mudstone,8_Mudstone_00004 8_mudstone,9_Congo_00001 9_congo,9_Congo_00002 9_congo,9_Congo_00003 9_congo,9_Congo_00004 9_congo,00001 Standard,00002 Standard,00003 Standard,Standard_retest_00001 Standard_retest,Standard_retest_00002 Standard_retest,Standard_retest_00003 Standard_retest
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Locality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Database of Origin,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples,ExoMars Mission Reference Samples
Reflectance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
900.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
903.28574336,0.9970752148056895,0.9981840642955162,0.9979298815745145,0.9972623826510172,0.9876626176473532,0.9881606394142236,0.991642406009073,0.9924529960063772,0.9981855473542792,0.9983691689628196,0.9985092660608724,0.9985149454026768,0.9997772351377705,0.9996375531266393,1.0,0.9997094741818664,0.9996371229869238,0.9993473481176917,0.9998341418663586,0.9996555828567435,0.9985352383216148,0.9996889691520617,0.9990577175067538,0.9995335560399724,0.9996237324733187,0.9993726848657992,0.9974325121294466,0.9972879940846188,0.9968688099692818,0.9974664077441869,0.9978933866568366,0.9974537415225109,0.9979322428071964,0.9976614203118347,0.9991583754165461,0.9992702603450585,0.9995507441024372,0.999565742543519,0.9985231356327025,0.9984087865657891,0.9985927050578288,0.9987052519241937,0.9982257951745516,0.9980315002238817,0.9976371311522758,0.9978228557769864,0.9998814663604261,0.9999813546237964,0.9998913189204452,0.9999698530923294,0.999914178599773,0.9999221050686748
906.618278421,0.9944597673908163,0.9964086508632937,0.9961705581214949,0.994408204774605,0.974996721085086,0.9762184626468599,0.9832689996655308,0.9847174486408774,0.9963240914404513,0.9967385458457273,0.9972021202687037,0.9970247420523108,0.9994717097657665,0.9991153765116061,0.9997719996981699,0.9996877464012676,0.9992416242814292,0.9988709228479961,0.9995750682005686,0.9993784555231575,0.9971855181647236,0.9994869195882439,0.9981331119352777,0.9988827935718387,0.9992980006396002,0.9987172223082599,0.995013167538725,0.994882238101176,0.9941034031999167,0.994925612292697,0.9958439639913975,0.9952572888915392,0.9960228231035233,0.9953732981989712,0.9984113542683567,0.9984255860834857,0.9988165860891853,0.9992339977056149,0.9968923870911898,0.9970318031067987,0.9974714780985774,0.9975511787877933,0.9965869944089676,0.9961746988627869,0.9954539150286549,0.9956721954362285,0.9999475716539943,0.9999965252139337,0.9998536668151873,0.99987621800828,0.9998397497772873,0.999820732471064
909.999291084,0.9921788248066293,0.9947218042770373,0.9944960906436368,0.9917517812154789,0.962339940238391,0.9639630705003679,0.9749003954168356,0.9762861378547446,0.9945789765950036,0.9949637517539994,0.9959934126047828,0.9954624483029407,0.9991826679096271,0.9987713646031642,0.9993977571275575,0.9998335050101744,0.998928402493361,0.9985616688254907,0.9992205841968465,0.9991034002480269,0.9961523423486033,0.9993852266600004,0.9972098387114319,0.9983293079746539,0.9989322453059976,0.9979406115881566,0.9927439820749727,0.9927089660973313,0.9914375100788285,0.9925355582679244,0.9939407426266611,0.9929460948030215,0.9939964341771095,0.9933318552227544,0.9976021623377097,0.9977290181802082,0.9980090432726453,0.9985460406794725,0.99535429880359,0.9957137636651734,0.9962391833856766,0.9962043086977165,0.9951905056388671,0.9943692794435489,0.9931644563092192,0.9936962946741479,0.999958032112116,1.0,0.9999425377016673,0.9998249155053921,0.9997747736263629,0.9997054958726473
913.430570243,0.9902063224043254,0.9931900322178866,0.9927373048710013,0.9896276283560218,0.9496520476545564,0.9515987902353754,0.9663486246292775,0.9675424821263682,0.9930002855854413,0.9933470992084594,0.9946858574260333,0.9941035693279323,0.9988924114885007,0.9986831418518513,0.9992063221165263,0.9998438139426495,0.9988716658656105,0.9983798418802754,0.9989614015541367,0.9987755493551622,0.9951969685621672,0.9992195487668509,0.9964530458337745,0.9981415268479799,0.9986147146604384,0.9972131484084897,0.9905536213725084,0.9903185387774728,0.988631237461605,0.9905956738044536,0.992189927361747,0.9906802086058073,0.9920442204558323,0.9913753324535146,0.9966801857306844,0.9971332579795449,0.9972043810277456,0.9975320098364557,0.9939222122003663,0.9942576162543947,0.9946445415046521,0.9947153260974145,0.9936250585485751,0.9931504428913471,0.9907263901266199,0.9918272467063466,0.9999722231269766,0.9999642567271587,1.0,0.999796714314372,0.9997097557182998,0.9996331854138276
916.914016797,0.9882488257034304,0.9915906900887208,0.9907752675143829,0.9877183339494285,0.9369465448486037,0.9392060933493985,0.9578114550241948,0.9589686762823533,0.9913431485008273,0.9920085166204694,0.9930981626818304,0.9929562102597908,0.9987682910014208,0.9988724229366301,0.9991193700962536,0.9995589194892885,0.9988213654744992,0.9982115162067511,0.9988395297235498,0.9984962557297276,0.9943271832704651,0.9990374649131653,0.9959500879156272,0.9979857743197252,0.998390810242186,0.9964396715863364,0.9882661114546234,0.9877629127702665,0.985737635953832,0.9884930196762562,0.9904779538469555,0.9886232377399086,0.9903851747257645,0.9896352840234918,0.9957669029438714,0.9964816846547613,0.9967152879933542,0.9967249978325935,0.9926319689737855,0.9924408530883526,0.9927569936117534,0.993282790514188,0.9916892338455918,0.9921972606611812,0.9887349112995649,0.9899354447542412,1.0,0.9999423239603765,0.999983959462493,0.9997021459540772,0.999642097214146,0.9995538620984722
920.451653694,0.9862377399091863,0.9899952861200038,0.9887048348080174,0.9857803281840138,0.9243933123292395,0.9267695840364296,0.9493161922454855,0.9503083316008459,0.9898269934406562,0.9905953532405553,0.9912882932519418,0.9916757980887572,0.998786206637132,0.9991399096442036,0.9989963073586595,0.9990878574061353,0.9988085298819634,0.9980992897914924,0.9987165789760765,0.998426714091084,0.9935237136199357,0.9989603164212854,0.9955930915021111,0.9979081589295722,0.9982196248250147,0.9956454900075979,0.9859907335269739,0.9851357112725182,0.9828562453793329,0.9860628200096033,0.9887803893036557,0.9868572378734428,0.9889531101903595,0.9879177045030585,0.9949967761388415,0.995591699061459,0.9962253767636398,0.9960660940048748,0.9916995824086703,0.9907113781045043,0.9912558033097836,0.9916781178371232,0.9898423013284392,0.9908724791538688,0.9871241116670232,0.987829858672684,0.9998826917616412,0.9999105768911378,0.9997941857256767,0.9996021656596814,0.9995762837016876,0.9994879608482524
924.045637162,0.9844058287315447,0.9883377285970082,0.9867391937385314,0.9843023687472449,0.9120966415308533,0.9143954621614467,0.940613095869157,0.94175163170393,0.9884407987241115,0.9889480638173705,0.989486449659371,0.9903539323371471,0.9988954722632841,0.999158652158114,0.9989787117220192,0.9989620200495654,0.9987702023472308,0.9980858428703664,0.9987886956256885,0.9985140457705228,0.9930297558860385,0.9991523544516688,0.9952421822139668,0.9978684844661861,0.9980758749508786,0.9949888037416641,0.9841299868748559,0.9828807930401151,0.9798877435703833,0.9838752432404183,0.9870547145602963,0.9852754119148278,0.9873999965935408,0.9862081214195124,0.994253697898852,0.9947548994353735,0.9955763227603772,0.9953411256249102,0.9909481990759872,0.9896616286216503,0.990190065312274,0.9902425144807765,0.9879742684677113,0.9891470220615967,0.9853469742745925,0.9857888380347061,0.9997567386380884,0.9998993040425734,0.9995661190282886,0.9996444509439971,0.9995621778664362,0.9995370785190906
927.698269301,0.9827871884425877,0.9866731104669861,0.9851943414552549,0.9829975975089961,0.9002061241382895,0.9023497855150755,0.9318552778933445,0.9329723343932971,0.9869577281195384,0.9875939997855159,0.9878492719752111,0.989206581402456,0.9991068358598818,0.9993582591753679,0.9991986493356849,0.999262497601092,0.9987417300344448,0.9980350111556008,0.9991503046906772,0.9987206902579807,0.9927714469619817,0.9992238722511965,0.9949702358262298,0.9977321349671495,0.9981277137409452,0.9946622107074228,0.9823383068812765,0.9810633199500407,0.9768766361986346,0.9817959720517634,0.9854421828420966,0.9838374547514858,0.9860336065222033,0.984612917464756,0.9934069743241623,0.9941152427955915,0.9950061261753784,0.9945894190670695,0.9899073676859035,0.9890183209272331,0.9892136942821713,0.9889885642738934,0.9862376463570228,0.9872967624157631,0.9835016181297653,0.9839970720611584,0.9996532823127918,0.999842865138037,0.9994122670228904,0.9997075608512311,0.9996273641251919,0.9996410128981483
931.412012249,0.9810679332246217,0.9852148433635798,0.9837539025582956,0.9812456129549604,0.8880613833157686,0.8903567479767271,0.9234408827900918,0.9242329024702272,0.9853277513940544,0.9863982575028656,0.9864410502089214,0.987914162739356,0.9991931403004118,0.9997007679114125,0.9993209316588044,0.9993733960554888,0.9986895112002371,0.9975874560661114,0.9993829646330802,0.9987938478351015,0.9922870371793673,0.9990544368557595,0.9947862641406114,0.9974982832326084,0.998340343014362,0.9944574564266108,0.9801598628062673,0.9792079238364234,0.9740334775619336,0.9796818018917739,0.9839555008468084,0.9820160770742438,0.984735700349235,0.9831359019983733,0.9923475098100654,0.9934310672364748,0.994375626307995,0.9938139208502303,0.9882991250153608,0.9881050967734833,0.9883270816942856,0.9874050225245048,0.984529347600208,0.9855934635717138,0.9818306768348584,0.9821909066538738,0.9995815678638521,0.9997358228603073,0.999450833246719,0.9996693636327723,0.9996841516313113,0.9995826488433585
935.189504163,0.9792041290689102,0.9840989935895946,0.9825038418028219,0.9798304506802917,0.8759312028476904,0.8787666608149207,0.9154993207090607,0.9154797645070659,0.9840903175042438,0.9854129507813763,0.9855333683364337,0.9868093063531671,0.9994827919584652,0.9999661506936636,0.999496418030963,0.999531833415075,0.9984100765965639,0.9972373100545503,0.9995571077279343,0.9988571700497635,0.9917686984510102,0.9991438189561905,0.9946199038850217,0.9975615354056507,0.9988177886999264,0.9943992068448477,0.9780909575400184,0.9774210879911601,0.9713987784011374,0.9777789015719244,0.9826896420741335,0.9801560651501766,0.9832464158430095,0.981708673977288,0.9915555477527702,0.9926160134641534,0.9937880290724274,0.99321947753083,0.9864641464514124,0.9868176495303734,0.9871960227701218,0.9860548580657024,0.9830255794259957,0.9843267761013662,0.9806310484002217,0.9804137977129743,0.9994359725642848,0.999706368104863,0.9994889013684314,0.9997368465120309,0.9998766049792659,0.9996457513206599
939.033577299,0.977453430890528,0.9829099970461237,0.9814615545365556,0.9784646003038161,0.8638136348337232,0.8673217114177839,0.907637273229316,0.9069789594094869,0.9829388101488131,0.9845577875368147,0.9845215237950685,0.9856282584081208,0.999731061977915,1.0,0.9996397924371943,0.9995327565810206,0.9979181167060625,0.9969733729289909,0.9993841351830951,0.9987298692990559,0.9912922763394793,0.9993148427661958,0.994408397021783,0.9976999896919638,0.9991562161135241,0.9942607530975546,0.97599377632603,0.9755857284326408,0.9689689042949163,0.9758647909923082,0.9815815512556954,0.9786060447028816,0.9816617048444581,0.9802406737303423,0.9907863585711992,0.9916175196049183,0.9930629246533144,0.9926910807537517,0.9848587003691884,0.9853557166755447,0.9858652464828612,0.9847358320686013,0.9815179926259702,0.9831388778178289,0.9795882457271303,0.9790069121425694,0.9991655368258173,0.9997441706264553,0.9995708032725965,0.9998417948638356,1.0,0.9996720999839698
942.947278561,0.9757110205901139,0.9815138816363828,0.9803044703960467,0.9769367725932583,0.8515272999156348,0.8558895655219652,0.8995840232540094,0.898397328440333,0.9818656160938137,0.9835889515580979,0.9831856881624258,0.9844183960551804,0.999648040872977,0.9999299926062026,0.9997172044940629,0.9996599742242289,0.9970904520693686,0.9962718893151055,0.9990036139605218,0.9983088996681888,0.9905877723916308,0.9993346778542248,0.9939341962561863,0.9978091884504922,0.9991671792506244,0.9940384399997715,0.9738438774054322,0.973590059387986,0.9662128825828752,0.9739540423677806,0.980468216501815,0.9771140697321304,0.9800441158061772,0.9789204599534196,0.9900321378562309,0.9906971374456784,0.9922554119773193,0.9918471928407687,0.9831761274556808,0.984056805089847,0.9847131616295721,0.9833982315454927,0.9802349574930267,0.9819174701962187,0.9780753982260805,0.9775224098060058,0.9990322740610776,0.9997129303402301,0.9996083519888405,0.9998832174126617,0.9999696110777145,0.9996320831317683
946.933892918,0.9738667456045216,0.9800874548355449,0.9789156406867712,0.9752946630422662,0.8394380371761614,0.8445576458544033,0.8916752183146207,0.8903418045440745,0.9809724884163561,0.9826454771061696,0.9819029875753602,0.9834237795348274,0.9996862339055457,1.0,0.999759314366524,0.9997789973231157,0.9959333885894356,0.9955805326267182,0.9985685098869016,0.997676316930612,0.9896780173497094,0.9994689755778515,0.9934185315158967,0.9979274423180619,0.9990187292317867,0.9939518939184734,0.97176362466511,0.9715628633650557,0.963178606016561,0.9717744263200127,0.9791080420648876,0.9755584235469322,0.9785686996379517,0.9777403346717135,0.9894021237196756,0.9897108947661382,0.9914266446515493,0.9909092677569092,0.9813416680067092,0.9823730191425711,0.9829387990289976,0.9822045575246368,0.9790003499844715,0.9808085701966746,0.9766691924042271,0.9759643335031662,0.9990131818295126,0.9997388494485618,0.9995573650742556,0.9999113438741857,0.9999281780332607,0.9995815299324922
950.996970209,0.972115813136752,0.9788431600655298,0.9776628596270202,0.9737620186479587,0.8277905942061133,0.8335385750016787,0.8842389645524453,0.8825896457853385,0.9800385290427165,0.9817463525508516,0.98092398892554,0.9825216587214857,0.9997402919329638,1.0,0.999904226946313,0.9997927958333609,0.9944740395591385,0.9947509000307094,0.9980123012361273,0.99698934818689,0.9888091865890578,0.9998012514222875,0.9930907819380603,0.9980781919959059,0.9988846944593934,0.9939775218242116,0.9699574587069895,0.9696491812133968,0.9599676938437427,0.9694140222293519,0.9778369278574283,0.9739943279054553,0.9772419823771389,0.9763149668541344,0.9882097508137023,0.9884994226000856,0.9904803882804966,0.9900748869777487,0.9795385276823159,0.9803338056990482,0.9810364008736144,0.9808058199170994,0.9775073882490473,0.9797924839779647,0.9752236155889445,0.9743549558463178,0.9987781723204073,0.9997214828637895,0.999425522182998,0.9999645308554554,0.9999147478543625,0.9995279755344264
955.140355948,0.9702861892370709,0.977808590987005,0.9763730692892029,0.972028125660418,0.8167719781286202,0.823171877647489,0.8766601181922958,0.8754883737326834,0.979363127864821,0.9811082344726438,0.9801500643313155,0.9818137303973808,0.9998730140558683,0.9999097361790024,1.0,0.9999361787110385,0.9926782472717884,0.9938199361052298,0.9973559494619278,0.9962941492827933,0.9880895467202282,0.9999636138159074,0.9928109059812441,0.9981774922089961,0.9990952773579277,0.9938518077556673,0.9682137234310483,0.9680404148470921,0.9567702514490896,0.9668746313363948,0.9767241513419183,0.9725768835358427,0.9758971937086712,0.9751573730794743,0.9868369662760553,0.987100445975339,0.9893664947490777,0.9892567747551055,0.9778996193637995,0.9786260951802473,0.9793878233337853,0.9793031580099727,0.9762342732175587,0.9787641268728617,0.9735547763104007,0.973216560983839,0.9987323635018365,0.9996588972821542,0.9992392454741233,0.9998673610579181,0.9998802189460873,0.9996475968377724
959.368226885,0.9684004188186487,0.9767161254381701,0.9745971315618069,0.9704913485730607,0.8061726562986122,0.8131068085578231,0.8688443325139148,0.8679980065109671,0.9788434777523985,0.9805180339033326,0.979282845346141,0.9810942373240171,1.0,0.9998572791294141,1.0,1.0,0.9905372021441575,0.9927608268812331,0.9966136638464124,0.9954828653620199,0.9875823688123798,0.9999237847844541,0.9924902957543452,0.9982657778522397,0.9993186764899088,0.9937476949706483,0.9664230697016768,0.966132577372701,0.953674387243139,0.9641595373832336,0.975554973185091,0.9710796264346306,0.9747468169473976,0.9740434960763465,0.9855057249959568,0.9856771576073208,0.9883694494267175,0.9880623343731515,0.9762512508720493,0.977355640630036,0.9784524292677654,0.9777036983877718,0.9751146668977683,0.9778565366505387,0.9716171257724232,0.9721449446116527,0.9988067367694632,0.9996128606912432,0.9990418343962943,0.9997887367186168,0.9998506017870923,0.9998574033373222
963.685132242,0.9664407095684259,0.9756418135752843,0.9725947766605275,0.9687608598706383,0.7957639966409094,0.8029890548941075,0.8608057991748348,0.8607701159315052,0.9780101929750675,0.9796158918147242,0.978267945725564,0.9801649384303613,1.0,0.9999257824165854,1.0,1.0,0.9876993464791973,0.9916612585810203,0.9954809104894841,0.9941686079019465,0.9869575665770752,0.9997029306747582,0.99215316811559,0.9983299875397029,0.9991881642574654,0.9934361343474682,0.9642418678579685,0.964411643615118,0.9509152807821164,0.9616388001587806,0.9744897275009143,0.969897762074376,0.9737099783297104,0.9728051522626276,0.9838789635971941,0.9841333463379852,0.9868334594617642,0.9864726823857434,0.9745746113030224,0.9761502058173486,0.9777199440398939,0.9763515546109685,0.9737687424815411,0.9768492132475871,0.9695975035898127,0.9708067018921398,0.9990233144893956,0.9995675150055479,0.9988905913542876,0.9996315757639801,0.9997412448792354,0.9997438927031028
968.096041789,0.9645108726794301,0.9747275719219665,0.9708305886658325,0.9670189635280088,0.7857967973247885,0.7936918201680894,0.8532656154075158,0.8543525360545634,0.9774226030488332,0.9789951628634267,0.9774112027601343,0.9793963236053006,1.0,1.0,1.0,0.999991369664586,0.9843990414099804,0.9903099939125726,0.9941105177781262,0.9925057004872363,0.9863369714925778,0.9993105351831818,0.9920824126662842,0.9986819613618726,0.9990400356980059,0.9929761946262234,0.9621643198620343,0.9627983959803437,0.9484341140806202,0.9593453833051732,0.9738220979122287,0.969191052411269,0.9725131307783255,0.9718302854512255,0.9823421317138755,0.9825570097524442,0.9851840549261983,0.984946039141059,0.9734306998013276,0.9748168793880287,0.9764880230940901,0.9754750146036815,0.9728458696398874,0.9758009389908057,0.9678320264873133,0.9695263106536148,0.9993715094219636,0.9996442110803844,0.9987549968932944,0.9995187988055914,0.999729011953388,0.9996676373754713
972.606402173,0.9626245674494736,0.9740860607913325,0.9694638209251318,0.965517593596794,0.7766654646808372,0.7849079927781887,0.8464043182470673,0.8481913806775012,0.9767508818524614,0.978494795249637,0.9766336313456957,0.9787702528944197,1.0,0.9999298994186608,1.0,1.0,0.9807252891154158,0.9886931882630833,0.9925819455931536,0.9905314815367763,0.9858223612771915,0.9990809824520082,0.9918548277404359,0.9989931341732516,0.999255355867422,0.9925568980658536,0.9602912437238623,0.9611942243168758,0.9458523769640549,0.9569346869321851,0.9735617719696726,0.9687173074666837,0.9711399479889933,0.9703076893841774,0.9811233464922156,0.9814906279582386,0.9834064752985315,0.9836253476689043,0.9725528766603606,0.9735605744453576,0.975017222853661,0.9750323574287008,0.9721657141488139,0.9745727721244928,0.9662247914056653,0.967822994242324,0.9998102273604305,0.9997647583505765,0.9986245286642683,0.9994286685570835,0.9997797263471992,0.9997481915862373
977.222203311,0.9610783755469138,0.9732519099309572,0.9686204783626761,0.9644898717462984,0.768390371831353,0.776536486650371,0.8400600650915563,0.8422893312004137,0.9758298286549564,0.9781231820418637,0.9756757798672923,0.9778581883112921,1.0,1.0,1.0,1.0,0.976554768912015,0.9871401171368553,0.9908404524528218,0.9882656552261707,0.9854598742856217,0.9993801840779287,0.9914964748640026,0.9991374313415597,0.9997479148760936,0.9923586539214994,0.9585323111419323,0.9598858043639739,0.9435421001062916,0.9546525643099494,0.9729548853804431,0.9688328173387164,0.9693468008869909,0.9684274431746603,0.9798243188923321,0.9807956609944499,0.9820740053653619,0.9822964290170076,0.9716834775334742,0.9726543703773962,0.9735474298276319,0.9749519265459303,0.9709307227475286,0.9732587364972661,0.9646822742750136,0.9657541616425729,1.0,0.9997424745614217,0.9983626274751639,0.9992695615504836,0.9996381082568826,0.9997812499226003
981.950057134,0.9594058132679452,0.97237798890609,0.9679924088053508,0.96393133201709,0.7604569090124157,0.7682518261080441,0.8337461523747266,0.8359138516537256,0.9748977689372249,0.9779159999462853,0.9752838316337861,0.9768039533838021,1.0,1.0,1.0,1.0,0.970650054028509,0.9852450310297965,0.98867534690589,0.9849116030844827,0.9857263277584042,0.999831100934893,0.9909046900633534,0.9992791648132427,1.0,0.9920826749827478,0.9569644509020576,0.9591139690201469,0.9423009358401662,0.9533447196635597,0.9720250077952598,0.9697069734071305,0.9675381428135916,0.9655918292620445,0.9785766583633166,0.9800064913543508,0.980584667735523,0.9806758061472909,0.9713052135411205,0.9724568724762814,0.9729291630187782,0.9751638196680865,0.9690192627039453,0.9724320387314297,0.9631399174601227,0.9633265813531172,0.9998597361992079,0.9997791410574056,0.9983722296515973,0.9989372159453916,0.9992289057667593,0.9995489385407672
986.797291589,0.9571540630615956,0.9713225577249209,0.9675250789476058,0.9636522146479534,0.7531117565499497,0.7599627446773171,0.8279096838000874,0.8291712247885676,0.9741705987108417,0.9779509991658774,0.9757038944733061,0.9756651934891947,1.0,1.0,1.0,1.0,0.9631599500636798,0.9834636150554396,0.9861572844759233,0.9803633568537752,0.9870510823660457,1.0,0.9899117045277618,0.9996718551676769,1.0,0.9915700423766866,0.9553833877202821,0.9591970290320614,0.9424014001710621,0.9536762145727351,0.9706269124193142,0.9710800283937491,0.9659891894244347,0.9614026980745041,0.9776955568739328,0.9789452209990668,0.9786587636127412,0.978882461288201,0.9719045520899963,0.9733825019625473,0.973684714817557,0.9758294035011509,0.9664239747946028,0.9721923268729202,0.9612888879316286,0.9607891956016072,0.9996489424744835,0.9997599357655186,0.9987828637581875,0.9984554599777203,0.9985544058185277,0.9990295469010029
