,10_Otago_00001 10_otago.,10_Otago_00002 10_otago.,10_Otago_00003 10_otago.,10_Otago_00004 10_otago.,11_Iceland_00001 11_iceland.,11_Iceland_00002 11_iceland.,11_Iceland_00003 11_iceland.,11_Iceland_00004 11_iceland.,15_Oxia_Sophia_00001 15_oxia_sophia.,15_Oxia_Sophia_00002 15_oxia_sophia.,15_Oxia_Sophia_00003 15_oxia_sophia.,15_Oxia_Sophia_00004 15_oxia_sophia.,2_Atacama_Red_00001 2_atacama_red.,2_Atacama_Red_00002 2_atacama_red.,2_Atacama_Red_00003 2_atacama_red.,2_Atacama_Red_00004 2_atacama_red.,3_Sabtha_00001 3_sabtha.,3_Sabtha_00002 3_sabtha.,3_Sabtha_00003 3_sabtha.,3_Sabtha_00004 3_sabtha.,4_Watchet_Bay_00001 4_watchet_bay.,4_Watchet_Bay_00002 4_watchet_bay.,4_Watchet_Bay_00003 4_watchet_bay.,4_Watchet_Bay_00004 4_watchet_bay.,4_Watchet_Bay_00005 4_watchet_bay.,4_Watchet_Bay_00006 4_watchet_bay.,5_Granby_00001 5_granby.,5_Granby_00002 5_granby.,5_Granby_00003 5_granby.,5_Granby_00004 5_granby.,6_Hydrothermal_Clay_00001 6_hydrothermal_clay.,6_Hydrothermal_Clay_00002 6_hydrothermal_clay.,6_Hydrothermal_Clay_00003 6_hydrothermal_clay.,6_Hydrothermal_Clay_00004 6_hydrothermal_clay.,7_Oxia_Teresa_00001 7_oxia_teresa.,7_Oxia_Teresa_00002 7_oxia_teresa.,7_Oxia_Teresa_00003 7_oxia_teresa.,7_Oxia_Teresa_00004 7_oxia_teresa.,8_Mudstone_00001 8_mudstone.,8_Mudstone_00002 8_mudstone.,8_Mudstone_00003 8_mudstone.,8_Mudstone_00004 8_mudstone.,9_Congo_00001 9_congo.,9_Congo_00002 9_congo.,9_Congo_00003 9_congo.,9_Congo_00004 9_congo.,00001 Standard.,00002 Standard.,00003 Standard.,Standard_retest_00001 Standard_retest.,Standard_retest_00002 Standard_retest.,Standard_retest_00003 Standard_retest.
1903.19907409,0.3692246959700342,0.34887936618622695,0.28350946894317985,0.16717691377597124,0.1636379391176765,0.155278559549766,0.09201917385989321,0.09327533028890603,0.39754587535362157,0.40696929390629455,0.3944253461842872,0.397919368928342,0.24049665961421768,0.22825892261989933,0.2758625042837407,0.29543274759314386,0.17518235478240932,0.2907450635311279,0.33180973171021916,0.20877926495383095,0.41270865669571954,0.3939452752525875,0.36377746194050337,0.3809510036245846,0.3292282141982079,0.39683195197271154,0.19044492368818453,0.14294912434791654,0.11156143411140747,0.14370835731638776,0.30497600833089866,0.2416500482706406,0.22065081331903297,0.26360302085956744,0.4194155058395093,0.4125057535845666,0.3809086527171978,0.3935507506079064,0.13080679588717897,0.13824323208263498,0.12414713157179115,0.1772618074758034,0.15043683581478035,0.14089810541875133,0.14114145929782393,0.14330456290563262,0.9995921108808851,0.9999741842678241,0.5534881627267594,0.9980900665552622,0.9959469430350938,0.996446610213566
1911.98008732,0.35791268596243214,0.33456528325735413,0.2736317424854516,0.1591414980854438,0.16194098899138104,0.1545835212481921,0.09188239103728156,0.09261584229928049,0.3927836670993318,0.40158062122696053,0.39009174345958136,0.3925445466221631,0.23826763271895082,0.22540156176055626,0.2722638999147073,0.29255444238555367,0.16966515780331465,0.2794577383064272,0.3154333276617458,0.19891400789463662,0.3964125327571735,0.38168057877316075,0.3412750312095784,0.3700122985560206,0.32016097369921515,0.37600220287000063,0.182235648745592,0.13696490889997767,0.10589855281898321,0.1380782983761813,0.2960606380550764,0.23263177968063983,0.21448329124710086,0.2561335680781554,0.4132211723795662,0.4066510084182773,0.3750127297869554,0.3866853330826259,0.1294057047297707,0.13743769737172798,0.12306472621331137,0.1765689092873244,0.14952592950208515,0.14068425884583868,0.13980644561903774,0.14204938713648527,0.9999836439017245,0.9997882818139697,0.5542617467939178,0.9984433037931066,0.9959188507599548,0.9969771724317957
1920.75997429,0.3553312892803221,0.3299292749596409,0.2705195745962527,0.15540916966638718,0.16082606619408896,0.15425282963306164,0.09205761575836022,0.09238363612438451,0.39148588683269675,0.4005593020062528,0.388991651593201,0.39116128152510415,0.2369270497803712,0.22340393500622707,0.26966332334611853,0.29061660355637653,0.16522555454337387,0.2703555468910454,0.30217442416315493,0.19162505528207283,0.38372991237338033,0.3708019889905966,0.3222696525221446,0.3610788273242204,0.31271430734337374,0.357771410109456,0.18194288905127656,0.13582941168856955,0.10607006566174455,0.1379293419565687,0.2949145232609034,0.2300361618686009,0.21429912214810584,0.25575704970536484,0.4104790012472763,0.40446577631035485,0.3725423406460792,0.3834559267713859,0.13000389237990065,0.13825795890695058,0.12346931244714061,0.177901899004186,0.15045283656868375,0.1420003390264471,0.14092261274802684,0.14310567716442082,0.9995583308344496,0.9996695158102111,0.5547723543288124,0.9983125068356905,0.996390062148407,0.9975734236526611
1929.54914243,0.35813426768139045,0.3314317636807881,0.2720214385877585,0.1544360004257688,0.15992504074639652,0.15384052982317387,0.09235386916505188,0.09230776104160861,0.3929691925767663,0.40197152794698476,0.3900379558103348,0.39230592792870744,0.2359209096292357,0.22146591931541562,0.2676208742513003,0.28879981743334887,0.16141616649795693,0.2634008223917833,0.29199635536693563,0.1862853846161125,0.37319440984797175,0.36096428485557924,0.30635934116950214,0.3536328448019093,0.30651675341719353,0.34191679356828697,0.185314800671139,0.13724128501078325,0.1090710355680349,0.14047268909054353,0.297326167296691,0.2305427613506694,0.2172382722869204,0.25905065043217657,0.41035804942694704,0.40462307317163876,0.37239404574667406,0.3831644595816716,0.13138688477001673,0.13975991558029885,0.12433821332406081,0.17926244981504122,0.15165179046169652,0.14356948557017088,0.1424054440871634,0.14464963925506907,0.9995009622868345,1.0,0.5555253407529968,0.9990340791827217,0.9965259840286936,0.9974737548239099
1938.35679058,0.36325784221294166,0.33634070764522966,0.2757887083974271,0.15518064273396784,0.1591370998978708,0.15324763447194936,0.09271868868662217,0.09213169752889165,0.39517671161003376,0.4042072475818291,0.39233376445429025,0.3948384457572627,0.23559984537585793,0.22016601846029957,0.2666074254040062,0.28777557600054654,0.15870653815832178,0.2584408397450886,0.28540196924693395,0.18264321873938827,0.36599174718998567,0.3543525072674504,0.29597041560400755,0.3487723390412962,0.3025947637689358,0.3312679815738833,0.18973390374299223,0.13931168086493836,0.11294304287500637,0.1432706199113592,0.30116148762320355,0.23218297843915348,0.2213647688982794,0.26317578788081214,0.41116007781915065,0.4059422138070772,0.37338326106925246,0.3838413026312137,0.13245291605707402,0.14107557038382515,0.1253600492532187,0.18050744347464737,0.1526568189392822,0.14490595705911266,0.14381036073227443,0.14591775181898245,0.9998654753255288,0.999953840130862,0.5565332559671372,0.9989806221422489,0.9969760610223213,0.9976368272213603
1947.18286652,0.36852969707696537,0.3423609869178497,0.2805055960171293,0.15633599607410884,0.15834711813727664,0.15281852916120184,0.09306005070758408,0.09194619067788552,0.3975055877579235,0.40660268194925203,0.39503434904306783,0.39726494265440504,0.23643388497434914,0.22093110206152058,0.26727424561891133,0.287964396221799,0.1569560538395624,0.2558037972906265,0.2828782153666822,0.1804229336958266,0.3655292012187228,0.3539498526155472,0.29419764625011435,0.34848074292470194,0.30284531095726286,0.3296982916545181,0.19438896139545725,0.14141010697826112,0.11679763716548312,0.14604986038828574,0.30546987099329004,0.23443329282200973,0.22561733050425092,0.26761775759079126,0.4127894160834049,0.40791624466624715,0.37489362495695394,0.3854772387233634,0.13348910306031622,0.14225843824209453,0.12625471977770938,0.1816644735050872,0.1535181343004504,0.14613250426853347,0.14498016296523517,0.1469736007665897,0.9995006701683603,1.0,0.557304441560167,0.9986613179045517,0.9968731016972037,0.9973535363467443
1956.02731804,0.37414191904772326,0.34855245177941296,0.2850490385215297,0.15793643173240696,0.157840559799844,0.15236397785229372,0.09360279729295479,0.09184460446136616,0.39974089836516774,0.40984235903367383,0.3981479928085161,0.3997912788025701,0.2383382140879718,0.22357768874144998,0.26955279860150533,0.2899261744821496,0.1561027856754378,0.2554413818575508,0.283719324137248,0.17933059592903836,0.37142888640390664,0.3601928131591056,0.3006476014494948,0.3527196810930248,0.30750645548781513,0.33630258762904874,0.19898300479765035,0.14348756009707275,0.12057117900528688,0.14897119506729395,0.30972093776453863,0.2371104029787408,0.23024163095044595,0.27143345658807017,0.41470344811599025,0.4104760226922265,0.3767409701824888,0.38721262488828484,0.13437277407127346,0.14346892700699454,0.1271742492406548,0.18263400221326018,0.1543653918037821,0.14724779023567466,0.14584062099731934,0.14785095898830267,0.9997295379184352,1.0,0.557887367662508,0.9989620516137045,0.9976226418321911,0.9980340769626098
1964.89009294,0.37998424769269723,0.3550843469417905,0.29015072728706714,0.15988476655804162,0.1575087208198271,0.15201513944706366,0.09413098019495414,0.091969369171934,0.40259084438983106,0.4131042853661234,0.4014534558587743,0.4023452462537639,0.24039510367733202,0.22648755899943457,0.27251093818513833,0.2919359352357436,0.1556894006401525,0.25671672894995734,0.28608213843125446,0.17912570782194231,0.3793918397330083,0.3687691594676737,0.31091995084270774,0.3593019510145295,0.313574279095976,0.34615586829663686,0.20367074357314235,0.14562905047809352,0.12455127977053959,0.15204103784597567,0.3143976120722513,0.24035389142127314,0.2350124339071142,0.27583129549242563,0.4173351924321829,0.41362145461214217,0.3791257525341468,0.38937798859292494,0.1352696457547605,0.14469279952531855,0.1282476706769406,0.18377513389838965,0.15524096340793914,0.14854911066668658,0.1470485946546164,0.1491206008759196,0.9998127505720719,1.0,0.5596463619597212,0.9991099032888785,0.9976213033495799,0.9987805446557126
1973.77113898,0.3865030161460027,0.3617128387314387,0.29533890894342096,0.16191091084459092,0.15723007091434732,0.15164943416794416,0.09463517835950455,0.09198413464347638,0.4051398643346526,0.4169657651541302,0.40465374179569086,0.405755508733903,0.24263124926494475,0.22898117662023187,0.27515042494695935,0.2940767675360013,0.1553408723280361,0.2583704454356212,0.28934344826151037,0.17945442063820086,0.38750826575860936,0.37651727867602575,0.32097979314962155,0.36534200729697325,0.31922717826062075,0.35563038647350015,0.20899600509974312,0.14823002595712495,0.1285548609856028,0.15508728782206785,0.31935936679234606,0.24409105319440513,0.24022921272027145,0.2800780410407679,0.42013437630234424,0.41673644066931037,0.38222912662395264,0.39200694832016175,0.13636771264315417,0.1460614345007833,0.12966820771863333,0.1848259780163164,0.15610190655774928,0.14977153035264104,0.148152469946721,0.15023878471373722,0.9999720151364266,1.0,0.5611294663987254,0.9995157267373133,0.9975411003440993,0.9981824133666845
1982.67040395,0.39374561834875116,0.36896016072601057,0.30123410052893124,0.16409890335898772,0.15690003847195674,0.1513003990657426,0.09504337985531869,0.0920648663175891,0.4088126714670248,0.4216825360318243,0.4086874284416579,0.4092773733486971,0.24489745830682158,0.231681177014912,0.2779146140961269,0.2964465178448614,0.15531341292707512,0.261616893858757,0.29405869801439377,0.18086029163591152,0.3967754821073534,0.3852988922229545,0.33314681023851295,0.37235699584633153,0.3256679077194163,0.3679051971141441,0.2147329641120421,0.15094000140563477,0.1328504816553298,0.1583528392118884,0.32455819204803216,0.24859137798349998,0.24543708434421152,0.2844236742033794,0.42323182207137094,0.4203475107994601,0.38522925834722493,0.3953865009146038,0.13745144982886542,0.1474008026120521,0.13101579626155105,0.18603503221304404,0.15690919464227665,0.15110192548014403,0.1493308215178691,0.151376811194871,0.9998833660477144,1.0,0.5626998503419509,0.9986506160508232,0.9971288464378167,0.9978408313063833
1991.57932378,0.4012947321682486,0.37635669684621226,0.30751494048717204,0.16654767271383783,0.15684110267555115,0.15096656909635273,0.09545048993443499,0.09221990110889362,0.41247595183933466,0.4264140889063129,0.4127988262111266,0.41326173794240445,0.24756267927857706,0.2347966761822394,0.28128014562652276,0.29918532110144913,0.1560876201842081,0.26663673857570275,0.3015960296588158,0.1835758361341231,0.40921575383434244,0.3969980073464257,0.3507394660946321,0.38158015915092824,0.3342326268828044,0.3853346172037756,0.22045931466032095,0.15409571018568974,0.1369146453634051,0.16223370960796837,0.3299234250574583,0.25358304152119826,0.25073218492492816,0.2887628498491648,0.42628060546586477,0.42467054188064407,0.3887945479682844,0.3988212672213786,0.1386039704553162,0.14882011039432308,0.13227078788983118,0.18751847193025645,0.1581498184794673,0.15249115771727112,0.15044025906393826,0.15260049928835684,0.9995845694015549,1.0,0.5644892084157305,0.9985336115333735,0.9972854173071534,0.9979908024019988
2000.48893957,0.408822049393125,0.38432319403586024,0.31418233869293166,0.16897469584131067,0.15673006315339347,0.15070085197071237,0.09588809455281856,0.09230862233288922,0.4164352969136747,0.43154170819198456,0.41661895941354216,0.4176056685919779,0.2503653423862977,0.2380554030572062,0.28476305013242703,0.3022277852101351,0.15747475406252756,0.27355137981757277,0.31162962370675773,0.18768177613245796,0.4249363391564438,0.4107067312372893,0.3731148851918888,0.39324247548503777,0.3434170131323313,0.4071830108198071,0.22651789118380555,0.15731766852869816,0.14101223566041884,0.16594987634986472,0.3352322453281429,0.25846847253233135,0.25509776197559264,0.29336081897502053,0.4294715896733186,0.4282077964901816,0.3928884591425161,0.40250663581603907,0.1395632023378706,0.1502002189902412,0.13351317143975136,0.1888457971245706,0.15935077982544513,0.15342464455966356,0.15146900784925785,0.1538269485748847,0.999747943928663,1.0,0.566362003466088,0.9997588817701584,0.9977295838284634,0.9978985448918313
2009.39924527,0.41652991522497906,0.39276213353652834,0.3208478641908801,0.17151725746864602,0.15644375297389068,0.1503448182564943,0.09608394334450306,0.09241632593202069,0.42022641418408263,0.4366764024485389,0.42098579714978845,0.42219200333542345,0.2530935264463371,0.2410270408975967,0.28798790424203047,0.30486433638319216,0.15885932320613536,0.2810366541777466,0.3228760553160837,0.1923022621789079,0.4401573055578987,0.42393770310684,0.3956531317387731,0.4045587465445212,0.35294150442214517,0.4281567003691084,0.23234130760188412,0.16033289980757912,0.1450340141959059,0.16953370319203437,0.33984802147281074,0.26345693036203277,0.2595247941024897,0.29784307718600384,0.4328876692616661,0.43239147283311086,0.39566898449017457,0.40553266848562863,0.14033736746981193,0.15138042950564934,0.13455291467806968,0.19021185147957695,0.16047681922463064,0.1545646659928393,0.1524881825238263,0.15518862582570972,0.9989497279684089,1.0,0.5680028650992166,0.9987376779862486,0.9974980967285653,0.9988466619622308
2018.31023493,0.42496123970478505,0.40103119864543496,0.32758402023772837,0.17378221917177347,0.1563901795143403,0.15000231931751515,0.0962134621406337,0.09244520201018304,0.42416715252271525,0.4409830652690187,0.424746968801663,0.4259980150018085,0.25543637452294404,0.24403475815059741,0.2912187476889647,0.30739062236120696,0.16036805941522042,0.2878889096457516,0.3331465675242061,0.19717610994941792,0.45258156032930924,0.43372282720444505,0.41331719224229696,0.41372801082450733,0.359409338778334,0.44514287658286705,0.23776033109259498,0.16329704349068236,0.14898118347012596,0.17343124134146815,0.34496265746851973,0.26790866485186154,0.26348907061535926,0.3021101605221784,0.43590662180333595,0.43585896339089053,0.39943826739875166,0.4087578283853108,0.14152935086854915,0.15260121822222336,0.13550335044271591,0.19184090177461358,0.16200135943127839,0.15552532718421924,0.15377062939479205,0.15650063587290552,1.0,1.0,0.570173134056346,0.9989583587489417,0.9978598581467472,0.9981680562069708
2027.22190266,0.43194029549518587,0.4087483075320674,0.33398766336786506,0.17561556928401773,0.15610197173542464,0.14969611123112858,0.09652536232338878,0.09246577426528771,0.42829270900976574,0.44564404577249256,0.42926056175401595,0.4301647069898118,0.2575693748178008,0.2462824799650978,0.2941553142443064,0.30980401330347074,0.16201273758134585,0.29423046851093515,0.341813931633128,0.20180128852861445,0.46258685850535947,0.44099092607274154,0.42743081945226746,0.42101147874141376,0.36547010355252657,0.4580777386920281,0.24301683223105916,0.16615081413340152,0.1526814205033559,0.17717564551828383,0.3495936548950655,0.2720876412514014,0.2667420654624374,0.3063958883744825,0.43911803662788307,0.43926887810507237,0.40202411770617963,0.4116599127625284,0.14209772171606685,0.15356095984784296,0.13634734972739143,0.1929278685166484,0.1630855957482828,0.1561364349360069,0.15498232219984198,0.15755726442504017,0.9994643181665256,0.9993440917687604,0.572124262859117,0.9992950583136028,0.9974432270911265,0.9985377811000161
2036.13424266,0.43892757441727276,0.41577319435500726,0.3396275125185382,0.1771200699704912,0.15604409775631034,0.14939632825567176,0.0966044512244635,0.09253029884124965,0.4314905158131428,0.44980083455784314,0.43289429953028646,0.4332172021914061,0.25980310834885334,0.24870332095068695,0.296750287652823,0.3120637882353169,0.16345903743412601,0.29962465903074403,0.3487644967835909,0.20587555374811925,0.47042784113033353,0.44728155129489966,0.4386048625588741,0.42677518834592104,0.36967585447470386,0.4677295376099789,0.24766025621594956,0.1688085826116983,0.15595242347189758,0.1804857725039592,0.35386881435169354,0.27574498752260446,0.269113809684846,0.30994532383443263,0.4418734590352642,0.44211812169001147,0.40431400565465997,0.413984950265228,0.1430522744291382,0.15453868586718877,0.13712840920493086,0.19385772844207805,0.1643031989662869,0.1569299373408449,0.15618812146937286,0.15858027604001448,0.999692903392189,1.0,0.5743253030545805,0.9991369901623639,0.9984869716658288,0.9983786301477157
2045.04724919,0.4456654775720916,0.42183615884653103,0.3443983589273297,0.1781045662990203,0.15571608496558098,0.14907787029430913,0.09648665761708455,0.09236475546475324,0.4346653736071087,0.45330353684452085,0.43663273747130693,0.43626663278512023,0.26168796316888815,0.2503512941093761,0.29906272194052685,0.31399567873328793,0.16452018423371972,0.3040792134951074,0.35422705623281775,0.2091155632848804,0.4762600133951974,0.45182366320268313,0.4469274196686865,0.43099344521912414,0.37324373529955013,0.47503200770052706,0.25153367241124963,0.17071228036390151,0.15907283458193835,0.18338206905299007,0.3576190397324718,0.2786691296851907,0.2712985777297211,0.31334699640570096,0.4447823880502277,0.4447739005273355,0.4066129313824786,0.41643369268425506,0.14366120628750523,0.15496301354798325,0.13769316151187527,0.1946782709405713,0.16508954230451617,0.15727725288500852,0.15703175923720386,0.1594790624424074,1.0,0.9999709302425156,0.5762912350683936,0.9993238920621667,0.9974592064728028,0.9981857914739863
2053.96130725,0.45025570193006986,0.4271526476645034,0.3486598638177886,0.17888644934772546,0.15529061970367192,0.14879550847482104,0.09630908490811983,0.09202836936313873,0.43734725563335636,0.45640692185052195,0.4399220652111767,0.4389212596958559,0.26310754845852724,0.2517479600207943,0.30134939973060776,0.31573473683835057,0.1651369409597612,0.30723009658209743,0.357948316994877,0.21173110498330375,0.4808469909144788,0.45536796802136464,0.45280269031295345,0.43386537693698474,0.37596283989456303,0.47995599718768467,0.25563343076514616,0.17261992973283283,0.1618465154152157,0.18605235823606162,0.3609016428317574,0.2809580790324503,0.2727162014730042,0.3155438454021454,0.4465528723689987,0.44618782337297885,0.4080233583627504,0.41834251103901854,0.14381096200064006,0.1556092797101715,0.13802416869450587,0.1950000517341033,0.16560414695490805,0.1576054980959932,0.1573356498949188,0.16012853753920717,0.9998249227003319,0.9999894023657372,0.5783457523133101,0.9989936440205291,0.9975972084396088,0.9991757482804186
2062.87694233,0.45426211914553505,0.4316693766174484,0.35192462368669375,0.17919951258677902,0.1550240041193661,0.14829651115217848,0.09611072435158428,0.09166754775446596,0.4396588748207266,0.4590018566593285,0.44296473325995583,0.4408729792411663,0.26453710055779583,0.2530134556797978,0.3032659546492055,0.31700709413728556,0.16545343622116268,0.3096295650527427,0.36089948506330677,0.2138442703995813,0.4835221499515318,0.4570981185787904,0.45561677981121756,0.43587875129101966,0.3774825870226304,0.4833427238521271,0.2590954993055548,0.17415220295732328,0.164523900224735,0.1887030392454965,0.3637585878347564,0.28242599416744557,0.273897406748714,0.31728172734950433,0.4481483683394376,0.44830091049759757,0.40986807122211105,0.4196915324030297,0.14376140428148193,0.15584822951466792,0.13818490726627142,0.19557571805033178,0.16596595908785244,0.15756567098740207,0.15761607101131628,0.1606150587561396,1.0,1.0,0.5798917314906115,0.9986864907878082,0.9972413723462833,0.998696200623341
2071.79414164,0.45833000541308166,0.43583341575716583,0.35528933403284746,0.178872559075012,0.15487884698924564,0.14797670275246536,0.09596977611726175,0.09125772967380708,0.4420510409763042,0.461624687555076,0.44617481432989503,0.4432680309056874,0.2661413408924692,0.253825754437288,0.3046526219945005,0.31817970618275504,0.16561085602291548,0.31139384960674327,0.362572246045019,0.21550590161037975,0.4851030860878894,0.45882949267774936,0.4582101340707059,0.4374020374460793,0.378968079262272,0.4856499648433091,0.2624663367129449,0.1754783810062523,0.16665865870530536,0.19102902498404167,0.36653531891645935,0.28357427474197816,0.27502280744411906,0.31840245680694157,0.4499862403296497,0.4502683962160727,0.4111616840838715,0.42137705106630513,0.1437028212408951,0.15600529604313354,0.13807740875099112,0.19539883332340302,0.16623233670236884,0.15723275773771078,0.157851946068452,0.16097225629292897,0.9996046832543477,0.998939336472203,0.5814655190633612,0.9988499842609005,0.9980568643199454,0.9986060499678383
2080.71289251,0.4619146399440948,0.43916624652768355,0.35783377032922586,0.1788194001805672,0.15443948410978295,0.14778426732297978,0.09583075709032156,0.09079377228177285,0.44377577547758384,0.4637112617467864,0.4485427195207398,0.44548833108999003,0.26740604036098914,0.25530170435306565,0.3063698051162215,0.31944184020747557,0.1658493971932841,0.3129866675005305,0.36424973487570167,0.21710512291588896,0.486176690277918,0.4603151352272039,0.4594830250568319,0.43836692202486693,0.37982916889109253,0.48694454033923534,0.2655111188379149,0.17662628373414635,0.16884177939571712,0.19332427696085885,0.36884326536724316,0.28486581208147826,0.27555980883607445,0.31928542552304284,0.4510589466999905,0.4515600929415455,0.4127696663843342,0.4229275273957161,0.14353791697888674,0.15582556002723585,0.13801201379792208,0.19529566835423173,0.16591866730194477,0.1567825789664736,0.1580913942189418,0.1611655144689658,1.0,0.9997466415856818,0.5828016050098501,0.9987726728763913,0.9984519719312848,0.9991448305596388
2089.63318245,0.46476010016268604,0.44191060483399386,0.360454126319329,0.17880519586221255,0.15411615259894665,0.14737959771035317,0.09560173197262338,0.09050377684630691,0.44593469652177176,0.46547876214121925,0.45071148521698806,0.4473535183862433,0.2684776051533872,0.25671579068280637,0.3077532850169386,0.32062290881356165,0.1657216524700434,0.3140272004258416,0.365039457288503,0.21781266732330246,0.4857948829086099,0.4606642642256302,0.45977070108901874,0.4386696953963729,0.3799003547968562,0.48637945601201465,0.2677125243653205,0.17736359055510342,0.17060265700159494,0.19555446650605215,0.3706870265864501,0.28563146487222707,0.2758776740331751,0.31930213798034,0.4526682282261401,0.4529558737198635,0.4138769778182167,0.4244210042455911,0.14315599151751338,0.15548506822143168,0.13750772041591972,0.19513747981317384,0.16575605335229565,0.1561599673209606,0.1580556136702937,0.16095187495065721,1.0,1.0,0.5845581000409498,0.9975740485260527,0.9986692426994412,0.9983829854179102
2098.55499911,0.46681266021477946,0.4446223053162081,0.36234085471170163,0.17887527852765206,0.15391298182737664,0.1468276781744738,0.0955447815418343,0.09011586814516222,0.4474379286300668,0.46734713008833023,0.45291151959066495,0.44904147375561065,0.27009339001785415,0.2578204080190374,0.3093374512411332,0.32172638212933674,0.16544550538119815,0.31444803573456603,0.36473148524949656,0.2179412475213166,0.4850036820668711,0.4605496478566509,0.4575542028426535,0.43771508209688703,0.3795972391519288,0.4848283616961957,0.27039454256721723,0.17806556124324446,0.17180935134710604,0.197476659892295,0.3722439948490833,0.28640529401721077,0.2762937431283016,0.3193958179923462,0.4543155305628437,0.4540698940996047,0.4149794445961388,0.4257456781320249,0.14267372602970083,0.15513809232810688,0.13694655419531415,0.19488374685016757,0.16562268518907997,0.15560078195903257,0.1575517943557339,0.16073095347712682,0.9995285800643539,0.9998113770972736,0.5866255968790279,0.9980290811851058,0.997115200006323,0.9982499190691223
2107.47833028,0.46883679439280157,0.44728630021767357,0.3638465274550489,0.1788807657284944,0.15370802319668786,0.14643374398233827,0.09530861802441877,0.08987919052275034,0.44909323334082013,0.4691761628656724,0.4553367309322391,0.4509340101057224,0.27158116757114187,0.25880808207093725,0.3108942554903844,0.3226683324110643,0.16474980287457,0.31359474334150994,0.36424456845612857,0.21796662494906885,0.48338204810204405,0.46027550117192506,0.4545782158364002,0.43675476183283013,0.37942538835116074,0.48224500481672794,0.2724077415275788,0.17816216271250881,0.17289026509599945,0.19886003370844244,0.3737100540146553,0.28706997008180024,0.2764799736069178,0.319426531255055,0.4556749859838358,0.4561177090298704,0.4162942010501389,0.4272693897623233,0.142081634150802,0.1547618284153284,0.13629190530856233,0.19443177850972485,0.16517190911144478,0.1551860040558951,0.15732432392753098,0.16030063172779543,1.0,0.9995914733092058,0.5877674676145548,0.9987501370564983,0.9981367688650846,0.997877557613177
2116.41133382,0.4694805128906883,0.4485169190405872,0.364753836582732,0.1789624042848128,0.15352731793613156,0.14571345155508217,0.09511146645334362,0.08972329896189726,0.4511851117738924,0.4713895570949901,0.45754392324018883,0.45272806738978144,0.2728032978457548,0.25974658183858185,0.3121344364215,0.32361509067749916,0.16388826913446464,0.3126210106006438,0.3629797951919703,0.21771211820711903,0.48165915998156666,0.45949244707678305,0.4515369038742287,0.43579579625252485,0.37900290237347084,0.47805393788575934,0.27384128524933204,0.17840453533629683,0.17382679362830714,0.20020250333301598,0.37447373649244176,0.287303433950217,0.27680903727504524,0.3195996947040736,0.45639980252297135,0.4570749826111094,0.4174775386033585,0.42903322889994344,0.14147152012896574,0.15415407890104627,0.13534020118346443,0.19385243479047137,0.1647488257355041,0.15479183507187436,0.1572120024872384,0.15987106371371873,1.0,1.0,0.5898627939533182,0.9986585179782349,0.9977344687286309,0.9977407944254821
2125.37093026,0.46981279249447266,0.4501999244936587,0.3650550476947538,0.17935787001609949,0.15333327660471724,0.14508825477704415,0.09477816480757617,0.08949000130164178,0.4527773291246857,0.4728571577856626,0.4598224414042722,0.45432275195056754,0.2740255460983429,0.2609461243028479,0.3133733577526404,0.32467352489631723,0.16292649354383293,0.311545762587113,0.361724772042795,0.21751256900184257,0.47994122848689247,0.458964626145831,0.44769149828731003,0.4345764295204948,0.37842898350528414,0.47475720855984743,0.27509534451317164,0.17867826964759945,0.1744077239124522,0.20115017089686987,0.37492807607957296,0.28755834166156735,0.2765618180599965,0.3192254802200942,0.45699355307741574,0.4583316468295085,0.4187602907671321,0.43034724790544526,0.1408237876930688,0.15357490235349425,0.1344743852576205,0.19325491471055475,0.16459631939040387,0.15456041864678824,0.15746790372906774,0.15953644167631204,1.0,1.0,0.5912764581701211,0.9979414374417042,0.997330476666025,0.9980422818228918
2134.35713173,0.4686586515921281,0.4500427779950523,0.364488008464248,0.17946302735611255,0.15305977833398035,0.14422505786899614,0.09436700246276832,0.08919472394560249,0.45364426442055045,0.47425561265608596,0.46108915922319,0.4553662069168684,0.2745508814846973,0.2616622686804979,0.31438874376806436,0.3251406790370883,0.16163314504542833,0.3099725297343404,0.3597018512994331,0.21717255815332162,0.4777249859879437,0.4571916327799965,0.44381352369762594,0.4326997048714472,0.37762005963762174,0.4708410246068613,0.2755391090005918,0.1787676907517081,0.17425366779973384,0.2011836855625474,0.373970183102051,0.2865611892636064,0.27516640739169534,0.3170225330925042,0.4571911395232078,0.4582539552452142,0.4196037165549899,0.4312102685828786,0.1393993715180766,0.15215697318346896,0.13312332377848154,0.19176991069625837,0.16414026343639468,0.15404611310060395,0.15739495029499007,0.1593910574821959,1.0,0.9996363621728587,0.5918960451680826,0.9988718393156863,0.9971921074579284,0.9985238049297672
