,10_Otago_00001 10_otago.,10_Otago_00002 10_otago.,10_Otago_00003 10_otago.,10_Otago_00004 10_otago.,11_Iceland_00001 11_iceland.,11_Iceland_00002 11_iceland.,11_Iceland_00003 11_iceland.,11_Iceland_00004 11_iceland.,15_Oxia_Sophia_00001 15_oxia_sophia.,15_Oxia_Sophia_00002 15_oxia_sophia.,15_Oxia_Sophia_00003 15_oxia_sophia.,15_Oxia_Sophia_00004 15_oxia_sophia.,2_Atacama_Red_00001 2_atacama_red.,2_Atacama_Red_00002 2_atacama_red.,2_Atacama_Red_00003 2_atacama_red.,2_Atacama_Red_00004 2_atacama_red.,3_Sabtha_00001 3_sabtha.,3_Sabtha_00002 3_sabtha.,3_Sabtha_00003 3_sabtha.,3_Sabtha_00004 3_sabtha.,4_Watchet_Bay_00001 4_watchet_bay.,4_Watchet_Bay_00002 4_watchet_bay.,4_Watchet_Bay_00003 4_watchet_bay.,4_Watchet_Bay_00004 4_watchet_bay.,4_Watchet_Bay_00005 4_watchet_bay.,4_Watchet_Bay_00006 4_watchet_bay.,5_Granby_00001 5_granby.,5_Granby_00002 5_granby.,5_Granby_00003 5_granby.,5_Granby_00004 5_granby.,6_Hydrothermal_Clay_00001 6_hydrothermal_clay.,6_Hydrothermal_Clay_00002 6_hydrothermal_clay.,6_Hydrothermal_Clay_00003 6_hydrothermal_clay.,6_Hydrothermal_Clay_00004 6_hydrothermal_clay.,7_Oxia_Teresa_00001 7_oxia_teresa.,7_Oxia_Teresa_00002 7_oxia_teresa.,7_Oxia_Teresa_00003 7_oxia_teresa.,7_Oxia_Teresa_00004 7_oxia_teresa.,8_Mudstone_00001 8_mudstone.,8_Mudstone_00002 8_mudstone.,8_Mudstone_00003 8_mudstone.,8_Mudstone_00004 8_mudstone.,9_Congo_00001 9_congo.,9_Congo_00002 9_congo.,9_Congo_00003 9_congo.,9_Congo_00004 9_congo.,00001 Standard.,00002 Standard.,00003 Standard.,Standard_retest_00001 Standard_retest.,Standard_retest_00002 Standard_retest.,Standard_retest_00003 Standard_retest.
1598.99746754,0.4232917434909708,0.44601323525148334,0.3231302208387804,0.21116257295361546,0.1848403648581567,0.1677369389958855,0.10075926537972237,0.10152073839278591,0.3980836194594982,0.41102975746726883,0.3986195950852738,0.39906813369050503,0.25736746404404115,0.23927530644542572,0.28706083333968646,0.2919478081070234,0.2569514467076849,0.40279812056759584,0.4461799692166651,0.3539657937470046,0.4994856834184086,0.44234497249276533,0.5086254603973377,0.4399907383671766,0.36774540228298497,0.5207143291424924,0.2605599350354122,0.1918720689692734,0.17269102493687388,0.18713152847641684,0.4185302544837567,0.3446277764579306,0.2968558588966535,0.3654334910465252,0.42836208080057947,0.42597916041115413,0.4020148871002371,0.41931427560807244,0.13864721518090356,0.14894080078968425,0.1353900761625481,0.18316705047059664,0.15579748388042605,0.13894463422195413,0.15191710417176613,0.15516879751249746,0.9999033388221242,1.0,0.5245892329586278,0.9932443941023228,0.9915078712918174,0.9922386980471367
1605.08474557,0.4253137725676543,0.44785206637428526,0.32428638133725685,0.21202314977499587,0.18493403221239202,0.16776515699585007,0.10071136014394119,0.10153315010960187,0.3988680883581514,0.4118173875389841,0.3994976904314386,0.39994150203702444,0.25743292252598965,0.23937611720557306,0.28731068195028775,0.2920230870047653,0.26131613771949974,0.40578054547973047,0.450190688937327,0.3571826721754517,0.5015580718421649,0.44308915766159784,0.5115517694694669,0.441194532118908,0.3684080022753865,0.5232320195411987,0.261539149948154,0.1926215956264662,0.17361719689521854,0.1879095654668363,0.41910834788784,0.3450362968970453,0.29719968971644173,0.36589369174555636,0.42877674091866946,0.4263002624557446,0.40237265257295013,0.41977497365156635,0.13902961068200861,0.14931895525663816,0.1357637454184986,0.18350030975728135,0.1562515045774751,0.13927002494319696,0.15230958636596076,0.15558769069625358,0.9998890420064369,0.9999336892163223,0.5251256295979114,0.9932340648074627,0.9912976602888166,0.992251393928655
1611.18383758,0.4274599404747537,0.44966201986257004,0.32539619674110815,0.21300996424527435,0.1850468302701564,0.16778416722676667,0.10070044936106036,0.10161409021053097,0.3997347757925006,0.41281712136014553,0.4003567640465058,0.4008645495034629,0.2575525099943375,0.2395068883724445,0.2875348922579482,0.29218028652767103,0.2658398859330229,0.4088713035248127,0.454292176803579,0.36036040632841254,0.5037079293588426,0.4438590833605158,0.5143580339547585,0.4423073054555041,0.3691796178576053,0.5257327365779333,0.26254544095419574,0.19338374680308137,0.17441261222450638,0.18866176919702157,0.4196691189917009,0.34546625234164824,0.29748552395650807,0.3662668850713664,0.4292693539567968,0.42680008466714986,0.4027295023005337,0.4202574793747102,0.139483825933548,0.14969187713848092,0.13609809591502484,0.18393859800828744,0.1566783336661654,0.13970170595275208,0.15279406193846476,0.1560639048377735,1.0,0.9999878314243459,0.5256098374200968,0.9933811222441996,0.9914964617888528,0.9923703241233999
1617.31109985,0.4294610977455884,0.4514814669438522,0.3265283551832344,0.21400739157288026,0.1852215317855882,0.16786269577784865,0.10068418278080814,0.10172537076335227,0.4007051044073816,0.4139007343979815,0.4011486571706506,0.40177304392285673,0.25771143286973536,0.23970637491775504,0.28778305504784407,0.29235548809923384,0.27024771092870303,0.4119377468450189,0.4580368678443642,0.3633572852321952,0.5058745597187557,0.4443950098708734,0.5170425943336728,0.44317459507703505,0.3699532608989654,0.5282501174049372,0.2636000983114602,0.19403864096740994,0.17517175045602107,0.18937403186844276,0.42026387464682935,0.34597978394568174,0.29787304426774197,0.3667042118354661,0.4297428650390718,0.42735610521762957,0.40313116324879616,0.4206486505480876,0.13984503896214404,0.15009176534153382,0.13649745094698626,0.18429178940832847,0.15714604852628838,0.14020034517895769,0.1532466967193243,0.1565282317272759,1.0,0.9999321460563813,0.5261851452093051,0.9932989843497634,0.9914757870045336,0.9923601577655503
1623.47024896,0.431441297843924,0.4531499307356456,0.32771326185975563,0.2149928274925249,0.18538589627587307,0.16796719652129588,0.10069918913655301,0.10178549119820773,0.4017957920416176,0.4150287461147279,0.4019719225646173,0.4026755371347081,0.2578418623945844,0.23996731553633943,0.2880447033891505,0.29236711800440546,0.2744502714773342,0.4147582512332759,0.46140510181045863,0.36611748546226786,0.5077664872986,0.4450862840742475,0.5195825203686748,0.44394286669540256,0.3706230335284749,0.5304875183508697,0.2645840532282494,0.19464001806901743,0.17594840070183126,0.19008165830270599,0.4207294868455186,0.34643244837537723,0.2982893841126482,0.3672354053675916,0.4303127530016746,0.42797877883605867,0.4035939238940116,0.42110033688584336,0.14015370204322017,0.15044922689147563,0.1368581042061692,0.18449937783503567,0.1576163655076638,0.14063696113335955,0.15364612328725508,0.15698119277705996,1.0,0.9999774861142745,0.5268397943206093,0.9934212908123564,0.9913299557765602,0.9922824068356129
1629.66154068,0.43342434553905307,0.45482958591144895,0.3288933839399653,0.2159422334144148,0.18548492086268215,0.16797955694788594,0.10072738397447456,0.10180398010056224,0.40285825385166474,0.4160268794605689,0.40289698874506763,0.4034470866620623,0.2579581356136892,0.24009113892961692,0.2883293651123243,0.2924890465569689,0.27850350895815495,0.41745736220285534,0.46441344171560756,0.36871052511094166,0.5097492865185896,0.44591617466540884,0.5220682876640573,0.4448078127475068,0.3712667584771499,0.5325710096399313,0.2656299674992448,0.19526112784025837,0.17676087849102987,0.19083333241924272,0.42105371520464074,0.3468258826459312,0.2986406236523452,0.367750621350276,0.4310418845584818,0.4284830135510504,0.40401421217839995,0.42170677974143617,0.14047167477572248,0.1508005281614463,0.137095019851909,0.1847528505953548,0.15805043711594344,0.14093923836476047,0.1540352706190486,0.1574664874225582,1.0,1.0,0.5275899184815013,0.9934932193250133,0.9912995641101346,0.9924552578974415
1635.88523392,0.43519450523203107,0.4565194553805332,0.33003685429940893,0.21676751453979237,0.18549745937447362,0.16788431445427923,0.1007419760626367,0.10177172013776693,0.4038453683590276,0.4171225740048463,0.40378071928190873,0.4041158526291685,0.25804866179673375,0.24018029438206745,0.2885174164675998,0.29273110296692,0.28230593687087757,0.4200992676301851,0.4672961283791546,0.37107069115993485,0.5115157777692433,0.4468186611003791,0.5242851227061073,0.4456694551438136,0.37196894535835573,0.5346398302847827,0.26663696330634096,0.1958784487871561,0.17749445666278252,0.19155586793473553,0.42138716164643797,0.3471533648502252,0.298817182194594,0.3680889811269367,0.43175587146814537,0.42889424848369956,0.40442572350299755,0.4222714436685049,0.14075781075087473,0.1510652349189398,0.13733815860452703,0.18500703302229224,0.15847198105799526,0.14120577181324304,0.15437600445133842,0.15790075290082906,1.0,1.0,0.5282750595242518,0.9933587266166265,0.9913417577033401,0.9925155064714718
1642.14159076,0.4370053406765171,0.45822709084889374,0.3312624820562953,0.2175350327133693,0.18553250334912902,0.16777530944258454,0.10073344559995234,0.10167415593462062,0.4047731697826257,0.41816423454301344,0.4046342373392689,0.40482074737956136,0.25818694567868367,0.24031539665034415,0.28870727694953274,0.2929590685447128,0.2857705487361811,0.4223658903013791,0.4699959818431938,0.3730807894540932,0.5130778655226306,0.4476466317689521,0.5262345086130452,0.4465913038183467,0.37260347138426136,0.5363843439982733,0.2674126039692018,0.19642652884227332,0.1781442695461059,0.1922310377885675,0.4216964910772352,0.347417877487018,0.2991033597018135,0.3683248566949049,0.4323682205027184,0.4292546840055333,0.4048006059123984,0.4227199219063877,0.14096268923369148,0.15123142335516618,0.1375479793584994,0.1852202347463401,0.15892264785371185,0.14142590979047762,0.1547446807818514,0.15829554142736973,1.0,0.9999751574443351,0.5290399255369522,0.9932231443417537,0.9913327529662234,0.9923477389928048
1648.57498892,0.43882293308711096,0.45992042946023914,0.33253841651821126,0.2183128454535013,0.18553696437973638,0.16770831169574635,0.10067673895473692,0.10166198047041396,0.4057879997037854,0.4191557574119054,0.40563766296627285,0.4058163828615245,0.2585088942381481,0.24048333205270603,0.2890031797462555,0.29331184195141957,0.2886317027045319,0.42435963969597723,0.47233490945457285,0.37477028890032926,0.5145353355214732,0.44825999183479054,0.5280842030430997,0.44739858552326134,0.3731640312262922,0.5379793974295556,0.2682049405198736,0.19697904350179585,0.17889469321657622,0.19295974778167602,0.42211163665639234,0.3476927658884712,0.29949479417806857,0.368581408549663,0.4329565516841909,0.42981984795348444,0.4052765149896668,0.42318545238871513,0.14113317684387008,0.15148000084288363,0.1377766847509048,0.1855497005433664,0.15939266087915338,0.1416579507052227,0.15512978092111715,0.15861850378232129,1.0,1.0,0.5299632152365046,0.993265353398236,0.9912911365710737,0.9922201828978003
1655.33520858,0.44079216522945913,0.46163405835465227,0.33380194544253955,0.21909380188396904,0.1855393643480412,0.16763341968535078,0.10061382635520488,0.1016668085546482,0.40669653961694513,0.4202074729034085,0.40657026382899775,0.4068299438298833,0.2587702083105878,0.24064298742683946,0.2891993245878978,0.2936523563768861,0.2908083904615699,0.42576588061620196,0.473964756944552,0.37597399857154906,0.5161145185065283,0.4489528371858266,0.5295942497471571,0.4480342099615985,0.37355327192577653,0.5393954513806234,0.26915923182407353,0.19752246578459598,0.17958420176947165,0.19371302542789803,0.4225748381005651,0.34798305988206296,0.29983406198377816,0.3687961367612951,0.4335172254421461,0.43053170748419894,0.4058349028825199,0.42363387065047037,0.1412675896702229,0.15172661716271094,0.13794567891435836,0.18591181364222192,0.15983183936366432,0.14196537853286312,0.15550632740562856,0.15894814396919663,1.0,1.0,0.5307065024590568,0.9937821012840571,0.9915601422728507,0.9923586997592938
1662.47344048,0.4428150752948962,0.46326955624336463,0.33498202721868336,0.2199172273630468,0.1855825012706307,0.16752510625800718,0.10047888623229426,0.10159507559178833,0.40756499154658676,0.4211170699207395,0.4074433713680056,0.4078120061206466,0.2589500478008874,0.24063968409121536,0.2895009695991378,0.2940686398392627,0.29181562395971133,0.4260452398793599,0.47476990006174996,0.3763227705231911,0.5173819593723391,0.4494788853117249,0.5306786001654723,0.44871923317007334,0.37384635053158854,0.5405671861414388,0.26995861188683823,0.1980053216397572,0.1802282571682411,0.1943083959655804,0.4230353273002064,0.3482279401183456,0.30010157471434296,0.36904762284664927,0.43411034184033354,0.43115846513253775,0.40630462326217776,0.4240689795929843,0.14139342877245129,0.15192526348900176,0.13799654532601294,0.18623307120054247,0.16023305180545883,0.14233363379281405,0.15590298412929535,0.1592941898183833,1.0,0.9997748244069743,0.5313009044540723,0.9940366782370742,0.9917308874763935,0.9925016803987589
1670.05561049,0.44461305070671076,0.4645257419925082,0.3358165497223575,0.22072310820157093,0.18545620996619921,0.16729336494514044,0.10031787117014834,0.10145288869853689,0.4083254446405981,0.421908322031355,0.40820797282572435,0.40852689402521786,0.2589946514280373,0.24059842019749456,0.28955164095303587,0.2943073523115248,0.29117529280006765,0.4249690488861388,0.47392941138556327,0.375566756395858,0.518580343746466,0.44979086769606763,0.5314646637727033,0.44930301077845874,0.37367500416313376,0.5412558341480794,0.2707503126553168,0.19835489167025358,0.18074918475355253,0.19486305424382175,0.42307909972185137,0.3484521646150578,0.30016560222124083,0.36914388626816813,0.43464343049304416,0.43147216939398036,0.40634954573811277,0.42433572344530207,0.14143453363874237,0.15188699922291887,0.13796612078457987,0.1864537264393598,0.16055370611969394,0.14272531822390006,0.15626130684595915,0.15957155218137345,1.0,1.0,0.5318283996563297,0.9939680972198278,0.9913133747822063,0.9923192834232744
1678.16902352,0.44650497360092606,0.4661626823204071,0.3369518207612134,0.22172178039773563,0.18533828922736442,0.1672082000362954,0.10018041037277263,0.10133652729087908,0.4093151173392463,0.4228932444669081,0.40921400213423226,0.4097721730696966,0.25907007283638295,0.2407356476487637,0.2899126972711997,0.2947188164348613,0.2890599234577629,0.4229863161997479,0.472066521837499,0.3738586505872039,0.5195145477103622,0.4504277411286132,0.5316606325108686,0.4496043285134404,0.3739636061953855,0.5417560911015888,0.2716082533889338,0.19900283553389284,0.1815389146973917,0.195679197087469,0.4232639964226665,0.3485731579416006,0.3004290228121561,0.36938802963752543,0.43535572569836384,0.4320126378997656,0.40662992425816025,0.4247856222376181,0.14146641629470355,0.15185743488602393,0.1379609669301647,0.1865910039573078,0.16107553649743983,0.14314464745172453,0.15675333619905718,0.16003972232171818,1.0,0.9996564662301044,0.5322895512612357,0.9938281750419592,0.9914676073591457,0.9928337638408942
1686.55255666,0.448722001112839,0.4678252529277059,0.338046725214735,0.22274575338856786,0.18526507103074819,0.16705254784965398,0.10010718438379716,0.10129492415724115,0.4102520925842332,0.42407511128583525,0.4102903304985778,0.4109730523052222,0.259313786549953,0.2410542185530399,0.29025171631633767,0.29513692498763644,0.2844356427840548,0.4194285969334132,0.4686222636154725,0.3704786132904518,0.5202911853153921,0.4509349756787075,0.5317998155130645,0.45012477659263156,0.37418093321471035,0.5414456079753756,0.272452162518584,0.19973687138827473,0.1823039458203105,0.19633472176093594,0.42363270164612227,0.3487010601612045,0.30070027154141715,0.3697976506122427,0.43605823257907844,0.4325806262719401,0.40710772787017174,0.4253319936982036,0.1414159332387384,0.1518103672693783,0.13789675991341402,0.18672569769255243,0.16164709858102233,0.14357205884221014,0.15730423937689847,0.16040143920430538,1.0,0.9998471095914109,0.5333186739991882,0.9936896824539366,0.9918635121677961,0.9924755261069053
1694.9652068,0.4506487947216977,0.4686590353103889,0.33915149001981093,0.22355673700252335,0.1849802817499894,0.16684975699875854,0.10002977339075823,0.10131951541343041,0.41111830377828074,0.42495910372287965,0.41133421336638454,0.4119038896594895,0.2594582107723209,0.24136645386006045,0.29046333141897185,0.2954872156581733,0.27705965688716194,0.41373070391431727,0.46286058433448757,0.36486413824673963,0.5202935980483818,0.4512893679697195,0.5303372614408957,0.4500648229449155,0.3744296031217889,0.5405239703483214,0.2731122759689412,0.20024120215161215,0.18293283351892578,0.1969924207984489,0.42398179615956066,0.34878907948335774,0.3008393722902129,0.3699305441958642,0.43656910116709585,0.43308794666391065,0.4074279983064117,0.42575003983628673,0.14123118832762685,0.15160865066883,0.1376420307530263,0.18674580097091853,0.1621803052043986,0.14405191072100798,0.1576918278712808,0.16090024989235105,1.0,1.0,0.5341007587155743,0.9931328031673143,0.9913880103161997,0.9926566112499555
1703.40698655,0.4525627307572396,0.4695561838095903,0.34028947296065937,0.2243031865402315,0.18476443330694464,0.16660671381368428,0.09994997274638297,0.10127745043534296,0.4118788498225824,0.425912575823864,0.41257184607960357,0.4129501244361739,0.25968994511220894,0.24172937209900813,0.290626311401203,0.2958963521518703,0.26690526900884315,0.4061093465978814,0.4544103861198879,0.35765865005012304,0.5196930323244561,0.4513122631264939,0.5273482272513241,0.44955047833797057,0.3741931017390851,0.5380695900070951,0.2738333355536757,0.20067399333780905,0.18341717250206435,0.1973301869599766,0.42427012953788945,0.34880737042742255,0.3009277511417377,0.37003190638726147,0.4372289289070555,0.4338367257880278,0.40781529268486844,0.4259966719947928,0.14107080157373644,0.15146450964688912,0.13740146576936169,0.18677754659209864,0.16271805744983725,0.1443897900055187,0.1580829732104278,0.16121589988124232,0.9999470943933984,0.9997257275341499,0.5350411321535598,0.9937082940282378,0.9918658398884548,0.9927185972829223
1711.87790799,0.4543311243064792,0.47014466111648207,0.34123002046063217,0.2250857646895113,0.18444218971435253,0.16630294257229902,0.09978229310120218,0.10111069643426468,0.41260964032407416,0.4265689849195673,0.4136736748601071,0.4139877944829002,0.25991718621005167,0.2417279688883233,0.2907924966856602,0.2962527565891222,0.2551965375620864,0.3970916425697714,0.44417028836914807,0.3488778240183907,0.5181536745462946,0.45098203933392855,0.522662436717905,0.4483377553936511,0.3739084079640077,0.5343872985976061,0.27441958060060856,0.20096355074259312,0.18383416855198542,0.19762392919577434,0.4241811462610869,0.3486453837236116,0.3008873515411441,0.3699593180875082,0.4375891425079414,0.4340183771193491,0.40808284800347344,0.4263252183446685,0.1410327709007954,0.15137614038289396,0.1372274759490109,0.18674304742786663,0.16321267959490235,0.1448946931360934,0.15849881392016588,0.1615061674031535,1.0,0.9998380643774474,0.535897241600744,0.993326944614035,0.9918424123670218,0.9931002521037896
1720.37798277,0.4557102910775151,0.47053206663496605,0.3419824627260457,0.22564955117236918,0.18410767204873463,0.16597497424916613,0.09959611973167783,0.10091436833196843,0.41313451477502966,0.4271997961742543,0.4142194598433804,0.41466107179569617,0.2601523906734429,0.24168651193955867,0.2907919202838193,0.2966491138302537,0.24326029390477907,0.38732909372478336,0.432775211633098,0.33952341282598636,0.5156101415379476,0.4498686584876927,0.5164456265103922,0.4460583511826233,0.37314098110001537,0.5290740551855957,0.2748650664858048,0.20109144111183372,0.1840285199830251,0.19777329028998591,0.4238868657529996,0.3484514505145015,0.3006698500228033,0.3694690418789033,0.43772511334925,0.43446465035277837,0.40814170242551395,0.4261987819794418,0.1411806199325681,0.15130668088800697,0.13714233505174128,0.18678291517788154,0.16360943573742742,0.14530813381901236,0.15879796109371433,0.16169920031849622,1.0,0.9997769654610527,0.536568394767122,0.9935967894857279,0.9916297125431057,0.9929783586578613
