,CAGR01 Calcite.,F1CC06B Magnesite.,HS433 Halite.,LAZE03 Prehnite.,bkr1jb329c Siliceous-sinter.,GDS26 Epidote.,GDS1 Analcime.,NBPP22 Clinopyroxene.,LAPP47B Orthopyroxene.,LAPO05 Fayalite.,LASC02 Forsterite.,GDS27 Hematite.,NCLS04 Plagioclase.,LACL14 Chlorite.,LAKA04 Kaolinite.,LAIL02 Illite.,GDS106 Margarite.,c1cy29 Vermiculite.,LALZ01 Serpentine.,LAMO02 Montmorillonite.,NCJB26 Nontronite.,LASA58 Saponite.,GDS23 Talc.,F1CC08B Alunite.,GDS145 Bassanite.,LASF41A Gypsum.,LASF21A Jarosite.,F1CC15 Kieserite.,799F366 Mg-sulphate.
1389.40721715,0.9925838432961815,0.9856475216573655,0.9933525503132388,0.9923967838336409,0.871230075413164,0.967252576022735,0.7990036652639857,0.9894251539536001,0.8965446246421697,0.7206688228984581,0.7101559296055769,0.9910566455665485,0.8823068886027574,0.9610092799503113,0.855673969287081,0.9660772983090943,0.9557542513697286,0.8227801105213461,0.9133124420670691,0.9367412824642228,0.9401327669253781,0.7731733307358943,0.7586853831599673,0.9730117777884324,0.876898142461595,0.9252535101433544,1.0,0.9075556292866882,0.9489761481119432
1395.0151167,0.9924001680671231,0.9824624261676407,0.9923767278264991,0.9922919683085386,0.8454857445055185,0.966238921085253,0.7714925233641832,0.9906917538574347,0.8848575282252518,0.7227155950367221,0.7177571106145642,0.9907369304052024,0.8845307316011779,0.9598701474258905,0.8420686331405832,0.9599682390963936,0.9315619199126938,0.8290942882369214,0.912761082855725,0.9196634440316299,0.9185884027795019,0.7595860579983506,0.743797856987782,0.962650997890692,0.8605594110386768,0.9196426734457456,0.9997908120929628,0.8942376573246589,0.941133463534389
1400.60415467,0.9927506439897313,0.9788843871396723,0.9911311361728418,0.9913926697278845,0.8207361774743164,0.9655180041358394,0.7363907342640572,0.9920271274191773,0.876905070578029,0.72516165085489,0.7261974625888328,0.9903107437935713,0.8871363424736484,0.9683157843814753,0.8385268234742197,0.9534376661805674,0.8923868123479534,0.8495160045253426,0.9260548406591547,0.9001168929013503,0.8931773298642934,0.7633790179618949,0.8145146733357171,0.9474424781512536,0.8459903651323581,0.9107737531616132,0.9994856702862583,0.8774626168306442,0.9313153445688498
1406.19775036,0.9931291876096962,0.9747207722801408,0.9902611930653359,0.9900277363027946,0.8022484048543772,0.9651537891816894,0.691204471536625,0.9936276682250831,0.8712553078256892,0.7289633812723242,0.7354667796840041,0.9892773901096428,0.8897771989791039,0.9747028986735992,0.8379625111577397,0.947878095665408,0.8497821476009748,0.8669945898954057,0.9422139099097784,0.8813245346183356,0.8687787905732688,0.7570380797009382,0.8798982732737362,0.9255429422190563,0.8288263745760929,0.8983942714529325,1.0,0.8577004447516134,0.9196729675208447
1411.81328293,0.9930858750960081,0.9713534048627084,0.9902712111179793,0.9888286267636984,0.7931186669653607,0.9639099500877473,0.6391149611896196,0.9954059936537564,0.8645562822040799,0.7334597166513303,0.7444985798252278,0.9889272546040164,0.8928597803327311,0.9780885767035087,0.8313357165530536,0.9440687609343437,0.8362533383162595,0.8781564647820699,0.9558333048287652,0.8703287166792693,0.8500624863380323,0.7495798705283836,0.9118354838675741,0.8944648860697235,0.8077369640633081,0.8827656241664195,1.0,0.835976315201179,0.9065936480905443
1417.45083527,0.9933439452377222,0.9687604554911644,0.9897893323618078,0.9874469208920506,0.7919051793377861,0.9615379720411277,0.5933695112259001,0.9963216309932045,0.8564600877357371,0.7377912466467286,0.7534411769404229,0.9895518846525229,0.8958810586802944,0.9807638742718761,0.8412247244151717,0.9438226038093634,0.8642089788992702,0.8836577244411777,0.9661269465800213,0.8723565045515144,0.8388560723883641,0.7500220491336339,0.9259713396112227,0.848071774337722,0.786651027068582,0.8640476113804383,1.0,0.8141132158009331,0.8937978419751407
1423.11049053,0.9942730730208578,0.966410542726642,0.9892210742594734,0.9856606479276776,0.7954254553946591,0.959361145637901,0.5704744542187793,0.9969220071749944,0.8480870958521268,0.7420425902980979,0.7624437462446035,0.9901075769328985,0.8986024738811886,0.9822445655355807,0.8800355387343203,0.9483624599820002,0.9059216777686501,0.8864029282914966,0.9732142886941287,0.885641213657431,0.8341074260726391,0.7583996339039889,0.9340705018719289,0.7896280730775183,0.7708884694861878,0.8439763322551932,1.0,0.79357774251548,0.8825822290230262
1428.79233216,0.9948696191878654,0.9643678902522818,0.9886654284703789,0.9834704052198479,0.8008702862193228,0.9571171932332454,0.5781222374864086,0.997674421643576,0.8392868485507431,0.7465807965460834,0.7714873680544887,0.9900327965233516,0.9015373819149503,0.9824749899454345,0.9138633203585476,0.9556034690117846,0.9370533189732866,0.8889491874809756,0.9785152082485757,0.9018634893484531,0.8335020332689118,0.7708525203995426,0.9402045520122111,0.7632612110933762,0.7652207401349778,0.8240510459059435,1.0,0.7755440611780766,0.8735343185486396
1434.4964439,0.9949688306097034,0.9626011861781929,0.9874169888678882,0.9809576137152302,0.806925306231901,0.9548459811723223,0.6081781048380955,0.9982443598917319,0.8298450606509953,0.7515038404454264,0.7809673597114919,0.9896118203743042,0.9043939674669573,0.9826121637119674,0.9355471000356314,0.9628939891219054,0.9551534605618588,0.891607383059195,0.9827676859946259,0.9161194441446698,0.8389470166436727,0.7840873124491622,0.9454150514806564,0.7784599932224002,0.7701675215966921,0.8023749736663384,0.9994225151000853,0.7597707200383569,0.8677878124158525
1440.21938683,0.9950990233794202,0.9608025792388024,0.9864679313975147,0.9793576664384036,0.8127423610993791,0.9527429933665604,0.6466096742082528,0.9989444757320477,0.8194937916875653,0.7565512901160413,0.79019573163309,0.9903802849701409,0.9070683587887354,0.9833767884322813,0.948677842182362,0.968182608703795,0.9665185851060523,0.8947024771575944,0.9864365138945904,0.9274763502130151,0.853166862698548,0.7960443409485478,0.9505980729069224,0.7999043745329796,0.7826494800371733,0.7781432776417027,0.9973401349827897,0.7459632945189927,0.8651128117691173
1445.9515979,0.9951788579973042,0.9591565528345324,0.9858324759072014,0.9775753772486431,0.8179636977929166,0.9499685646998416,0.6825855336695344,0.9992446524301491,0.8087852698010002,0.7618467321279304,0.7989420432717821,0.9906574278551609,0.9099645321584201,0.9845754408113876,0.9563865320055328,0.9718514348551471,0.9744930687682725,0.8978925750854454,0.9893788778382433,0.9351419170622454,0.8731517081214976,0.8057490317233231,0.9562854562253287,0.8029251354181693,0.7983175804804044,0.760258515537938,0.9937835774840492,0.7336036231525186,0.8656502925326346
1451.69304835,0.9951674352461464,0.9576386659509571,0.9857441738095369,0.9738806694911931,0.8222608951099857,0.9471339054940168,0.7095477297715707,0.9998268449579061,0.7981305956409963,0.7668750827573072,0.8075964100071793,0.9903964503074728,0.9127747152845852,0.9868917685993543,0.9616400783176641,0.9748322111487859,0.9798740258971601,0.9011492308979825,0.9917278071872296,0.9394263427216234,0.889704569256788,0.8130796928407283,0.9614065143082625,0.7903916233006942,0.8151824778100322,0.7594024115410215,0.9874025486737485,0.7226069073674684,0.8682878034253055
1457.44370948,0.9952269293345727,0.956463735593799,0.9855703438949172,0.9685239241558461,0.8261341068369095,0.944201316931979,0.7240632605985012,1.0,0.787368580365959,0.7723929054136267,0.8163107836666674,0.9910021310127133,0.9156064924067483,0.9892029903295898,0.966303518860621,0.9775774356062447,0.9831682959348907,0.9041433268089091,0.9932005644217519,0.9416985569054563,0.899887950941029,0.818376749954729,0.9653453457833837,0.7734161703041503,0.8300837664038764,0.7705669376214654,0.9771347145739616,0.7129872035910287,0.8717649847365844
1463.20355265,0.9951953657023435,0.9556497836199034,0.9858122549939285,0.9598516230242186,0.831427350303162,0.9412982037983242,0.729397094797312,0.9999723471032927,0.7760633219154914,0.7780644218971787,0.8250595481854703,0.9922721414248292,0.9181660163805699,0.9912149277825906,0.9698556152614044,0.9795500598011797,0.9856170109866369,0.907350496749411,0.9943509676806184,0.9446290967275015,0.9064977657889383,0.8237545469551439,0.9681510986586912,0.7564702449407751,0.8397156730952392,0.7818558730334643,0.9628571854288189,0.7044836960801151,0.875635421835128
1468.97254925,0.99547304210721,0.9549585971337327,0.9864294178310272,0.9458502413246838,0.8390983197092126,0.9380822273093579,0.7396399324311992,0.9999952161365699,0.764917248503876,0.7832820959999846,0.834205166748804,0.9928859742709346,0.9207446518813707,0.9931299323825593,0.9726952408558327,0.9814497337887745,0.9878423845213838,0.9107303657486202,0.9948864802333078,0.9484144782250467,0.9132427372364748,0.8319611372994183,0.9706491952192544,0.7304110538983739,0.8439268993157416,0.7897585796353422,0.9468229217193379,0.6971065513936214,0.8796389130435434
1474.75040717,0.9961605750926184,0.9543207880311302,0.9871156406876966,0.9280975336555538,0.8484840575156445,0.9336733568952975,0.7644975041655272,0.9999203971848347,0.7538348899258916,0.7889657565107692,0.8434334560556114,0.9937058578813677,0.9234835235120724,0.9944511521945086,0.9757495514571428,0.983538286159026,0.9902325073629259,0.9145171363329098,0.9954347422211861,0.9540569049210035,0.9207004727936848,0.8434144091569911,0.9736107935927171,0.6981540566981855,0.846665119503855,0.794547616552634,0.9335611467685481,0.691367444659111,0.8841472071158102
1480.53455271,0.9961381272064971,0.9539237236668812,0.9879852435063495,0.920471504264784,0.8583069277409853,0.9283773079277651,0.7956145610211965,1.0,0.742455086269345,0.7946315920939606,0.852391235126773,0.9947436279825785,0.9264288254366301,0.9957649146405848,0.9782725247651315,0.985447218481818,0.9921260519721518,0.9187577172289363,0.996783540193787,0.9594733070668278,0.9282863106631835,0.8560459729441595,0.9767294042761854,0.7061564788523956,0.8543295274555233,0.7965531711017094,0.9307058211744598,0.6871468198249266,0.8896195599193936
1486.32495713,0.9960073895977497,0.9535077215586386,0.9894167552121151,0.9323699663056686,0.8680915347665994,0.9231313164786825,0.8241666581662342,0.9997094438393742,0.7310569711002457,0.8005009071511325,0.8612031227333121,0.9962424247282687,0.9295750151139732,0.9964046036431834,0.9803406531814218,0.9867274922307713,0.9933628605096384,0.9229475152882243,0.9978772352019264,0.9638157974556278,0.9350300762631476,0.8678318818955842,0.979795184117902,0.7631219334980246,0.8664383993002301,0.7962652845406993,0.9422263868468346,0.6837644055438674,0.8954214112509863
1492.12159183,0.9964215482561886,0.9532995495925912,0.9902826565999944,0.9525719249526152,0.8776043864494965,0.9168417708799723,0.8485521494171822,0.9996967505974468,0.7197599528933399,0.8066650005642196,0.8697210891722863,0.9971592210106541,0.93254623787723,0.9967134470035743,0.9818387643601956,0.9880380569762555,0.9939590816832667,0.9271142366132443,0.9986502307704226,0.9677677651369625,0.9410635297286583,0.8784220764280531,0.9815932887841736,0.814009782616441,0.8785832160892801,0.7974796676123695,0.9585112815477501,0.6802381138909911,0.9017378840084382
1497.92442836,0.9967392910530328,0.9533783312328569,0.9905200585951031,0.9676547161729613,0.8868147131046774,0.9091474552856026,0.8685484691682706,0.9999157523576266,0.7084806806795308,0.8132417546317701,0.8778556346134887,0.9966468893816446,0.9349340487387519,0.9968124863046661,0.9827975837093479,0.9894956964993078,0.9936993656898376,0.9315251746936511,0.9991162534297774,0.9710101926839557,0.9462816454983337,0.8880672482446715,0.9830075258338149,0.8470093976781613,0.8900557833486639,0.8051380315304647,0.9689048729734165,0.6764502522674526,0.9080535995910152
1503.73343845,0.9968978033757028,0.9533064460601938,0.9909431794703534,0.9762114509803129,0.895464838767276,0.9004512895268216,0.8844076709142268,1.0,0.6968816725120036,0.8198194293540464,0.8854782212412837,0.9960422461562882,0.9373922230221171,0.996213325717108,0.9844584881116965,0.9906840409055386,0.9927817035069338,0.9359507142257261,0.9994297949878373,0.973936354930988,0.9510984704168506,0.896727181963182,0.9842525517477021,0.8736035658098336,0.9009398580546427,0.817642605649995,0.9736876168040878,0.6721023716173176,0.9140984526508027
1509.54899004,0.9969490958839266,0.9534861909426369,0.9913459144381392,0.9814850479568739,0.9035196147609147,0.8913836830042874,0.8978007888114129,1.0,0.6853990062279224,0.8261944251653143,0.8928210374013676,0.9959047241703148,0.9401204083832507,0.9957044610975339,0.9866699107033164,0.9921013940937741,0.9925685053611348,0.9407343718796939,0.9997595484421916,0.9769955452290825,0.9552670945869363,0.9046526034019627,0.9849491040823195,0.8989187365362561,0.9104493899387138,0.8291982568633852,0.9760727935638924,0.66702994688007,0.9198800978123837
1515.38336105,0.99695304353764,0.9540356431246113,0.9915941931848937,0.9852399241956782,0.9112366868563023,0.882286604233945,0.9096526845317655,0.999979587100309,0.6741088229970552,0.8330106528541257,0.9003373395565594,0.9967794645018354,0.942428591343359,0.995823356128949,0.9881975958643324,0.9931503814250634,0.9917935098693754,0.9458021950462775,1.0,0.9788810007759292,0.9591644402207357,0.9119569297275313,0.9854391091670038,0.9196094243061571,0.9175125004775792,0.8366612896285837,0.9762744313506047,0.6615183393340718,0.9252081713196706
1521.23658861,0.9970231914781895,0.9549310979174188,0.9916434362872814,0.9880739091825246,0.9183851822921223,0.8729850977956627,0.9207701957440801,1.0,0.6625623196497932,0.8396535062346948,0.9074273130028421,0.997561486661568,0.9450122896733962,0.995458288876342,0.9892296848552087,0.9938085227266374,0.9908281291563626,0.9508225432920692,0.9999763893055161,0.9809728101789158,0.9625963302083752,0.9187288478927335,0.9854317166310459,0.9346642244326754,0.9225209586455041,0.8401292803613494,0.9750526913664764,0.6552666889838712,0.9300315250411456
1527.10870977,0.9969905082622426,0.9557775171935652,0.9924306934868056,0.9900984974237129,0.9252425732360852,0.8632659967665016,0.93063161255765,1.0,0.6513218921563374,0.8460146460672113,0.9145268427688584,0.9980007562952584,0.9475927451713128,0.9951380336765029,0.9902402997207264,0.9940151129968905,0.9893603095913721,0.955837313507662,0.9998526079557104,0.9830466382735712,0.9656883042289779,0.9251720875499254,0.9843135168899454,0.945654326312763,0.9256913997457072,0.840902459848406,0.9737094991981282,0.6485912558761947,0.9343654042287151
1532.99976154,0.9970064465162649,0.9568116392920595,0.9936655035656426,0.9916146259105655,0.9315511039785246,0.8536839992874143,0.939084645966797,0.9999530186717296,0.6399707840274982,0.8527328758614126,0.9215315848057037,0.9980915082914523,0.9497269536168951,0.9947959865416546,0.9915849159556069,0.9947391879879703,0.9878758528444936,0.9603661988704743,0.9997548100631182,0.9845020357444998,0.9682226085809235,0.9314077951674383,0.9827140346164233,0.9539190110114516,0.9280003220673455,0.8410898364409864,0.9723080263283367,0.6417175674973795,0.9384719887550312
1538.90978084,0.9970820730410872,0.958021640803073,0.9946737238917912,0.9924129899581519,0.9375686635753234,0.845869045455916,0.9460131320693039,0.9999597653224076,0.6286128150465548,0.8593533483660198,0.9281893825795381,0.9988292940228489,0.9518019582929098,0.9947185138019615,0.9926766528157487,0.9963301871401654,0.9870590826225939,0.9644727635880184,0.9996404002717142,0.9861981317329536,0.9709060200774572,0.9374478270604318,0.9825602383741359,0.9613269463635886,0.931290402313131,0.8435025053960076,0.9714749533134123,0.6349215897733043,0.9422595485912109
1544.8387776,0.9971855884297246,0.959559126794213,0.9948411667002285,0.9931163915584699,0.943261896837897,0.8440309504575371,0.9524848016834488,1.0,0.6176765096500695,0.8657294293153512,0.9344630125630854,0.999564114806031,0.9541991710442729,0.9948538496432966,0.9939919066397859,0.9970329083393086,0.9880041462021835,0.9677664563130367,0.9996545951884044,0.9875994253091475,0.9730671195130657,0.9434075119386715,0.9847240346404937,0.9672408076080491,0.9361156590860522,0.8507182505833187,0.9712559675535016,0.6297601236958091,0.9456751270146677
1550.78660554,0.99709171197147,0.9614440947291673,0.9952186586625816,0.994034217238205,0.948528808487623,0.8483112831224252,0.9586305258275052,1.0,0.6066517255150602,0.8719859518015016,0.9403506179880469,0.9995527760739963,0.955769147304752,0.9952326101711995,0.9948737816899575,0.9974191581006211,0.9892892088630264,0.9705461261398579,0.9996611590145942,0.9878964418125313,0.9751673752635508,0.9486071768076396,0.9877129051814868,0.9718768380652629,0.9428257945244362,0.8625157267967937,0.9719363216614247,0.6281383780143627,0.949024773063362
1556.75329898,0.9971543800990765,0.9634398259942573,0.9955510388914731,0.9949637528703428,0.9534358219947369,0.856406054112432,0.9639214784616996,0.9998114145289769,0.5957420156447927,0.8778806778065563,0.9461733754335707,0.9996543550187604,0.9574624435694399,0.9956282554384849,0.9952357261731247,0.9975264228149913,0.9906258350389314,0.9723130233767114,0.9996681035154779,0.988182335525955,0.9771655619795424,0.953448924055881,0.98976622306408,0.9757146268948783,0.9499021696544422,0.87656522642022,0.9732863535198341,0.6296705320488201,0.9520975128547423
1562.73889214,0.9973695877019093,0.9653895818273064,0.9961775773553169,0.9957085012888997,0.9579623781012306,0.8653458917797721,0.9684068506610173,1.0,0.5848883790336816,0.8832463051589768,0.9516023909917593,1.0,0.9592648797971044,0.9955515813378972,0.9957887923010755,0.9978790436838346,0.9910804229636575,0.9738466457568838,0.9997881368929344,0.9893082302197964,0.9790829705306224,0.9582716433020311,0.9909801507157119,0.9789739031186449,0.9565065704163014,0.8897287507161102,0.9759127417884572,0.6321390483180906,0.95518100764919
1568.7434192,0.9971164335825377,0.9674645511697023,0.9957945590083553,0.9963616095639952,0.9621308723204209,0.873428227329865,0.9724348475905386,0.9999585978392511,0.574286580842294,0.8883909023642982,0.9568595941958806,0.9999888320225884,0.9607067610987226,0.9958907416784297,0.9967078177716806,0.9981415108632107,0.9914748833446162,0.9756907205859405,1.0,0.9907942006414183,0.981267185419329,0.9627512482290917,0.9918650991257937,0.9811258692351227,0.9621797141141523,0.9009282510371194,0.9787940013181081,0.6341083287864234,0.9579631256558886
1574.76691423,0.9970966812469647,0.9698737465135783,0.9953412246778365,0.9966871230435866,0.9660575588803715,0.8805030170033791,0.9762116429748315,1.0,0.5636313692150817,0.894141584628111,0.9616917351097196,0.9996648032215846,0.9620283254473494,0.9962577670275201,0.9972872570211672,0.9985180144538501,0.9923675181456754,0.9774913543285416,1.0,0.9924389283571895,0.9830498941920605,0.966374665625191,0.9926149348470864,0.9829948802175346,0.9674673920197087,0.9105974834004165,0.9818351914655586,0.6351611512440625,0.9606624793393209
1580.80672696,0.9970110077056519,0.9718827951482655,0.9954146649283373,0.9969444800717061,0.9695868774223151,0.8871497385523254,0.9802848603456694,1.0,0.5530769035264833,0.8995291303431476,0.9663609856891003,0.9996358946126237,0.9634387660981678,0.9968617350753679,0.9979713271308746,0.9992132159768707,0.9935225427853154,0.979425183599292,0.9999556088371881,0.9928003863275071,0.9845319497174745,0.9699468956081073,0.9932741594182749,0.9844242260902973,0.9717690544787553,0.9197767053491553,0.9844975455533226,0.6352661049696453,0.9631732982266376
1586.85843732,0.9970323479365123,0.9736541429181198,0.9957905441140139,0.997126991058686,0.9729265481479703,0.8933778835830263,0.9843136902998115,1.0,0.5428933123349803,0.9052086463525711,0.9705829514417043,0.9997727566271928,0.9646710091796276,0.9975596523345058,0.9981282359186135,0.9996016095535841,0.9948441864530044,0.9811286880580099,0.9999128077116185,0.9933066262192999,0.9859610234794731,0.9734605479649294,0.9934877354383981,0.9857544131494224,0.9752011646206894,0.9282592113039454,0.9872471522939477,0.6343559227674853,0.9657994193561575
1592.92202448,0.9974383573432508,0.9753115272099178,0.9959712227442951,0.9974798510806804,0.9760354660221189,0.898944440498571,0.9874671453112198,1.0,0.5329202531732583,0.9109258924586975,0.9742293791749165,0.9994916173139273,0.9660870276359391,0.9978624792716475,0.9985613826859304,0.9997641991768154,0.9958373312662786,0.9829135341709578,0.9995558872178413,0.9941352177425837,0.9871488260860842,0.9771280652773068,0.9935976333543713,0.9870477641451499,0.9786951720931474,0.9360788187622155,0.9897146988977893,0.6331339904567096,0.9681656402867896
1598.99746754,0.9984157591301337,0.9770041765694654,0.9951717758145567,0.9971098692885397,0.9788831915290687,0.9038329320674303,0.9892589156957521,0.9999447970353886,0.5228623740583571,0.9163905564614803,0.9776741182980367,0.9992023353360002,0.9677736667800304,0.9983912980365913,0.9992478083469422,0.9994813276927663,0.996568950335579,0.984554439724082,0.9997477484693297,0.9955693502684753,0.9885439532865846,0.9801621353060959,0.9941066686860104,0.9881248491702348,0.9828106576269854,0.9440166426318516,0.9920413056073835,0.6319694469626944,0.9706401016892743
1605.08474557,0.9985799915556189,0.9787958849714076,0.9945982273683449,0.997179959090527,0.9814692411216256,0.9081398871382808,0.9913866271869686,0.9998992513945155,0.5128969664456051,0.9213416413184866,0.9809675588990554,0.9990793049588185,0.9694680493073423,0.9987544578446188,0.999772281622132,0.9994327197540765,0.99685464540831,0.9858000538184746,0.9997051109781577,0.9963530357245682,0.9897464091567281,0.9828420368510523,0.994775029156289,0.9884624805702021,0.986418485675296,0.9519454555223659,0.9941471514805368,0.6310361066294112,0.9729342218565633
1611.18383758,0.9982419934364031,0.9804009288080203,0.994769282153951,0.9977879320429335,0.98400324623743,0.9119414378039324,0.9936896050526339,1.0,0.5032356334314082,0.9264498284264768,0.9840981088757172,0.9993346618479646,0.9710431735018584,0.9987498195738546,1.0,1.0,0.9977723861432438,0.9868623372116919,1.0,0.9966467536125625,0.9907795227741261,0.9850528922341782,0.9951536413101932,0.9896054183536825,0.9891216709671007,0.9597244081028958,0.9957660332414107,0.6308903390803268,0.9752803020937896
1617.31109985,0.9980861365831162,0.9822257956819046,0.9952584313570805,0.9979946137801641,0.986143195441482,0.9151281050245627,0.9960817547652062,1.0,0.4941258820863644,0.9316415282383893,0.9864673586853715,0.9992173700962981,0.9721600658246206,0.9986984071277146,0.999744039269833,1.0,0.9987768527245935,0.9879544372100205,0.9999134088236461,0.996479603746986,0.9916400977473483,0.9874929904799585,0.9952980990132614,0.9911504712636038,0.9916329067944641,0.9669296901016796,0.9970035945447983,0.6318971400688986,0.9774866382376034
1623.47024896,0.9981587000543786,0.9832289735913607,0.9956331828853894,0.9978875504140995,0.9883746470390488,0.9180880793974924,0.9979699985009189,0.9996549213411864,0.4851138394200147,0.9367234932808596,0.9886261451040769,0.9986960664589897,0.9727686126153263,0.9986960658458567,0.9992051425426662,0.9996923916441145,0.9994112899678518,0.9885589513270999,0.9996991496384204,0.9956463589456703,0.9923075872166359,0.9897957924242959,0.995395526455611,0.992471761771424,0.9942694504115458,0.9731718605241566,0.9980907224593513,0.6339487907434652,0.9796026354004426
1629.66154068,0.998114911119345,0.9844500562547087,0.9953834679502297,0.9980597015618212,0.9902907507773789,0.9213469444442861,0.9991047151377377,0.9995753686045566,0.476527146134731,0.9412558179104596,0.9904456840346342,0.9981157496355306,0.973079314290711,0.9987808441846948,0.9990166038157643,0.9996303812638011,0.9999129168307328,0.9891566512739727,0.9998316701164724,0.9952248967351931,0.9928995486816276,0.9919824921622357,0.9953697753975228,0.9934281592072913,0.9964784738597541,0.9790141890786185,0.9987324225614349,0.6369419656368356,0.9817293533187084
1635.88523392,0.9986358468979721,0.9849962143993902,0.9948178289278063,0.9981955347137114,0.992073646866964,0.9243648179736738,0.9997921373683418,0.9994081588271192,0.46829842228795043,0.946153305226688,0.9922294959003296,0.9978045856663296,0.9734996731813653,0.9990224894826945,0.9990002815330026,0.9999564512170587,1.0,0.9902039929872121,0.9998384058507463,0.9954536001911245,0.9937562948286625,0.9943384126915336,0.9953522527299353,0.9943106991232751,0.9982678847190757,0.984875419963212,0.9991566278005064,0.6412185901165568,0.9835738938370024
1642.14159076,0.9990962660744576,0.985509090750555,0.9941696475684685,0.9984464562062229,0.9933165314206058,0.9274844289485609,1.0,0.9998417444443043,0.46033298688869045,0.9505606568635725,0.9936091462658332,0.9976446192902436,0.9739254008101904,0.999250693809664,0.9993561435259477,1.0,0.9998828894749566,0.9910117159282299,1.0,0.9955121444993307,0.994709343438586,0.9963238282523441,0.9953096992387739,0.9949333517842016,0.9995832973630351,0.9898738118722269,1.0,0.64647111740762,0.9853450935752501
1648.57498892,0.9990207699422771,0.9861318790785228,0.9936718087778066,0.998506368259059,0.9946923773353228,0.9306019746759119,1.0,0.9997895356845385,0.4525979289865689,0.9547613339763201,0.9944807708464158,0.997522537471514,0.97447714399616,0.9989539749293485,0.9993155813618484,1.0,0.9999705473999877,0.9920628953586075,0.999920960619006,0.9955881383892219,0.9952034881175469,0.9976315191938737,0.9953087647206499,0.994696196156097,1.0,0.9939929379903696,0.9995297463620616,0.6517128260807269,0.9871674322452919
1655.33520858,0.9986554415139963,0.9866765276043632,0.9938549606403393,0.9985682376134134,0.9954158241580621,0.9337659321176449,1.0,0.999375911566778,0.444877994495884,0.9597367108754781,0.9951382954030444,0.9970835110758325,0.9752141126981997,0.9988449849438096,0.9994493212947655,0.999217400462146,0.9998200180366703,0.9932351558428333,0.9996159691664757,0.9959745401612606,0.9958494791013748,0.9981573062222088,0.9952960074922272,0.9935533331724261,1.0,0.9970346332862412,0.9988496605801015,0.6558456085141822,0.9886317663482976
1662.47344048,0.9981698564020192,0.9852298907137433,0.991549402242148,0.9981672074672325,0.9930722545386451,0.9379020863514188,0.9993660533686345,0.9976212774304977,0.43603350190739915,0.9664944064138831,0.9928660550878273,0.9954994121342599,0.9787919598675885,0.9984636048295168,0.9982591422744281,0.999107502230806,0.9978642406294145,0.9927481875081956,1.0,0.9978879614816123,0.9972121163727974,0.9955446917936764,0.996456448416819,0.9949450740077472,1.0,0.9981058444887116,1.0,0.6611793515067186,0.9909083521127695
1670.05561049,0.9986138309041361,0.9910040409177665,0.9981449408341806,0.9987542081110964,0.9976999429226903,0.937689190231771,0.997932535109953,0.9998464230648569,0.4284186414631013,0.9678337799834421,0.9961872319774682,0.9949836221107113,0.978639878129865,1.0,0.9976484395278371,1.0,1.0,0.9929363713328959,0.9982192479030071,0.9971462493709397,0.9979387284560001,0.9972446746091719,0.9951465923708137,0.9894481547054167,0.9990707088667853,1.0,0.9998854110982706,0.6626454077012196,0.9950074298380628
1678.16902352,1.0,0.9879576448641333,0.9952976103126701,0.9977072057174139,0.9962091998531308,0.9422511467002098,0.9986397679935509,0.9982343102989764,0.4189247492632445,0.9715542589267384,1.0,0.9925972873529798,0.9770991836229442,0.9959212714273249,1.0,0.9985332525464631,0.9959499474373971,0.9911118090972184,0.9985113259712602,1.0,0.9994158445313149,0.9960296327920342,0.996124779693669,0.9860993913742744,0.9964914670342225,1.0,0.994244907784825,0.6656440134912097,0.9929570933258623
1686.55255666,0.9983216518951977,0.9871964156217508,0.994236443432269,0.9987975580225967,0.9983323287821625,0.9429571909574054,0.9993440451172082,1.0,0.41159837560624446,0.9762038227090029,0.998017672762234,0.9947251647157227,0.9780884899271606,0.9966504506549281,0.9969490811320707,0.9980545955563294,0.9990318390055755,0.9980523734355756,0.9985279094325747,0.9983086124062797,1.0,0.9974957784483092,0.994698061868401,0.982674470473335,0.9972471378028782,0.99728315818407,0.9963643196278582,0.6710036005426439,0.9897405342171457
1694.9652068,0.9998461428745382,0.9901883232040224,0.9957152363295217,0.9974082267688239,1.0,0.9499867126858116,0.9942956112607106,0.9953436467664585,0.4010496821024992,0.9797923863561919,0.9967003564309895,0.9951401251000201,0.9762254766361839,0.9951384845317977,0.9977993746221165,0.9925581070041383,1.0,0.9959874223652572,0.9990978488276767,0.997272039040301,0.9981838954184057,1.0,0.9949839524300932,0.9783012687087548,0.9912001168813,0.9968700385096247,0.9948125125414186,0.6729628583450715,0.9934363299370942
