,CAGR01 Calcite,F1CC06B Magnesite,HS433 Halite,LAZE03 Prehnite,bkr1jb329c Siliceous-sinter,GDS26 Epidote,GDS1 Analcime,NBPP22 Clinopyroxene,LAPP47B Orthopyroxene,LAPO05 Fayalite,LASC02 Forsterite,GDS27 Hematite,NCLS04 Plagioclase,LACL14 Chlorite,LAKA04 Kaolinite,LAIL02 Illite,GDS106 Margarite,c1cy29 Vermiculite,LALZ01 Serpentine,LAMO02 Montmorillonite,NCJB26 Nontronite,LASA58 Saponite,GDS23 Talc,F1CC08B Alunite,GDS145 Bassanite,LASF41A Gypsum,LASF21A Jarosite,F1CC15 Kieserite,799F366 Mg-sulphate
1105.31879326,0.9962045824756963,0.9997992577564152,0.9992005336468606,1.0,0.9999568496248605,0.7701403092840494,0.9871028428091528,0.6722022662653366,1.0,0.7125853483320365,0.5033594407964644,0.971431387480305,0.8973871907037927,0.9393157991555968,0.9992672941604717,0.9216497395603255,0.9348729218873374,0.9982559701217593,0.9764974031255247,0.993300170051472,0.9914701821793264,1.0,0.9886951696587039,0.9987257489985285,0.9980050816366794,0.9998401329601702,0.9729725592093503,0.9999340984877213,1.0
1110.586164,0.9962210647599586,1.0,0.9993038381626108,0.9999850180115912,0.9998896792566777,0.777673559845791,0.9846035004535271,0.6855586332313662,1.0,0.7123618638346318,0.5078948780908119,0.9723153345382232,0.8954852103732425,0.9373083072486591,0.999360324039729,0.9209389607014783,0.9341967957289355,0.9988486339643379,0.9761149839965556,0.9926946860056376,0.9935551576328175,0.9997155574040871,0.9896752251552453,0.9985941707661096,0.9973353701016202,0.9997876628936794,0.9762820391294815,1.0,1.0
1115.8549131,0.9958831018366167,1.0,0.999463344971835,0.9999837196390973,0.9998066649662185,0.7851886982351526,0.9825537870228283,0.6990730859375653,1.0,0.7124417843070255,0.5127629232187744,0.9731532738537654,0.8935637031889353,0.9359712360036571,0.9996160634000456,0.9207321044285958,0.9330405572446672,0.9995975746450042,0.9759658503296319,0.9918230138372852,0.9958852128270855,0.9990761186015672,0.9905992654711283,0.9986114246941901,0.9967604256430171,0.9995127041647799,0.979187722867697,1.0,0.9998351387862605
1121.12502863,0.9959602578224176,0.9999690945459317,0.9992956311026591,0.9998818470838031,0.9994557837202757,0.7926747438115412,0.9804162536060387,0.7128258388696923,1.0,0.7124796632896855,0.5180004916542222,0.9740897953551948,0.8916530462948534,0.9353286070425282,0.9997575146332607,0.9204472913360052,0.9322613061236785,1.0,0.9751859003472,0.9909637395830947,0.9976007585695025,0.9983905694674668,0.9913708744451311,0.998937652446367,0.9967429929805557,0.9992845848682962,0.982054495823194,1.0,0.9993640183124468
1126.42117712,0.9961700740406713,1.0,0.9987628403443243,0.9996449465123733,0.9987878187025733,0.8002930763078349,0.977640965094727,0.7265971170060859,1.0,0.7128613476377704,0.5230464755569696,0.9755771364941279,0.8898676826045377,0.9347662762649882,1.0,0.9197063987372492,0.9321422291683238,0.9997926731692268,0.974679519287603,0.991012046986718,0.9985360573201217,0.9972866356737561,0.9922413802949657,0.9994029287625494,0.99633349282757,0.998804343403252,0.9850902200101093,1.0,0.9984909189159189
1131.75559815,0.9962350420817389,1.0,0.9985508052625859,0.9995324739263123,0.9977937056554291,0.808207488529551,0.9737576631139434,0.7400229571453965,1.0,0.713608626683765,0.5275176455450683,0.9779186599445052,0.8880235919855032,0.934020867472299,0.9997128163229917,0.918755060361992,0.9318791585126824,0.998854822488252,0.9744621849863864,0.9914256521093137,0.9994615172091176,0.9949693743081219,0.9931326129065868,0.9998524870938659,0.9944609321807971,0.9979784405923867,0.98759721900926,1.0,0.9974006084549897
1137.12876151,0.9963043920329714,0.9999298876015619,0.9981381889341934,0.9996001126662709,0.9963123688791762,0.8162751634809462,0.9679746099172782,0.7530963570260852,1.0,0.7148783755558271,0.5319167299820461,0.9807535942325774,0.8861502055562145,0.9331363311145207,0.999700776769416,0.9183999931883268,0.9315724431187578,0.9978350872055886,0.9745002317127394,0.9908615174607244,1.0,0.9913391745899138,0.993745992555867,1.0,0.9914455263713311,0.9968582686238755,0.9894629567729849,1.0,0.9956713100186798
1142.54114608,0.996510543927218,0.9999273599616402,0.9977123503055272,0.9996599087390693,0.9942522982684588,0.8247555694541739,0.9587152369899139,0.7660611567069286,1.0,0.7170895226714606,0.5364306704796155,0.9831288353592569,0.8843618322969419,0.9329729853545757,0.9997868070653374,0.9182099370776406,0.931597382401021,0.9967404892673121,0.9741565236762884,0.9896907617706021,0.999935290086581,0.9865805222982942,0.9941787399514487,1.0,0.9875372641510223,0.9952049566577521,0.9912530390219019,0.9995075158872447,0.9928524454034597
1147.99324008,0.9966663355090029,0.9998316157426633,0.9978081481167494,0.9995478794312309,0.9921202431775137,0.833830889461511,0.9433548640759846,0.778660190208229,1.0,0.7199151719552848,0.5406001667069621,0.9850770376238548,0.8825248355927311,0.9333748141556137,0.9994941246122083,0.9183043488612119,0.9321177997438453,0.9955293708454894,0.9736815990012654,0.9885508385695726,0.9995077578819622,0.98126530753652,0.9947568062134088,1.0,0.9824319163531947,0.9925730049407044,0.993138924399946,0.9981394864020864,0.9886984641074005
1153.48554133,0.9963567734366441,0.9997239098933911,0.9981513484766522,0.9994267436877846,0.9910120995581448,0.8434707782355575,0.9225818631886946,0.7906623565401535,1.0,0.7222304498564623,0.5445902409706027,0.9874137713267567,0.8807456538779467,0.9339480874029599,0.9994288750059379,0.9186336941439138,0.9327068932722908,0.9944790373870056,0.9730757889254295,0.9887973446449602,0.9989782668623985,0.9777685292535626,0.9953587095222046,0.9999611346726158,0.9751059659517938,0.9886408613004125,0.9946448478246489,0.9961076412246193,0.9833029691507391
1158.99647413,0.9957952862339632,0.9997760542594979,0.998725750825969,0.9993758115674812,0.9911937008218507,0.8528342464624791,0.905425762515757,0.8022077580659043,1.0,0.7236187730949678,0.5482962619589601,0.9898827128753003,0.878798521880124,0.9346225970053005,0.9996343186672906,0.9190580443502819,0.9331807376927852,0.9937188049754605,0.9731208619070284,0.9899320400490218,0.9990060756595718,0.9775030754897143,0.9958209811711208,1.0,0.9664053562272729,0.9839467448577919,0.99546899750743,0.9939378222784152,0.9773647429260865
1164.48107738,0.9959477370550851,0.9997971306261291,0.9996138827289577,0.9993428526810987,0.9920440018714253,0.861772696858914,0.9042208835562767,0.8132307875113028,1.0,0.7250098701959519,0.551257283247253,0.9919409540009304,0.8767226328284253,0.9355353591705726,0.9999432328627513,0.919590847203748,0.9336214974985848,0.99332637633414,0.9740307339702732,0.9906261678955334,0.9996448453614785,0.9797985118862549,0.9964671112272023,1.0,0.9599784551499349,0.9782768266851558,0.99596755443874,0.9920940836122731,0.9716045283606497
1169.93996942,0.9965648458326997,0.9998473189753087,0.9999434155191818,0.9993870513697007,0.9929820783767392,0.8713964522108861,0.9169650829386204,0.8238403460405891,1.0,0.7266886510654416,0.5535568664510898,0.9938927295411034,0.8746111512093265,0.9365840920594505,0.9999349500046569,0.9202609695921576,0.9340419566583485,0.9933822030136945,0.9747751382930837,0.9899157691381179,1.0,0.982714922497514,0.9971027529026283,1.0,0.9592624359051303,0.972345041947486,0.9966386658829947,0.990728685682992,0.9665276395868344
1175.3737451,0.9969132968071536,0.9999866475992595,0.9999096124662585,0.9994654907242296,0.9938814610139813,0.8820103599113779,0.9324904292583621,0.8335666645337562,1.0,0.7279094291851568,0.5556931729343936,0.9961102892518884,0.8729038562846525,0.9376363008120774,0.9996260744917517,0.9207630186806336,0.9345772048255638,0.9937906946633069,0.9754174490386128,0.9896015580766377,1.0,0.9854602251865168,0.997635847565033,1.0,0.9637981044220045,0.9676451308620142,0.9968983987684805,0.989576326578246,0.9630919304427378
1180.78297699,0.9965462491334048,0.9999890259096811,0.99942274134759,0.9995935710168583,0.9946513404346008,0.8933090695285982,0.9446556905268929,0.8426423774110319,1.0,0.7283510800150266,0.5576230170039876,0.9982643605870366,0.8714623303161685,0.9387511436380954,0.9997246574830344,0.921682514215604,0.936080559049921,0.994451180079308,0.976214638983564,0.9899305780797729,1.0,0.9878643827348937,0.9985952541718836,1.0,0.9700100852183898,0.9648765175716194,0.997259161791333,0.9884197156360165,0.9614868328743106
1186.16821657,0.9964218106759015,0.9998967908820592,0.9985066605904531,0.9996737037545731,0.9951386781969357,0.9049381633628061,0.9521116741227816,0.8511927102443702,1.0,0.7292375334025932,0.5593463258013595,0.9998341490321075,0.8697980065075673,0.9400494464298501,1.0,0.9235179118917312,0.9382130387175027,0.9952160647867889,0.9770670828215132,0.9905665509449275,1.0,0.9894828525177506,0.9996894316878959,1.0,0.9751525050412598,0.9631022613061652,0.9976281194274768,0.9872843062863728,0.9608510897738946
1191.52999524,0.9967738445085003,0.9997914220974811,0.9978066025617995,0.9997351049423338,0.9955175551174038,0.9163184148645391,0.9562985420489502,0.85916224538378,1.0,0.7298995643338482,0.5606618604346265,1.0,0.8679212952118265,0.9413672381263926,1.0,0.9250370246714609,0.9399505069417421,0.9961846967992845,0.9780747233041188,0.9920039559817996,0.9999192237221401,0.9908180516856053,1.0,0.9999818352634359,0.9785831970283342,0.9623383269192634,0.9980817641093886,0.9859928626729402,0.96050743616616
1196.89576018,0.9970795591854623,0.9995903372571245,0.9975145612768191,0.9997349568558886,0.996041999531809,0.926710487242458,0.9598000270164491,0.8668903681270721,1.0,0.7297712746815453,0.5620881181593589,1.0,0.8660985119391064,0.9430253436501085,0.9999044611134623,0.9260491437580874,0.9408860912335208,0.9976577551034286,0.9785977992547836,0.9937849762055759,1.0,0.992047596091892,1.0,0.9996724505658247,0.9808594312782897,0.9622209864315852,0.9987002873954777,0.9842054010386417,0.9604320233735002
1202.26638934,0.9974320315140817,0.9994945201897841,0.9983003921197807,0.9996055422709018,0.9966337701222551,0.9359101702020064,0.9649601587969533,0.8742103260869648,1.0,0.72910873529462,0.5635335562170881,1.0,0.8646431903120395,0.9450162594137566,0.9996851150010956,0.9272377343255899,0.9419010525534374,0.9991278720573968,0.9793218753807262,0.9962155494357495,1.0,0.9932465270413455,0.9997200388863391,0.9989334601527182,0.9824646190649368,0.9623817809289692,0.9991714740163509,0.9823324915334093,0.9607723747043109
1207.64185238,0.9973607601713318,0.9994734745199505,0.9988406710180743,0.9994437426982581,0.9971818713120872,0.9452216946982193,0.9704080990964817,0.8806474015130685,0.9999180573896208,0.7281467185960574,0.5647042068167685,1.0,0.8634590782002373,0.9471735722895152,0.9992146536906202,0.9287641382756041,0.9435263064139269,0.9996050177456164,0.9806848357232684,0.9987228081378788,1.0,0.9941160005170644,0.9995449344048012,0.9975625558689998,0.9841925746560717,0.963068148608544,0.9995435712212538,0.9810103864951558,0.9614625457661271
1213.0221192,0.9970102109622906,0.9991752381963478,0.998833754680604,0.9992889617154403,0.9976436788910759,0.954064198257882,0.974507925025984,0.8866486739112781,1.0,0.7273764560522634,0.5657267462635156,1.0,0.8624619152684226,0.9493030983205378,0.9990951514740634,0.9306827554687015,0.9453835166972083,0.9997412462785803,0.9818962154398776,1.0,1.0,0.9952992148320281,0.9997902240199024,0.9956342422360079,0.986572284655397,0.9652084172518243,1.0,0.9797615242293161,0.962066876798164
1218.40715994,0.9971272777915066,0.9988668155353768,0.9983987967776121,0.9993085520011059,0.9980250373821679,0.9622169135713824,0.9774409594177522,0.892332386069414,1.0,0.7263663853469687,0.5669152307647121,1.0,0.8614107930621911,0.9512126652768478,0.9984760338942811,0.9321398132071851,0.9471262103064129,0.9999654902423105,0.9828105315589898,0.9999032555073915,1.0,0.9964078091803272,1.0,0.992778335209364,0.9890258224686183,0.968042453578537,1.0,0.978342939086654,0.9624507683983754
1223.79694502,0.9971962166249784,0.9988568453554477,0.9977680107003591,0.9994762538529217,0.9982470994191761,0.9700879202498653,0.9794804351639489,0.8977240185192943,1.0,0.7246435036034651,0.5682343920119526,1.0,0.8602201204005119,0.9529896066723569,0.9970539364034763,0.933228063631072,0.9486040160199097,1.0,0.983093805990564,0.9991493642842041,1.0,0.9973908474163482,0.9998550595786578,0.9890109204879626,0.9912084914035144,0.9702060362161377,1.0,0.9768502850069201,0.9631459400232856
1229.190873,0.9971834733856046,0.99899449888498,0.9975183723001806,0.9997672752282939,0.9983595273049102,0.9771027297823952,0.9804297585217087,0.9030533900796395,1.0,0.7226381019820732,0.5697707581522863,1.0,0.8592691592961665,0.9548668689058926,0.995252913099734,0.9347005540808403,0.9502121745721946,0.999961897946043,0.9830156978565532,0.9985818767285628,1.0,0.9980604373499952,0.9994691189736595,0.9851885890957458,0.9930024513135898,0.9719186271565387,0.9999993295277206,0.9756274778327158,0.9641898977127186
1234.58829679,0.9972425588551977,0.9992327838522221,0.9971477558968943,0.9999496753933247,0.9984368796085953,0.9825714337600989,0.980887410936509,0.9080187791517104,1.0,0.7212525661786356,0.5713714539572589,1.0,0.8584210513712475,0.9567645894518334,0.9937387420685703,0.9361344288891136,0.9519670704773925,1.0,0.9834523144663319,0.9991962599133919,1.0,0.9987192326200167,0.9995678230336386,0.9818785781400331,0.9944677016776957,0.9742287302423601,0.9999395423753051,0.9745682390227054,0.9652973262973009
1239.98919257,0.9976247251548844,0.9995672483511029,0.9970427585122096,1.0,0.9984796647791335,0.9871151796757219,0.9818194175811484,0.9126536154211871,1.0,0.7204749047271957,0.5729930921168184,1.0,0.857473174758293,0.9586704741359561,0.9926728692430232,0.9374915134521149,0.9540303743063625,1.0,0.9844185752575888,1.0,1.0,0.9991174662573129,0.9999190994978394,0.978831941205286,0.9962038676385815,0.9773881418237537,0.9999555966195195,0.9736200779501826,0.9666198711186103
1245.39353673,0.997846486427308,0.9997499880453861,0.9974424823063803,1.0,0.9985421055576003,0.9910274814647508,0.9832350130384012,0.9174519177794553,1.0,0.71923802137221,0.5746544453620788,1.0,0.8566320170448926,0.960431050088492,0.9927066743628746,0.9392040346068691,0.955936958510061,0.9998030653053444,0.9857200149362267,1.0,1.0,0.9993875004115513,1.0,0.9754993625126386,0.9977140458253778,0.9806340379967036,1.0,0.9727912463522621,0.9680684745497661
1250.80130588,0.9979013503001949,0.9997755387068668,0.9981710533737406,0.9999784712493093,0.9987693997035021,0.9944300620604443,0.984513880108564,0.9222042953865691,0.9999579956562747,0.7177905742244652,0.5766060887423258,1.0,0.8559601666109462,0.9617808869777993,0.9933624169858605,0.9408494456813784,0.9573159706264686,0.9992086437855111,0.9873534666540773,0.9997138044341781,0.9999413898274757,0.9999508899983031,1.0,0.9710785300172028,0.9989290294423857,0.9834035743253032,1.0,0.9718762445622791,0.9695819482219006
1256.21247686,0.9980989112600652,0.9998539498516339,0.9989418504678527,0.9998805671063917,0.9991873110702991,0.9974266037117969,0.9850653522507845,0.9265799594817316,1.0,0.716150050961188,0.578953395354958,1.0,0.8553550608246513,0.9631382561804235,0.9940870425613236,0.9423657724588681,0.9588573045513168,0.9984775489817963,0.9886451129473149,0.9997484595932531,0.9999611202534604,1.0,0.9992874177128717,0.9645515850604244,0.9998177980067052,0.9858275636869139,1.0,0.9712154611251148,0.9710994646637173
1261.62708732,0.9980734626148615,1.0,0.9997126001062782,0.9995130993825748,0.9996051439471019,0.9994448176541832,0.9852666301921134,0.9305939313325274,1.0,0.7146133928528996,0.5814918103774168,1.0,0.8548680154912085,0.9649055867005405,0.9941042571093993,0.943614113847289,0.9608774295021962,0.9979415890467428,0.989217859919597,1.0,1.0,1.0,0.997304353845062,0.9568804226776036,1.0,0.9878035547688503,0.9998487218707405,0.9710627298056688,0.9725755503050144
1267.05580532,0.9978497529233042,1.0,1.0,0.9988784233573605,0.9999192218400262,1.0,0.9853364245705325,0.9343331305904514,0.9997108625026302,0.7129029031085226,0.58406129225056,1.0,0.8544344723820448,0.9667870819552463,0.9933113274940127,0.945026679351755,0.9629097429150186,0.9973770537313256,0.9894318072748265,0.9992930050958992,1.0,0.9995915804334022,0.9934654995136838,0.9529768213929054,0.9997643072221825,0.9891639535173664,0.9999478296072318,0.971346459029877,0.9739549818295435
1272.49861965,0.9976372927560315,0.9998837830569444,0.9998409728117936,0.9980472216073069,1.0,1.0,0.9850005836449375,0.937981306021321,0.9989699223005956,0.7109756823967597,0.5869305151218577,1.0,0.8541274658328073,0.9686271815666083,0.9915047487779259,0.946541927049982,0.9647989272635419,0.9960285542238857,0.9900640179336555,0.9986635476010278,1.0,0.9986685639698382,0.9889645511475434,0.9566854239466608,0.9996222973222078,0.9901655407985506,1.0,0.971730995613284,0.9751851734442267
1277.95551888,0.9973970815799607,0.9996397458008668,0.9995143149575868,0.9969740135819359,1.0,1.0,0.9840230525872434,0.9413672720068386,0.9978957151348345,0.709335277667543,0.590126194589334,1.0,0.8540560097098447,0.9704645227677231,0.9893773803843046,0.9479832786826925,0.9668527610018118,0.9943655739948808,0.9903317778219982,0.9987360477601859,1.0,0.9981693925215608,0.9870300410905637,0.9661851133340884,0.9995301080525066,0.9909835916651526,1.0,0.9720202840716182,0.9763079063175252
1283.42649147,0.9974347586353739,0.9997029644861802,0.9990887003216241,0.9957810596049695,1.0,0.999854849019565,0.9819604914293646,0.9448275938616882,0.9964148571116384,0.7080329231414534,0.5935696613950214,1.0,0.8542792771201265,0.9724041080875209,0.986894407721711,0.9497449249438016,0.9688041713459716,0.9941462173361169,0.9909715026884431,0.998036155831917,0.9999956065372465,0.9984754964800333,0.9897322235596506,0.9778060103702648,0.9990863683032638,0.9916236778822888,1.0,0.9724007858688039,0.97735311235854
1288.9115257,0.9977245043744926,0.9999397191722603,0.9987884488200476,0.9950814420948519,1.0,0.9993417692570187,0.9789481844856459,0.9483986775005503,0.994877579734321,0.7070638862085633,0.5972658020790688,1.0,0.854881415854117,0.9741362366643315,0.9836521270282503,0.9515760730696017,0.9701487623148061,0.996457263020704,0.9922626577392967,0.9970312451496489,1.0,0.9984450054668714,0.9925312875496869,0.988376323169968,0.9981814584339836,0.9922227378299433,0.9997904647785649,0.972885935582281,0.9781717118407275
1294.41060969,0.9978837088660383,1.0,0.9984278363445829,0.9950200812273622,1.0,0.9988439871129727,0.9755043012672197,0.9516663242129249,0.9932673674308011,0.7059060077569559,0.601622383697661,1.0,0.8556320851393058,0.9759457183576705,0.9794306785975894,0.9529800857014279,0.9713892632589836,0.9988989833106182,0.9939555175479962,0.9961667071005776,0.9998853960017341,0.9969778756704303,0.9925897398931919,0.9954561413649166,0.9969470509068747,0.9923652892470776,0.9997912315669157,0.9732369558106273,0.9787408456321216
1299.91690127,0.9980286068581616,0.9999224251274167,0.9981116471690133,0.9951253554772257,0.9999829009235415,0.9974866238675123,0.9720675631303747,0.9547811336655722,0.991223078421202,0.7043953880348733,0.6063550062925721,1.0,0.8563363302861393,0.977910484659511,0.9751456432737222,0.9545657340034701,0.9728797338966328,0.999980739942703,0.9952450510800841,0.9951329053589952,0.9997158842510615,0.9954968168458519,0.9926155808428075,0.9989852350365632,0.9950858424453985,0.9919999848932793,0.9998303578252626,0.9735217415345693,0.9790674277624449
1305.42577023,0.9975490046696279,0.9998141474843557,0.9982198694521816,0.9952792914548664,0.9995812977394798,0.9954237635382818,0.9684416812912047,0.9578935575336186,0.988840551874297,0.7034266261457784,0.6109886349663426,1.0,0.8572360782158517,0.9798385265209667,0.9714669219488204,0.9565037247840064,0.9746910145352666,1.0,0.9956831249969998,0.9949949612727451,0.9994335268114912,0.994097659671111,0.9940154288048019,1.0,0.9924324246428781,0.9910495358737891,1.0,0.9736303184609626,0.9791128515678631
1310.93719838,0.9973918642447682,0.9999329475486008,0.9981036313458067,0.9956676020141236,0.9986170225281622,0.9929638074482864,0.9638702489668927,0.9609372577051923,0.9863304568673351,0.7030752170097077,0.615753787462249,1.0,0.8583970303969953,0.9817339682100201,0.9685286115018735,0.9581614700830043,0.976485145230705,1.0,0.9960219153229866,0.9950169846326989,0.9987547661036005,0.9917174886539244,0.9947900764981081,0.9990982338079776,0.9890849845346845,0.9897023481452133,1.0,0.9734848359864123,0.978866777471443
1316.45116775,0.997579230789943,1.0,0.9978800458417788,0.9961339135528826,0.9969814754274184,0.9908318007535332,0.9574724929214599,0.9639742375282364,0.9831289849852328,0.7025309360626083,0.6209814308753869,0.9999846192233289,0.8596546544837046,0.9837552211546601,0.9659351436283934,0.9593305454743587,0.9780473591673828,0.9998334610523796,0.9970143627708963,0.9939354944664082,0.99761390760189,0.9877310792323643,0.9942029167063335,0.9955979842703461,0.9848753614920567,0.9876892658146793,1.0,0.9730833791387493,0.9783872704193088
1321.96766053,0.9976054541075592,1.0,0.9979220383248039,0.9963409457307769,0.9946917611626986,0.9892799718249349,0.948343372997465,0.9667132108880032,0.9792917902085224,0.7018960927072982,0.6263347935953153,1.0,0.8609097968376602,0.9854505184972615,0.9632357256876405,0.960779017198062,0.9794577753094055,0.9994893732208131,0.9980537921052518,0.9929304645506788,0.9961716834810219,0.982574775437453,0.9936342401203094,0.9914300458303034,0.9791060596032651,0.9847911866255581,0.9998121991905924,0.9721309399527096,0.9776436609846679
1327.4866591,0.9974662047902936,1.0,0.9978216707545942,0.9964141968609005,0.9917199208199504,0.9877412393802747,0.9361271410560807,0.9692793634171436,0.9750597469794391,0.7015231024519486,0.6318830713670416,1.0,0.8620534496245702,0.9870353726329516,0.9607409486725759,0.9624613078971159,0.9806607340574832,0.9986999018807108,0.998448252040883,0.9923270921631181,0.9948157393029168,0.9769834156567544,0.9936332323510078,0.9875959465923609,0.9713859141828486,0.9810359146692744,0.9999560537261138,0.9704504168499151,0.9767257528334644
1333.01349556,0.9970797529682005,1.0,0.9978366702982572,0.9964265260891734,0.9881110677491233,0.9854610583721035,0.9213662238555296,0.9718008094936046,0.9705859017252362,0.7020756501561058,0.6383551613921865,1.0,0.8630797840297681,0.9886638055803013,0.9584127318106873,0.9643361713676237,0.9820596983382043,0.9969102132712967,0.9982838897049569,0.9920931953419508,0.9936764419252424,0.9713373876748909,0.9935877374277968,0.9820551157935256,0.9623329498014705,0.9765617706859256,1.0,0.9678269496326168,0.9756796141675301
1338.5688161,0.9966565757180686,1.0,0.9976253718935497,0.9964971960268392,0.9840119444691955,0.9828605877800788,0.9062288634220892,0.9742384161032632,0.9657390875033746,0.7032390104805734,0.6450951919099607,0.999843624518396,0.8643764826720596,0.9902500392823954,0.9554270239050929,0.965546541257152,0.9834441390240316,0.993840226714562,0.9977885776234596,0.991708638172962,0.9925218659889499,0.9656555966075885,0.9926527543331185,0.9776216441900151,0.9536196306517645,0.9714487412056564,1.0,0.9640875440201636,0.9744868901809184
1344.15282419,0.9960191058186708,1.0,0.9973365858654669,0.9964054634270728,0.9795608042424654,0.9807468472984455,0.8924976411679028,0.976293709310561,0.9600755776897991,0.7039518782915728,0.6518229114927526,0.9999447946971376,0.8659475450027488,0.9914909383278513,0.9509218585754926,0.9656445769583355,0.9844217422798115,0.9886794436163161,0.9967042267161894,0.9910072959226227,0.9912696730812359,0.9593838917867087,0.9909697042743705,0.9769938062023167,0.9475838024833831,0.9659391845281594,0.999944872879747,0.9593133698501268,0.9731839978719463
1349.76572543,0.9949703969441096,0.9996024953075613,0.9970113103729407,0.9961367003418189,0.9747956067838186,0.9793249111105786,0.8806867972766049,0.977889075715172,0.9534014858299097,0.7043789777370791,0.6583654362102047,1.0,0.8676237667975414,0.9918549159608149,0.9436919408765156,0.9659205063567807,0.9853024807192529,0.9802108931635088,0.9950918720043835,0.9896705243980598,0.9900066858360865,0.9522328434593955,0.9885250152024601,0.977775722469964,0.9446962395163687,0.9597960497413371,0.9994978008722131,0.9537806265989368,0.9717454060733636
1355.4077275,0.9935406259559106,0.9989696282481116,0.9964671034374574,0.9960376020909738,0.9690778749561112,0.9785379132222497,0.8709897913679577,0.9791553468631652,0.9464243927217707,0.7051717420255817,0.6650278496898124,1.0,0.8693104657343799,0.9917384112593552,0.9344111502765661,0.9663443883341861,0.985844556586463,0.9696903389536508,0.9921230939824072,0.9880395314875056,0.9886507718150308,0.9442220324450014,0.9847991214827939,0.9790764900183729,0.9428880847704736,0.9535324477306503,0.9992289279788001,0.9484141336694406,0.9701046593389665
1361.07904029,0.992553624346014,0.9981394944599501,0.9964616184168196,0.9954652155152852,0.960692397320283,0.9776559718792509,0.8633700052397467,0.9803992245015558,0.9397409530185328,0.7072318647599424,0.6723457276799043,0.9999849769624949,0.8711701271550735,0.9915777972844833,0.926903321990585,0.9677641913004498,0.9855050322099507,0.9607210448309376,0.9881046333135128,0.9841197875030115,0.9860298573757826,0.9355205136925571,0.978748129184177,0.9817879454119406,0.9401478824884377,0.94777197599075,0.9995284142336741,0.9434039751622458,0.9683216379911287
1366.77987583,0.9925851938994232,0.996905915203411,0.9964339111191465,0.9946430305233325,0.948049510212386,0.9761882419582101,0.8566028568673605,0.9824548801417777,0.9328314321294406,0.7099616877232461,0.6803639779806244,0.9993115854698954,0.8734185659347178,0.9910959584324845,0.9200273896913078,0.9690676843747819,0.9844228975123087,0.9501523964981201,0.9836129682660946,0.9785000749716434,0.9815122893258738,0.924252658319993,0.9694232525170176,0.98534371127334,0.9349793944786776,0.9425593531409557,0.9999220694409683,0.9385199676473112,0.9663309897624517
1372.46681289,0.9930325885608718,0.9956164061806396,0.996176757525504,0.9943774528258991,0.9325023708894208,0.9739689203279641,0.8487852885285616,0.9845974421534205,0.9254258160776965,0.7129814482543859,0.688494923691463,0.997458709976231,0.8762340573754711,0.989847288189393,0.9095236623764243,0.9694298308870829,0.9813255718387703,0.9272617406435564,0.9755253195691473,0.9729471231463734,0.9757931634425372,0.9063572348641818,0.9523494383257289,0.9867100517684463,0.9262871698995291,0.937694187948605,1.0,0.9333261871783122,0.9638329442165086
1378.13342967,0.9931596691741278,0.9934672289423359,0.9961515207542518,0.9942484555201119,0.9152418167761893,0.9709377725647272,0.8374387664051421,0.9862054236349105,0.9173765594027907,0.7159933893243384,0.6966231779765116,0.9945075625279907,0.8787552085397684,0.9859472991280451,0.8934461896079597,0.9689929656839738,0.9765677640613898,0.8828635290628737,0.9566368446871112,0.9658030940662984,0.9686573820467271,0.8764720513002464,0.9162478843890078,0.9848827861383144,0.913320346595145,0.9332000213991096,0.9996951392052424,0.9269684160661769,0.9604754874641106
1383.78010777,0.9931759417159944,0.9896105448529219,0.9956487138024624,0.9934135179681822,0.8949941668796569,0.9683941934505359,0.820804792795634,0.9877350829951964,0.90846431553624,0.7195749933445639,0.7046268997022244,0.9919263543408557,0.8809998471663784,0.9756295161090461,0.8743773240342118,0.9686474058657875,0.9692011057508699,0.8413210298191668,0.9301692711993168,0.9531185063526177,0.957204351441792,0.8272698279000299,0.8451148349923789,0.9801983594580604,0.8958734096979415,0.9291850584438504,1.0,0.9183926565357123,0.9560954357603663
1389.40721715,0.9931406446724853,0.9860239736646287,0.9943076947084009,0.9930041472602565,0.871543069828283,0.966976784384646,0.7989800102310008,0.9894274342062479,0.8970213312298678,0.7223912697876116,0.7124998011125632,0.9910887135032348,0.8834215853538538,0.9616730809419226,0.8556694056905133,0.9659485452198889,0.9556705723304737,0.8228855563687728,0.9134118623450522,0.9376570641897348,0.940431869412972,0.7736133515375212,0.7592214920660867,0.9730358808703207,0.8768456853144494,0.9252663034003721,1.0,0.9075506045492261,0.9502712197880724
1395.0151167,0.9929472747598178,0.9829557538938498,0.9933462699163529,0.9929343176528997,0.8458220291586483,0.9659285039054565,0.7714306935427961,0.990696142739352,0.8852402567611367,0.7244085548916616,0.7201710692448531,0.9908942805810678,0.8857295801609754,0.9604822241951114,0.842125730004415,0.9598928934363284,0.9315946291430335,0.8291670140123514,0.9127332868562227,0.9206355167640636,0.9187870894184699,0.7600367083227582,0.7443703273856364,0.962671984698436,0.8604409362066132,0.919649115589178,0.9997645406450301,0.8941017497718798,0.9425363023425627
