,CAGR01 Calcite,F1CC06B Magnesite,HS433 Halite,LAZE03 Prehnite,bkr1jb329c Siliceous-sinter,GDS26 Epidote,GDS1 Analcime,NBPP22 Clinopyroxene,LAPP47B Orthopyroxene,LAPO05 Fayalite,LASC02 Forsterite,GDS27 Hematite,NCLS04 Plagioclase,LACL14 Chlorite,LAKA04 Kaolinite,LAIL02 Illite,GDS106 Margarite,c1cy29 Vermiculite,LALZ01 Serpentine,LAMO02 Montmorillonite,NCJB26 Nontronite,LASA58 Saponite,GDS23 Talc,F1CC08B Alunite,GDS145 Bassanite,LASF41A Gypsum,LASF21A Jarosite,F1CC15 Kieserite,799F366 Mg-sulphate
1728.90722205,1.0,0.9953720532305106,0.999269677974723,0.999421467760169,0.9995100162497734,0.966662362403706,0.9618437356229214,0.9923079081661346,0.37350158506522896,0.9938347637726458,1.0,0.9982043683333452,0.9833578373709206,0.9998931095310886,1.0,0.9999131017246237,0.9996176312977262,1.0,1.0,1.0,1.0,0.9945538272729723,0.997662122853134,0.922890740606633,0.9661180833766982,0.9341580831855706,1.0,0.6966152008824635,0.9948800333989136
1737.46563653,1.0,0.9965029445836701,0.9999138417798324,0.9990504076988838,0.9986180298438703,0.9712630684707249,0.9452651848250219,0.990007606473774,0.3669659275065839,0.9954187848678371,0.9999986777022564,0.9990526994863878,0.9833951704494057,1.0,1.0,0.9999945300563978,1.0,0.9999697701881014,1.0,0.9993630754927296,1.0,0.9910756934604094,0.9990928443972058,0.8975291163081227,0.9546139456574378,0.9165805005889516,1.0,0.7053246359489699,0.9952330113772127
1746.04891596,0.9999048948597917,0.9978443767982114,1.0,0.9990006853285966,0.9973064422366537,0.9748824907097391,0.9237289160304887,0.9869058216474909,0.3608661336858655,0.9973301957906693,1.0,0.9993369334883064,0.983118672602992,1.0,1.0,1.0,1.0,0.9997573432784429,0.9998947288622015,0.9986669712465455,1.0,0.9871547036963139,0.9999183628218182,0.8718628756167831,0.9434443746587338,0.9047293911057637,0.9999309290709948,0.7150355200957239,0.9958225893870426
1754.65358123,0.9995537673998591,0.9989395782991487,0.9998828846094644,0.9991795872295559,0.9956331181050262,0.9770971453322667,0.8988831960972722,0.9838738508325282,0.3552372498958245,0.9989018628177001,1.0,0.9989307513645673,0.9825148052832454,1.0,1.0,0.999883953348893,1.0,0.9995934992042274,0.9995954384536117,0.99851377065528,0.9998797791483487,0.983012073891983,1.0,0.8519351119616603,0.934357015031711,0.9022076648125067,0.9995332729973782,0.7255095221521921,0.9967266096968465
1763.27958128,0.9992593581724754,0.9996307290582916,0.9991018836891497,0.9994745123448395,0.9938995439895368,0.9788285003513902,0.8738733447260619,0.9806106062715887,0.3499246407671663,0.9996684485039651,1.0,0.9985753277881414,0.9818915500330583,0.9998370687104273,0.9997002965020675,0.9999602008803942,0.9998210213136267,0.999698913278272,0.9992710132399181,0.9982721763640452,0.9997482738704485,0.9787462843500483,1.0,0.8428995022160558,0.9287103530942377,0.9076560961623064,0.9988917971976388,0.7362112859804947,0.9977086767791224
1771.92686491,0.9994453907419633,1.0,0.9976795310712093,0.9996843465378504,0.9924672755714894,0.9804779893054808,0.85216354905809,0.9770674572039528,0.34500870149696267,1.0,1.0,0.9986860872970613,0.9813853309727262,0.9998039601449028,0.9989501111369334,0.9998862666757958,0.9998817396154256,0.9998518527756108,0.9989232156805838,0.9977871625299728,0.9997029362384675,0.9746155279043816,0.9996534799235252,0.8503263321385707,0.9274173509219058,0.9160357397415274,0.9983043950261875,0.7469252370362315,0.9985263791843997
1780.59538078,0.9995263597252482,1.0,0.9961002263922941,0.9999078224504173,0.9915216615206309,0.9834283537012721,0.8373176996390208,0.9731523028182665,0.34033641250627505,1.0,0.9999288457574494,0.9992278811692243,0.9810600467807749,0.999773208809345,0.9979271655388442,0.9997407300512376,1.0,1.0,0.9987508878745588,0.9974693277004505,0.999159842628352,0.9706539637574455,0.999755153766666,0.8759430854901252,0.9307358904097139,0.9262016028020768,0.9977603829255126,0.7578488827010896,0.9991905813045452
1789.28507741,0.99922707341199,1.0,0.995540659390605,1.0,0.9911899158030885,0.9867420749016638,0.8299674693974846,0.9689861658403456,0.3360137912946973,1.0,0.9999935438299917,0.9994983282548856,0.9808798672983717,0.999964493810006,0.9966758035464928,0.9997130357821286,1.0,1.0,0.9992001078538612,0.9971909626310845,0.9985853940023741,0.9669212872419579,1.0,0.9133555373468388,0.9387005002760734,0.9392967644670196,0.9968518084469596,0.7689122589716778,0.9996934661958192
1797.9959032,0.9988061411585318,1.0,0.9957734035159523,1.0,0.991273030768066,0.9865456494130457,0.8278037669660823,0.964833472819435,0.33218128827915544,1.0,1.0,0.9989461045020693,0.9805225634124715,1.0,0.9960029026622702,0.9999890100692869,1.0,1.0,0.9997632691640345,0.9967070399267511,0.9977603061019509,0.9633459772201101,0.9999028111208349,0.9500870685590875,0.9495368626391304,0.954067820011789,0.994885477879404,0.7799397960171447,0.999978986351179
1806.7210252,0.9988570365662295,1.0,0.9957481779006883,0.9997527654601305,0.9914795009785387,0.9821202492603659,0.8326662107813935,0.960411106686168,0.32918644307221745,0.9997858696332483,1.0,0.9978745415184553,0.9802086655075746,1.0,0.9960303833784906,1.0,0.9992887767640417,0.999868007026201,1.0,0.9960273851203644,0.9969894519023266,0.9599499541121815,0.9985236925693664,0.975193312499183,0.9612012271103676,0.9672238336155067,0.99069881497781,0.7905427620479722,1.0
1815.45600983,0.9991768138905278,0.9997810626464516,0.9948228991975674,0.9991122621270538,0.9912636520966839,0.9729136630855045,0.844902058411308,0.9556436515882559,0.32670055296906025,0.9999311647554091,1.0,0.996838369828728,0.9797222151391833,1.0,0.996598788983502,1.0,0.998075548749427,0.999470023563018,1.0,0.9951335656510001,0.9962357044240124,0.9562045307055284,0.9968021065801757,0.9893646436841412,0.9708247234444042,0.9771936035851326,0.9833413055892336,0.8000613674351105,0.9998155105251036
1824.20079533,0.9991589712200055,0.9994331403398856,0.9943585508990929,0.9981471679516392,0.9898935202069569,0.9622970562058833,0.8585100082305214,0.9505290065265586,0.3245865816333704,1.0,0.9998840155105946,0.9954302696598731,0.9791222923479954,0.9993469598123356,0.9977310310395391,1.0,0.996796326170412,0.998693220648228,0.9999755472507407,0.9938206210092649,0.9950907284299854,0.9517509959543199,0.9955319656277237,0.9967001915676664,0.9762092380573115,0.9837149918287547,0.9717739829066495,0.8073234572683158,0.9989977473748718
1832.95532041,0.998348327306453,0.9986694839309553,0.9945775716611195,0.9971585422693545,0.9864656483972801,0.9573779480176036,0.8668570523276039,0.9450905138916462,0.3224808473644967,0.9998194515591493,0.999729601156283,0.993868531322426,0.9787370279318686,0.9984840937793001,0.9985919940005742,1.0,0.9955997245108221,0.9965555144896575,1.0,0.9911167700555921,0.9933414422026844,0.9450350769322963,0.9963720450159425,0.999918381942335,0.9762865714454764,0.9863227363730724,0.9539640320948714,0.8112587335862931,0.9971364622163029
1841.71952428,0.9971159074143514,0.9971846169285274,0.9941928722479639,0.9959774992082311,0.9794189063006782,0.9623636235663717,0.8664099905917624,0.9400808287155819,0.32070673896105273,1.0,0.9998845566971618,0.9925990804677189,0.9783041480809941,0.9970359941844501,0.9992107811049781,0.9993897373972597,0.9944064952322718,0.9928330544628284,0.9998530663338026,0.9860648465221913,0.9910292959503231,0.9356674220294741,0.9971441401016683,1.0,0.9706690391372855,0.9838990848641467,0.9332886190131527,0.8107643841164681,0.9936232959117288
1850.49334662,0.9961152349350777,0.9955312253983526,0.993265352690492,0.9950179112721137,0.966172701396801,0.9723869438591423,0.8558601606422653,0.9349333094883644,0.3196986474527636,1.0,1.0,0.9907982658140375,0.9779597334223942,0.995431318211795,0.9997784249849369,0.9983476811220199,0.9934989024692976,0.9867860596107499,0.9986207881895381,0.9789376482986684,0.9871021657004321,0.9205142302686714,0.9969452468025758,0.9998861906067726,0.9594361446392901,0.9753856443321032,0.9242437282156354,0.8050712120756288,0.9876623801120864
1859.27672761,0.9950155994523074,0.9951863104244711,0.9916095895648182,0.9940258035269949,0.9426469990970382,0.9795162219996418,0.8335219244492783,0.9291220777301387,0.31940277578869386,1.0,0.9999290857259816,0.9868517737178543,0.9776281763260438,0.9940639578206705,1.0,0.9969018614663571,0.9930202676882702,0.9767443793587697,0.9972113718076542,0.967473988601803,0.9803766489962481,0.8954927812607788,0.995203817250831,0.9977398182509436,0.94196757954646,0.9589164053189947,0.9311197038863377,0.7930323003680564,0.9781055830145688
1868.06353858,0.9934181780722241,0.9941190308056735,0.9895000685569618,0.9920549792753038,0.9028329471789192,0.9819694344423333,0.7956340528467696,0.9229408694059833,0.31985338859818524,1.0,1.0,0.9792799986954381,0.9771271017960974,0.9930847152533048,0.9972016524714074,0.9937615793556263,0.9925290630570909,0.9600543116923935,0.9950915466177568,0.9469020585405853,0.9692886493084956,0.8558215858478266,0.9905252208187629,0.9930559744942247,0.9161372109106695,0.9325511450274682,0.9481772766108557,0.7721939131262153,0.9635443905482451
1876.84916726,0.9920403822412269,0.988300916591414,0.9873499350321766,0.987946404849398,0.840672609611902,0.983071919006331,0.7382363478980538,0.9179843509044052,0.32073567452865037,1.0,1.0,0.9686397460205916,0.9765382134988365,0.9909781069524718,0.9905922769996892,0.9861220340068206,0.9915197697629617,0.9358486226955176,0.9892636581834648,0.9104007749188806,0.950447600076036,0.7980005451571575,0.9815486582126834,0.9839959378643147,0.8792173079449713,0.8953771722901797,0.9697091349659867,0.7397259692667832,0.9422174909556286
1885.63362519,0.9925147060368894,0.9776109504747736,0.9840958071529065,0.9853161711960693,0.7576682261185465,0.9856699305861919,0.6619440271415803,0.9122766018984663,0.32202452050628394,1.0,1.0,0.9600945341645942,0.9761042051906962,0.9901752342743673,0.9823977473234785,0.9756414680555997,0.9904334698657383,0.9038916022875735,0.9810479190266364,0.8549229910597036,0.9192724262578734,0.7184938519971572,0.9666789400085612,0.9719531589005501,0.8287405865312754,0.8504228402093255,0.9873341591652438,0.6984991038539866,0.9126490051531898
1894.41692373,0.993499162910816,0.9640035427023221,0.9796461256134456,0.9834173756986841,0.6748173412668202,0.9908266902683402,0.5737891646793498,0.9054491245350511,0.3236451090222436,0.9999841495900028,0.9997520884077673,0.9585869431909789,0.9757023100033556,0.9904502781476322,0.9747948696494197,0.9614419915523628,0.989775566248116,0.8670105242581571,0.9707769842799613,0.7862798645809317,0.8763391276160576,0.6324189204581292,0.9473884725733923,0.9588463533818332,0.7625237054265583,0.8002347309942566,0.9969563301889345,0.6522214997347818,0.8736839438993462
1903.19907409,0.994148715293926,0.9481937442464269,0.9747762922958724,0.9802667869172579,0.623976453465021,0.9956863827734985,0.48984934102167815,0.8987238792692376,0.3257836635138824,1.0,0.9999240489195756,0.9594855784261782,0.9752506376938563,0.9898774351837636,0.9668025379504234,0.9461125640648073,0.9882302761838061,0.8338781113708386,0.9588998099355297,0.7348080194179114,0.8393173949155522,0.5727284252279292,0.9320195543007802,0.9445823208363204,0.6822037639569126,0.7462409910588709,1.0,0.6044077957897268,0.8258274527805162
1911.98008732,0.9943266933259073,0.9317819624550613,0.9703349981812838,0.9775050656114622,0.6091350284512655,0.9970893186029725,0.445588655280683,0.892402009972598,0.32839197960691374,1.0,1.0,0.9594292208379642,0.9750397472837541,0.9884291141645868,0.9600709320559765,0.937634750881335,0.986824329454757,0.8123646634061407,0.9486960592369544,0.7295736775392516,0.8293005165479221,0.5578528522917141,0.9270867697953135,0.9297551655603925,0.6029508989390153,0.6890008324755883,0.9994194964984336,0.5597302403082667,0.775280173939495
1920.75997429,0.9942728611787675,0.9169601653262545,0.9664586349044285,0.976516315363887,0.6140128132355213,0.9945354239155985,0.4600002365744,0.8859890737375826,0.33180168882198446,0.9997464386752325,0.9998654651409934,0.9578663822343273,0.9746650149815951,0.9873399025772491,0.9582231141171942,0.9383366795717065,0.9852863211693386,0.8031248668323935,0.9435132286802796,0.7583675733047889,0.8416222863855238,0.5752637013075657,0.9313996344511499,0.9169766792976451,0.5572041197337244,0.6287448207217048,0.9974979767400098,0.5234251470568724,0.7327407750253264
1929.54914243,0.9942182320675856,0.905518570511067,0.9636683064851435,0.9763593049033025,0.6267242109178902,0.9879684195202433,0.5119039542446362,0.8796127149358665,0.33577514149771553,0.9996946316278031,0.9997383658674178,0.9568857419310038,0.9743696454143638,0.9858731246844463,0.9594772453510897,0.9426453427446073,0.9833663715410507,0.8021079743145192,0.9423952354937175,0.7919791780709367,0.8614546610349452,0.6036897274825093,0.938706482267801,0.9079136797353405,0.5608285987845417,0.5683827218839997,0.9951196191203252,0.49723855941787914,0.7059065985940002
1938.35679058,0.9936241977221565,0.8977656683422954,0.9622071631914736,0.9770995165766951,0.6424809693965783,0.9775358661393931,0.5717228154056543,0.8733132320446332,0.3398201897553485,0.9995475797532608,0.9993472467397737,0.9572656755755292,0.9742622499512216,0.9841776535807591,0.9628934504672874,0.9477495799260728,0.9809501647277785,0.8053805693181451,0.9432484390951397,0.8171234765651187,0.8801268806180002,0.6295481957253238,0.9452875102303058,0.9017928349205278,0.5922268330137784,0.5210465647065018,0.9932651400535257,0.4773635450620193,0.6960855383569745
1947.18286652,0.9926458190283951,0.8923088873420717,0.9611813003886676,0.9787903418058119,0.6601475445886249,0.9691904252005095,0.627950091262087,0.866793719418602,0.34424756751531543,0.9996617279323218,0.9992347596995658,0.9577877366051709,0.9741373304311062,0.9818498871108373,0.9670016042521387,0.9520798144835776,0.9786094793602393,0.810686474846823,0.9443260928545949,0.8340883118451353,0.8956956301516383,0.6507369911812806,0.9511823813106094,0.8964688257109512,0.6276688437312123,0.5036342281482655,0.9927643775364787,0.45793817702519835,0.700181352446868
1956.02731804,0.9918680457318636,0.8883773570274196,0.9605157552065289,0.981104421402876,0.6799295745135059,0.9715073951893699,0.6804752783546107,0.8599748400623345,0.34933305913862855,0.9994866303088247,0.9990783729594247,0.958958613884933,0.9738237445186639,0.9792911790683326,0.9718292061831054,0.9561391474383109,0.9772915918243972,0.8166063794417261,0.9453418622509269,0.8468921015591878,0.9082230825094922,0.6695783796042062,0.9568147662568514,0.8916197676424344,0.666744779884472,0.5190052414946982,0.9938304569652047,0.43854332629842857,0.7125626241661892
1964.89009294,0.9914700053743006,0.8856405795260298,0.9610607398142547,0.9834934095001808,0.7018633845969452,0.9828796132993892,0.7312834498500718,0.8529552456961895,0.35502184565143086,0.9994709225981901,0.9990984709700436,0.9613077098268268,0.9736529343410599,0.9770918071204262,0.9767955258777195,0.9602678570903548,0.9757917725147163,0.8232922013741241,0.9461711999461654,0.8591165169805158,0.9184428827076603,0.6893248590053948,0.962056231338676,0.889293084314778,0.7068961383630896,0.552055006971654,0.9954307706726016,0.42403387760195427,0.7285433426907284
1973.77113898,0.9911452401047783,0.8841008827273705,0.9617116754864633,0.9855462282760021,0.725832575879649,0.9938650755597297,0.778615289591645,0.8458770143920175,0.36143653919876356,0.9995042035614105,0.9992600819990343,0.9631357356115448,0.9735436148097084,0.9747276188509484,0.981564577445745,0.9646934079418472,0.9739067199908112,0.8312802542169166,0.9470405868749969,0.8722941658774378,0.9271759498541639,0.7112682283609316,0.965628642076323,0.8898003080800696,0.7421720648488279,0.5835073616656686,0.9970912894605466,0.4184813231328151,0.7462540549396817
1982.67040395,0.9907736091571695,0.8840157169448566,0.9632173223654485,0.9871519827825115,0.7512372336093724,0.9988866814416796,0.8209918408950636,0.8388508328696045,0.3686254993008806,0.9996967895715962,0.9997105394235315,0.9652640762546221,0.9733397418111208,0.9726778149549721,0.9857429857392034,0.968873167237968,0.971654409829045,0.8407868250826132,0.9488577948394108,0.8869106517974513,0.935312063130028,0.7351710960940874,0.9681631370713711,0.8881484521967613,0.7762282967053135,0.6177916578632627,0.9984541616725461,0.4199170389288758,0.7649649802830828
1991.57932378,0.9903417240881809,0.8853793808784719,0.9657379555523982,0.9885020001156587,0.7772822610796836,1.0,0.8559440992590781,0.8320466615649064,0.37630522725966536,0.9998794343357332,0.9999269489807883,0.9676892185872904,0.9732126120607882,0.9719253895383383,0.989704048239324,0.9730006263151136,0.9702024093187812,0.8517407241578256,0.9523949705209025,0.9024690078919534,0.9429291098483119,0.7601957371231965,0.9692373881668049,0.8802994197583264,0.8145961107124909,0.6645826997088623,0.9993955437323986,0.42429291452727375,0.7840860072479987
2000.48893957,0.991091593436853,0.8875445862998187,0.9697640950738435,0.9899455308734129,0.8030362819230347,1.0,0.883012267219046,0.825272006000081,0.38448411355904794,0.999991615776675,0.9997589607112365,0.9696989145994128,0.9732830263772013,0.9724814747725201,0.9930451846742672,0.9771869517703701,0.9710003892555586,0.863634607358647,0.9571598645618207,0.9178904932913844,0.95039835710234,0.7857490373198233,0.9691901031168417,0.8684394972027364,0.8570726713041087,0.7277616196194212,0.9997455538406917,0.4279954555705126,0.8029565787489602
2009.39924527,0.9930830324442336,0.8901468719437439,0.9746329796911324,0.9915136258299813,0.8276353502675865,1.0,0.9037837191305801,0.8185261519411401,0.3933695322284251,1.0,0.9998604802792872,0.9716931609920525,0.9732719853329499,0.974665777461585,0.9956921367473492,0.9814995496320227,0.9742934602966908,0.8755590589542751,0.9623406084118422,0.932579242553575,0.9578577753576109,0.8103045251089661,0.9714872466340588,0.8591637716326698,0.896519230351249,0.7933238341265798,1.0,0.42756511648934226,0.820817293821137
2018.31023493,0.995036568752935,0.8929892574034911,0.9783949769349713,0.9930796326114292,0.8504863369250331,0.9996630703533322,0.920083913686129,0.8117962497381498,0.4027395902995367,1.0,1.0,0.9740355773378309,0.9730759272418408,0.9781818970360934,0.998122761703688,0.985665793261397,0.9792946063487391,0.887066941542914,0.9675645176987013,0.9460053661900082,0.9647395736717741,0.8329309399816907,0.9801921052514182,0.8556773669606995,0.927984194156984,0.8461625504369924,1.0,0.4216402634328551,0.8372241159375378
2027.22190266,0.9964438734176294,0.8962693959427963,0.9810755026794236,0.9946610484746553,0.8712637572329434,0.9988995222120791,0.9324034479563079,0.8049210127949142,0.41243845786494704,0.9999736364580857,0.9999254059485844,0.9761397662689206,0.9729829268715303,0.9823510793182411,0.9997135946736786,0.9893569073836708,0.9853010501095206,0.897991911617974,0.9725075576023029,0.9574059539575269,0.971068292574692,0.8535025659963249,0.9926177831337251,0.8539237142967653,0.9519230268651416,0.8849071950261879,0.9992274727036157,0.41057881509598926,0.8520336738242171
2036.13424266,0.9975786543154592,0.9001305259797249,0.9839073396568716,0.9962553884971537,0.8898385166743554,0.9996782966526482,0.9414003923047518,0.7981879391763482,0.4225750494581452,0.9998066820357349,1.0,0.9781180879848783,0.9730333929750893,0.98691818427897,1.0,0.9924759091492577,0.9915293135446422,0.9085599784773467,0.9774793904133503,0.9665416241993248,0.9767620877264022,0.8716694512000056,1.0,0.8497648129176832,0.9691431003692977,0.913245017908552,0.9973119625051262,0.39637962353487266,0.8653985501046088
2045.04724919,0.9982256505244959,0.9045192767684122,0.9862978425980802,0.9976682861024042,0.9062472680185699,0.9999224798213237,0.9493742649083126,0.7917076912833104,0.43328654621036783,0.9998822285500274,0.9999552275414191,0.9807032937687015,0.9729842447840832,0.9910668606570351,1.0,0.9951560687747856,0.9963552459404162,0.9188148232258708,0.9825240282254805,0.9738211074654229,0.9815724159163856,0.8871356173488782,1.0,0.8437206021980019,0.9809886899067873,0.9339840935449771,0.9949590547982753,0.38225945900363684,0.8774952574656371
2053.96130725,0.9983170239357023,0.9093322602240523,0.9879935336749809,0.9986836257595381,0.9208169012417046,1.0,0.9558334790744141,0.7853534425307157,0.44464794730845225,1.0,0.9997352079759959,0.9830233527786871,0.9726373691272515,0.994649241543877,0.999895545903317,0.9970182579832042,0.9987548592798543,0.9284265725092942,0.9876432413847236,0.9796520429982553,0.9856298999541462,0.9000993131840106,0.994507298035482,0.837215840968201,0.9882533188477112,0.9481331335703366,0.9930730718071578,0.3715988601470554,0.8885160457680042
2062.87694233,0.9983166240734348,0.9146913608257379,0.9891211367898791,0.9993531618867513,0.9339588960252908,1.0,0.9616276163350904,0.7790146648042057,0.45653511081330433,1.0,0.9996868877605928,0.9849855643985688,0.9724084989120114,0.9972840693770747,0.997930995013677,0.9981513889848209,0.9996098026579486,0.9363291607466206,0.9912927880240299,0.9845063194494683,0.9887151779842152,0.9110085375687665,0.9805186104676977,0.8325257461910449,0.9912241630168422,0.9566936654939037,0.9912807946655717,0.3661789445164772,0.8987162837535878
2071.79414164,0.9985745940387782,0.9205240910318503,0.9912375259322574,0.9998264571354647,0.9459990226677725,1.0,0.9667765895619667,0.7728275503492783,0.46894248676411654,1.0,0.9997582041226422,0.98688607538903,0.9724561215778812,0.9989610194428677,0.9941588013580163,0.9991201305646883,1.0,0.9415744604871613,0.9927893231279044,0.9882381817511872,0.9910342055465616,0.9203686848677612,0.95774071671618,0.8304095632152148,0.9910923394043917,0.9623487700439575,0.9896710983147458,0.36542018448003044,0.908200933260226
2080.71289251,0.9986477871205763,0.9268494026871095,0.9931096081597596,1.0,0.9571118206476521,1.0,0.9704122223883485,0.7670251179073068,0.48177445228232807,0.9997841947946656,0.9996874563784643,0.9882089940044205,0.9726797872867134,1.0,0.9897826773199738,1.0,1.0,0.9441862533124866,0.992611985454913,0.9904654828810647,0.9928012595875539,0.9276374991375701,0.9458390305285382,0.8272351990824169,0.9889056512303941,0.9664442262115367,0.9887601119876174,0.367146691040976,0.917099141688574
2089.63318245,0.9984764411341706,0.9337081309207129,0.9944355377851227,1.0,0.9673039480404938,0.9999544340858021,0.9716564557664188,0.7611559373337905,0.49512427396398423,0.9997318983278511,0.9998302771270745,0.9895077596656849,0.9728946801714673,1.0,0.9845903013190714,1.0,1.0,0.946263281449514,0.9901416868513737,0.992200325734915,0.9943379935514265,0.9337622520599779,0.9511316064590155,0.8172534953722498,0.9856985116142482,0.9672700011320645,0.9882915035194363,0.369954886090779,0.9254237871783365
2098.55499911,0.9981878800849814,0.9405881427182822,0.9953794121675119,1.0,0.9764473127370213,1.0,0.970494584908028,0.7553235098939909,0.5090356678344131,0.9999844635585703,0.9999311260764108,0.9918778333732966,0.9729583260262277,0.9997780569358358,0.9782571119480099,0.9998834477631802,1.0,0.9495672988977264,0.9871961712484683,0.9940350955161686,0.9957529209108243,0.9403488733019033,0.9613323484429528,0.7967153084120033,0.9833253305776312,0.9645669580708901,0.9874059113984426,0.3735001953202358,0.933189346055544
2107.47833028,0.9976346639019209,0.9475903900763921,0.9963836931190984,0.9998655495487595,0.9845698907874632,1.0,0.9669738005828087,0.7497362127492956,0.5234408934322227,1.0,1.0,0.9945713701082854,0.9728978642558909,0.9989593815323615,0.9693304960032888,0.9996375832378341,1.0,0.9540003792942304,0.9854191204937109,0.9960526764543565,0.9967720370482391,0.947000419715891,0.9656641164970198,0.7642674929870701,0.9837283323723846,0.9592849163222044,0.9851487100624574,0.3769142072160526,0.9404035738828225
2116.41133382,0.9971179950086904,0.9548464447220544,0.9981983009396883,0.9998322678936564,0.9915340682666607,1.0,0.9621283312325628,0.744759180547619,0.5377156443843367,0.9998077235179595,0.9999886171958431,0.9965753624085962,0.9729593821088635,0.9988290541705496,0.9580840377859663,0.9994129546420595,0.9970038994217781,0.9592716719130776,0.9848525147220812,0.9982022548524705,0.9977543145087244,0.9535135086780672,0.9606384567198302,0.7201773199006626,0.9870224066708636,0.9524146581174205,0.9816745335769089,0.37945179073689633,0.9471346539591536
2125.37093026,0.9961836643100628,0.9623038886274224,0.9991876945412977,1.0,0.9969025619143007,1.0,0.9588949981226189,0.7400078328924061,0.5517106944918253,0.9993450894947328,0.999752215089457,0.9985154745221754,0.9730614507823249,0.9992638503731118,0.9462962892580683,0.9996801495532459,0.9874855998897952,0.9643700400867561,0.985187063032148,0.999788652028527,0.9984375685155291,0.959792084948601,0.9526773753922002,0.6722361059674065,0.9912260024978129,0.9451014365112733,0.9775843432458327,0.38275923654332766,0.953403200942393
2134.35713173,0.9946784031259981,0.9700706603270677,0.9994692906773027,1.0,0.9999997912160355,1.0,0.9582420071631117,0.7351214901063803,0.5664665134725454,0.9991637634519007,0.9995379622599121,0.9999118496618851,0.9730316565863271,0.9997601241818994,0.9270924962260755,1.0,0.9699674922038123,0.9707905523554917,0.986240156548641,1.0,0.9990355710620491,0.9665459174984742,0.9520809345014828,0.632942300706404,0.9950463427390067,0.9380059844013723,0.9729542246816155,0.39167567792934777,0.9593176665688327
2143.36995005,0.9927654873713072,0.9782397189382445,0.9992471220746487,1.0,1.0,1.0,0.9608842927646797,0.7302443343747455,0.5817690102822493,0.9990912243311654,0.9990829740691529,1.0,0.9731084669878092,1.0,0.8950038455447356,1.0,0.9478867612741587,0.9792909303952784,0.9893798167590276,0.9999345393694694,0.9998217816521365,0.9731950023597995,0.9629814132134935,0.6026016555612244,0.9986546172867783,0.9311250427364443,0.9681762431959853,0.4129811634856339,0.9648556695816961
2152.40939672,0.9917094690633376,0.9861657472666486,0.9990067763512148,1.0,0.9967833366031964,0.9964182994906922,0.9656246939958048,0.7254971863629103,0.5974148494567986,0.998831252633605,0.9984412525180036,0.9999730866336395,0.9732425372372538,1.0,0.8533094177410386,0.9997430031615158,0.9259459166460513,0.9876046411742274,0.994074120952066,0.9970153230221105,1.0,0.9786387105672302,0.975669724667642,0.5762315656303714,1.0,0.9236704958502276,0.9634506655033178,0.45141653529683406,0.9701564697541626
2161.47548295,0.9918658245240572,0.9925992871218425,0.9987667549412664,1.0,0.9886244243828538,0.9901428139547954,0.9719802711435944,0.7206426465214609,0.6127875795548956,0.998471107924021,0.9975885615470239,1.0,0.973377026214607,1.0,0.8177126226688788,0.9974547668311469,0.9015778902495323,0.9939876005982474,0.9976789299309652,0.989947206277042,1.0,0.9829588246093549,0.9804434821032562,0.5595560228708424,0.9998361868889065,0.9155946964421942,0.9588917804066126,0.5040385093065737,0.9752256915988837
2170.56821963,0.9928304130102098,0.9970626244446995,0.9985466240309923,1.0,0.9749143611160906,0.9811556403816892,0.9796564834265508,0.7158603975877522,0.6277552366224813,0.9983695973340118,0.9964620559497226,1.0,0.9736041139995437,1.0,0.7986714187635293,0.9924433468254975,0.8700605267481067,0.9980913732278246,0.9995290909619404,0.977179448086646,1.0,0.9867245782699612,0.9800525682279255,0.5587651965829791,0.9989863552267378,0.9083582992663287,0.9541425710990372,0.5610453044388033,0.980152436281691
2179.68761735,0.9937287823255481,0.9996401962587782,0.9983108406988385,0.9992404422162017,0.9562440624426015,0.9705852998897843,0.9858707001211203,0.7111727146894387,0.6427187190877659,0.9986700680287575,0.9957967866730766,0.9993703861940249,0.9740692591760157,1.0,0.7897127784545682,0.9840425607952551,0.8319863890914178,1.0,1.0,0.9591296423121946,0.9997109086079626,0.9911353685281313,0.9860175213764948,0.5718255458333038,0.9973714895810643,0.9034019551284188,0.9481356802457117,0.6128884107255957,0.984919920967915
2188.8336864,0.9941018357965985,1.0,0.9979431900389842,0.9968376351624159,0.9360106659299029,0.9588148863967768,0.99011636836792,0.7067988280155562,0.6582544097766805,0.9991092032797618,0.9955504245073131,0.9985752575700224,0.9748992906540225,0.9991171198905596,0.7815433633890142,0.9722106550751859,0.789329919202571,1.0,1.0,0.9375555777303022,0.9987620260178349,0.9952442606349027,0.9962686719984005,0.6048146810201156,0.9950707179050579,0.9003779252550232,0.9402369109553371,0.6548231143301042,0.9893412888955897
2198.00643675,0.9941790598648055,0.9989302506848472,0.9972099053857358,0.9905727846099143,0.9173411084747584,0.9433730267277466,0.9942545317165128,0.703169304737998,0.673719315082358,0.9994727652972034,0.9952332664683944,0.9985248276830198,0.9757799399853619,0.9963865837744504,0.768691947475604,0.9584600696567488,0.7517007582090856,1.0,1.0,0.9159242263551047,0.9973007737548926,0.998046783748472,1.0,0.6507521327768426,0.9926101540878629,0.8967104506808067,0.9304293040405582,0.686566896334279,0.9931817643308315
