Database of Origin,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),RELAB,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB)
Reflectance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2509.94264572,0.7405533135882563,0.47719700980825713,0.8791748360748944,0.5549072633422,0.1802927354749994,0.4960089234884254,0.231817837572411,0.36844481668909895,0.5535097489851349,0.41988879723924977,0.757901305095158,0.7339674143966474,0.34897027269107955,0.39895209562500156,0.45372184253626024,0.5720359583426061,0.3224172565425373,0.38317495657014605,0.3493931803799401,0.39662323610814276,0.4050575940918666,0.38863387278590206,0.31675904173567454,0.21176154817379175,0.29816294388334935,0.3582519907118779,0.5247236364069059,0.144220799668033,0.4260232812046346
2519.50476033,0.7306242555583163,0.4882924354330847,0.8772392793558637,0.5438743132878929,0.17662584498185782,0.48758935644755347,0.22588685067205394,0.3734094742631935,0.5543848019563846,0.41917068226982274,0.7574985684198822,0.7311010775085138,0.34908723019760807,0.3986965917139425,0.44682884109802806,0.5721091852313429,0.3215695537278976,0.3862473671646329,0.3492979557083699,0.39136297883023585,0.40296362119366663,0.38139619641201855,0.31759028138528606,0.2115979523467506,0.30162569537534706,0.3609164849513051,0.511630826643698,0.1405449012884733,0.42068540349535916
2529.07076355,0.7222258959102947,0.5057631678639156,0.8750068440534283,0.5321947092883531,0.17322060812745604,0.4806993734529332,0.22214533174432613,0.37858329122973416,0.5553525846572791,0.41830826469922866,0.7572319037205192,0.7282105076544126,0.3491682644478042,0.39848453449322246,0.4398671191080669,0.5720731162183055,0.3205452861740331,0.3917307619489534,0.35096802217810386,0.3868242554216252,0.4008155213173764,0.37505199606943357,0.3185053425590978,0.2259147254992953,0.30547865574151745,0.362479231193667,0.5096897732464044,0.1375366886024606,0.41573469100003435
2538.64063068,0.7260906267224911,0.5251283342537684,0.8724395805911518,0.5270575289851368,0.16999864300053083,0.47596354348688064,0.22089990698024745,0.3835942652257328,0.5563322475507625,0.4174756308315219,0.7571088405795204,0.725392400357681,0.3490803761778003,0.39824804450889983,0.433135590554395,0.5715461192092042,0.3194631473368202,0.3974164492385149,0.3517384453613974,0.38302168579821333,0.39837654805162265,0.3699201684118522,0.3200576854710147,0.24057517553879676,0.309260261679774,0.3622420606452029,0.510535387528212,0.1351014366897145,0.41139148476367954
2548.21433723,0.7469698740820677,0.540307765629739,,0.5262170842132315,0.16695093784520848,,,0.38796085876661895,0.5572995428504371,0.4166687684170889,0.7574383208307424,,0.34888968522957936,0.39778216203728345,0.4265478615098523,0.570315916304625,,0.4015347923500321,0.3512829718556788,0.3801669969079058,0.3957197392210284,0.3654056449188247,,0.25065742566475396,,0.36046486424374574,0.5103137535976532,0.13284066295954802,0.407727685954879
2557.79185893,0.7747699525634084,0.5492938323655244,,0.5235063361425436,0.16394489508374127,,,0.3921103879814364,0.5582639108579144,0.41581961978182114,0.7581675560713627,,0.34876108241282333,0.39714224902237827,0.41975354435398776,0.5685025234142584,,0.40435728010905597,0.35040060871452106,0.3779635032999498,0.39289429889215505,0.3619564578852626,,0.254536609707459,,0.3578095062745159,0.5077212275520293,0.13051812782432964,0.4045865535769691
2567.37317174,0.7976977461265983,0.5539790180420247,,0.5192346846594188,0.16085754963420315,,,0.3962398476332076,0.559484155871627,0.4150137018468647,0.7592805527397649,,0.3485379560509156,0.3968346134616981,0.4115658041040266,0.5660333644949402,,0.4078594740380141,0.3508433433077643,0.3759462782310437,0.3895415658309826,0.35931290659190773,,0.25560980805644823,,0.3548210116106158,0.5018923761785482,0.12791011712295963,0.4017070849263257
2576.95825182,0.8124873884446837,0.555591457855236,,0.5158626352254233,0.15760841388616692,,,0.40030389394350263,0.5609786927701621,0.4142902858290709,0.7607848095965337,,0.3482092369468139,0.3972054206241241,0.40310048229540374,0.5630176972658941,,0.4108424599497151,0.3525955342400948,0.3737306125705718,0.38568242588502816,0.3569399539417237,,0.2580730805133168,,0.35196324331653006,0.4921653673233414,0.1249470231755858,0.3988195285891507
2586.54707556,0.8231710964021334,0.5550093770883276,,0.5154151036563509,0.15413955154322279,,,0.40431921189918957,0.5627577950566125,0.41351401021132866,0.7626750630255252,,0.34792100187200237,0.3983160355501975,0.3952638249369205,0.5596872025427903,,,0.35440311424510595,0.3711421619680658,0.38133902875637204,0.35471033399408913,,0.26351643281044,,0.34950200901119693,0.4795253905964496,0.12163153697459242,0.39562273931592634
2596.13961955,0.8320087554216068,0.5526633156900532,,0.5155364913655428,0.1503731712630264,,,0.40820713014314364,0.5647501471321471,0.4126872156970786,0.7650305010470866,,0.347741714947104,0.3997647030040564,0.3873683548254935,0.5562013454490854,,,0.3556591536951527,0.3680119453930492,0.3764851070114002,0.3523942942051827,,0.2740504347491111,,0.34693600379590367,0.4656787383716556,0.1181004270655255,0.3918201620878604
2605.7358606,0.8375828476477644,0.5485327794015156,,0.5148951116790044,0.14616364487582834,,,0.41192613488091706,0.5666218121568177,0.4118431715102459,0.7676790752606593,,0.347572149784973,0.4011797430734611,0.37895011616804697,0.5527272455084073,,,0.3555200216331888,0.36406336762109,0.37113213003977835,0.3494761454102422,,0.2840986698921736,,0.3438060506728917,0.4528105586778632,0.11452208512040406,0.38707675157305393
2615.33577571,0.8403662698440256,0.5432083800647685,,0.5154795660772407,0.14139837232232583,,,0.41551707243240166,0.5681593163130209,0.4108945560819519,0.7703662647846421,,0.3475473124299484,0.402228479417989,0.36930466755516367,0.5494587696841068,,,0.35394463958318134,0.3594672328875086,0.36503146241879664,0.34565237109881713,,0.29282509134199197,,0.34020992109052006,0.4446835219263068,0.1110249629804136,0.3809627535779996
2624.93934211,0.8417104756325176,0.5365055663456952,,0.5189794811395769,0.13592189528922258,,,0.4189207834694725,0.5691858661615913,0.4098741854484344,0.7729941849917343,,0.3474873318277265,0.4023366895577102,0.3573526526006327,0.5461519722335617,,,0.35050035643954397,0.3541672192713415,0.3580427864547763,0.34044928361040977,,0.30063893260268604,,0.33606526578598994,0.442969752191218,0.10773547570467219,0.37322313559070963
2634.5465372,0.8420932538664904,0.5279954381303961,,0.5232800310497386,0.12960700729626853,,,0.4221314706678404,0.5694935548535358,0.40869803766249074,0.7753951404115417,,0.3473688001391278,0.4010661369568947,0.34175576011795455,0.5422258032376815,,,0.34378736405397414,0.34789670084859464,0.3500682262404223,0.3335171694417251,,0.30612997098157085,,0.3308612823009743,0.44746484659349045,0.10485385215981886,0.3636315939181805
2644.1573386,0.8414123271994843,0.517504795648607,,0.5249404146626828,0.12229796224007075,,,0.4252682332457816,0.5687033934359477,0.4073019633909474,0.777499689163917,,0.3471824707014291,0.39814319576816914,0.3219993576689441,0.5367218449042096,,,0.33223738103756356,0.34031027005453834,0.34080170446277186,0.3238960879240465,,0.3053343975729429,,0.32361787339856085,0.4563750243144826,0.10244447109517635,0.35199280074894157
2653.77172414,0.8392209307316912,0.5051547385055026,,0.5216169283568608,0.11367469058172998,,,0.42840821407514246,0.5663562457141241,0.40566287208223484,0.7793288957528008,,0.3469398973407953,0.39341750766906064,0.29788821362966034,0.5284325437233098,,,0.315329062202957,0.33047209814538725,0.3295288250533027,0.310116754666146,,0.2931531739622754,,0.3140969298388131,0.4657709339705604,0.1004268216882473,0.3381323845136628
2663.3896718,0.8353370014228456,0.4910462616932983,,0.5141739291983463,0.10331267935901071,,,0.4314382284123358,0.5614069177048557,0.4036627346250206,0.780890321918529,,0.3466144859611839,0.3861846599180909,0.26777807531608744,0.5157264619049893,,,0.29218281760183296,0.31657457984638204,0.3153800043199516,0.2893764223119734,,0.27688864963837345,,0.3023871312210374,0.4737302613190796,0.09838164071453434,0.32196321119348204
2673.0111598,0.8295588668742596,0.47404977022140954,,0.505195904016463,0.09105535974388482,,,0.4338861076619486,0.5516651130773848,0.40103353840411793,0.7821411550584626,,0.34625024108241886,0.37459058297708964,0.2299827399306029,0.4962422214105034,,,0.2556444487327565,0.29504331951814305,0.2970913185999934,0.25931726571828806,,0.26302255559651183,,0.28914335609601943,0.4805054496332892,0.09585658244135076,0.3031458314738847
2682.63616654,0.8208945216994015,0.45260270632576466,,0.49533030224877117,0.0787477370024178,,,0.43568848666171395,0.5325793909714466,0.39783674098204824,0.7827037291896225,,0.3457397696331988,0.356298591098444,0.1857695690843222,0.4678350591849552,,,0.20121408975330726,0.26077101920052853,0.2754087138600746,0.2235149421253608,,0.25264533485743595,,0.2744981712126608,0.4863337932986047,0.0925981800528968,0.28151754355548375
2692.26467058,0.8074751592329222,0.4257561591034541,,0.48452552646690733,0.06714885900129546,,,0.43723605403301546,0.499819436853628,0.394391279584337,0.7823125106378519,,0.34519753137185394,0.3285598373124474,0.1388501449662477,0.42875348934644264,,,0.14183644343034593,0.21372258121135446,0.24982913380525584,0.1913218024194371,,0.24493734854439064,,0.2574848428738309,0.4908182331023006,0.08847454526113543,0.2569432551802755
2701.8966507,0.7907495755486571,0.3947170239463742,,0.47198517877597873,0.056744747574244365,,,0.4387171996921462,0.45599536987953226,0.39058140658305457,0.7810472714475233,,0.3446624197118584,0.28533126016480037,0.09963634391472444,0.38194308776528385,,,0.09439760540462062,0.16956442794824783,0.22015320195337484,0.16378379505586416,,0.23103422255637873,,0.23752176946937398,0.4901413208165347,0.0833395391159319,0.2299917182566103
2711.53208585,0.7750294149406635,0.36545529643024516,,0.4560919256164108,0.04828700120133139,,,0.44031841374964004,0.4151262299960181,0.386217325945156,0.7793785874803724,,0.34402518628087997,0.22479579858901624,0.07876979974350487,0.3316313376056016,,,0.06833493893511397,0.13776200864275298,0.1880670436066779,0.13211214507062558,,0.20880466032182166,,0.21501587729782465,0.4813288866518139,0.07729033045136822,0.2017611081124045
2721.17095516,0.761331377899071,0.340678153004727,,0.4363827702868796,0.04212024102004202,,,0.4414137725903087,0.3900564272352541,0.3808701018450902,0.7777027013085637,,0.3433246627398797,0.17819531759062976,0.07165595140991705,0.27789773443468885,,,0.0583495387017851,0.11238007437190559,0.15643558958952392,0.10839460319575847,,0.18264454145972137,,0.1915440198452146,0.4659044263181681,0.07056027954967461,0.17283739274838933
2730.81323795,0.7498661033807512,0.31520962345148396,,0.41299731887837626,0.03795630152677804,,,0.4414416385802761,0.38757053600615693,0.3735767607533811,0.7756846395098858,,0.34246081366195746,0.15440663048156994,0.06813349564804719,0.22764317436922088,,,0.05574023976699185,0.09088844722031736,0.13052866479429823,0.1058173948892821,,0.15617949738713482,,0.16874459249558477,0.44641170357833004,0.06329158371460201,0.14375980033528812
2740.45891371,0.7398148614262134,0.28650295354634203,,0.3871259465515404,0.03527446056301773,,,0.44073071197270103,0.3932988392580619,0.36329272303657834,0.7730218628301757,,0.3414164994267608,0.1385261824872361,0.06846371706366075,0.18981798411704004,,,0.05601851817140145,0.07636436857482289,0.1116338400670532,0.10969653888559282,,0.13006425421596854,,0.14646449316666113,0.4238223707594803,0.055774653171064906,0.11636101113258746
2750.10796212,0.7304365213897642,0.2575821249053396,,0.36104653898685646,0.03354780236518102,,,0.4393780340946335,0.3985992177133261,0.3502716109147159,0.770004391856955,,0.3403435343124782,0.12504726525351398,0.07202156998047918,0.1646914432939927,,,0.058261110159256266,0.06904473755329647,0.09784442926186285,0.10975535730028188,,0.106848823078948,,0.12549323172544494,0.39807853096124585,0.04841916932674097,0.0926537086044331
2759.76036301,0.7197595548144099,0.2331145619251428,,0.336136656729069,0.03236046908674849,,,0.4381331846821865,0.4029225113164245,0.33765690281672117,0.7668154361582722,,0.3392272739776276,0.11326687512100873,0.07703059035042689,0.1501852502703099,,,0.06152086605098963,0.06802606283920105,0.08854915763170297,0.10837345041449459,,0.08738794869397538,,0.10705199158923127,0.36902864278468117,0.0415255532889338,0.07414373807845705
2769.4160964,0.7073650016948034,0.21301693108106431,,0.31394312166561184,0.03147857941156726,,,0.43712980107909905,0.4069716911472975,0.3281304796817413,0.7636647079693286,,0.33810151192574334,0.10289632337296963,0.09552947614024453,0.14599486240396273,,,0.06451394926884946,0.07251497173590239,0.08294686860355042,0.10760577650983646,,0.0704517597507638,,0.09279173540909612,0.3378104387471526,0.035428109336667984,0.06066231712574437
2779.07514249,0.6935724111661762,0.19503277220340326,,0.2951813402595248,0.030806505096401066,,,0.4364518659832827,0.4110910323171392,0.32243707308521974,0.7604615052153343,,0.33703209554479163,0.09384909225860955,0.11934326751248925,0.15136313397818354,,,0.06699287662210107,0.08167402698109456,0.07942997668307858,0.10727061940525581,,0.058228387177104546,,0.08237942119397039,0.3075090404229731,0.030630712633215453,0.051312192572490464
2788.73748162,0.6831525406919782,0.17834492182594613,,0.2807544949360844,0.030205381419584506,,,0.4360926054504835,0.41565667649827487,0.31773252338678737,0.7575464036075328,,0.3360045173993137,0.08703218501160635,0.1403685287397234,0.16445442727962456,,,0.06937548392382088,0.09504600416752909,0.0777270607927018,0.10720925512021308,,0.050109967952678976,,0.07475694279853842,0.280744101525898,0.026974396504977155,0.04499694032637289
2798.40309433,0.682679662365541,0.16291953842953388,,0.2704689764407818,0.02960942357069285,,,0.43562445954801937,0.4205620775413058,0.31409389855580677,0.7548614122566734,,0.33501862647755243,0.08291559220928406,0.15809488567394425,0.18221939420622538,,,0.07184076592165305,0.11195372249534005,0.07887365243998753,0.10759818949149998,,0.044189529403747416,,0.06910184931299139,0.25969091541215583,0.024329717105695713,0.04060637830405181
2808.07196129,0.6871695283772227,0.14871359441634424,,0.2616018845667683,0.029060710246293257,,,0.4347888931261019,0.42520654991550183,0.3115982241877725,0.7526102975746004,,0.3340222279189625,0.08112783758678259,0.17212796355974194,0.20244085010520316,,,0.07452002527498323,0.13047491235688388,0.08366399746993626,0.10839616865645389,,0.039668472649937114,,0.06464704726253727,0.24226464475225748,0.022228857740931054,0.03748536743801585
2817.74406337,0.6908904661916024,0.13688320765115877,,0.25025920702911125,0.0285528998382208,,,0.43345863420008357,0.4290557094734765,0.3098189474398466,0.7508021476281681,,0.33297693021333835,0.08113988408249762,0.18307471080770327,0.22398833532962784,,,0.07758217047778351,0.14815595622245542,0.09155521753783831,0.10928775890133689,,0.03661253497628263,,0.060997707423526705,0.22393984228940403,0.02041040799424659,0.0352970020757182
2827.41938157,0.692828624261606,0.12827282591786662,,0.23184806755286724,0.028046671401198327,,,0.43183073468831673,0.4319551986308264,0.3084026751424101,0.7491267708004128,,0.33184352986580046,0.08238507869774725,0.19205255476044028,0.24569886402135777,,,0.08089271918728921,0.16290794937385894,0.10011352796033658,0.1100286008478122,,0.03594168558737836,,0.05776721292897992,0.20295378182918525,0.0188104574041364,0.033739459074061305
2837.09789707,0.6931490938105559,0.12114455927506476,,0.20271719832903892,0.027586168834449077,,,0.43047612666317964,0.43371693358972724,0.3072580196922338,0.7475281950036398,,0.33080117686006755,0.08415992476856353,0.19988114327308198,0.2662399182904978,,,0.08417898619640914,0.17426732887171067,0.10687145417531149,0.1105572057631858,,0.04051992779743079,,0.05488615444466697,0.18083026258041454,0.01741424774265104,0.03255948175346696
2846.7795912,0.6921132350773119,0.11425812597629499,,0.16561593315855364,0.027192520223306028,,,0.429863726859035,0.4348655553246173,0.30613103095924077,0.7461159026002536,,0.3296767311387331,0.08583694277871066,0.20685684365228488,0.28406117042702994,,,0.08732037120339353,0.18276717769439466,0.1115269543392205,0.11094363894702215,,0.047942712688721155,,0.05218245796323252,0.16092422098678652,0.01626097133661415,0.03168505718471784
2856.46444545,0.6899743268318471,0.10745264685924177,,0.13382853218076024,0.026829277933727,,,0.4300560804684606,0.4371760937448032,0.30483931062722786,0.7448981433730486,,0.32857767892109396,0.08690021191793797,0.21335001952012864,0.2980613441067595,,,0.09027370361206456,0.18901467659538837,0.11490637235654572,0.11126726433867089,,0.0593610256787426,,0.050128648165246974,0.14412216049324414,0.015296862689470248,0.03111899913536009
2866.15244146,0.6872473902728172,0.10083454320861042,,0.1164100436516735,0.026523503902104298,,,0.4306633360012727,0.4402304191734603,0.3034182460518353,0.7437939586831437,,0.3275270759137466,0.08708398764507733,0.21961403438740346,0.3079032370601155,,,0.0931026616320402,0.19386073621708852,0.11775368856771586,0.11160670753449646,,0.07390336208657694,,0.04965823762342164,0.1287483030735737,0.01447100367935573,0.03076888458478167
2875.84356103,0.6841612081221278,0.09448214258781841,,0.11401769663834649,0.0262893354618028,,,0.4313846327021943,0.4427192106362194,0.3019580677868433,0.7428418101886591,,0.32655175060131336,0.08635608630857053,0.2253907479319867,0.31413004675329786,,,0.09578353630981551,0.19790181840962853,0.1203375980376973,0.11190138357783534,,0.06965887949506716,,0.050641901843068875,0.11390329271777487,0.013774612965706043,0.030545605285696668
2885.5377861,0.6809017657944596,0.08854246198817985,,0.12595645564402372,0.026111980019965637,,,0.43212364310784834,0.44449557935091016,0.3005582572207224,0.7419969144531007,,0.3256641796092195,0.08492713273848741,0.23028685598729434,0.3179212443970407,,,0.09831962938941564,0.201583681476078,0.12256483184138396,0.11212036335412322,,0.05934578875185601,,0.05199187694727803,0.10028673639262389,0.013200671965105845,0.030501825865272007
2895.23509877,0.677680045755475,0.08306841918747587,,0.1467670919284148,0.025992747072396915,,,0.4329659830628793,0.44595356566996563,0.29932476041830447,0.7411598297054124,,0.3249801681818665,0.08330558043489446,0.2340803932486403,0.32024152874130196,,,0.10078898348452647,0.20511464027046017,0.1241564648043739,0.11210179356108255,,0.052512294452747584,,0.05342129674017017,0.08880875065963621,0.012749471453173417,0.03054201850445077
2904.9354813,0.6745278538239741,0.07795545086583437,,0.17094755275215548,0.025910161057790385,,,0.433961864375499,0.44706594144078454,0.29822815241830486,0.7403426644888214,,0.32433545796330276,0.08210990252089456,0.23603267418111065,0.3218025920113467,,,0.10317886631943456,0.20850681575523042,0.12517238592292934,0.11198859607909689,,0.048468076171855355,,0.05529138867515989,0.0797642056472506,0.012387594599637593,0.030771205550055098
2914.63891606,0.6716176925310292,0.07326965722000589,,0.19422608320515672,0.02583684259877407,,,0.43504731376299555,0.4478149112365658,0.2972799037200432,0.7394543265864301,,0.32375863025405116,0.08172104145866416,0.2392696472476354,0.3230990870330301,,,0.10552730263375813,0.21169871926476747,0.12590895090954207,0.11194908718700289,,0.04609443711136248,,0.05757342349103835,0.07250882587877361,0.012145029986488058,0.031246237765905224
2924.3453856,0.6689599092749837,0.06907807948830212,,0.21265011601330122,0.02582767692494421,,,0.4362447268570496,0.44834337161383564,0.29651400866713407,0.7385312661709971,,0.32324250115430103,0.08231004242452113,0.2502270240022758,0.324430159489993,,,0.10792135656383309,0.21473642835815976,0.1265751780008628,0.1120348625832182,,0.04455954100201356,,0.0593583124215247,0.06660308424964193,0.011970769886614194,0.03198508934650248
2934.05487259,0.6665612996813517,0.06539696165697648,,0.22337014250357817,0.025854712104336836,,,0.4374273342027168,0.44879220420633403,0.2958301618856372,0.7375606629535874,,0.3227037730869776,0.0838958513458351,0.26262380191396856,0.32589158165967974,,,0.11045027115720826,0.21766724918735222,0.12716058488362664,0.11232940848341298,,0.0434898229184256,,0.05991494563798151,0.06161545857079189,0.011858201035939694,0.03281498493507145
2943.76735987,0.6642916269414142,0.06221322590418355,,0.22708398008414735,0.025904326646683327,,,0.43858609556557987,0.449149210357542,0.29519641484478554,0.7364654989715873,,0.3222497547588813,0.08628954981465708,0.2722561474513325,0.3274825907739038,,,0.1130506724247753,0.2206321853148019,0.1275848469990034,0.11278242181644636,,0.04280025281074777,,0.0599614622725613,0.05762781033931627,0.01179862717239659,0.03361797963081737
2953.48283039,0.662254989784903,0.059666162147699896,,0.22773942754216323,0.025956040690438876,,,0.4397222781265445,0.4493882749534996,0.29465842342246645,0.7352846508051418,,0.32188355250424006,0.08925976785953023,0.2798116278197189,0.3292656961874668,,,0.11576811441905822,0.22372766373673164,0.12799486200457855,0.11346162018483859,,0.04252665148973346,,0.0602569741645223,0.05524258612185474,0.011778392524515421,0.034607321720125934
2963.20126726,0.660575821005221,0.05778732481358219,,0.22967015168082108,0.026041737558358966,,,0.44078267197551774,0.449483747588097,0.2941219546109922,0.7339859533027057,,0.3215648092528451,0.09274816500828512,0.28620213846276443,0.3310440856744528,,,0.11856157350919054,0.22690595623551976,0.12889434708933947,0.1144431694014259,,0.04251631725795919,,0.06154979478383517,0.055080287572179004,0.011824168884146192,0.03575833344518968
2972.92265372,0.6590192413420665,0.05663834547021698,,0.2332979284589685,0.026164429030029746,,,0.441779805549962,0.4495667939049867,0.2936413589274396,0.7326380151617224,,0.32126077427652805,0.09670730351329208,0.2918934230897076,0.33266244963645186,,,0.1214076798607762,0.23005597522879503,0.13039085074888412,0.11571966068189186,,0.042657032032878885,,0.06338951281009643,0.056719021173108966,0.011889924330971226,0.03711194432340545
2982.64697313,0.6575554404080378,0.05621428367571457,,0.2373149627192534,0.026281636544632093,,,0.442753860480034,0.449683811869111,0.2932466340082009,0.731306893660766,,0.3209645575807672,0.10118206433600023,0.29737364584347126,0.33402919450085056,,,0.12425910682011272,0.2331030206706691,0.13199534927668327,0.11734061527159637,,0.04304934532245259,,0.06530865335701891,0.05921053921408415,0.011984474095285328,0.03848745415338199
2992.37420903,0.6559539738530106,0.05638707430711354,,0.24207921190172846,0.026427690503540335,,,0.4436576172760041,0.4499152111318353,0.2928939732016297,0.7300609547732453,,0.32067532960298517,0.10632279429366003,0.30310166714782005,0.3350466640873142,,,0.12712570848125962,0.2360401417242687,0.1334580861534146,0.11921751099522955,,0.04357378770267882,,0.06729095225721642,0.06189884863891434,0.012085087597946867,0.03992940357048928
3002.10434504,0.654220097226074,0.05698095669679958,,0.24794772036317045,0.026577028675068438,,,0.44457019412969356,0.45025874742128486,0.2926114535781656,0.7289683594284071,,0.320434970952876,0.11211542426748668,0.30906312492461774,0.33582559391104594,,,0.12998334608057963,0.23891869688241166,0.13484044193284747,0.12132519517439623,,0.04405033940101464,,0.0693996297523091,0.06435951332148948,0.012175135512816791,0.041419817195136106
3011.83736494,0.6522892121449867,0.057753223911319124,,0.2550597289685295,0.026692439963253448,,,0.44545775865605336,0.450663449535618,0.29239349260171926,0.7280735607594643,,0.3202561814223349,0.11844280253856727,0.3148184272497295,0.3364736502395331,,,0.1328061082534279,0.2417400702286535,0.1362877478591099,0.12366391821472103,,0.044350709002617034,,0.07186518890438526,0.06605182333535722,0.012282058587114899,0.0430290251271487
3021.57325265,0.6500848122788667,0.05855088726666281,,0.2628839863963683,0.02677028414427405,,,0.44626128636233603,0.45112883891133176,0.29219668474821514,0.7273529864727416,,0.320092161849134,0.12511653669202685,0.3201961963301075,0.3371630781257612,,,0.1355349478422417,0.2444986265851967,0.13788457652206249,0.12621524062679879,,0.04485083877361713,,0.0745761936914716,0.0671941303528253,0.012334285029732814,0.044725373364503856
3031.3119922,0.647564710012876,0.059294198725545214,,0.2695916434420306,0.02688489972797088,,,0.44700564231194556,0.4515442855466559,0.2920136964111861,0.7267147906244819,,0.3199258973368236,0.1320189212676628,0.3252972890787407,0.3379954861280168,,,0.13820055186753086,0.24726007478690668,0.13957223228104473,0.1289450993232685,,0.045407030833919095,,0.07749700602541824,0.06823728374727357,0.012379562144914626,0.04623818245896124
3041.05356775,0.644665223526454,0.05988337219031525,,0.2746414793170452,0.027031352002258043,,,0.44776256460126806,0.45188105263440775,0.29189805465427526,0.7262024952809704,,0.31976334884208696,0.13910050979516514,0.33019420027254215,0.3389596552251745,,,0.14079334093451767,0.25003458120753663,0.14120981779035158,0.1316621830341667,,0.04575133601240571,,0.08056376407506131,0.06973907214292949,0.012460228858196717,0.047725883898087865
3050.79796359,0.6413444835172466,0.06020813341152628,,0.2784778914085874,0.027123262991079117,,,0.4485132397204107,0.452116469698179,0.29180018945761727,0.7257340003658812,,0.3196359046746385,0.14636197287963978,0.3349732130169441,0.34019213324913344,,,0.14332551381892514,0.2528488140116548,0.14267960476712585,0.1342304304694665,,0.0458598419052717,,0.08348948610027088,0.0719346825160296,0.012573821622485926,0.04928501915572836
3060.54516415,0.6376204990984222,0.060359184663495775,,0.2817900158986121,0.027223053571685783,,,0.4492759905540646,0.4522006146101361,0.2916792262297049,0.7252532892347333,,0.3195821132513296,0.15386230083846325,0.3395998071498975,0.34162389121285325,,,0.14576523491697657,0.2556812403737354,0.14397200128317114,0.13659331653228032,,0.04588798991550975,,0.08610380796593682,0.07461067534318772,0.012690208044133294,0.05072908570155311
3070.29515395,0.6336045232866808,0.060394859349632894,,0.28465828654126957,0.02738761916236819,,,0.45010229343024954,0.45217577957673905,0.29157714103475596,0.7248192914154876,,0.31947318793174934,0.16163727837982642,0.3440197651648342,0.34323715036528657,,,0.1480965302585817,0.2585959720713309,0.14507354108636714,0.1387684994724938,,0.04606418734311901,,0.08824022105531641,0.0776201474488635,0.012823717038529223,0.05233120518411144
3080.04791767,0.6288652317110457,0.06042745362046258,,0.2868277434384578,0.02755682598272548,,,0.45093954578126144,0.4520894235944519,0.2915364211274448,0.7244310354619202,,0.31933497627635593,0.1696033646406264,0.34826249192793474,0.34506665512503926,,,0.1502674989328009,0.26169683299129054,0.1460458851402456,0.14081383507860468,,0.04635892292693161,,0.09042251974776146,0.08077039167197934,0.01297340653591018,0.05423613672403287
3089.80344009,0.6227782587596489,0.06051194148237791,,0.28851996411724634,0.027727324100422664,,,0.45179858670594564,0.4520433373340589,0.29151660984974836,0.7241493891340745,,0.3192654377311209,0.177637884009378,0.3522986850585083,0.3471854970441392,,,0.15232577521930366,0.26517673983814516,0.1469732270499419,0.14305034746580866,,0.04700138984859074,,0.09470443701805616,0.08347097708139675,0.013136510633184832,0.05657646409945509
3099.5617061,0.6162959387138982,0.06064526338974406,,0.2902730034655995,0.027954317887676456,,,0.4526827753310301,0.4520373533593756,0.29156002198593256,0.7238801182054886,,0.31918704752836835,0.185655935518478,0.356235402561582,0.3495665867598483,,,0.1543603030633113,0.2690999591744371,0.1479922924190527,0.145661576622798,,0.04807433175798183,,0.10145238793586406,0.08542747798941588,0.013336808961706453,0.05918796623997532
