Database of Origin,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),RELAB,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB)
Reflectance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
1333.01349556,0.8891212099608234,0.8928837812753051,0.9045201609942141,0.7360539285011204,0.5263667469983606,0.4131820170852409,0.8192514142439039,0.34316926211472343,0.6033445524395589,0.2233522251888047,0.3439540579292614,0.8169175523831085,0.2890991277123067,0.37133219496510617,0.9032271941806809,0.527891961857109,0.4871600016362722,0.7621472120566882,0.47723964110197636,0.6149989733682731,0.5051469254887917,0.8699467839761383,0.6360391215006366,0.8392436490598829,0.8551863079326941,0.8907699598788618,0.8109849856159163,0.739655929580637,0.8747260991438981
1338.5688161,0.8888369215766805,0.8918981414706498,0.9043792454429266,0.7360584181302078,0.5231446865916438,0.4139584730055166,0.8055743805342551,0.34573399448541453,0.6001167250823328,0.22457631766506903,0.34929478688661264,0.8173551768018575,0.28959063854577227,0.3731600037922493,0.9002365982329618,0.5299025155362478,0.48893748893379796,0.7590123986565068,0.47794463133944504,0.6150336410512439,0.5047141157142774,0.8641761397440509,0.6358921806313327,0.8338862816556328,0.8467830292787836,0.8854902478969283,0.8148047506995385,0.7345215132741681,0.8725967037612096
1344.15282419,0.8883619042676227,0.8908137805227678,0.9041683208493989,0.7359427044535175,0.5197391632955946,0.4149405939698142,0.7931531240752662,0.3481797287512223,0.5963826332266096,0.22566324021108536,0.3546734492102593,0.8180062290610727,0.2901745543962096,0.3748675663351864,0.8958147941123384,0.5313113963101289,0.4905209672299375,0.7542832862478798,0.4783708367256452,0.6148729563738384,0.5042320872383578,0.8578825177865879,0.6352671659496976,0.831775048371531,0.8407640973216071,0.8798526674531011,0.8182892837014314,0.7286071307197239,0.8703659069111728
1349.76572543,0.8875204227333517,0.8893579594756821,0.9039245473349724,0.735696005762589,0.5161714323856583,0.4162183319382987,0.7824435462837215,0.3504767507961861,0.5920224411990386,0.22666439533880434,0.35999575391549166,0.8186227095136417,0.29079422294487084,0.37625200352702665,0.8888274148653018,0.5328256950478348,0.49206393465386633,0.7470374302919142,0.47854595175462994,0.6143188711817645,0.5037449749749261,0.850808616032944,0.6341543493388607,0.8308556176462272,0.837541339022313,0.8736422355842003,0.8214695562925869,0.7221293586137494,0.8680112471129096
1355.4077275,0.8863392833430485,0.8876881610371824,0.9034825033818827,0.7355743808756402,0.5121051381123959,0.4177714189613032,0.7736161190159899,0.3526698525116354,0.5874760641151076,0.22778920147750703,0.3654281914142999,0.8190691650718481,0.29141792890759044,0.37746094834514504,0.8799105779619305,0.5344296622639886,0.4934450945886513,0.7382388846648805,0.4780692908476431,0.6135827532079192,0.5032109721310094,0.8429738517841336,0.632219130382286,0.8303654702912251,0.8352754190992391,0.8673269302965695,0.8248121278945292,0.715791730926199,0.8654738688929104
1361.07904029,0.8855533990922102,0.8858389466765175,0.903529149353694,0.7351030134388981,0.5066388513173153,0.4192905492773184,0.766636810914482,0.35486839448798674,0.5831139511052124,0.22933144793778,0.3712678178534672,0.8194134795747688,0.2921001590660914,0.3786592638991791,0.872665543641535,0.5365941588348707,0.4943909818981398,0.7306330071361921,0.4770850475422624,0.611425174659732,0.5020332804689004,0.8345309443084906,0.6287890819498105,0.8310568930348586,0.8321835909947373,0.8614738406408474,0.8286424784778584,0.7097361694866169,0.8628077859539124
1366.77987583,0.8856766825092514,0.8836281974626139,0.9035559125361413,0.7344469970026067,0.4989446793466902,0.4205637478238461,0.7604170405528697,0.35737579327183977,0.578613538428648,0.23110137557839566,0.37754524752374113,0.8192199196588957,0.29291332919004753,0.3797406485595753,0.8660172424533268,0.5387052363420606,0.49496852196471747,0.7218226208592643,0.47586906136687357,0.6082101706081884,0.4998895932870524,0.82380966452017,0.6232509548805052,0.8324443338814124,0.8269444849166698,0.8561226424634495,0.8325720429101623,0.7037875874402694,0.8599553047257329
1372.46681289,0.8861708176021572,0.8813734153065363,0.9033744749041787,0.734202153404207,0.4897550327364153,0.42150132937105866,0.7532688980927864,0.35991803165703745,0.5738091937216534,0.23297068036850993,0.3839245565036499,0.8180576599453564,0.29391686717858784,0.38052292951645117,0.8559578372203319,0.5402920190927406,0.49452534288025607,0.7036803667293724,0.4728988610798796,0.6050328362247066,0.49713193566257513,0.8072038019071692,0.612717558049962,0.8319779468788442,0.8186002526214694,0.8510950821917398,0.8362316374818259,0.6976366444656945,0.8566589155328236
1378.13342967,0.8863788238173577,0.8783654124270093,0.9034031495205025,0.7340583479015178,0.4797044681262588,0.4220706254863801,0.7429943654774446,0.36226526084172517,0.5686100277740834,0.2348417479627119,0.3903397113563037,0.8159916726883543,0.29482182276728913,0.38027493034784404,0.8406585890343038,0.541428433869106,0.49323250682242425,0.6692736200515322,0.4646634489137155,0.6008615297064459,0.4936499485940333,0.7799566372671645,0.5899159057814444,0.828825300269601,0.8064960318567622,0.8464124957425055,0.8395029589340166,0.690651580119901,0.852609020485216
1383.78010777,0.8864876164185431,0.8738582894666209,0.9029985102740652,0.7333935611683179,0.4681320475356977,0.4228344678672574,0.728036239510274,0.3645831170742732,0.5628805391571734,0.2369046928887811,0.39672198270149556,0.8142260049248007,0.29563412095353186,0.37752921993842015,0.8225519039166395,0.5426098980700994,0.49060445101556416,0.6371035875823278,0.45269985221713116,0.5932367276047856,0.487964314552193,0.7355786541406727,0.5445084777995237,0.8232845201821994,0.7904594033999532,0.8421721638257333,0.8432738882162452,0.6820577248176958,0.847663692022205
1389.40721715,0.8865500506219796,0.8696017268158952,0.901833385985504,0.7330431797843135,0.4549341596557911,0.4240759186998561,0.7084840277271545,0.36696065675183587,0.5555883220562133,0.23872047708629887,0.4030667048121274,0.8138891166358024,0.2965059557197299,0.37334058566039063,0.8047924357207042,0.5424640368279752,0.48482898289856236,0.6224823357322594,0.4454175449388273,0.583874778825833,0.4795619570202212,0.6873158653872884,0.48951714873782176,0.8156872048374136,0.7730557940485132,0.8380262091969806,0.8465336070242101,0.671834930704809,0.8414529079037869
1395.0151167,0.886471035151514,0.8658133735334841,0.9010122596789171,0.732943637853248,0.44060704073616896,0.4254681664015209,0.6838683019996712,0.3691803292483265,0.548092617989262,0.24027513129918268,0.4093324784863424,0.8140788731203271,0.29733972867384956,0.3740845809207515,0.7918967354375762,0.5404160318644965,0.4736578169809164,0.6265705547385695,0.44595629543389803,0.5735314237106203,0.4686684931236053,0.674711905502183,0.48028352039030114,0.8054399960569554,0.7579915885756614,0.8323501006892946,0.8486077244958157,0.6597477943158895,0.8335687084955488
1400.60415467,0.8868665808395054,0.8616408109907395,0.9000182375280874,0.7321528159137098,0.4268655039120682,0.4270383149674829,0.6525845992308955,0.3714101128536362,0.5430247408746208,0.2419930455009282,0.4160669292452606,0.8140025434805731,0.29825974255338616,0.3785979374218154,0.7884595951975286,0.538103225452721,0.4547116711327658,0.6413775649446195,0.4533341028213388,0.5616362771280461,0.4558527775368905,0.6775566443766183,0.5263240331688273,0.7912165728400815,0.7446049884063114,0.8237232308752886,0.8505893590826881,0.6453663333853928,0.8238651846230333
1406.19775036,0.8873352339987575,0.8568893321135417,0.8993305811291067,0.7311899664979032,0.4164131516067185,0.4287353738054985,0.6123685888565,0.373789254997069,0.5393478305504072,0.2441801685851733,0.42330028340238857,0.8135516280075424,0.29921619673868566,0.38232879859914254,0.7877667749653993,0.5363347825045727,0.4339616813984718,0.6538330699116222,0.4621518813109953,0.5501907878493514,0.4435222367785295,0.671428152963119,0.5689476252544017,0.7714230451058736,0.72900025272513,0.8120029266356734,0.8531964040396357,0.6287638635245338,0.812514354447513
1411.81328293,0.8874698673873822,0.8528476000823991,0.8993276716455024,0.730309863313801,0.41084114166456404,0.4299857398102082,0.5661285383669575,0.3761663533800848,0.5350148557958819,0.24657006036412338,0.4306026353566386,0.8136255542162288,0.30032488750764874,0.3848625648530541,0.7813411220497994,0.5354772173653337,0.4280006127746767,0.6616200659290115,0.4697742528891279,0.5435514992084004,0.4340931988561986,0.6643603612690563,0.5900489764092364,0.7441251745180244,0.7098525932455773,0.7972238119098279,0.8556191623782587,0.6108388352551549,0.800134061952261
1417.45083527,0.8878278116397088,0.8496552038638598,0.8989737847464456,0.7291924767551156,0.40939660487005713,0.4308141211476557,0.5253919192601972,0.37832960037996516,0.5298233082284342,0.24893868480278367,0.4377948973429689,0.8144785742458155,0.30140068176855317,0.38710732914937057,0.790427797822491,0.5367065094129048,0.44323163977689484,0.6650230853184196,0.475745818824755,0.5450579103254587,0.42859266929611,0.6641492100290766,0.5996995775750797,0.7041201025189819,0.6907010673319919,0.779907653544101,0.8569489065008774,0.5929172627412699,0.7878754161427831
1423.11049053,0.8886610165856778,0.8465425065968912,0.8985321294737534,0.7278190327922889,0.41033402187102386,0.43167281111136374,0.5050630158616515,0.38037293134327055,0.5245170334925645,0.25132345361159375,0.445059563323332,0.8153007734964494,0.30239819604562523,0.38896028051192016,0.826729494816559,0.5406554446081704,0.46573986935840384,0.6663845292649074,0.4801709901032038,0.5536410340501884,0.42624152467478205,0.6710349642842375,0.6053487929600975,0.6542734292347946,0.6763838779147544,0.7611017706640207,0.8578837733340174,0.5761237457653642,0.7769325647081436
1428.79233216,0.8893165595687788,0.8436896896737572,0.8980474078702507,0.7261415049265746,0.4122733175389058,0.4325280055208862,0.5116667710978359,0.3823939050030152,0.5188509187737539,0.2537915112133934,0.45249483281083086,0.8155913844099955,0.3034392707860366,0.3903450502556898,0.8583818847919042,0.5460817963466668,0.482752461386874,0.6674656172915103,0.4837424892668554,0.5641169178330131,0.4261228195929708,0.6815594137464754,0.6097929417359026,0.6311632361537197,0.6707740308268464,0.7426223287232253,0.8583770022774186,0.5611416430906815,0.7681176944929283
1434.4964439,0.8896220880385065,0.8410025279454301,0.8971253492619047,0.7243188798967192,0.41452151809533055,0.43337565346857887,0.5380863718010259,0.38440701026350066,0.5127769058490066,0.2564033560172047,0.4601448739192677,0.8156312372392687,0.30446759865337986,0.3916352651170523,0.878527122344108,0.5516452239908047,0.493146737926142,0.6688690949440748,0.48679144731017576,0.5732893765921083,0.42892655590966194,0.6926571463846858,0.6136102496387138,0.6425029188551502,0.6746781661828504,0.7226139108754409,0.8582519074445172,0.5478535591594137,0.7619743735586378
1440.21938683,0.8897246617871837,0.8384285220126291,0.8962023080570855,0.7231099335336443,0.41666697234134903,0.43424912368748264,0.5719493160412378,0.38640203415199614,0.5062329469996419,0.25906457284469636,0.4677638759952706,0.8164750490089935,0.3054430733051718,0.3932041223510772,0.8907079114319907,0.5560962415768937,0.5001479164365642,0.6704318376956327,0.48949673491797546,0.5806563051946346,0.4364326308481947,0.7026625864519301,0.6174546588230722,0.6588613614422871,0.6849837768760987,0.7002850029486085,0.8569954525555789,0.5360567853422363,0.7587891412271857
1445.9515979,0.8898734891051413,0.8358493728688583,0.8957968133519935,0.721703645131542,0.4184197570992439,0.43488782422741645,0.6036336192268112,0.3884116269018077,0.49948509770893007,0.26184943984360654,0.47517411033011697,0.8171516741073379,0.3064770793786591,0.3949871064927809,0.8977830691964552,0.5595636446801877,0.5053927534777939,0.6720407790745471,0.49195230379773097,0.5857208049076187,0.44681506428042767,0.7106941825158751,0.6216777648287161,0.6600180637833089,0.6981870274339256,0.683716828690192,0.8542376029985128,0.5254017689643858,0.7583275658906361
1451.69304835,0.89000633438267,0.8335411981297668,0.8957733085439045,0.7190336271431007,0.4197059652974429,0.4353934439938963,0.627293875999678,0.3904116007592574,0.4927102818612725,0.2645773886885347,0.4825559632806442,0.8172560787871234,0.30752703770036793,0.3971578123656377,0.9024718961379378,0.5627169665759866,0.5093076602331951,0.6737288163380233,0.4940603245639161,0.5886868675109781,0.4554469831552657,0.7165665080172475,0.6255004875190207,0.6484085345573302,0.7123373765744662,0.682473968837005,0.8492324559365274,0.5157872614079186,0.7595634491617111
1457.44370948,0.8901747666375508,0.8315199235596039,0.8957137811479927,0.7149581886157859,0.42084258152307935,0.4359382407406526,0.6399738246649276,0.392302037697565,0.48586594425503904,0.2674353063071841,0.48998757360109096,0.8181669150755264,0.30851463661733075,0.39941460654184724,0.9066479486141751,0.5656380727823584,0.512181730282762,0.6753305153719192,0.4958331629683178,0.5904508622327456,0.4607624661459131,0.7206139086022817,0.6284533810407019,0.6331880645782343,0.724694237749191,0.6919876385377575,0.8407975861855482,0.5071886621636664,0.7616687363784851
1463.20355265,0.8902811653538059,0.8297016983795761,0.8959615141451297,0.7085449626091086,0.4226220045225136,0.43646693025059274,0.6444280136958275,0.3940836689289385,0.478748092302708,0.27035607422328567,0.49757360497304504,0.8194752169157057,0.30945389100632614,0.40149378485489834,0.9098063627196604,0.5682579036524827,0.514552798879975,0.6769058068718078,0.4973644305611337,0.5925544788417775,0.4643323309226709,0.724788008369127,0.6307060449722336,0.6181439043702152,0.7325529496720459,0.7015776522607995,0.8289223030826779,0.49938617227467585,0.7640704866688116
1468.97254925,0.8906655894711457,0.8281036515493256,0.8967031029082805,0.6981690830631012,0.42559642598223785,0.43677968481463725,0.653265599206032,0.39583092893384725,0.4716468007709721,0.27317213490173764,0.5053575904244588,0.8204046636337575,0.31040365982118884,0.4035315375389622,0.9123552071638492,0.5707294080470998,0.516838360117762,0.6787267481070847,0.498645814911959,0.5953121722313005,0.46788685257869594,0.7314693763253998,0.6329086047615538,0.5955739608381184,0.735579214110979,0.7080746508594404,0.8155425936359577,0.4924487441095354,0.7666371191557686
1474.75040717,0.8912667921564701,0.8265451922807142,0.8973335030012496,0.6850308196240829,0.4294066128043255,0.4365552211621135,0.6750832079113345,0.39757682174463943,0.4647083090839602,0.27615785610275995,0.51327148818199,0.8214303879439208,0.31139077668560294,0.4053740619982904,0.9149872193952754,0.5734519736294252,0.5192448727970589,0.6808022692030582,0.49988240103128795,0.599086773708908,0.47188308876586443,0.7408305116467329,0.6352967311350458,0.5680995431924941,0.737370381789693,0.711902122862016,0.8045818143834108,0.48666815418084136,0.7696696313842182
1480.53455271,0.8914076269309373,0.8250839860379018,0.8981980067457587,0.6794292523081191,0.43345200316457705,0.4359073580887654,0.7023745299363189,0.3993280568131497,0.4575341538279831,0.27916483594660935,0.5210979322124095,0.8227298481528332,0.3124704237880402,0.4071511588857039,0.9173112901289421,0.5759494691531917,0.521394219962922,0.6831381165339818,0.5015133746029201,0.60275117984462,0.4759148565514461,0.7513332397676155,0.6378442106507197,0.5734756806641466,0.7434168360229403,0.7132718936110384,0.8025099944787474,0.48203098146014034,0.7733246194390977
1486.32495713,0.8913898708549469,0.8237397381461758,0.8994822463540149,0.6881346492555954,0.4374871882190393,0.4352616969434965,0.7274203688747056,0.4009721196636611,0.4503861254732181,0.2822106511571952,0.5288892463886143,0.8242206053268644,0.31357197120324304,0.4087346681029531,0.9189378867830532,0.5780917342128985,0.5231996281277583,0.6855394489920841,0.5030495784085919,0.6058404878644896,0.47956456431256317,0.7611466282451413,0.6402459414706189,0.6183670299313426,0.7534006380121978,0.7124709621521556,0.8128149645600534,0.47794870367955883,0.7774767514518494
1492.12159183,0.8917607037367634,0.8224882971814444,0.9004053669955485,0.7030666292668175,0.44134536712404315,0.4341903796257481,0.7486259035512863,0.40260890853818104,0.4432849045496024,0.2854510318697726,0.536606393940319,0.8252697623426212,0.3146247297417017,0.41018351622509175,0.9201453341802134,0.5803524206541416,0.5246578238378554,0.6878813504935131,0.504357960468212,0.6085787717894643,0.48277038772726166,0.7698029600523348,0.6420366337011966,0.6583007703480934,0.7632959041488694,0.7129501588118727,0.8272961785159149,0.4738407279318469,0.7819132174396739
1497.92442836,0.8922035212535125,0.8214249121748985,0.9006694695283401,0.7140725414203123,0.4449755062757395,0.43231255445680117,0.7659913471761732,0.40437236148638206,0.4361144358849134,0.2888203828522674,0.544021443583879,0.8253354327158886,0.31553439843550896,0.4115253266221501,0.9208670024893784,0.5826219719691054,0.5256247797146986,0.6903117617673011,0.5056282538768535,0.6109246945425488,0.4856139240135438,0.7776165008111791,0.6434456117448255,0.6835150467997797,0.7725895409061915,0.7193036991044619,0.8366325414017022,0.46952378134303674,0.7863762099059296
1503.73343845,0.8924654162101441,0.8203778361188628,0.9011679854846331,0.7204229772455671,0.44834215592278576,0.4299340978751721,0.7799401556225071,0.40610773217413965,0.42885835773517594,0.29220941383313664,0.5512423175040531,0.8251745974134782,0.31643693475405854,0.4125615181680201,0.9222548222758765,0.5848668982312502,0.5263946652873033,0.6928734362394888,0.5067848106300642,0.613099473974659,0.48823543086846205,0.7845011043920729,0.6446471297701548,0.7036108301039361,0.781443074331641,0.7299801171898385,0.8413217211663315,0.46484841030986496,0.7906477864099313
1509.54899004,0.8926270460593269,0.8195109367796752,0.9016677796016264,0.7242026261542588,0.4514300833826479,0.4273376802019058,0.7914916942517989,0.40766096511406097,0.42165139750505765,0.2955385922671181,0.5583423029586162,0.8254540290276693,0.317381653210028,0.41368140547812454,0.92405377919349,0.5870691452484937,0.5273684247819624,0.6955971555774558,0.507918497826419,0.6152957865048818,0.49061232660177606,0.7907819293872301,0.6456082313422635,0.7224982585864308,0.7889154819647565,0.7397450452256131,0.8436734013878021,0.45970259616381354,0.7945903336830258
1515.38336105,0.8926613832143662,0.8189072934435218,0.9018666375035334,0.726979298348683,0.4542730185111193,0.42475095845863725,0.8016930699941159,0.4092019919461224,0.4145253232806798,0.29902623892797364,0.5655376666639841,0.8264787351968669,0.31828693068424724,0.4149949339220671,0.9253707071526417,0.5891696128747066,0.5281237919789126,0.698564502620413,0.5090452588788126,0.6168652828848106,0.4927294316668191,0.7965151684471813,0.6464340309354644,0.7375323645547892,0.7944814172655151,0.7458579840599979,0.844291687449332,0.4542251348677699,0.7981464937259559
1521.23658861,0.8928169331730024,0.8185389268687061,0.9020838627104237,0.7290922481634573,0.45686680412868413,0.42198778897078965,0.811253159390608,0.4107108745091867,0.4073080835598344,0.3025451600147871,0.5725892743012985,0.8274933711514131,0.31919619772545255,0.41620031670603824,0.9261487079496097,0.5909958281046255,0.5287113292340659,0.7015069447377043,0.5099507497228225,0.6184933860407471,0.49466737614769973,0.8017609026654077,0.6469133427719599,0.7481151811494647,0.7981223093841899,0.7482578419953442,0.8436652216859789,0.44834042477483027,0.801293162482453
1527.10870977,0.8929343443909451,0.8182738731199928,0.9028611339864451,0.7305528602680431,0.4592052151147614,0.41908041924451506,0.8196665403421535,0.41205682277561184,0.4002223946842074,0.30591510045075543,0.5796073951060763,0.8281898652767204,0.3201293027854504,0.41732837986189814,0.9269087369099474,0.592581609707235,0.5291327642118728,0.7044074707950124,0.5107598891458058,0.6200486826138766,0.496376322332027,0.8068118759262938,0.6466383902363798,0.7552249899009287,0.8002217536919708,0.7484656932489171,0.8429193825081921,0.44214595275098745,0.8040506745733585
1532.99976154,0.8930723187578851,0.8180780557906394,0.9040240867717444,0.7316308017814414,0.4613181640214308,0.4161244792182685,0.8268026974674556,0.41325676596293254,0.39311678086504537,0.30940204804583,0.586654833234984,0.8286383247071335,0.32093426118434115,0.41852088619251815,0.9279023664176415,0.59459920264587,0.5294548085472036,0.707012327149401,0.5115356730246452,0.6213245868689986,0.4979023341154474,0.811538059768628,0.6461177027462197,0.7602111514741053,0.8015918048036622,0.7480671893748333,0.842238483806164,0.4358408768888109,0.8064595339828381
1538.90978084,0.8933919472629857,0.8180410244170142,0.9049778237790488,0.7321673853180395,0.4632369689254555,0.4140556294406821,0.8326920072413567,0.4145461455686365,0.38602075550466497,0.3129642664347082,0.5935064665837524,0.8296871559084441,0.3217207034960559,0.4197935066460577,0.9288056814211577,0.5969642243658279,0.5302990744553382,0.7091877775838581,0.5123715394727973,0.6227740113692105,0.49941548194528285,0.8161856450812077,0.646537942365331,0.7644342391747206,0.8035534527810246,0.7496607127962202,0.841793596069524,0.42966198786632326,0.8085992517391447
1544.8387776,0.8934689528054188,0.8182360083250287,0.9052729130650321,0.7326090753416363,0.46499316715223826,0.4148457085992483,0.8381694211927724,0.41584188398260513,0.37914681420421226,0.31642358860602915,0.6001621981297378,0.8306132527931593,0.32257093662364283,0.42121187707125657,0.9298725466801961,0.5988792007976775,0.5318925964456661,0.7107753985471849,0.5133062301958498,0.623928582438924,0.500714290276793,0.8205468275174104,0.6484518203472251,0.7674989969594302,0.8071237254962191,0.7555116081555165,0.8420647982826841,0.4245561076305008,0.8105593950369967
1550.78660554,0.8935047793153226,0.8187832804405645,0.9056010485370478,0.733361179400686,0.4665273320508181,0.4186795805429803,0.8433958956489186,0.41697295481093893,0.3722833704571438,0.31983386043957773,0.6067237442620204,0.8310015908625696,0.32323991881110364,0.42266905108287,0.9304609486812176,0.600572025659968,0.5337653201396656,0.711961764672441,0.5141830009570552,0.6243228442485546,0.501919129345559,0.8243650855201494,0.6508477805817237,0.7695642827393436,0.812221942305723,0.7654472940356907,0.8429580176084605,0.4218842278700817,0.8123247979431035
1556.75329898,0.8936550061945074,0.8194511568246132,0.9060991735225662,0.7339646404853103,0.4678518730983579,0.4244159944575801,0.8478242154977754,0.4180090309987148,0.3654118070251513,0.32316135830009834,0.6131932770234361,0.8314968500741581,0.3238423645015402,0.42411352513572426,0.9304980959141231,0.6022109743603858,0.5356295599722649,0.7125591015234624,0.51506604098337,0.625030150650614,0.5031363174592042,0.8278664702376417,0.652760209830187,0.7709583133228065,0.8175989317548042,0.7772333403848387,0.8446478467711288,0.4213076689521974,0.8138841091243953
1562.73889214,0.893906169244433,0.8199737845030042,0.9066786105462079,0.7344486416946566,0.46901681353752667,0.43060747920242926,0.8515027968831228,0.4191508418075314,0.35864449873681664,0.32627956278741677,0.6194797303547891,0.8321066100304334,0.32452682591013415,0.4254952072202269,0.9309355352807319,0.6038939638823606,0.5371627437559064,0.7128263828919268,0.5160984260151059,0.6259188442238242,0.5043543579450512,0.831425192512744,0.6541019663617663,0.7717075318377489,0.8224847872784697,0.7882494383936737,0.8473863489986726,0.42134192131041953,0.8153092753825019
1568.7434192,0.8939986038056728,0.820633430833463,0.9064484552369705,0.7348070345768754,0.4699824708512527,0.4364077986675498,0.8546633740900869,0.42029705848717547,0.3520033699258006,0.32938645272037353,0.6255490890807157,0.8320743142358004,0.3250844619975463,0.42696177105314675,0.9315421939867412,0.605477804680903,0.5385146390560699,0.7132082209275294,0.5170933300388689,0.6272557905190693,0.5055438316887051,0.8345600607897445,0.6551308126712455,0.7718299081362683,0.8267690018303682,0.797639733508676,0.8503949844045406,0.4210558064635196,0.8166457458820587
1574.76691423,0.893963258643534,0.8214480564944661,0.9060243060778446,0.7350950142487291,0.4707640450617403,0.4417517559216459,0.8578183191701292,0.4213573094977256,0.3453159319742686,0.3326462979015633,0.6315556585723243,0.8320717061627626,0.32562424888448105,0.4284330078366418,0.9319396694858244,0.6072499863118277,0.5401854529748558,0.7137756169919787,0.5179051582299653,0.6285793978591497,0.5066114166746732,0.836980534521168,0.6561174832410388,0.7716070524548295,0.8304966974315532,0.8055391806869582,0.8534651345659505,0.4201124348263762,0.8178549554821302
1580.80672696,0.8939448196080844,0.8220555547352513,0.9062511734193005,0.7352436051058513,0.4714310817294289,0.4468993245108812,0.861163719781886,0.42239523270656626,0.3387508691030499,0.33590909045602063,0.6374229254273784,0.8323561455092533,0.326186720219091,0.43006561433060686,0.9323798965303216,0.6092401773617726,0.5420325739176165,0.7143599353741947,0.518594367680558,0.6291219069279541,0.5076006358080024,0.8392900950056112,0.6570281521075814,0.7710172626946328,0.8335178533940403,0.812985029546823,0.8562229708448147,0.4185083635718282,0.8189444204852475
1586.85843732,0.894115210083012,0.8224444104588,0.9067990154099151,0.7354145473107754,0.4719574637021581,0.45189333694706985,0.864430810581083,0.4233262848240729,0.3324051090047103,0.3392091411959606,0.6430097987513305,0.8325724208812508,0.32668388161727435,0.43173161067145605,0.9323445496117312,0.6109638453411345,0.5438947060488636,0.7147580854237663,0.5192064787721241,0.6298594417170362,0.5084964357795642,0.8417944074346108,0.6577291394710758,0.770227998363005,0.8357351350299644,0.8198606413964415,0.8588952239269239,0.41631317980101945,0.819989828876995
1592.92202448,0.8946446175903034,0.8227781932182617,0.9068666787605264,0.7355628678324321,0.4723504095778809,0.45658352462269575,0.86688347246961,0.42413782338748296,0.3261417987449405,0.34256485008024007,0.648263861373946,0.8326262612640922,0.3272036503984631,0.433262928191581,0.9325905955200144,0.6125316789607527,0.5456994682989083,0.7151881685971074,0.5197549182178863,0.630722125145972,0.5093402352475953,0.8440875714970721,0.6583530581845617,0.7695969111810121,0.8379246962808297,0.8262099853838271,0.8616429990892696,0.4138466123840101,0.8209432076389854
1598.99746754,0.8954923070076863,0.8230939293133818,0.9062907019111007,0.735303387879421,0.47262076183529567,0.4609458216526947,0.8683220728718648,0.42491856105942016,0.31988915582103894,0.34584154189077926,0.6533810980087542,0.8325762941096405,0.3278510891745408,0.43486295228908656,0.9329624904156157,0.6140059680527217,0.5472216284652497,0.7155168523665135,0.5204917028965459,0.6319323259473457,0.5102014499405372,0.8460360465239345,0.6591541533721383,0.7687190729127203,0.8406790264547739,0.832537371033078,0.8641566601652853,0.4114748271850736,0.8218757955551886
1605.08474557,0.8957841197787791,0.8234521902228347,0.9058789598958051,0.7352249463454607,0.47276421428127974,0.4650218776344115,0.8697671816501585,0.42566783663049107,0.31364809253509257,0.34895248230818915,0.658580933148207,0.8327730358743842,0.32851454841923805,0.4363470290870644,0.9331983614507268,0.6154373903892896,0.548626227920914,0.7155663609511005,0.521164337053743,0.6327263078265228,0.5109448597005993,0.8476128679500728,0.6601009593629213,0.7672009446227294,0.8431025123084235,0.8388434440591944,0.8662951546241994,0.4092218057657275,0.8227243277214332
1611.18383758,0.8956670907101532,0.8236955321469879,0.9060050030070891,0.7355653183904495,0.47279101661691253,0.46887099518665654,0.8716011189687477,0.42642258577952985,0.3076659269214038,0.3521302785480658,0.6634793744911223,0.8331212194214795,0.3291304516378144,0.4377284978077056,0.9331536975247207,0.6173204258377435,0.5503500661560607,0.7155651660218108,0.5219760472162911,0.6333127721473193,0.5116504906921275,0.848721612668245,0.6609034698214622,0.7663666871282834,0.844675764406634,0.8449416681160056,0.8681581536639633,0.40753483079491837,0.823497054372315
1617.31109985,0.8955568976474431,0.8238807767433272,0.9066298809389199,0.7357616204606067,0.4727196162342639,0.47239191984779755,0.8734583630213851,0.42690127193286925,0.3019732685936923,0.3553623186207114,0.6680303610545711,0.8332052770497124,0.3295903721994827,0.43906658543236,0.9326253197705079,0.6188119890762305,0.552141219976465,0.7153891737931621,0.5225912905594275,0.6334358456581559,0.5123341537357561,0.8500901967063098,0.6615186788184303,0.7658377035459589,0.8460857029066111,0.8506376011747104,0.8697483289320626,0.4065141191180125,0.8242214680196369
