Database of Origin,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),RELAB,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB)
Reflectance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2357.49873856,0.8068719558861188,0.6182381444138829,0.9016569855267197,0.4514409833956814,0.28052959383599885,0.28738989042327456,0.5935399756060261,0.31286017709028596,0.517471589552756,0.42483614341938086,0.758646790115635,0.7742315545672989,0.3416517705857943,0.3929573986234123,0.5806537039030412,0.5950819384460317,0.31483354895019844,0.4866473646298927,0.3941171685006067,0.5146006055871597,0.45815901996182073,0.5442679284667429,0.3275892498228677,0.4377174605029518,0.5187622425289525,0.5793692385491558,0.7228614762393508,0.2217026671905818,0.5591984122344329
2366.9950812,0.8199509286607812,0.6131557055855097,0.8952996948999137,0.45916208192095687,0.2798717808868124,0.35142139011039747,0.5773712221141585,0.31201907614131436,0.5219667737170558,0.42640000127065153,0.7658719802515538,0.78029299920037,0.34174339625839906,0.40194625295800657,0.56798051414233,0.5913049092104218,0.3209897665856857,0.4820869851285376,0.3995628967213336,0.5103553954977008,0.45620121289731297,0.5316889300877055,0.30354687503325384,0.42285429982646394,0.5056483805489094,0.5571889075871752,0.7092462753540396,0.2076198041752592,0.5386892335210742
2376.49574055,0.8276828586309246,0.6058526068779487,0.8950434414988402,0.4766681314949069,0.2716327386301982,0.4095663412624082,0.5635761729789203,0.3179454518350907,0.5251224125360274,0.42905938654755754,0.7589283999114027,0.7693961909548171,0.34310688217345525,0.40386953553848304,0.5647870479292375,0.5943255401890425,0.32496053534849006,0.4822755607618573,0.3990317014302125,0.4996216569998129,0.45093987783073314,0.5112357630310664,0.2693741179780746,0.39944812346409697,0.4856336938313119,0.5364731224145659,0.6956239735695213,0.19496641458942637,0.5219424063108437
2386.00068793,0.8361184129845769,0.5946636264963592,0.8994596525074537,0.48507306671408057,0.26669702516273136,0.4551073263864916,0.5441258379723458,0.32163488725904005,0.5309880036636826,0.4225769117397268,0.7620359417455245,0.7675984142035704,0.3435118711331477,0.4086278009969132,0.5551969888329821,0.5977070742383283,0.32081208493388313,0.46819931094533296,0.3938847688485811,0.4889600528239248,0.4410906930827724,0.49415483843644586,0.25311066231423807,0.3665532282751024,0.46566873523678814,0.5113231327361305,0.6722749940298982,0.1807552260092624,0.5005585473805441
2395.50989495,0.8422952472519554,0.5851241041419001,0.8986363578846489,0.5039420879688434,0.26311496290913267,0.492416265140747,0.5176818066496465,0.32215858683976256,0.5301306260636143,0.4269542038753317,0.7573378458066179,0.7667435476734149,0.34461592682237385,0.41269342874114284,0.5533982313399533,0.5914772900941149,0.32429637922835053,0.4666516084140945,0.38868898427721976,0.48150448992244677,0.43552739525997813,0.48341204582534103,0.2595549992490968,0.3337854964983472,0.44885357712530477,0.48456420385910476,0.6495563746026906,0.1684465589687398,0.4897193335953078
2405.02333345,0.8377776255775309,0.5737388926038738,0.8966944260069959,0.5306585726386921,0.25316694740810214,0.5162552976874695,0.48977810839228325,0.32225120501822774,0.5340210018713283,0.4249032144657732,0.7606200396577975,0.7641810643657803,0.3466353938990502,0.4159347099189054,0.5528199177487066,0.5973308956570226,0.31789188874182434,0.4554483120552481,0.38944786116860713,0.47559034235469316,0.4331538908778723,0.48562570735178473,0.2793452337753523,0.3148346184301771,0.42555986774215204,0.4547930956526975,0.6222090905118847,0.16599115742607273,0.47839237900847276
2414.54097557,0.8422976209247659,0.5639693650196899,0.8970888484047883,0.5474820642100917,0.24586053827604856,0.5391115621119537,0.4656309275330028,0.3269942403063107,0.5390015825009511,0.42169061548684256,0.765205367901038,0.7560769534158068,0.3459613651401317,0.4196520903313866,0.5497208477515761,0.5866784260837478,0.3187886282124645,0.45020383390061247,0.3849949427992228,0.4633052259392737,0.43154499317443074,0.4818927765374647,0.3031830908112923,0.300188361581935,0.404566733033484,0.4309467481126692,0.6087835748633887,0.16859336785946827,0.4699100930785639
2424.0627937,0.8395124557547682,0.5503762388852265,0.8913428019387852,0.5657429640399887,0.23647231722002682,0.5507574355647915,0.428267045835352,0.32858818340846213,0.5412861558384644,0.42573736962470443,0.7619069576874075,0.7547093604363688,0.34740313019688357,0.4174136927441968,0.5416914594200085,0.5843588602357592,0.31504624918877955,0.44377454908652175,0.37980112805786975,0.4560642810214561,0.42861910896191696,0.4736988608769377,0.31251079472502186,0.2824658923000512,0.38259151020195326,0.40910632722480844,0.602855227685142,0.17372970040015037,0.4620048791164823
2433.58876046,0.8188784077110451,0.5403668249745015,0.8899784067464599,0.5788664859905767,0.22869834996745683,0.5555247881411568,0.395899703274075,0.3336017925709665,0.542536826220142,0.42651601668634,0.7596985292590563,0.7549637569581656,0.34866046998844963,0.4156359937292522,0.5280882494360022,0.5756760421648637,0.3149222323374456,0.4332074641468509,0.38084485765749504,0.4426684381239752,0.43087993854859563,0.46315007725235174,0.3110013823640863,0.2720390810723864,0.35970754207951555,0.39734997796082044,0.599476167522727,0.1764147422607867,0.45839972975972215
2443.11884877,0.8224981424125063,0.5235844423151779,0.8812172555105283,0.587658346351935,0.22196487855983205,0.5503017227923157,0.3654516774628919,0.3383787545235374,0.5468493759536316,0.4241020359306107,0.7545036306181142,0.754343481738046,0.3438374204964185,0.4104064559310982,0.5208710895070906,0.5696046714534637,0.3125636960967401,0.43289846327152237,0.3800329748364539,0.43634356150217607,0.42569980131842616,0.451689849173507,0.3004172128440165,0.2694041745437012,0.34590962604037634,0.389539631119965,0.5944473174874211,0.17520364960556847,0.45261656390799393
2452.65303176,0.8006014523102836,0.5059805483081433,0.8871644364292766,0.5875702363545808,0.2136551818475276,0.5500017922772169,0.3360832123163338,0.3443226721020595,0.5469245860112432,0.42401771877354005,0.7596835243590334,0.7485112883937503,0.3460143431232869,0.40759093007200375,0.5071045059372239,0.5766631967986116,0.3127103467051206,0.4233274064109342,0.37791865901422944,0.42976110890222263,0.4252613905653601,0.44398441502201186,0.297706552827381,0.26766824120994587,0.33079614557978887,0.37995900921145626,0.5707891070525528,0.17279807797754107,0.4515171434511562
2462.19128285,0.79762717910949,0.4971998126514724,0.887156059058544,0.5809700679068878,0.2082877509065653,0.5437250302118444,0.30749534762346276,0.34426159732977635,0.5459259442418188,0.4260492241125741,0.7591830403887878,0.7444413133733465,0.3453772152620091,0.4060970224103771,0.49981305708860707,0.5732964928976111,0.31582631608250683,0.4208209680006959,0.3764925426183278,0.4255283333348371,0.42150228462539124,0.4267768254026462,0.2944835738658513,0.2585176538443337,0.31840176269660725,0.37358975787573984,0.5628554773300389,0.16735882588372714,0.44823469155204343
2471.73357568,0.786218474318038,0.49029950082147705,0.8813248538241427,0.5745229727476088,0.19897344025916794,0.5379354542710862,0.28579443192283766,0.3495432005421847,0.5541591475036365,0.42078140826303223,0.7625180641474559,0.7369516510324278,0.34553601017045243,0.40120388047257566,0.4923774917084198,0.5678581130646324,0.31982510378507,0.4087711502993866,0.3723690813063678,0.41694261132953614,0.4191513711457497,0.4229727595597682,0.29526940060380785,0.25446391033821275,0.3100736734232003,0.3622515615453718,0.5625415657128169,0.16344822817193672,0.44658960574065665
2481.27988414,0.7683492079770677,0.48133538860428204,0.885595214858576,0.5678344848520908,0.19392138070880785,0.5238354527370852,0.2663874430989359,0.35890938575182874,0.548838630733661,0.4251506283131252,0.7644256815616115,0.7384343032944767,0.3462442424523652,0.40300146184692737,0.4809717323192073,0.5676824230082503,0.32041976175747966,0.3962733973342866,0.3653506628913566,0.41433549367991546,0.41572984103327393,0.41378698671031167,0.30280920748548346,0.25491983273778945,0.2993815901918616,0.3593626312590341,0.560253638756438,0.15940527407526792,0.43911590194967565
2490.83018234,0.7527038900192757,0.4758309373975366,0.8745263009425991,0.5695764206380415,0.1887288085758569,0.513874976546665,0.2504114854109493,0.36005688152835125,0.553113506633677,0.4242151585879636,0.7548270775059177,0.7406416131559637,0.3485524454935003,0.39857470641753545,0.4689533661818739,0.574929545456737,0.3219238432199641,0.38815091214547287,0.35999149684147275,0.4083551287601113,0.412291111016284,0.4043937046405307,0.31091826968132513,0.2468300292626343,0.2976750634707169,0.3558589023093553,0.5502651986216245,0.1518491638824204,0.4383070073329105
2500.38444467,0.7466363055396527,0.4737971736905061,0.8839968440754253,0.5657181608847739,0.1835280404549361,0.504295266718011,0.2415441661453184,0.3660168835787935,0.5503214943051263,0.41778204169051714,0.761432709228887,0.7404326328966485,0.34921879875878853,0.3995086561890973,0.4594949128114872,0.5712945182886178,0.3239345622977847,0.38536911210922564,0.35302627414755566,0.4059351247165549,0.4090621846184856,0.39278645450975647,0.3177111893646225,0.22832932347213708,0.29662068522348695,0.35522156964011153,0.5396211876689234,0.1476889782570284,0.4344966722806606
2509.94264572,0.7396233270911703,0.47918339052525394,0.8804419481897036,0.5549573736253601,0.18057548704313123,0.49637385058387673,0.23458657288338988,0.37017183794151404,0.5520735145818213,0.42013777037925515,0.7543773907865705,0.7371004784495143,0.3504554653105612,0.3966289361758236,0.45535358755437366,0.5759660673586169,0.32274278373038495,0.38490058198098664,0.34813389577535386,0.39457584123357203,0.40406185129287153,0.3894800726833231,0.3174854655654619,0.2116312061585019,0.2975632083210394,0.35628189519276815,0.5217888052322905,0.1445675892364349,0.4217906768903699
2519.50476033,0.7299797921245943,0.486287552318726,0.8862006584004561,0.5406806809468332,0.17650265368093465,0.48922746739059225,0.22774105711062645,0.37319501761050855,0.5534422893226655,0.41930647481274114,0.7617124139103696,0.7315896522483765,0.34927852739064447,0.4037151291882035,0.4472854624483495,0.5738719145009737,0.3215603282542155,0.3846132725231571,0.35145797504099147,0.38753814646111817,0.4035071540056207,0.380708873650406,0.31749784042547907,0.21131961943275718,0.3022054231820762,0.36088373002997937,0.5102999425713843,0.14021821516777574,0.4215533237411076
2529.07076355,0.7215093718085317,0.5049577769852619,0.8810527635977716,0.5291772688335403,0.17218522479818088,0.4799267065497871,0.2222993656110654,0.3777597286980068,0.560401274869789,0.4209538103778333,0.7556146075311356,0.732499768228275,0.3491179295760756,0.3981364974473955,0.43930650555736067,0.5718869221273285,0.3226864093553169,0.38953526097488395,0.35225299382960035,0.38221389952385376,0.40537753814107813,0.3754761034118203,0.3171563743360661,0.22615463425391008,0.30622497831597045,0.3634340599988577,0.5084557587066557,0.1381662335953577,0.41711072256785925
2538.64063068,0.7256955745753282,0.5263515338397518,0.8789495194956247,0.5244581443562941,0.17074230960397202,0.47752832204275925,0.22290527967347787,0.3815090209057584,0.5566273484776368,0.41989225401307795,0.7591979684452469,0.7357419074028524,0.3495613303247618,0.39988400185782136,0.4320306667943905,0.5716376128030787,0.3219230445848166,0.39614570805710836,0.35636640947926235,0.38273993219728525,0.40179391784936624,0.3673307800003253,0.3205415441645435,0.24066834071640827,0.3073941005970593,0.36269919949314366,0.5120789464273091,0.13564273818564992,0.41009303083551535
2548.21433723,0.7477687960801143,0.5411508469371605,,0.5266969441311437,0.16639985691462625,,,0.38713215651247646,0.5578247989575699,0.41982128764441057,0.7633158511265273,,0.3505859658728901,0.39860600424601855,0.4288541862403016,0.5687298910430011,,0.3998834268387841,0.3498422614353334,0.38235955384723863,0.39545108782681493,0.36433641848547843,,0.25242127055547653,,0.36029948001577444,0.5140595108199112,0.1320432826247067,0.4069161608577729
2557.79185893,0.7700003296957342,0.5499641774590227,,0.5201512116806556,0.16375716188663053,,,0.3915630752164439,0.554172516944975,0.4123897573536866,0.7515881170561692,,0.3462184384337948,0.3959610938459727,0.4229125403235619,0.5687856937215616,,0.4067128103003451,0.3478212230785687,0.3783202978689147,0.3947769349633867,0.3617602078807251,,0.25472647711008434,,0.3597569099365476,0.5084540176038712,0.1307884846448019,0.4043127046138028
2567.37317174,0.7966953899998799,0.5529153788641905,,0.5192052829328728,0.16017806780192348,,,0.39601999363901286,0.5601460150058972,0.4179811163615352,0.7598594937775135,,0.3460004706851698,0.39409248294345733,0.41097794076315886,0.5658541398766127,,0.41085074780225894,0.35328745949611645,0.3772315309500208,0.3931385782371044,0.3618802736179614,,0.2536440166749382,,0.35682021619536325,0.501901262068181,0.128708172293682,0.40108599624221797
2576.95825182,0.8190191466900899,0.5584525255969676,,0.5191960899896088,0.15667062536377666,,,0.4026107023366105,0.5579186814790225,0.4155361084914939,0.7671391310863132,,0.3478503933362089,0.3975338220400261,0.40216772338085627,0.5655144900251765,,0.4114524891780889,0.3523991455759156,0.37363258516935066,0.3898998631965797,0.35613647907502594,,0.2563341295878739,,0.3503988800349639,0.4909661790367073,0.1250445651930427,0.3981669690970986
2586.54707556,0.8214671646792006,0.561382751438171,,0.5171350156682877,0.15325569287931926,,,0.3978322394358931,0.5607099562698443,0.40942238151349253,0.76587282636772,,0.34691837506581225,0.3971225407685045,0.3967489040717532,0.5591949953607794,,,0.3569907955495754,0.3716163170500148,0.3837503015092714,0.35106901664526646,,0.2656701970916659,,0.34916163443414316,0.4776990146965719,0.12099173015896154,0.39205446895379653
2596.13961955,0.8299951111965091,0.5538881098931783,,0.5149646944844323,0.1507519277703282,,,0.4056370724538689,0.5661174578699079,0.4156421326960526,0.7740661151069921,,0.34888755732152127,0.3994257190974715,0.3860266693463211,0.5586991423969304,,,0.3595651220794759,0.36497857548896667,0.37661745174614736,0.3529375993584402,,0.272300269221833,,0.3461935925291608,0.4652673949484203,0.11866675135658182,0.394282209806919
2605.7358606,0.8425455229138202,0.5479504788879782,,0.514725965695907,0.14556092140729304,,,0.41184731398486446,0.5651547425121405,0.4093376075559573,0.7655855974020549,,0.3448681313560856,0.4026156003992715,0.3802072348786419,0.5555235658223552,,,0.352838339611895,0.36792932609419887,0.3718143815383665,0.35234773451025575,,0.28529220468782523,,0.34408017790722506,0.45188720881662103,0.11492197743910715,0.38937320310619217
2615.33577571,0.8285076497002106,0.5454719971166773,,0.5123184195596566,0.141669490830193,,,0.41612468121210755,0.5729006358321771,0.41264581632407493,0.7749759911895425,,0.3456839992231743,0.4024020083904327,0.37284163395981024,0.5500064254014143,,,0.3522712497560367,0.3604234364653365,0.3644760692093307,0.3450851743183663,,0.29239176948039686,,0.34009978958926096,0.44767273453613504,0.11135714259571379,0.37925418851246445
2624.93934211,0.8472012092949152,0.5349084064346719,,0.5200394410188592,0.1361212142560941,,,0.4179878484591757,0.5732467359224188,0.40854774605797994,0.7760607021017181,,0.349466102106619,0.40317449559392593,0.3565281732451524,0.5421924179263315,,,0.34724641869811224,0.35159403318495586,0.356255808680364,0.3390466760816197,,0.30035712366142225,,0.3373391318962046,0.44659137018478934,0.10816138119189818,0.37020105000251097
2634.5465372,0.8391636349029017,0.5258161628148135,,0.5239800657492771,0.1301977137277219,,,0.4201767538451592,0.5700737571597,0.4082348771153813,0.7756111002995001,,0.3501492670667533,0.4013974527180619,0.34180188299970177,0.5417467407183633,,,0.34350232063878283,0.34413567189307553,0.35021044964546455,0.33410923851007396,,0.30590390209419854,,0.328963628722667,0.44478730117895077,0.10312513044410428,0.3646747599119035
2644.1573386,0.8421810043835506,0.5175994159864905,,0.520681897642834,0.12142081619870392,,,0.42771160455592183,0.5689329631174063,0.40830887747825334,0.7731133893362725,,0.34763465027635626,0.39488765092466394,0.32556979617432874,0.5310206007568214,,,0.3309023149348375,0.3413212400847112,0.3440580079945075,0.3213541106736191,,0.3074127000896285,,0.32415232006585437,0.45112338139172914,0.1029474087072474,0.35086332520714847
2653.77172414,0.8397322448362852,0.49690189668575135,,0.522291980310991,0.11390393877866238,,,0.42950192469126475,0.5657079520399192,0.40512478912132943,0.7804318016708394,,0.34981040579972544,0.39689164776942887,0.2971850652865982,0.5243993457755051,,,0.3114578042924278,0.3302435719027763,0.3295185146406352,0.31040323583063023,,0.29279558449362053,,0.31995954935939236,0.46308274581494513,0.10157542134882641,0.338435997763523
2663.3896718,0.8426546296491612,0.4857794051242145,,0.5153032342064299,0.10249043612531193,,,0.4320981781108501,0.5630966405439669,0.39821421031854304,0.7949260384917707,,0.34906869667490337,0.39040541103786464,0.2681291093336466,0.5192277918240631,,,0.2924541390397178,0.31574130971510156,0.31403718454926266,0.28895984357388826,,0.27680289793561985,,0.2969764572561901,0.46497094114997156,0.09878092113682398,0.3210075900005677
2673.0111598,0.8244895353746029,0.47028289288003255,,0.5027886763540462,0.09268016726368844,,,0.4289410529987927,0.5575867296691964,0.4038341193032765,0.8044655469950754,,0.35093254501848137,0.3648715264991946,0.2250363657643665,0.501850514970814,,,0.26312777846330143,0.30470345577119795,0.30315617084585805,0.2577909046588535,,0.25382783919135504,,0.28819677401416266,0.49032786396087963,0.09627846823459169,0.3079331687099077
2682.63616654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692.26467058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701.8966507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711.53208585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721.17095516,0.740231932513017,0.33783383234035613,,0.44751989409129134,0.04090827361511725,,,0.448294569809633,0.3846501601176572,0.3837221554845376,0.7631681116249962,,0.33360865771894077,0.18459836511825717,0.07158836412678166,0.28341287956142047,,,0.0570804587272912,0.10939883063893503,0.15837876504930393,0.10898765516440037,,0.182851723350312,,0.19726760589959944,0.4784530948391348,0.06944798463489521,0.1750064399617589
2730.81323795,0.7403757231776722,0.3124057356314011,,0.42326031339193226,0.038438035316414994,,,0.43617343195584246,0.38722014061468985,0.3860783864617152,0.7710967467879138,,0.33363822746276806,0.1571213334741942,0.06693661677051851,0.2294464786601787,,,0.055305593870717026,0.09208082026134694,0.12948159916701732,0.10593971492325167,,0.15695547750195668,,0.1703347858167333,0.44773168074538616,0.062235234834765514,0.14091955383106522
2740.45891371,0.7698140323280571,0.28664970099726744,,0.38539770745836666,0.03484616135083091,,,0.4284606973258949,0.386822412512306,0.34910087523403954,0.7902064644862214,,0.3402711463743248,0.14021648646344084,0.06594506024472484,0.1845703676476289,,,0.0584223420559504,0.07938340224625126,0.11259333615614553,0.10862159986620575,,0.13438706935868208,,0.1503314807861537,0.42722329469883824,0.054652196601637414,0.11517202494877893
2750.10796212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759.76036301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769.4160964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779.07514249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788.73748162,0.6943455961552196,0.1817254065454183,,0.2593011215762543,0.03156714578648401,,,0.4301813780398815,0.4915920939133188,0.3381044326497837,0.7852676891690242,,0.3399932839097121,0.08993026479392933,0.15221284090594062,0.15371896518878583,,,0.07336408824397972,0.10208469818083038,0.07597577046166928,0.10704453245471378,,0.052943569567500307,,0.0760479463744476,0.29885677683612033,0.02556902108170505,0.04696195369271443
2798.40309433,0.6911618650880096,0.1571180108115284,,0.2870301795316653,0.029757391765357286,,,0.43970948918102315,0.4211443261500947,0.32967289797958654,0.7092108635099699,,0.33150423639511317,0.08149642453345401,0.1578613493026932,0.1884330408023847,,,0.07599046729242764,0.1075962081702502,0.08164323524499922,0.10363977111563545,,0.045478200563691666,,0.07115813280345659,0.2761261994757531,0.023997058623808264,0.04073213029752231
2808.07196129,0.696128600136129,0.14835285548149205,,0.26498199004468714,0.028450714212927383,,,0.4218079120994519,0.4304954136843675,0.3093758548364036,0.7701713752651878,,0.3191937307453258,0.0818307947886094,0.17439074672828916,0.19768772183703143,,,0.07619755608408792,0.1336125565585424,0.08490381932525996,0.10898073188091964,,0.03994267740016346,,0.0636619931458877,0.23517492733306758,0.022281737019544647,0.03723907164439468
2817.74406337,0.6909801379581973,0.13751897813907,,0.250727806449067,0.028389906466783594,,,0.43056190520221505,0.4360667029347686,0.30975663346951615,0.7383856197925985,,0.3450272863548664,0.08162890852354568,0.18195234106702282,0.23202671368433211,,,0.07946006669327639,0.15099883168610326,0.09179245685061037,0.10733612861667176,,0.03751117196192698,,0.06110684348031577,0.22457317813963198,0.020209130279675105,0.035348719751154896
2827.41938157,0.697186832484609,0.12617405928945485,,0.22696231145195436,0.02824599384990627,,,0.42532324389874115,0.4314739178115733,0.31173097914458875,0.7610563100230069,,0.3331832008900353,0.08148183526723307,0.19010070910765686,0.24224134580386256,,,0.08103080980720993,0.16348080109526386,0.099901556260587,0.11089455397877103,,0.03610374771122253,,0.05724697201203175,0.20249120067545479,0.018825616721481503,0.033900164123845625
2837.09789707,0.696438616920635,0.12224130718330474,,0.20099325324664363,0.027329072410352432,,,0.4372440055373062,0.43778757132217266,0.3055576871816747,0.7425752454907859,,0.33205784782030545,0.0857670067768935,0.19917420247942988,0.26632100611244325,,,0.0841767350191673,0.17028385879257824,0.10774224480321605,0.11019456086718173,,0.0406215757086708,,0.055388026663334325,0.1779605964079249,0.01755586702273035,0.03161537159919843
2846.7795912,0.6800882705189443,0.11543135016419274,,0.16525946769791677,0.027516543376052405,,,0.4323577826939715,0.4400461446121517,0.30730297424087366,0.7619369199011562,,0.3306575129785321,0.08599977991912341,0.20836725481078236,0.2855704373278774,,,0.08775789710752281,0.18414231950146148,0.11244150903558223,0.11222643851266413,,0.048015076928872004,,0.05185138201585488,0.16282563476360049,0.0162554524506697,0.03227352273806108
2856.46444545,0.6901936034043946,0.10687001315889304,,0.1335488848918748,0.027076032272296966,,,0.42834463305032616,0.4372227131677363,0.30703540161894916,0.743210201320836,,0.3297751341099402,0.0876027363274404,0.21446127072428886,0.30031657127725014,,,0.09010111254373174,0.18637682483839424,0.11391472369104907,0.1102281261028273,,0.059459345909235184,,0.05027430443204235,0.14466982802152556,0.01534100473102184,0.03122325117463175
2866.15244146,0.6914094270521803,0.10064262266974791,,0.11552992206079707,0.02680968519152823,,,0.42977569584603525,0.4500967427085472,0.3008430128500536,0.7431152830305968,,0.3279992656308652,0.08801213424913788,0.21959218847581052,0.30963997262478177,,,0.09274178466231386,0.19499185705204974,0.11834090823522127,0.11156134340473169,,0.07322900360093255,,0.04919253589337672,0.12950829603047115,0.014572175609167043,0.030610570992588394
2875.84356103,0.6871650133044432,0.09386456977804664,,0.1137123351564984,0.026436880613148996,,,0.4373912773901628,0.4369617205713252,0.2985307179276073,0.7470571164614126,,0.3275345510472005,0.08588163481009979,0.22593164949618852,0.3130496727845296,,,0.09464725665245073,0.19939582584648569,0.11965346267030003,0.11207306607175813,,0.0700584527722092,,0.05063409032921449,0.11234679441980208,0.013746712695733387,0.030456721308592102
2885.5377861,0.679120960546978,0.08898756873187334,,0.12579469545449293,0.025856387016017984,,,0.4342239637057705,0.442026793290682,0.30093786177573634,0.7348402548972245,,0.3316153416021179,0.08437054951693032,0.23294771251093252,0.32000807816528626,,,0.0990393206379515,0.20297208044260998,0.12283610474662579,0.11161544240406661,,0.05929014724515782,,0.05212644871093289,0.0994965782982076,0.013227694168575615,0.030610075087573522
2895.23509877,0.6738602467700178,0.08245164758200975,,0.14486231025086618,0.026031826675890785,,,0.43178817585990226,0.4423190113912282,0.30116082824971535,0.7422933873623809,,0.32411809835224675,0.08395948316576576,0.2311284995335177,0.31855067235564893,,,0.10082402011319462,0.20136135119428888,0.12387084713449738,0.11319370118253447,,0.053181672080353674,,0.053825853624641075,0.08848557546399376,0.012721874375204544,0.030517208505051734
2904.9354813,0.669337577271632,0.07783611821654962,,0.17151545814429872,0.026046841395787505,,,0.43085442299434645,0.4506000219298664,0.29513996796986885,0.7352217349280394,,0.32400166325883933,0.08289680990690321,0.2339943793516465,0.3206180446768192,,,0.1020416582976892,0.2074621981767125,0.12551226651690214,0.1141659966997942,,0.04844284746033647,,0.05545843396064199,0.07950221083995547,0.012385162960041557,0.030341258856475137
2914.63891606,0.6710160848752352,0.07283950939094984,,0.19391090492688293,0.025735803900496297,,,0.42783779539600164,0.44866706677494095,0.29827776671618955,0.742875264383883,,0.32191152062276346,0.08095188516726337,0.23924833161551762,0.324107533688122,,,0.10421571375981631,0.2127730913080929,0.12666497220311668,0.11273994063540338,,0.046227050451583956,,0.05783602320359032,0.0714574641070144,0.012118073563328365,0.031687149874107215
2924.3453856,0.6741472233206517,0.0691021676035852,,0.21232488209581715,0.02566283615380662,,,0.43760383035034095,0.44604577009662316,0.2957725498858488,0.7410571254426538,,0.321529707171182,0.08344296265944309,0.25142634604571457,0.32778180748369584,,,0.10922984196407731,0.21461571278968414,0.12646199219728102,0.11141485851567377,,0.04463474129862502,,0.05927992996292476,0.06624229253455041,0.011927443465443086,0.031960892903176184
2934.05487259,0.6576053131139304,0.06458921973910729,,0.22215106213898722,0.02561509117155015,,,0.4361628860715772,0.4512599453615439,0.2954806951736995,0.7386996600262068,,0.3254027851698868,0.08375984016185695,0.26223461230844364,0.3253796981348074,,,0.11126808793837084,0.21538232340126068,0.1298698244368635,0.11148644671176779,,0.043302542804839826,,0.059896326817285045,0.06154387299614414,0.011872381334470387,0.03304543828415894
2943.76735987,0.6612505412832468,0.06278572473780303,,0.22707011622996515,0.025714131045149802,,,0.4446980178753281,0.44824060443750696,0.2973091470991751,0.7427813536189524,,0.32395017259500564,0.08670366984518703,0.27396185736736767,0.32545984156792857,,,0.11335136701867067,0.21996150174586263,0.1263327220839932,0.11253935003150319,,0.04309484083967504,,0.05977111237206842,0.05747192839417551,0.011844999972484933,0.03345657864747615
2953.48283039,0.6569528181959157,0.05926188685070095,,0.22755732051540903,0.026012235690147344,,,0.44169575114057547,0.4576903340340897,0.29494923262745276,0.7360257858924985,,0.3226005284160981,0.08961362880700603,0.27390062349789623,0.33206370406747776,,,0.11457517806822173,0.22371919066184076,0.12829437438556618,0.1133315028059086,,0.04309572664723561,,0.06037070475478131,0.05535496077184603,0.011790496903093346,0.03498079948713053
2963.20126726,0.6642904728744518,0.05781212015837442,,0.22775942077126607,0.02606530122468558,,,0.4397890457256243,0.4478605349419755,0.29232024041082416,0.7224454339663549,,0.3211795940888676,0.09210276803103817,0.28142392915003667,0.3280445295543262,,,0.11833667772520533,0.22412290966407084,0.12995800578866917,0.11406575443405385,,0.042511816375634004,,0.06178852348745566,0.05494173871530831,0.01186641460828348,0.03583168581947996
2972.92265372,0.6563445748182535,0.05655021304649181,,0.23425104162072738,0.026446930553860097,,,0.4416078825812176,0.45315168567049996,0.2936150108583957,0.7285975786385994,,0.3215502060565276,0.09609549383979792,0.29067991873610594,0.3371396991284428,,,0.12049023867524923,0.23292891382273745,0.13026830494438388,0.11458927132285283,,0.04256318434514858,,0.06364959374060337,0.056158890447221284,0.011825683014620319,0.03727738364735895
2982.64697313,0.655256263884494,0.05589599573900949,,0.2352055564610016,0.026285515441179224,,,0.44239817569194134,0.44631944144722124,0.2927376542966172,0.7260933282491702,,0.31969118286743503,0.09961578378812971,0.30326657480135194,0.33158706165471885,,,0.12392267143301552,0.2345078503787355,0.13131464148164532,0.11778997074394677,,0.042935796321351194,,0.06553350791980779,0.05916961813828876,0.011877296698265209,0.03818857609996841
